scenario,dest,year,sex,pop
igc,PRT,2040,f,5034121
igc,PRT,2040,m,4524043
igc,PRT,2045,f,4939159
igc,PRT,2045,m,4439913
igc,PRT,2050,f,4830822
igc,PRT,2050,m,4349491
igc,ROU,2015,f,10153186
igc,ROU,2015,m,9689349
igc,ROU,2020,f,9867476
igc,ROU,2020,m,9382211
igc,ROU,2025,f,9594244
igc,ROU,2025,m,9058037
igc,ROU,2030,f,9330120
igc,ROU,2030,m,8763968
igc,ROU,2035,f,9078573
igc,ROU,2035,m,8489251
igc,ROU,2040,f,8811683
igc,ROU,2040,m,8209680
igc,ROU,2045,f,8526410
igc,ROU,2045,m,7920894
igc,ROU,2050,f,8226380
igc,ROU,2050,m,7619190
igc,SVK,2015,f,2719137
igc,SVK,2015,m,2581466
igc,SVK,2020,f,2732421
igc,SVK,2020,m,2592236
igc,SVK,2025,f,2724424
igc,SVK,2025,m,2582544
igc,SVK,2030,f,2700831
igc,SVK,2030,m,2555440
igc,SVK,2035,f,2666182
igc,SVK,2035,m,2516399
igc,SVK,2040,f,2624318
igc,SVK,2040,m,2471321
igc,SVK,2045,f,2578433
igc,SVK,2045,m,2424207
igc,SVK,2050,f,2528202
igc,SVK,2050,m,2374283
igc,SVN,2015,f,1033185
igc,SVN,2015,m,1008864
igc,SVN,2020,f,1049954
igc,SVN,2020,m,1030631
igc,SVN,2025,f,1054066
igc,SVN,2025,m,1036287
igc,SVN,2030,f,1054028
igc,SVN,2030,m,1035913
igc,SVN,2035,f,1052689
igc,SVN,2035,m,1032598
igc,SVN,2040,f,1051789
igc,SVN,2040,m,1028974
igc,SVN,2045,f,1051789
igc,SVN,2045,m,1026776
igc,SVN,2050,f,1050469
igc,SVN,2050,m,1024552
igc,SWE,2015,f,4693350
igc,SWE,2015,m,4675331
igc,SWE,2020,f,4838993
igc,SWE,2020,m,4846020
igc,SWE,2025,f,4982065
igc,SWE,2025,m,4994250
igc,SWE,2030,f,5124427
igc,SWE,2030,m,5133247
igc,SWE,2035,f,5272097
igc,SWE,2035,m,5274990
igc,SWE,2040,f,5438447
igc,SWE,2040,m,5438921
igc,SWE,2045,f,5631724
igc,SWE,2045,m,5634435
igc,SWE,2050,f,5845807
igc,SWE,2050,m,5850633
no-migration,AUT,2015,f,4343612
no-migration,AUT,2015,m,4149943
no-migration,AUT,2020,f,4328285
no-migration,AUT,2020,m,4162870
no-migration,AUT,2025,f,4305573
no-migration,AUT,2025,m,4148636
no-migration,AUT,2030,f,4266548
no-migration,AUT,2030,m,4111042
no-migration,AUT,2035,f,4207862
no-migration,AUT,2035,m,4052197
no-migration,AUT,2040,f,4135155
no-migration,AUT,2040,m,3978894
no-migration,AUT,2045,f,4052482
no-migration,AUT,2045,m,3894239
no-migration,AUT,2050,f,3955035
no-migration,AUT,2050,m,3794918
no-migration,BEL,2015,f,5449307
no-migration,BEL,2015,m,5270093
no-migration,BEL,2020,f,5492027
no-migration,BEL,2020,m,5367975
no-migration,BEL,2025,f,5525859
no-migration,BEL,2025,m,5453924
no-migration,BEL,2030,f,5550452
no-migration,BEL,2030,m,5508980
no-migration,BEL,2035,f,5569533
no-migration,BEL,2035,m,5541760
no-migration,BEL,2040,f,5583611
no-migration,BEL,2040,m,5558936
no-migration,BEL,2045,f,5584207
no-migration,BEL,2045,m,5556788
no-migration,BEL,2050,f,5564986
no-migration,BEL,2050,m,5531293
no-migration,BGR,2015,f,3697203
no-migration,BGR,2015,m,3498544
no-migration,BGR,2020,f,3587585
no-migration,BGR,2020,m,3388379
no-migration,BGR,2025,f,3473022
no-migration,BGR,2025,m,3273172
no-migration,BGR,2030,f,3353875
no-migration,BGR,2030,m,3156712
no-migration,BGR,2035,f,3233587
no-migration,BGR,2035,m,3043032
no-migration,BGR,2040,f,3117727
no-migration,BGR,2040,m,2936543
no-migration,BGR,2045,f,3008360
no-migration,BGR,2045,m,2836550
no-migration,BGR,2050,f,2904224
no-migration,BGR,2050,m,2739209
no-migration,CYP,2015,f,427396
no-migration,CYP,2015,m,403179
no-migration,CYP,2020,f,435273
no-migration,CYP,2020,m,409939
no-migration,CYP,2025,f,441441
no-migration,CYP,2025,m,416109
no-migration,CYP,2030,f,443972
no-migration,CYP,2030,m,418628
no-migration,CYP,2035,f,443481
no-migration,CYP,2035,m,418192
no-migration,CYP,2040,f,440932
no-migration,CYP,2040,m,415989
no-migration,CYP,2045,f,436620
no-migration,CYP,2045,m,412501
no-migration,CYP,2050,f,430354
no-migration,CYP,2050,m,407589
no-migration,CZE,2015,f,5228414
no-migration,CZE,2015,m,5034838
no-migration,CZE,2020,f,5204932
no-migration,CZE,2020,m,5020161
no-migration,CZE,2025,f,5154347
no-migration,CZE,2025,m,4967063
no-migration,CZE,2030,f,5071889
no-migration,CZE,2030,m,4877973
no-migration,CZE,2035,f,4966850
no-migration,CZE,2035,m,4768270
no-migration,CZE,2040,f,4857952
no-migration,CZE,2040,m,4659282
no-migration,CZE,2045,f,4749941
no-migration,CZE,2045,m,4555215
no-migration,CZE,2050,f,4638536
no-migration,CZE,2050,m,4446529
no-migration,DEU,2015,f,40014655
no-migration,DEU,2015,m,38408703
no-migration,DEU,2020,f,39528569
no-migration,DEU,2020,m,38154142
no-migration,DEU,2025,f,38995664
no-migration,DEU,2025,m,37648983
no-migration,DEU,2030,f,38347096
no-migration,DEU,2030,m,37000981
no-migration,DEU,2035,f,37604495
no-migration,DEU,2035,m,36259365
no-migration,DEU,2040,f,36779977
no-migration,DEU,2040,m,35449518
no-migration,DEU,2045,f,35899526
no-migration,DEU,2045,m,34561941
no-migration,DEU,2050,f,34920538
no-migration,DEU,2050,m,33571053
no-migration,DNK,2015,f,2716763
no-migration,DNK,2015,m,2693346
no-migration,DNK,2020,f,2748204
no-migration,DNK,2020,m,2719057
no-migration,DNK,2025,f,2770328
no-migration,DNK,2025,m,2737684
no-migration,DNK,2030,f,2788616
no-migration,DNK,2030,m,2752677
no-migration,DNK,2035,f,2798627
no-migration,DNK,2035,m,2759767
no-migration,DNK,2040,f,2798825
no-migration,DNK,2040,m,2758745
no-migration,DNK,2045,f,2789922
no-migration,DNK,2045,m,2750522
no-migration,DNK,2050,f,2775282
no-migration,DNK,2050,m,2737187
no-migration,ESP,2015,f,23351569
no-migration,ESP,2015,m,22530825
no-migration,ESP,2020,f,23309852
no-migration,ESP,2020,m,22527985
no-migration,ESP,2025,f,23113593
no-migration,ESP,2025,m,22355324
no-migration,ESP,2030,f,22830531
no-migration,ESP,2030,m,22067556
no-migration,ESP,2035,f,22505354
no-migration,ESP,2035,m,21711546
no-migration,ESP,2040,f,22159343
no-migration,ESP,2040,m,21326484
no-migration,ESP,2045,f,21762381
no-migration,ESP,2045,m,20894294
no-migration,ESP,2050,f,21260463
no-migration,ESP,2050,m,20360628
no-migration,EST,2015,f,692303
no-migration,EST,2015,m,603739
no-migration,EST,2020,f,684423
no-migration,EST,2020,m,602518
no-migration,EST,2025,f,672903
no-migration,EST,2025,m,599089
no-migration,EST,2030,f,658279
no-migration,EST,2030,m,592222
no-migration,EST,2035,f,643145
no-migration,EST,2035,m,583573
no-migration,EST,2040,f,629194
no-migration,EST,2040,m,574956
no-migration,EST,2045,f,615967
no-migration,EST,2045,m,566446
no-migration,EST,2050,f,602448
no-migration,EST,2050,m,556974
no-migration,FIN,2015,f,2734251
no-migration,FIN,2015,m,2656578
no-migration,FIN,2020,f,2750919
no-migration,FIN,2020,m,2683544
no-migration,FIN,2025,f,2760714
no-migration,FIN,2025,m,2692992
no-migration,FIN,2030,f,2766799
no-migration,FIN,2030,m,2694895
no-migration,FIN,2035,f,2764548
no-migration,FIN,2035,m,2687877
no-migration,FIN,2040,f,2753695
no-migration,FIN,2040,m,2675288
no-migration,FIN,2045,f,2737349
no-migration,FIN,2045,m,2661928
no-migration,FIN,2050,f,2721796
no-migration,FIN,2050,m,2651916
no-migration,FRA,2015,f,34146152
no-migration,FRA,2015,m,32029914
no-migration,FRA,2020,f,34617549
no-migration,FRA,2020,m,32626661
no-migration,FRA,2025,f,35014104
no-migration,FRA,2025,m,33072428
no-migration,FRA,2030,f,35416903
no-migration,FRA,2030,m,33497438
no-migration,FRA,2035,f,35830644
no-migration,FRA,2035,m,33903078
no-migration,FRA,2040,f,36192814
no-migration,FRA,2040,m,34248299
no-migration,FRA,2045,f,36433348
no-migration,FRA,2045,m,34505549
no-migration,FRA,2050,f,36556498
no-migration,FRA,2050,m,34698536
no-migration,GBR,2015,f,32685700
no-migration,GBR,2015,m,31695319
no-migration,GBR,2020,f,33189900
no-migration,GBR,2020,m,32363392
no-migration,GBR,2025,f,33560797
no-migration,GBR,2025,m,32841825
no-migration,GBR,2030,f,33825928
no-migration,GBR,2030,m,33152673
no-migration,GBR,2035,f,33990476
no-migration,GBR,2035,m,33343102
no-migration,GBR,2040,f,34104563
no-migration,GBR,2040,m,33483312
no-migration,GBR,2045,f,34211663
no-migration,GBR,2045,m,33626077
no-migration,GBR,2050,f,34298786
no-migration,GBR,2050,m,33754185
no-migration,GRC,2015,f,5562692
no-migration,GRC,2015,m,5238955
no-migration,GRC,2020,f,5501704
no-migration,GRC,2020,m,5177402
no-migration,GRC,2025,f,5425891
no-migration,GRC,2025,m,5092845
no-migration,GRC,2030,f,5333721
no-migration,GRC,2030,m,5002520
no-migration,GRC,2035,f,5234995
no-migration,GRC,2035,m,4910383
no-migration,GRC,2040,f,5132105
no-migration,GRC,2040,m,4816003
no-migration,GRC,2045,f,5019344
no-migration,GRC,2045,m,4714569
no-migration,GRC,2050,f,4890656
no-migration,GRC,2050,m,4601264
no-migration,HRV,2015,f,2163467
no-migration,HRV,2015,m,2014803
no-migration,HRV,2020,f,2131742
no-migration,HRV,2020,m,1987383
no-migration,HRV,2025,f,2087884
no-migration,HRV,2025,m,1956965
no-migration,HRV,2030,f,2045195
no-migration,HRV,2030,m,1923447
no-migration,HRV,2035,f,2001539
no-migration,HRV,2035,m,1885588
no-migration,HRV,2040,f,1955111
no-migration,HRV,2040,m,1843530
no-migration,HRV,2045,f,1904808
no-migration,HRV,2045,m,1798463
no-migration,HRV,2050,f,1850695
no-migration,HRV,2050,m,1751300
no-migration,HUN,2015,f,5138803
no-migration,HUN,2015,m,4677492
no-migration,HUN,2020,f,5016532
no-migration,HUN,2020,m,4580621
no-migration,HUN,2025,f,4875198
no-migration,HUN,2025,m,4467261
no-migration,HUN,2030,f,4729287
no-migration,HUN,2030,m,4345711
no-migration,HUN,2035,f,4576546
no-migration,HUN,2035,m,4215072
no-migration,HUN,2040,f,4419100
no-migration,HUN,2040,m,4078432
no-migration,HUN,2045,f,4259122
no-migration,HUN,2045,m,3937368
no-migration,HUN,2050,f,4099668
no-migration,HUN,2050,m,3792526
no-migration,IRL,2015,f,2270679
no-migration,IRL,2015,m,2220383
no-migration,IRL,2020,f,2368586
no-migration,IRL,2020,m,2322140
no-migration,IRL,2025,f,2452403
no-migration,IRL,2025,m,2406873
no-migration,IRL,2030,f,2526291
no-migration,IRL,2030,m,2478056
no-migration,IRL,2035,f,2593903
no-migration,IRL,2035,m,2541526
no-migration,IRL,2040,f,2658276
no-migration,IRL,2040,m,2601924
no-migration,IRL,2045,f,2716673
no-migration,IRL,2045,m,2657026
no-migration,IRL,2050,f,2764587
no-migration,IRL,2050,m,2702232
no-migration,ITA,2015,f,31142823
no-migration,ITA,2015,m,29347293
no-migration,ITA,2020,f,30726074
no-migration,ITA,2020,m,29177457
no-migration,ITA,2025,f,30207741
no-migration,ITA,2025,m,28798256
no-migration,ITA,2030,f,29633013
no-migration,ITA,2030,m,28296218
no-migration,ITA,2035,f,29027465
no-migration,ITA,2035,m,27741710
no-migration,ITA,2040,f,28390550
no-migration,ITA,2040,m,27141143
no-migration,ITA,2045,f,27698686
no-migration,ITA,2045,m,26479000
no-migration,ITA,2050,f,26923137
no-migration,ITA,2050,m,25722813
no-migration,LTU,2015,f,1572907
no-migration,LTU,2015,m,1343858
no-migration,LTU,2020,f,1540078
no-migration,LTU,2020,m,1318768
no-migration,LTU,2025,f,1507114
no-migration,LTU,2025,m,1298856
no-migration,LTU,2030,f,1470944
no-migration,LTU,2030,m,1276713
no-migration,LTU,2035,f,1433100
no-migration,LTU,2035,m,1251188
no-migration,LTU,2040,f,1396385
no-migration,LTU,2040,m,1225423
no-migration,LTU,2045,f,1360905
no-migration,LTU,2045,m,1201268
no-migration,LTU,2050,f,1325733
no-migration,LTU,2050,m,1178240
no-migration,LUX,2015,f,252484
no-migration,LUX,2015,m,256132
no-migration,LUX,2020,f,260998
no-migration,LUX,2020,m,264637
no-migration,LUX,2025,f,268666
no-migration,LUX,2025,m,271868
no-migration,LUX,2030,f,274898
no-migration,LUX,2030,m,277335
no-migration,LUX,2035,f,279958
no-migration,LUX,2035,m,281174
no-migration,LUX,2040,f,283805
no-migration,LUX,2040,m,283539
no-migration,LUX,2045,f,285979
no-migration,LUX,2045,m,284091
no-migration,LUX,2050,f,286041
no-migration,LUX,2050,m,282560
no-migration,LVA,2015,f,1070965
no-migration,LVA,2015,m,907266
no-migration,LVA,2020,f,1039972
no-migration,LVA,2020,m,887835
no-migration,LVA,2025,f,1007591
no-migration,LVA,2025,m,871208
no-migration,LVA,2030,f,974062
no-migration,LVA,2030,m,852275
no-migration,LVA,2035,f,941913
no-migration,LVA,2035,m,832429
no-migration,LVA,2040,f,912505
no-migration,LVA,2040,m,813216
no-migration,LVA,2045,f,884675
no-migration,LVA,2045,m,794083
no-migration,LVA,2050,f,856532
no-migration,LVA,2050,m,773531
no-migration,MLT,2015,f,217567
no-migration,MLT,2015,m,217845
no-migration,MLT,2020,f,218627
no-migration,MLT,2020,m,220085
no-migration,MLT,2025,f,221965
no-migration,MLT,2025,m,222678
no-migration,MLT,2030,f,223027
no-migration,MLT,2030,m,223118
no-migration,MLT,2035,f,221844
no-migration,MLT,2035,m,221272
no-migration,MLT,2040,f,218915
no-migration,MLT,2040,m,217825
no-migration,MLT,2045,f,214720
no-migration,MLT,2045,m,213411
no-migration,MLT,2050,f,209705
no-migration,MLT,2050,m,208520
no-migration,NLD,2015,f,8314019
no-migration,NLD,2015,m,8167538
no-migration,NLD,2020,f,8370871
no-migration,NLD,2020,m,8260145
no-migration,NLD,2025,f,8387003
no-migration,NLD,2025,m,8359424
no-migration,NLD,2030,f,8410504
no-migration,NLD,2030,m,8423446
no-migration,NLD,2035,f,8417675
no-migration,NLD,2035,m,8436758
no-migration,NLD,2040,f,8397126
no-migration,NLD,2040,m,8401596
no-migration,NLD,2045,f,8347070
no-migration,NLD,2045,m,8325269
no-migration,NLD,2050,f,8276157
no-migration,NLD,2050,m,8226516
no-migration,POL,2015,f,19120105
no-migration,POL,2015,m,17903945
no-migration,POL,2020,f,19027544
no-migration,POL,2020,m,17799660
no-migration,POL,2025,f,18855312
no-migration,POL,2025,m,17592995
no-migration,POL,2030,f,18586797
no-migration,POL,2030,m,17283268
no-migration,POL,2035,f,18238981
no-migration,POL,2035,m,16902468
no-migration,POL,2040,f,17822014
no-migration,POL,2040,m,16479013
no-migration,POL,2045,f,17340760
no-migration,POL,2045,m,16024939
no-migration,POL,2050,f,16815878
no-migration,POL,2050,m,15544911
no-migration,PRT,2015,f,5436353
no-migration,PRT,2015,m,4897669
no-migration,PRT,2020,f,5372299
no-migration,PRT,2020,m,4853813
no-migration,PRT,2025,f,5279315
no-migration,PRT,2025,m,4773330
no-migration,PRT,2030,f,5176088
no-migration,PRT,2030,m,4682315
no-migration,PRT,2035,f,5065374
no-migration,PRT,2035,m,4583457
no-migration,PRT,2040,f,4941990
no-migration,PRT,2040,m,4472849
no-migration,PRT,2045,f,4799451
no-migration,PRT,2045,m,4347015
no-migration,PRT,2050,f,4636633
no-migration,PRT,2050,m,4206243
no-migration,ROU,2015,f,10153186
no-migration,ROU,2015,m,9689349
no-migration,ROU,2020,f,9972763
no-migration,ROU,2020,m,9509088
no-migration,ROU,2025,f,9770417
no-migration,ROU,2025,m,9275739
no-migration,ROU,2030,f,9557177
no-migration,ROU,2030,m,9051062
no-migration,ROU,2035,f,9336597
no-migration,ROU,2035,m,8825105
no-migration,ROU,2040,f,9102742
no-migration,ROU,2040,m,8593855
no-migration,ROU,2045,f,8849788
no-migration,ROU,2045,m,8349965
no-migration,ROU,2050,f,8585060
no-migration,ROU,2050,m,8091109
no-migration,SVK,2015,f,2719137
no-migration,SVK,2015,m,2581466
no-migration,SVK,2020,f,2722448
no-migration,SVK,2020,m,2582967
no-migration,SVK,2025,f,2709545
no-migration,SVK,2025,m,2569076
no-migration,SVK,2030,f,2679037
no-migration,SVK,2030,m,2535717
no-migration,SVK,2035,f,2634377
no-migration,SVK,2035,m,2487632
no-migration,SVK,2040,f,2580352
no-migration,SVK,2040,m,2431706
no-migration,SVK,2045,f,2520047
no-migration,SVK,2045,m,2371371
no-migration,SVK,2050,f,2453758
no-migration,SVK,2050,m,2306787
no-migration,SVN,2015,f,1033185
no-migration,SVN,2015,m,1008864
no-migration,SVN,2020,f,1030938
no-migration,SVN,2020,m,1012666
no-migration,SVN,2025,f,1023261
no-migration,SVN,2025,m,1006945
no-migration,SVN,2030,f,1010359
no-migration,SVN,2030,m,993364
no-migration,SVN,2035,f,994910
no-migration,SVN,2035,m,975124
no-migration,SVN,2040,f,978734
no-migration,SVN,2040,m,954981
no-migration,SVN,2045,f,961156
no-migration,SVN,2045,m,933514
no-migration,SVN,2050,f,940165
no-migration,SVN,2050,m,909795
no-migration,SWE,2015,f,4693350
no-migration,SWE,2015,m,4675331
no-migration,SWE,2020,f,4746131
no-migration,SWE,2020,m,4753339
no-migration,SWE,2025,f,4796945
no-migration,SWE,2025,m,4809873
no-migration,SWE,2030,f,4830523
no-migration,SWE,2030,m,4841724
no-migration,SWE,2035,f,4849903
no-migration,SWE,2035,m,4857037
no-migration,SWE,2040,f,4868623
no-migration,SWE,2040,m,4875190
no-migration,SWE,2045,f,4890576
no-migration,SWE,2045,m,4901152
no-migration,SWE,2050,f,4912716
no-migration,SWE,2050,m,4927234
recovery-in-europe,AUT,2015,f,4343612
recovery-in-europe,AUT,2015,m,4149943
recovery-in-europe,AUT,2020,f,4391971
recovery-in-europe,AUT,2020,m,4235686
recovery-in-europe,AUT,2025,f,4428794
recovery-in-europe,AUT,2025,m,4289722
recovery-in-europe,AUT,2030,f,4453817
recovery-in-europe,AUT,2030,m,4324392
recovery-in-europe,AUT,2035,f,4468545
recovery-in-europe,AUT,2035,m,4347780
recovery-in-europe,AUT,2040,f,4487164
recovery-in-europe,AUT,2040,m,4376661
recovery-in-europe,AUT,2045,f,4520134
recovery-in-europe,AUT,2045,m,4421875
recovery-in-europe,AUT,2050,f,4569832
recovery-in-europe,AUT,2050,m,4488697
recovery-in-europe,BEL,2015,f,5449307
recovery-in-europe,BEL,2015,m,5270093
recovery-in-europe,BEL,2020,f,5581725
recovery-in-europe,BEL,2020,m,5474723
recovery-in-europe,BEL,2025,f,5717348
recovery-in-europe,BEL,2025,m,5681442
recovery-in-europe,BEL,2030,f,5869521
recovery-in-europe,BEL,2030,m,5886050
recovery-in-europe,BEL,2035,f,6049516
recovery-in-europe,BEL,2035,m,6104792
recovery-in-europe,BEL,2040,f,6267966
recovery-in-europe,BEL,2040,m,6353695
recovery-in-europe,BEL,2045,f,6534278
recovery-in-europe,BEL,2045,m,6648276
recovery-in-europe,BEL,2050,f,6859124
recovery-in-europe,BEL,2050,m,7003079
recovery-in-europe,BGR,2015,f,3697203
recovery-in-europe,BGR,2015,m,3498544
recovery-in-europe,BGR,2020,f,3522933
recovery-in-europe,BGR,2020,m,3333200
recovery-in-europe,BGR,2025,f,3349969
recovery-in-europe,BGR,2025,m,3166472
recovery-in-europe,BGR,2030,f,3186153
recovery-in-europe,BGR,2030,m,3009948
recovery-in-europe,BGR,2035,f,3036952
recovery-in-europe,BGR,2035,m,2869986
recovery-in-europe,BGR,2040,f,2908966
recovery-in-europe,BGR,2040,m,2751904
recovery-in-europe,BGR,2045,f,2799785
recovery-in-europe,BGR,2045,m,2652219
recovery-in-europe,BGR,2050,f,2705816
recovery-in-europe,BGR,2050,m,2565916
recovery-in-europe,CYP,2015,f,427396
recovery-in-europe,CYP,2015,m,403179
recovery-in-europe,CYP,2020,f,453910
recovery-in-europe,CYP,2020,m,428041
recovery-in-europe,CYP,2025,f,474029
recovery-in-europe,CYP,2025,m,447948
recovery-in-europe,CYP,2030,f,493282
recovery-in-europe,CYP,2030,m,467399
recovery-in-europe,CYP,2035,f,512831
recovery-in-europe,CYP,2035,m,488044
recovery-in-europe,CYP,2040,f,535366
recovery-in-europe,CYP,2040,m,512513
recovery-in-europe,CYP,2045,f,563067
recovery-in-europe,CYP,2045,m,542995
recovery-in-europe,CYP,2050,f,597038
recovery-in-europe,CYP,2050,m,581028
recovery-in-europe,CZE,2015,f,5228414
recovery-in-europe,CZE,2015,m,5034838
recovery-in-europe,CZE,2020,f,5232357
recovery-in-europe,CZE,2020,m,5034796
recovery-in-europe,CZE,2025,f,5204602
recovery-in-europe,CZE,2025,m,4995808
recovery-in-europe,CZE,2030,f,5151598
recovery-in-europe,CZE,2030,m,4934743
recovery-in-europe,CZE,2035,f,5079945
recovery-in-europe,CZE,2035,m,4863214
recovery-in-europe,CZE,2040,f,5012502
recovery-in-europe,CZE,2040,m,4807152
recovery-in-europe,CZE,2045,f,4956556
recovery-in-europe,CZE,2045,m,4771930
recovery-in-europe,CZE,2050,f,4908797
recovery-in-europe,CZE,2050,m,4748505
recovery-in-europe,DEU,2015,f,40014655
recovery-in-europe,DEU,2015,m,38408703
recovery-in-europe,DEU,2020,f,39784962
recovery-in-europe,DEU,2020,m,38408007
recovery-in-europe,DEU,2025,f,39545816
recovery-in-europe,DEU,2025,m,38199557
recovery-in-europe,DEU,2030,f,39257011
recovery-in-europe,DEU,2030,m,37914315
recovery-in-europe,DEU,2035,f,38933185
recovery-in-europe,DEU,2035,m,37593471
recovery-in-europe,DEU,2040,f,38605953
recovery-in-europe,DEU,2040,m,37280027
recovery-in-europe,DEU,2045,f,38327394
recovery-in-europe,DEU,2045,m,36998577
recovery-in-europe,DEU,2050,f,38073004
recovery-in-europe,DEU,2050,m,36746602
recovery-in-europe,DNK,2015,f,2716763
recovery-in-europe,DNK,2015,m,2693346
recovery-in-europe,DNK,2020,f,2785916
recovery-in-europe,DNK,2020,m,2755067
recovery-in-europe,DNK,2025,f,2848830
recovery-in-europe,DNK,2025,m,2811788
recovery-in-europe,DNK,2030,f,2921712
recovery-in-europe,DNK,2030,m,2878128
recovery-in-europe,DNK,2035,f,3002244
recovery-in-europe,DNK,2035,m,2952320
recovery-in-europe,DNK,2040,f,3093854
recovery-in-europe,DNK,2040,m,3038764
recovery-in-europe,DNK,2045,f,3203414
recovery-in-europe,DNK,2045,m,3144571
recovery-in-europe,DNK,2050,f,3341939
recovery-in-europe,DNK,2050,m,3279417
recovery-in-europe,ESP,2015,f,23351569
recovery-in-europe,ESP,2015,m,22530825
recovery-in-europe,ESP,2020,f,23545932
recovery-in-europe,ESP,2020,m,22807647
recovery-in-europe,ESP,2025,f,23635402
recovery-in-europe,ESP,2025,m,22974768
recovery-in-europe,ESP,2030,f,23693642
recovery-in-europe,ESP,2030,m,23093334
recovery-in-europe,ESP,2035,f,23765753
recovery-in-europe,ESP,2035,m,23211159
recovery-in-europe,ESP,2040,f,23879937
recovery-in-europe,ESP,2040,m,23374599
recovery-in-europe,ESP,2045,f,24016516
recovery-in-europe,ESP,2045,m,23580577
recovery-in-europe,ESP,2050,f,24136523
recovery-in-europe,ESP,2050,m,23796859
recovery-in-europe,EST,2015,f,692303
recovery-in-europe,EST,2015,m,603739
recovery-in-europe,EST,2020,f,698956
recovery-in-europe,EST,2020,m,617334
recovery-in-europe,EST,2025,f,697691
recovery-in-europe,EST,2025,m,624940
recovery-in-europe,EST,2030,f,698466
recovery-in-europe,EST,2030,m,634333
recovery-in-europe,EST,2035,f,702068
recovery-in-europe,EST,2035,m,646099
recovery-in-europe,EST,2040,f,708932
recovery-in-europe,EST,2040,m,661477
recovery-in-europe,EST,2045,f,719412
recovery-in-europe,EST,2045,m,681857
recovery-in-europe,EST,2050,f,732838
recovery-in-europe,EST,2050,m,707051
recovery-in-europe,FIN,2015,f,2734251
recovery-in-europe,FIN,2015,m,2656578
recovery-in-europe,FIN,2020,f,2775167
recovery-in-europe,FIN,2020,m,2703371
recovery-in-europe,FIN,2025,f,2803318
recovery-in-europe,FIN,2025,m,2729647
recovery-in-europe,FIN,2030,f,2830926
recovery-in-europe,FIN,2030,m,2754482
recovery-in-europe,FIN,2035,f,2854934
recovery-in-europe,FIN,2035,m,2778252
recovery-in-europe,FIN,2040,f,2879489
recovery-in-europe,FIN,2040,m,2808917
recovery-in-europe,FIN,2045,f,2911978
recovery-in-europe,FIN,2045,m,2856142
recovery-in-europe,FIN,2050,f,2963065
recovery-in-europe,FIN,2050,m,2928689
recovery-in-europe,FRA,2015,f,34146152
recovery-in-europe,FRA,2015,m,32029914
recovery-in-europe,FRA,2020,f,35096226
recovery-in-europe,FRA,2020,m,33009394
recovery-in-europe,FRA,2025,f,36076525
recovery-in-europe,FRA,2025,m,33965701
recovery-in-europe,FRA,2030,f,37204584
recovery-in-europe,FRA,2030,m,35059212
recovery-in-europe,FRA,2035,f,38495155
recovery-in-europe,FRA,2035,m,36296923
recovery-in-europe,FRA,2040,f,39946197
recovery-in-europe,FRA,2040,m,37689928
recovery-in-europe,FRA,2045,f,41549531
recovery-in-europe,FRA,2045,m,39266679
recovery-in-europe,FRA,2050,f,43372569
recovery-in-europe,FRA,2050,m,41106701
recovery-in-europe,GBR,2015,f,32685700
recovery-in-europe,GBR,2015,m,31695319
recovery-in-europe,GBR,2020,f,33627855
recovery-in-europe,GBR,2020,m,32749861
recovery-in-europe,GBR,2025,f,34569999
recovery-in-europe,GBR,2025,m,33732919
recovery-in-europe,GBR,2030,f,35584842
recovery-in-europe,GBR,2030,m,34714105
recovery-in-europe,GBR,2035,f,36742655
recovery-in-europe,GBR,2035,m,35811585
recovery-in-europe,GBR,2040,f,38229065
recovery-in-europe,GBR,2040,m,37219055
recovery-in-europe,GBR,2045,f,40175603
recovery-in-europe,GBR,2045,m,39077824
recovery-in-europe,GBR,2050,f,42673615
recovery-in-europe,GBR,2050,m,41476385
recovery-in-europe,GRC,2015,f,5562692
recovery-in-europe,GRC,2015,m,5238955
recovery-in-europe,GRC,2020,f,5500718
recovery-in-europe,GRC,2020,m,5182707
recovery-in-europe,GRC,2025,f,5416982
recovery-in-europe,GRC,2025,m,5093515
recovery-in-europe,GRC,2030,f,5323133
recovery-in-europe,GRC,2030,m,5003038
recovery-in-europe,GRC,2035,f,5230843
recovery-in-europe,GRC,2035,m,4919020
recovery-in-europe,GRC,2040,f,5153272
recovery-in-europe,GRC,2040,m,4852608
recovery-in-europe,GRC,2045,f,5088675
recovery-in-europe,GRC,2045,m,4802662
recovery-in-europe,GRC,2050,f,5035067
recovery-in-europe,GRC,2050,m,4768274
recovery-in-europe,HRV,2015,f,2163467
recovery-in-europe,HRV,2015,m,2014803
recovery-in-europe,HRV,2020,f,2115924
recovery-in-europe,HRV,2020,m,1970264
recovery-in-europe,HRV,2025,f,2051546
recovery-in-europe,HRV,2025,m,1918217
recovery-in-europe,HRV,2030,f,1992218
recovery-in-europe,HRV,2030,m,1867614
recovery-in-europe,HRV,2035,f,1937120
recovery-in-europe,HRV,2035,m,1818778
recovery-in-europe,HRV,2040,f,1885734
recovery-in-europe,HRV,2040,m,1773481
recovery-in-europe,HRV,2045,f,1838549
recovery-in-europe,HRV,2045,m,1734701
recovery-in-europe,HRV,2050,f,1797014
recovery-in-europe,HRV,2050,m,1704543
recovery-in-europe,HUN,2015,f,5138803
