scenario,dest,year,sex,pop
ukraine-war,BEL,2050,f,6799314
ukraine-war,BEL,2050,m,6929890
ukraine-war,BGR,2015,f,3697203
ukraine-war,BGR,2015,m,3498544
ukraine-war,BGR,2020,f,3522933
ukraine-war,BGR,2020,m,3333200
ukraine-war,BGR,2025,f,3349891
ukraine-war,BGR,2025,m,3166378
ukraine-war,BGR,2030,f,3185957
ukraine-war,BGR,2030,m,3009732
ukraine-war,BGR,2035,f,3035671
ukraine-war,BGR,2035,m,2868796
ukraine-war,BGR,2040,f,2900832
ukraine-war,BGR,2040,m,2744561
ukraine-war,BGR,2045,f,2781479
ukraine-war,BGR,2045,m,2635430
ukraine-war,BGR,2050,f,2674992
ukraine-war,BGR,2050,m,2537087
ukraine-war,CYP,2015,f,427396
ukraine-war,CYP,2015,m,403179
ukraine-war,CYP,2020,f,453910
ukraine-war,CYP,2020,m,428041
ukraine-war,CYP,2025,f,473982
ukraine-war,CYP,2025,m,447916
ukraine-war,CYP,2030,f,493168
ukraine-war,CYP,2030,m,467307
ukraine-war,CYP,2035,f,512307
ukraine-war,CYP,2035,m,487553
ukraine-war,CYP,2040,f,532204
ukraine-war,CYP,2040,m,509465
ukraine-war,CYP,2045,f,554260
ukraine-war,CYP,2045,m,534463
ukraine-war,CYP,2050,f,578295
ukraine-war,CYP,2050,m,562604
ukraine-war,CZE,2015,f,5228414
ukraine-war,CZE,2015,m,5034838
ukraine-war,CZE,2020,f,5232357
ukraine-war,CZE,2020,m,5034796
ukraine-war,CZE,2025,f,5204590
ukraine-war,CZE,2025,m,4995798
ukraine-war,CZE,2030,f,5151569
ukraine-war,CZE,2030,m,4934703
ukraine-war,CZE,2035,f,5079419
ukraine-war,CZE,2035,m,4862517
ukraine-war,CZE,2040,f,5008100
ukraine-war,CZE,2040,m,4801396
ukraine-war,CZE,2045,f,4944575
ukraine-war,CZE,2045,m,4756043
ukraine-war,CZE,2050,f,4884946
ukraine-war,CZE,2050,m,4716119
ukraine-war,DEU,2015,f,40014655
ukraine-war,DEU,2015,m,38408703
ukraine-war,DEU,2020,f,39784962
ukraine-war,DEU,2020,m,38408007
ukraine-war,DEU,2025,f,39545428
ukraine-war,DEU,2025,m,38199090
ukraine-war,DEU,2030,f,39255811
ukraine-war,DEU,2030,m,37912899
ukraine-war,DEU,2035,f,38925654
ukraine-war,DEU,2035,m,37585754
ukraine-war,DEU,2040,f,38563879
ukraine-war,DEU,2040,m,37238773
ukraine-war,DEU,2045,f,38210564
ukraine-war,DEU,2045,m,36884454
ukraine-war,DEU,2050,f,37824067
ukraine-war,DEU,2050,m,36501739
ukraine-war,DNK,2015,f,2716763
ukraine-war,DNK,2015,m,2693346
ukraine-war,DNK,2020,f,2785916
ukraine-war,DNK,2020,m,2755067
ukraine-war,DNK,2025,f,2848645
ukraine-war,DNK,2025,m,2811625
ukraine-war,DNK,2030,f,2921206
ukraine-war,DNK,2030,m,2877672
ukraine-war,DNK,2035,f,3000644
ukraine-war,DNK,2035,m,2950921
ukraine-war,DNK,2040,f,3086614
ukraine-war,DNK,2040,m,3032514
ukraine-war,DNK,2045,f,3183514
ukraine-war,DNK,2045,m,3127087
ukraine-war,DNK,2050,f,3298383
ukraine-war,DNK,2050,m,3240422
ukraine-war,ESP,2015,f,23351569
ukraine-war,ESP,2015,m,22530825
ukraine-war,ESP,2020,f,23545932
ukraine-war,ESP,2020,m,22807647
ukraine-war,ESP,2025,f,23635356
ukraine-war,ESP,2025,m,22974696
ukraine-war,ESP,2030,f,23693461
ukraine-war,ESP,2030,m,23093097
ukraine-war,ESP,2035,f,23759450
ukraine-war,ESP,2035,m,23204064
ukraine-war,ESP,2040,f,23829536
ukraine-war,ESP,2040,m,23316984
ukraine-war,ESP,2045,f,23871774
ukraine-war,ESP,2045,m,23412426
ukraine-war,ESP,2050,f,23834393
ukraine-war,ESP,2050,m,23439967
ukraine-war,EST,2015,f,692303
ukraine-war,EST,2015,m,603739
ukraine-war,EST,2020,f,698956
ukraine-war,EST,2020,m,617334
ukraine-war,EST,2025,f,697689
ukraine-war,EST,2025,m,624939
ukraine-war,EST,2030,f,698461
ukraine-war,EST,2030,m,634326
ukraine-war,EST,2035,f,701941
ukraine-war,EST,2035,m,645943
ukraine-war,EST,2040,f,707945
ukraine-war,EST,2040,m,660285
ukraine-war,EST,2045,f,716764
ukraine-war,EST,2045,m,678415
ukraine-war,EST,2050,f,727285
ukraine-war,EST,2050,m,699516
ukraine-war,FIN,2015,f,2734251
ukraine-war,FIN,2015,m,2656578
ukraine-war,FIN,2020,f,2775167
ukraine-war,FIN,2020,m,2703371
ukraine-war,FIN,2025,f,2803301
ukraine-war,FIN,2025,m,2729625
ukraine-war,FIN,2030,f,2830875
ukraine-war,FIN,2030,m,2754423
ukraine-war,FIN,2035,f,2854582
ukraine-war,FIN,2035,m,2777840
ukraine-war,FIN,2040,f,2876997
ukraine-war,FIN,2040,m,2806109
ukraine-war,FIN,2045,f,2904520
ukraine-war,FIN,2045,m,2847229
ukraine-war,FIN,2050,f,2945759
ukraine-war,FIN,2050,m,2907406
ukraine-war,FRA,2015,f,34146152
ukraine-war,FRA,2015,m,32029914
ukraine-war,FRA,2020,f,35096226
ukraine-war,FRA,2020,m,33009394
ukraine-war,FRA,2025,f,36076262
ukraine-war,FRA,2025,m,33965510
ukraine-war,FRA,2030,f,37203659
ukraine-war,FRA,2030,m,35058483
ukraine-war,FRA,2035,f,38485325
ukraine-war,FRA,2035,m,36287446
ukraine-war,FRA,2040,f,39870540
ukraine-war,FRA,2040,m,37614370
ukraine-war,FRA,2045,f,41317677
ukraine-war,FRA,2045,m,39036117
ukraine-war,FRA,2050,f,42847217
ukraine-war,FRA,2050,m,40586988
ukraine-war,GBR,2015,f,32685700
ukraine-war,GBR,2015,m,31695319
ukraine-war,GBR,2020,f,33627855
ukraine-war,GBR,2020,m,32749861
ukraine-war,GBR,2025,f,34569858
ukraine-war,GBR,2025,m,33732784
ukraine-war,GBR,2030,f,35584442
ukraine-war,GBR,2030,m,34713698
ukraine-war,GBR,2035,f,36727907
ukraine-war,GBR,2035,m,35798862
ukraine-war,GBR,2040,f,38110920
ukraine-war,GBR,2040,m,37116023
ukraine-war,GBR,2045,f,39807707
ukraine-war,GBR,2045,m,38753792
ukraine-war,GBR,2050,f,41824097
ukraine-war,GBR,2050,m,40719860
ukraine-war,GRC,2015,f,5562692
ukraine-war,GRC,2015,m,5238955
ukraine-war,GRC,2020,f,5500718
ukraine-war,GRC,2020,m,5182707
ukraine-war,GRC,2025,f,5416902
ukraine-war,GRC,2025,m,5093448
ukraine-war,GRC,2030,f,5322916
ukraine-war,GRC,2030,m,5002871
ukraine-war,GRC,2035,f,5229480
ukraine-war,GRC,2035,m,4917670
ukraine-war,GRC,2040,f,5145454
ukraine-war,GRC,2040,m,4844179
ukraine-war,GRC,2045,f,5068330
ukraine-war,GRC,2045,m,4780525
ukraine-war,GRC,2050,f,4994362
ukraine-war,GRC,2050,m,4723487
ukraine-war,HRV,2015,f,2163467
ukraine-war,HRV,2015,m,2014803
ukraine-war,HRV,2020,f,2115924
ukraine-war,HRV,2020,m,1970264
ukraine-war,HRV,2025,f,2051545
ukraine-war,HRV,2025,m,1918211
ukraine-war,HRV,2030,f,1992213
ukraine-war,HRV,2030,m,1867603
ukraine-war,HRV,2035,f,1936605
ukraine-war,HRV,2035,m,1818255
ukraine-war,HRV,2040,f,1881781
ukraine-war,HRV,2040,m,1769460
ukraine-war,HRV,2045,f,1828489
ukraine-war,HRV,2045,m,1724296
ukraine-war,HRV,2050,f,1777987
ukraine-war,HRV,2050,m,1684476
ukraine-war,HUN,2015,f,5138803
ukraine-war,HUN,2015,m,4677492
ukraine-war,HUN,2020,f,5015701
ukraine-war,HUN,2020,m,4574871
ukraine-war,HUN,2025,f,4871267
ukraine-war,HUN,2025,m,4455330
ukraine-war,HUN,2030,f,4728592
ukraine-war,HUN,2030,m,4336259
ukraine-war,HUN,2035,f,4583807
ukraine-war,HUN,2035,m,4215052
ukraine-war,HUN,2040,f,4438139
ukraine-war,HUN,2040,m,4093670
ukraine-war,HUN,2045,f,4294981
ukraine-war,HUN,2045,m,3974829
ukraine-war,HUN,2050,f,4158769
ukraine-war,HUN,2050,m,3860076
ukraine-war,IRL,2015,f,2270679
ukraine-war,IRL,2015,m,2220383
ukraine-war,IRL,2020,f,2424224
ukraine-war,IRL,2020,m,2370507
ukraine-war,IRL,2025,f,2572667
ukraine-war,IRL,2025,m,2515430
ukraine-war,IRL,2030,f,2730564
ukraine-war,IRL,2030,m,2668593
ukraine-war,IRL,2035,f,2898160
ukraine-war,IRL,2035,m,2832365
ukraine-war,IRL,2040,f,3082951
ukraine-war,IRL,2040,m,3015409
ukraine-war,IRL,2045,f,3290538
ukraine-war,IRL,2045,m,3224295
ukraine-war,IRL,2050,f,3525331
ukraine-war,IRL,2050,m,3463233
ukraine-war,ITA,2015,f,31142823
ukraine-war,ITA,2015,m,29347293
ukraine-war,ITA,2020,f,30947738
ukraine-war,ITA,2020,m,29381361
ukraine-war,ITA,2025,f,30677361
ukraine-war,ITA,2025,m,29244998
ukraine-war,ITA,2030,f,30414578
ukraine-war,ITA,2030,m,29051560
ukraine-war,ITA,2035,f,30158332
ukraine-war,ITA,2035,m,28863408
ukraine-war,ITA,2040,f,29923932
ukraine-war,ITA,2040,m,28701457
ukraine-war,ITA,2045,f,29696561
ukraine-war,ITA,2045,m,28560268
ukraine-war,ITA,2050,f,29454123
ukraine-war,ITA,2050,m,28415713
ukraine-war,LTU,2015,f,1572907
ukraine-war,LTU,2015,m,1343858
ukraine-war,LTU,2020,f,1544011
ukraine-war,LTU,2020,m,1317110
ukraine-war,LTU,2025,f,1512007
ukraine-war,LTU,2025,m,1294322
ukraine-war,LTU,2030,f,1481680
ukraine-war,LTU,2030,m,1275943
ukraine-war,LTU,2035,f,1453723
ukraine-war,LTU,2035,m,1259638
ukraine-war,LTU,2040,f,1429194
ukraine-war,LTU,2040,m,1246426
ukraine-war,LTU,2045,f,1409694
ukraine-war,LTU,2045,m,1239155
ukraine-war,LTU,2050,f,1393908
ukraine-war,LTU,2050,m,1236803
ukraine-war,LUX,2015,f,252484
ukraine-war,LUX,2015,m,256132
ukraine-war,LUX,2020,f,285268
ukraine-war,LUX,2020,m,291295
ukraine-war,LUX,2025,f,313411
ukraine-war,LUX,2025,m,320402
ukraine-war,LUX,2030,f,345413
ukraine-war,LUX,2030,m,352833
ukraine-war,LUX,2035,f,382391
ukraine-war,LUX,2035,m,389912
ukraine-war,LUX,2040,f,425469
ukraine-war,LUX,2040,m,433454
ukraine-war,LUX,2045,f,476166
ukraine-war,LUX,2045,m,485347
ukraine-war,LUX,2050,f,535380
ukraine-war,LUX,2050,m,546906
ukraine-war,LVA,2015,f,1070965
ukraine-war,LVA,2015,m,907266
ukraine-war,LVA,2020,f,1049394
ukraine-war,LVA,2020,m,895238
ukraine-war,LVA,2025,f,1023975
ukraine-war,LVA,2025,m,884199
ukraine-war,LVA,2030,f,1003348
ukraine-war,LVA,2030,m,877226
ukraine-war,LVA,2035,f,988003
ukraine-war,LVA,2035,m,874665
ukraine-war,LVA,2040,f,975551
ukraine-war,LVA,2040,m,875060
ukraine-war,LVA,2045,f,965658
ukraine-war,LVA,2045,m,878813
ukraine-war,LVA,2050,f,956426
ukraine-war,LVA,2050,m,884727
ukraine-war,MLT,2015,f,217567
ukraine-war,MLT,2015,m,217845
ukraine-war,MLT,2020,f,232297
ukraine-war,MLT,2020,m,232828
ukraine-war,MLT,2025,f,243918
ukraine-war,MLT,2025,m,245080
ukraine-war,MLT,2030,f,256059
ukraine-war,MLT,2030,m,259518
ukraine-war,MLT,2035,f,269632
ukraine-war,MLT,2035,m,277235
ukraine-war,MLT,2040,f,285048
ukraine-war,MLT,2040,m,299121
ukraine-war,MLT,2045,f,303887
ukraine-war,MLT,2045,m,326786
ukraine-war,MLT,2050,f,326653
ukraine-war,MLT,2050,m,361305
ukraine-war,NLD,2015,f,8314019
ukraine-war,NLD,2015,m,8167538
ukraine-war,NLD,2020,f,8477249
ukraine-war,NLD,2020,m,8365301
ukraine-war,NLD,2025,f,8621005
ukraine-war,NLD,2025,m,8592433
ukraine-war,NLD,2030,f,8803852
ukraine-war,NLD,2030,m,8819485
ukraine-war,NLD,2035,f,9002110
ukraine-war,NLD,2035,m,9032126
ukraine-war,NLD,2040,f,9208079
ukraine-war,NLD,2040,m,9234266
ukraine-war,NLD,2045,f,9429291
ukraine-war,NLD,2045,m,9442157
ukraine-war,NLD,2050,f,9682876
ukraine-war,NLD,2050,m,9683065
ukraine-war,POL,2015,f,19120105
ukraine-war,POL,2015,m,17903945
ukraine-war,POL,2020,f,18923040
ukraine-war,POL,2020,m,17674895
ukraine-war,POL,2025,f,18673159
ukraine-war,POL,2025,m,17370787
ukraine-war,POL,2030,f,18352447
ukraine-war,POL,2030,m,16993627
ukraine-war,POL,2035,f,17972550
ukraine-war,POL,2035,m,16574458
ukraine-war,POL,2040,f,17533710
ukraine-war,POL,2040,m,16130229
ukraine-war,POL,2045,f,17043481
ukraine-war,POL,2045,m,15670847
ukraine-war,POL,2050,f,16519506
ukraine-war,POL,2050,m,15197769
ukraine-war,PRT,2015,f,5436353
ukraine-war,PRT,2015,m,4897669
ukraine-war,PRT,2020,f,5367588
ukraine-war,PRT,2020,m,4840156
ukraine-war,PRT,2025,f,5294079
ukraine-war,PRT,2025,m,4770729
ukraine-war,PRT,2030,f,5236458
ukraine-war,PRT,2030,m,4718161
ukraine-war,PRT,2035,f,5201334
ukraine-war,PRT,2035,m,4689085
ukraine-war,PRT,2040,f,5182391
ukraine-war,PRT,2040,m,4678769
ukraine-war,PRT,2045,f,5178010
ukraine-war,PRT,2045,m,4688914
ukraine-war,PRT,2050,f,5190665
ukraine-war,PRT,2050,m,4724272
ukraine-war,ROU,2015,f,10153186
ukraine-war,ROU,2015,m,9689349
ukraine-war,ROU,2020,f,9867476
ukraine-war,ROU,2020,m,9382211
ukraine-war,ROU,2025,f,9594983
ukraine-war,ROU,2025,m,9058974
ukraine-war,ROU,2030,f,9333058
ukraine-war,ROU,2030,m,8767803
ukraine-war,ROU,2035,f,9085010
ukraine-war,ROU,2035,m,8497546
ukraine-war,ROU,2040,f,8823245
ukraine-war,ROU,2040,m,8224033
ukraine-war,ROU,2045,f,8544714
ukraine-war,ROU,2045,m,7943196
ukraine-war,ROU,2050,f,8253672
ukraine-war,ROU,2050,m,7652158
ukraine-war,SVK,2015,f,2719137
ukraine-war,SVK,2015,m,2581466
ukraine-war,SVK,2020,f,2732421
ukraine-war,SVK,2020,m,2592236
ukraine-war,SVK,2025,f,2725171
ukraine-war,SVK,2025,m,2583592
ukraine-war,SVK,2030,f,2703898
ukraine-war,SVK,2030,m,2559296
ukraine-war,SVK,2035,f,2672704
ukraine-war,SVK,2035,m,2524847
ukraine-war,SVK,2040,f,2635624
ukraine-war,SVK,2040,m,2486464
ukraine-war,SVK,2045,f,2596146
ukraine-war,SVK,2045,m,2448441
ukraine-war,SVK,2050,f,2554795
ukraine-war,SVK,2050,m,2411243
ukraine-war,SVN,2015,f,1033185
ukraine-war,SVN,2015,m,1008864
ukraine-war,SVN,2020,f,1049954
ukraine-war,SVN,2020,m,1030631
ukraine-war,SVN,2025,f,1054629
ukraine-war,SVN,2025,m,1036960
ukraine-war,SVN,2030,f,1056178
ukraine-war,SVN,2030,m,1038605
ukraine-war,SVN,2035,f,1057792
ukraine-war,SVN,2035,m,1039089
ukraine-war,SVN,2040,f,1061512
ukraine-war,SVN,2040,m,1041760
ukraine-war,SVN,2045,f,1068386
ukraine-war,SVN,2045,m,1048933
ukraine-war,SVN,2050,f,1077022
ukraine-war,SVN,2050,m,1060463
ukraine-war,SWE,2015,f,4693350
ukraine-war,SWE,2015,m,4675331
ukraine-war,SWE,2020,f,4838993
ukraine-war,SWE,2020,m,4846020
ukraine-war,SWE,2025,f,5002013
ukraine-war,SWE,2025,m,5014081
ukraine-war,SWE,2030,f,5181924
ukraine-war,SWE,2030,m,5191600
ukraine-war,SWE,2035,f,5386507
ukraine-war,SWE,2035,m,5393001
ukraine-war,SWE,2040,f,5633069
ukraine-war,SWE,2040,m,5641868
ukraine-war,SWE,2045,f,5935174
ukraine-war,SWE,2045,m,5953787
ukraine-war,SWE,2050,f,6298363
ukraine-war,SWE,2050,m,6330384
