scenario,dest,year,edu,nativity,pop
igc,POL,2020,3,non-eu,46654
igc,POL,2020,4,eu,33857
igc,POL,2020,4,native,1540316
igc,POL,2020,4,non-eu,59359
igc,POL,2020,5,eu,47694
igc,POL,2020,5,native,17778329
igc,POL,2020,5,non-eu,140403
igc,POL,2020,6,eu,35533
igc,POL,2020,6,native,8418531
igc,POL,2020,6,non-eu,85500
igc,POL,2025,1,eu,22706
igc,POL,2025,1,native,1847743
igc,POL,2025,1,non-eu,24487
igc,POL,2025,2,eu,3983
igc,POL,2025,2,native,163739
igc,POL,2025,2,non-eu,12487
igc,POL,2025,3,eu,17207
igc,POL,2025,3,native,3816870
igc,POL,2025,3,non-eu,32184
igc,POL,2025,4,eu,27963
igc,POL,2025,4,native,1812857
igc,POL,2025,4,non-eu,50143
igc,POL,2025,5,eu,47756
igc,POL,2025,5,native,18161677
igc,POL,2025,5,non-eu,157830
igc,POL,2025,6,eu,38391
igc,POL,2025,6,native,9709036
igc,POL,2025,6,non-eu,89519
igc,POL,2030,1,eu,871
igc,POL,2030,1,native,7646
igc,POL,2030,1,non-eu,13235
igc,POL,2030,2,eu,2785
igc,POL,2030,2,native,111243
igc,POL,2030,2,non-eu,11157
igc,POL,2030,3,eu,14886
igc,POL,2030,3,native,3155197
igc,POL,2030,3,non-eu,24762
igc,POL,2030,4,eu,29074
igc,POL,2030,4,native,1883107
igc,POL,2030,4,non-eu,45928
igc,POL,2030,5,eu,50497
igc,POL,2030,5,native,18563490
igc,POL,2030,5,non-eu,175177
igc,POL,2030,6,eu,41808
igc,POL,2030,6,native,11082964
igc,POL,2030,6,non-eu,96257
igc,POL,2035,1,eu,550
igc,POL,2035,1,native,2704
igc,POL,2035,1,non-eu,10562
igc,POL,2035,2,eu,2055
igc,POL,2035,2,native,75828
igc,POL,2035,2,non-eu,11072
igc,POL,2035,3,eu,7113
igc,POL,2035,3,native,2538769
igc,POL,2035,3,non-eu,21333
igc,POL,2035,4,eu,15391
igc,POL,2035,4,native,1820104
igc,POL,2035,4,non-eu,42239
igc,POL,2035,5,eu,53918
igc,POL,2035,5,native,17857634
igc,POL,2035,5,non-eu,186174
igc,POL,2035,6,eu,46092
igc,POL,2035,6,native,11683670
igc,POL,2035,6,non-eu,103665
igc,POL,2040,1,eu,606
igc,POL,2040,1,native,3022
igc,POL,2040,1,non-eu,11491
igc,POL,2040,2,eu,1575
igc,POL,2040,2,native,55065
igc,POL,2040,2,non-eu,11437
igc,POL,2040,3,eu,5029
igc,POL,2040,3,native,2017573
igc,POL,2040,3,non-eu,20122
igc,POL,2040,4,eu,11688
igc,POL,2040,4,native,1681439
igc,POL,2040,4,non-eu,39243
igc,POL,2040,5,eu,45312
igc,POL,2040,5,native,17051958
igc,POL,2040,5,non-eu,193131
igc,POL,2040,6,eu,48738
igc,POL,2040,6,native,12250869
igc,POL,2040,6,non-eu,113004
igc,POL,2045,1,eu,651
igc,POL,2045,1,native,3130
igc,POL,2045,1,non-eu,12060
igc,POL,2045,2,eu,1411
igc,POL,2045,2,native,41847
igc,POL,2045,2,non-eu,12357
igc,POL,2045,3,eu,3785
igc,POL,2045,3,native,1589635
igc,POL,2045,3,non-eu,20366
igc,POL,2045,4,eu,9507
igc,POL,2045,4,native,1535708
igc,POL,2045,4,non-eu,37407
igc,POL,2045,5,eu,41520
igc,POL,2045,5,native,16084560
igc,POL,2045,5,non-eu,199042
igc,POL,2045,6,eu,46628
igc,POL,2045,6,native,12811220
igc,POL,2045,6,non-eu,124432
igc,POL,2050,1,eu,705
igc,POL,2050,1,native,3168
igc,POL,2050,1,non-eu,12513
igc,POL,2050,2,eu,1279
igc,POL,2050,2,native,32516
igc,POL,2050,2,non-eu,13059
igc,POL,2050,3,eu,3111
igc,POL,2050,3,native,1266349
igc,POL,2050,3,non-eu,21026
igc,POL,2050,4,eu,8022
igc,POL,2050,4,native,1422189
igc,POL,2050,4,non-eu,36588
igc,POL,2050,5,eu,37915
igc,POL,2050,5,native,14985350
igc,POL,2050,5,non-eu,201821
igc,POL,2050,6,eu,44794
igc,POL,2050,6,native,13310906
igc,POL,2050,6,non-eu,136330
igc,PRT,2015,1,eu,21819
igc,PRT,2015,1,native,1451703
igc,PRT,2015,1,non-eu,44131
igc,PRT,2015,2,eu,2365
igc,PRT,2015,2,native,919514
igc,PRT,2015,2,non-eu,29869
igc,PRT,2015,3,eu,11191
igc,PRT,2015,3,native,3454941
igc,PRT,2015,3,non-eu,55228
igc,PRT,2015,4,eu,35990
igc,PRT,2015,4,native,1474965
igc,PRT,2015,4,non-eu,137995
igc,PRT,2015,5,eu,58901
igc,PRT,2015,5,native,1132495
igc,PRT,2015,5,non-eu,178052
igc,PRT,2015,6,eu,67358
igc,PRT,2015,6,native,1075814
igc,PRT,2015,6,non-eu,181691
igc,PRT,2020,1,eu,14725
igc,PRT,2020,1,native,923610
igc,PRT,2020,1,non-eu,99554
igc,PRT,2020,2,eu,3122
igc,PRT,2020,2,native,729955
igc,PRT,2020,2,non-eu,44370
igc,PRT,2020,3,eu,13273
igc,PRT,2020,3,native,3050510
igc,PRT,2020,3,non-eu,70488
igc,PRT,2020,4,eu,39317
igc,PRT,2020,4,native,1587687
igc,PRT,2020,4,non-eu,145767
igc,PRT,2020,5,eu,62116
igc,PRT,2020,5,native,1499899
igc,PRT,2020,5,non-eu,188298
igc,PRT,2020,6,eu,66626
igc,PRT,2020,6,native,1488164
igc,PRT,2020,6,non-eu,180263
igc,PRT,2025,1,eu,8295
igc,PRT,2025,1,native,447527
igc,PRT,2025,1,non-eu,114142
igc,PRT,2025,2,eu,3627
igc,PRT,2025,2,native,589861
igc,PRT,2025,2,non-eu,58510
igc,PRT,2025,3,eu,13530
igc,PRT,2025,3,native,2791805
igc,PRT,2025,3,non-eu,90308
igc,PRT,2025,4,eu,37259
igc,PRT,2025,4,native,1616216
igc,PRT,2025,4,non-eu,154602
igc,PRT,2025,5,eu,65672
igc,PRT,2025,5,native,1761370
igc,PRT,2025,5,non-eu,216937
igc,PRT,2025,6,eu,69290
igc,PRT,2025,6,native,1813112
igc,PRT,2025,6,non-eu,190149
igc,PRT,2030,1,eu,1772
igc,PRT,2030,1,native,33490
igc,PRT,2030,1,non-eu,99962
igc,PRT,2030,2,eu,3490
igc,PRT,2030,2,native,460453
igc,PRT,2030,2,non-eu,72232
igc,PRT,2030,3,eu,12486
igc,PRT,2030,3,native,2475088
igc,PRT,2030,3,non-eu,111184
igc,PRT,2030,4,eu,35561
igc,PRT,2030,4,native,1613108
igc,PRT,2030,4,non-eu,174642
igc,PRT,2030,5,eu,68031
igc,PRT,2030,5,native,2008607
igc,PRT,2030,5,non-eu,255336
igc,PRT,2030,6,eu,72746
igc,PRT,2030,6,native,2169261
igc,PRT,2030,6,non-eu,208719
igc,PRT,2035,1,eu,967
igc,PRT,2035,1,native,34324
igc,PRT,2035,1,non-eu,93926
igc,PRT,2035,2,eu,3307
igc,PRT,2035,2,native,353842
igc,PRT,2035,2,non-eu,79148
igc,PRT,2035,3,eu,10883
igc,PRT,2035,3,native,2125300
igc,PRT,2035,3,non-eu,128238
igc,PRT,2035,4,eu,31795
igc,PRT,2035,4,native,1512438
igc,PRT,2035,4,non-eu,191434
igc,PRT,2035,5,eu,67815
igc,PRT,2035,5,native,2111785
igc,PRT,2035,5,non-eu,297627
igc,PRT,2035,6,eu,73971
igc,PRT,2035,6,native,2372747
igc,PRT,2035,6,non-eu,232097
igc,PRT,2040,1,eu,1059
igc,PRT,2040,1,native,33010
igc,PRT,2040,1,non-eu,94653
igc,PRT,2040,2,eu,3034
igc,PRT,2040,2,native,275752
igc,PRT,2040,2,non-eu,82223
igc,PRT,2040,3,eu,9528
igc,PRT,2040,3,native,1796634
igc,PRT,2040,3,non-eu,139466
igc,PRT,2040,4,eu,28716
igc,PRT,2040,4,native,1405483
igc,PRT,2040,4,non-eu,200049
igc,PRT,2040,5,eu,65421
igc,PRT,2040,5,native,2184623
igc,PRT,2040,5,non-eu,340251
igc,PRT,2040,6,eu,73894
igc,PRT,2040,6,native,2561295
igc,PRT,2040,6,non-eu,263073
igc,PRT,2045,1,eu,1059
igc,PRT,2045,1,native,31016
igc,PRT,2045,1,non-eu,93151
igc,PRT,2045,2,eu,2858
igc,PRT,2045,2,native,220446
igc,PRT,2045,2,non-eu,85066
igc,PRT,2045,3,eu,8233
igc,PRT,2045,3,native,1486446
igc,PRT,2045,3,non-eu,148126
igc,PRT,2045,4,eu,25432
igc,PRT,2045,4,native,1305091
igc,PRT,2045,4,non-eu,207227
igc,PRT,2045,5,eu,62551
igc,PRT,2045,5,native,2219276
igc,PRT,2045,5,non-eu,381033
igc,PRT,2045,6,eu,73258
igc,PRT,2045,6,native,2729127
igc,PRT,2045,6,non-eu,299676
igc,PRT,2050,1,eu,1133
igc,PRT,2050,1,native,29168
igc,PRT,2050,1,non-eu,89888
igc,PRT,2050,2,eu,2616
igc,PRT,2050,2,native,181429
igc,PRT,2050,2,non-eu,85531
igc,PRT,2050,3,eu,7049
igc,PRT,2050,3,native,1199166
igc,PRT,2050,3,non-eu,154164
igc,PRT,2050,4,eu,22165
igc,PRT,2050,4,native,1204897
igc,PRT,2050,4,non-eu,213155
igc,PRT,2050,5,eu,58845
igc,PRT,2050,5,native,2230756
igc,PRT,2050,5,non-eu,419563
igc,PRT,2050,6,eu,72318
igc,PRT,2050,6,native,2870322
igc,PRT,2050,6,non-eu,338148
igc,ROU,2015,1,eu,84348
igc,ROU,2015,1,native,2973137
igc,ROU,2015,1,non-eu,16478
igc,ROU,2015,2,eu,1029
igc,ROU,2015,2,native,332084
igc,ROU,2015,2,non-eu,3378
igc,ROU,2015,3,eu,4282
igc,ROU,2015,3,native,1763515
igc,ROU,2015,3,non-eu,12929
igc,ROU,2015,4,eu,7122
igc,ROU,2015,4,native,4726000
igc,ROU,2015,4,non-eu,30605
igc,ROU,2015,5,eu,8179
igc,ROU,2015,5,native,6712500
igc,ROU,2015,5,non-eu,52220
igc,ROU,2015,6,eu,6199
igc,ROU,2015,6,native,3072791
igc,ROU,2015,6,non-eu,35739
igc,ROU,2020,1,eu,67777
igc,ROU,2020,1,native,1902532
igc,ROU,2020,1,non-eu,22147
igc,ROU,2020,2,eu,1720
igc,ROU,2020,2,native,236884
igc,ROU,2020,2,non-eu,6896
igc,ROU,2020,3,eu,4980
igc,ROU,2020,3,native,1321295
igc,ROU,2020,3,non-eu,13254
igc,ROU,2020,4,eu,14198
igc,ROU,2020,4,native,4434817
igc,ROU,2020,4,non-eu,34546
igc,ROU,2020,5,eu,14641
igc,ROU,2020,5,native,7308853
igc,ROU,2020,5,non-eu,66749
igc,ROU,2020,6,eu,9097
igc,ROU,2020,6,native,3746032
igc,ROU,2020,6,non-eu,43269
igc,ROU,2025,1,eu,41259
igc,ROU,2025,1,native,895434
igc,ROU,2025,1,non-eu,19298
igc,ROU,2025,2,eu,2028
igc,ROU,2025,2,native,178932
igc,ROU,2025,2,non-eu,7993
igc,ROU,2025,3,eu,5865
igc,ROU,2025,3,native,1017348
igc,ROU,2025,3,non-eu,13521
igc,ROU,2025,4,eu,25361
igc,ROU,2025,4,native,4270042
igc,ROU,2025,4,non-eu,38658
igc,ROU,2025,5,eu,23821
igc,ROU,2025,5,native,7673859
igc,ROU,2025,5,non-eu,80042
igc,ROU,2025,6,eu,13871
igc,ROU,2025,6,native,4297380
igc,ROU,2025,6,non-eu,47569
igc,ROU,2030,1,eu,825
igc,ROU,2030,1,native,59938
igc,ROU,2030,1,non-eu,9807
igc,ROU,2030,2,eu,1926
igc,ROU,2030,2,native,142243
igc,ROU,2030,2,non-eu,8997
igc,ROU,2030,3,eu,6526
igc,ROU,2030,3,native,767092
igc,ROU,2030,3,non-eu,14500
igc,ROU,2030,4,eu,39603
igc,ROU,2030,4,native,3925289
igc,ROU,2030,4,non-eu,44614
igc,ROU,2030,5,eu,39654
igc,ROU,2030,5,native,7999360
igc,ROU,2030,5,non-eu,94876
igc,ROU,2030,6,eu,22219
igc,ROU,2030,6,native,4863793
igc,ROU,2030,6,non-eu,52826
igc,ROU,2035,1,eu,857
igc,ROU,2035,1,native,59443
igc,ROU,2035,1,non-eu,9706
igc,ROU,2035,2,eu,1826
igc,ROU,2035,2,native,106780
igc,ROU,2035,2,non-eu,9921
igc,ROU,2035,3,eu,4312
igc,ROU,2035,3,native,569110
igc,ROU,2035,3,non-eu,14934
igc,ROU,2035,4,eu,15422
igc,ROU,2035,4,native,3485237
igc,ROU,2035,4,non-eu,42794
igc,ROU,2035,5,eu,51671
igc,ROU,2035,5,native,7882969
igc,ROU,2035,5,non-eu,105949
igc,ROU,2035,6,eu,34748
igc,ROU,2035,6,native,5113555
igc,ROU,2035,6,non-eu,58590
igc,ROU,2040,1,eu,854
igc,ROU,2040,1,native,58582
igc,ROU,2040,1,non-eu,10381
igc,ROU,2040,2,eu,1651
igc,ROU,2040,2,native,86779
igc,ROU,2040,2,non-eu,10511
igc,ROU,2040,3,eu,3808
igc,ROU,2040,3,native,435434
igc,ROU,2040,3,non-eu,15404
igc,ROU,2040,4,eu,12960
igc,ROU,2040,4,native,3043366
igc,ROU,2040,4,non-eu,42403
igc,ROU,2040,5,eu,44704
igc,ROU,2040,5,native,7724860
igc,ROU,2040,5,non-eu,112186
igc,ROU,2040,6,eu,41625
igc,ROU,2040,6,native,5311539
igc,ROU,2040,6,non-eu,64316
igc,ROU,2045,1,eu,917
igc,ROU,2045,1,native,55741
igc,ROU,2045,1,non-eu,10784
igc,ROU,2045,2,eu,1593
igc,ROU,2045,2,native,72718
igc,ROU,2045,2,non-eu,11316
igc,ROU,2045,3,eu,3386
igc,ROU,2045,3,native,348193
igc,ROU,2045,3,non-eu,15960
igc,ROU,2045,4,eu,11789
igc,ROU,2045,4,native,2642770
igc,ROU,2045,4,non-eu,40786
igc,ROU,2045,5,eu,42948
igc,ROU,2045,5,native,7464892
igc,ROU,2045,5,non-eu,118090
igc,ROU,2045,6,eu,40875
igc,ROU,2045,6,native,5494431
igc,ROU,2045,6,non-eu,70115
igc,ROU,2050,1,eu,912
igc,ROU,2050,1,native,52910
igc,ROU,2050,1,non-eu,11118
igc,ROU,2050,2,eu,1460
igc,ROU,2050,2,native,60803
igc,ROU,2050,2,non-eu,11799
igc,ROU,2050,3,eu,2965
igc,ROU,2050,3,native,290854
igc,ROU,2050,3,non-eu,16324
igc,ROU,2050,4,eu,10429
igc,ROU,2050,4,native,2292294
igc,ROU,2050,4,non-eu,39043
igc,ROU,2050,5,eu,40324
igc,ROU,2050,5,native,7136706
igc,ROU,2050,5,non-eu,121971
igc,ROU,2050,6,eu,39660
igc,ROU,2050,6,native,5639827
igc,ROU,2050,6,non-eu,76171
igc,SVK,2015,1,eu,15917
igc,SVK,2015,1,native,822237
igc,SVK,2015,1,non-eu,3442
igc,SVK,2015,2,eu,3803
igc,SVK,2015,2,native,6112
igc,SVK,2015,2,non-eu,551
igc,SVK,2015,3,eu,16877
igc,SVK,2015,3,native,0
igc,SVK,2015,3,non-eu,1989
igc,SVK,2015,4,eu,28849
igc,SVK,2015,4,native,790314
igc,SVK,2015,4,non-eu,5767
igc,SVK,2015,5,eu,40101
igc,SVK,2015,5,native,2707299
igc,SVK,2015,5,non-eu,8629
igc,SVK,2015,6,eu,36882
igc,SVK,2015,6,native,804252
igc,SVK,2015,6,non-eu,7582
igc,SVK,2020,1,eu,14701
igc,SVK,2020,1,native,555240
igc,SVK,2020,1,non-eu,9247
igc,SVK,2020,2,eu,3091
igc,SVK,2020,2,native,4460
igc,SVK,2020,2,non-eu,5100
igc,SVK,2020,3,eu,12500
igc,SVK,2020,3,native,18633
igc,SVK,2020,3,non-eu,6484
igc,SVK,2020,4,eu,24872
igc,SVK,2020,4,native,677536
igc,SVK,2020,4,non-eu,9902
igc,SVK,2020,5,eu,46321
igc,SVK,2020,5,native,2879955
igc,SVK,2020,5,non-eu,15910
igc,SVK,2020,6,eu,33665
igc,SVK,2020,6,native,995154
igc,SVK,2020,6,non-eu,11886
igc,SVK,2025,1,eu,7360
igc,SVK,2025,1,native,291681
igc,SVK,2025,1,non-eu,9612
igc,SVK,2025,2,eu,2669
igc,SVK,2025,2,native,4532
igc,SVK,2025,2,non-eu,6742
igc,SVK,2025,3,eu,9043
igc,SVK,2025,3,native,16130
igc,SVK,2025,3,non-eu,8052
igc,SVK,2025,4,eu,23826
igc,SVK,2025,4,native,638904
igc,SVK,2025,4,non-eu,12093
igc,SVK,2025,5,eu,50144
igc,SVK,2025,5,native,3014020
igc,SVK,2025,5,non-eu,23108
igc,SVK,2025,6,eu,32880
igc,SVK,2025,6,native,1141040
igc,SVK,2025,6,non-eu,15132
igc,SVK,2030,1,eu,1218
igc,SVK,2030,1,native,19818
igc,SVK,2030,1,non-eu,8942
igc,SVK,2030,2,eu,2109
igc,SVK,2030,2,native,4469
igc,SVK,2030,2,non-eu,8104
igc,SVK,2030,3,eu,6396
igc,SVK,2030,3,native,17911
igc,SVK,2030,3,non-eu,9829
igc,SVK,2030,4,eu,19446
igc,SVK,2030,4,native,589261
igc,SVK,2030,4,non-eu,14343
igc,SVK,2030,5,eu,53666
igc,SVK,2030,5,native,3119139
igc,SVK,2030,5,non-eu,31045
igc,SVK,2030,6,eu,33541
igc,SVK,2030,6,native,1297502
igc,SVK,2030,6,non-eu,19532
igc,SVK,2035,1,eu,721
igc,SVK,2035,1,native,22540
igc,SVK,2035,1,non-eu,9514
igc,SVK,2035,2,eu,1769
igc,SVK,2035,2,native,4111
igc,SVK,2035,2,non-eu,9248
igc,SVK,2035,3,eu,4482
igc,SVK,2035,3,native,17596
igc,SVK,2035,3,non-eu,11352
igc,SVK,2035,4,eu,13852
igc,SVK,2035,4,native,513312
igc,SVK,2035,4,non-eu,17086
igc,SVK,2035,5,eu,52287
igc,SVK,2035,5,native,3037644
igc,SVK,2035,5,non-eu,38735
igc,SVK,2035,6,eu,33973
igc,SVK,2035,6,native,1370147
igc,SVK,2035,6,non-eu,24212
igc,SVK,2040,1,eu,782
igc,SVK,2040,1,native,24631
igc,SVK,2040,1,non-eu,10394
igc,SVK,2040,2,eu,1486
igc,SVK,2040,2,native,3805
igc,SVK,2040,2,non-eu,10157
igc,SVK,2040,3,eu,3257
igc,SVK,2040,3,native,16087
igc,SVK,2040,3,non-eu,12583
igc,SVK,2040,4,eu,10975
igc,SVK,2040,4,native,442733
igc,SVK,2040,4,non-eu,19257
igc,SVK,2040,5,eu,48434
igc,SVK,2040,5,native,2936539
igc,SVK,2040,5,non-eu,47011
igc,SVK,2040,6,eu,33177
igc,SVK,2040,6,native,1444687
igc,SVK,2040,6,non-eu,29644
igc,SVK,2045,1,eu,820
igc,SVK,2045,1,native,25860
igc,SVK,2045,1,non-eu,10914
igc,SVK,2045,2,eu,1394
igc,SVK,2045,2,native,3458
igc,SVK,2045,2,non-eu,11258
igc,SVK,2045,3,eu,2517
igc,SVK,2045,3,native,14826
igc,SVK,2045,3,non-eu,13869
igc,SVK,2045,4,eu,8663
igc,SVK,2045,4,native,377864
igc,SVK,2045,4,non-eu,20929
igc,SVK,2045,5,eu,44662
igc,SVK,2045,5,native,2818626
igc,SVK,2045,5,non-eu,55567
igc,SVK,2045,6,eu,31750
igc,SVK,2045,6,native,1523208
igc,SVK,2045,6,non-eu,36455
igc,SVK,2050,1,eu,872
igc,SVK,2050,1,native,26928
igc,SVK,2050,1,non-eu,11393
igc,SVK,2050,2,eu,1255
igc,SVK,2050,2,native,3097
igc,SVK,2050,2,non-eu,12001
igc,SVK,2050,3,eu,2017
igc,SVK,2050,3,native,13711
igc,SVK,2050,3,non-eu,14808
igc,SVK,2050,4,eu,6935
igc,SVK,2050,4,native,325645
igc,SVK,2050,4,non-eu,22513
igc,SVK,2050,5,eu,40599
igc,SVK,2050,5,native,2685890
igc,SVK,2050,5,non-eu,63807
igc,SVK,2050,6,eu,30345
igc,SVK,2050,6,native,1596604
igc,SVK,2050,6,non-eu,44065
igc,SVN,2015,1,eu,2593
igc,SVN,2015,1,native,293786
igc,SVN,2015,1,non-eu,6489
igc,SVN,2015,2,eu,1956
igc,SVN,2015,2,native,4815
igc,SVN,2015,2,non-eu,2762
igc,SVN,2015,3,eu,8746
igc,SVN,2015,3,native,63278
igc,SVN,2015,3,non-eu,11314
igc,SVN,2015,4,eu,14698
igc,SVN,2015,4,native,360781
igc,SVN,2015,4,non-eu,31856
igc,SVN,2015,5,eu,19777
igc,SVN,2015,5,native,820242
igc,SVN,2015,5,non-eu,59473
igc,SVN,2015,6,eu,17593
igc,SVN,2015,6,native,282355
igc,SVN,2015,6,non-eu,39535
igc,SVN,2020,1,eu,3268
igc,SVN,2020,1,native,205552
igc,SVN,2020,1,non-eu,14343
igc,SVN,2020,2,eu,1987
igc,SVN,2020,2,native,3947
igc,SVN,2020,2,non-eu,6834
igc,SVN,2020,3,eu,6966
igc,SVN,2020,3,native,52466
igc,SVN,2020,3,non-eu,14242
igc,SVN,2020,4,eu,13546
igc,SVN,2020,4,native,319703
igc,SVN,2020,4,non-eu,34849
igc,SVN,2020,5,eu,22594
igc,SVN,2020,5,native,865345
igc,SVN,2020,5,non-eu,73308
igc,SVN,2020,6,eu,17094
igc,SVN,2020,6,native,380476
igc,SVN,2020,6,non-eu,44065
igc,SVN,2025,1,eu,2256
igc,SVN,2025,1,native,106309
igc,SVN,2025,1,non-eu,13915
igc,SVN,2025,2,eu,1989
igc,SVN,2025,2,native,3728
igc,SVN,2025,2,non-eu,8315
igc,SVN,2025,3,eu,5422
igc,SVN,2025,3,native,42091
igc,SVN,2025,3,non-eu,15135
igc,SVN,2025,4,eu,12526
igc,SVN,2025,4,native,319681
igc,SVN,2025,4,non-eu,37132
igc,SVN,2025,5,eu,24512
igc,SVN,2025,5,native,911221
igc,SVN,2025,5,non-eu,85293
igc,SVN,2025,6,eu,17280
igc,SVN,2025,6,native,436055
igc,SVN,2025,6,non-eu,47493
igc,SVN,2030,1,eu,871
igc,SVN,2030,1,native,1032
igc,SVN,2030,1,non-eu,10837
igc,SVN,2030,2,eu,1702
igc,SVN,2030,2,native,3552
igc,SVN,2030,2,non-eu,9581
igc,SVN,2030,3,eu,4154
igc,SVN,2030,3,native,32949
igc,SVN,2030,3,non-eu,16141
igc,SVN,2030,4,eu,11070
igc,SVN,2030,4,native,299565
igc,SVN,2030,4,non-eu,38743
igc,SVN,2030,5,eu,26156
igc,SVN,2030,5,native,960632
igc,SVN,2030,5,non-eu,97579
igc,SVN,2030,6,eu,17969
igc,SVN,2030,6,native,504159
igc,SVN,2030,6,non-eu,53249
igc,SVN,2035,1,eu,513
igc,SVN,2035,1,native,1118
igc,SVN,2035,1,non-eu,10601
igc,SVN,2035,2,eu,1539
igc,SVN,2035,2,native,3238
igc,SVN,2035,2,non-eu,10714
igc,SVN,2035,3,eu,3243
igc,SVN,2035,3,native,25055
igc,SVN,2035,3,non-eu,16707
igc,SVN,2035,4,eu,9642
igc,SVN,2035,4,native,262637
igc,SVN,2035,4,non-eu,40263
igc,SVN,2035,5,eu,26394
igc,SVN,2035,5,native,951348
igc,SVN,2035,5,non-eu,106732
igc,SVN,2035,6,eu,18342
igc,SVN,2035,6,native,538429
igc,SVN,2035,6,non-eu,58772
igc,SVN,2040,1,eu,603
igc,SVN,2040,1,native,1130
igc,SVN,2040,1,non-eu,11532
igc,SVN,2040,2,eu,1348
igc,SVN,2040,2,native,2970
igc,SVN,2040,2,non-eu,11614
igc,SVN,2040,3,eu,2533
igc,SVN,2040,3,native,19076
igc,SVN,2040,3,non-eu,17070
igc,SVN,2040,4,eu,8194
igc,SVN,2040,4,native,225694
igc,SVN,2040,4,non-eu,40281
igc,SVN,2040,5,eu,26029
igc,SVN,2040,5,native,935238
igc,SVN,2040,5,non-eu,114845
igc,SVN,2040,6,eu,18592
igc,SVN,2040,6,native,579167
igc,SVN,2040,6,non-eu,64847
igc,SVN,2045,1,eu,622
igc,SVN,2045,1,native,1161
igc,SVN,2045,1,non-eu,12158
igc,SVN,2045,2,eu,1314
igc,SVN,2045,2,native,2724
igc,SVN,2045,2,non-eu,12777
igc,SVN,2045,3,eu,2118
igc,SVN,2045,3,native,14659
igc,SVN,2045,3,non-eu,17718
igc,SVN,2045,4,eu,6894
igc,SVN,2045,4,native,193911
igc,SVN,2045,4,non-eu,39465
igc,SVN,2045,5,eu,25232
igc,SVN,2045,5,native,910350
igc,SVN,2045,5,non-eu,121876
igc,SVN,2045,6,eu,18852
igc,SVN,2045,6,native,624260
igc,SVN,2045,6,non-eu,72474
igc,SVN,2050,1,eu,710
igc,SVN,2050,1,native,1206
igc,SVN,2050,1,non-eu,12713
igc,SVN,2050,2,eu,1205
igc,SVN,2050,2,native,2499
igc,SVN,2050,2,non-eu,13604
igc,SVN,2050,3,eu,1756
igc,SVN,2050,3,native,11312
igc,SVN,2050,3,non-eu,18146
igc,SVN,2050,4,eu,5776
igc,SVN,2050,4,native,168707
igc,SVN,2050,4,non-eu,38636
igc,SVN,2050,5,eu,24084
igc,SVN,2050,5,native,879060
igc,SVN,2050,5,non-eu,127406
igc,SVN,2050,6,eu,19108
igc,SVN,2050,6,native,667851
igc,SVN,2050,6,non-eu,81242
igc,SWE,2015,1,eu,30167
igc,SWE,2015,1,native,1559325
igc,SWE,2015,1,non-eu,92688
igc,SWE,2015,2,eu,13691
igc,SWE,2015,2,native,0
igc,SWE,2015,2,non-eu,25268
igc,SWE,2015,3,eu,59561
igc,SWE,2015,3,native,737012
igc,SWE,2015,3,non-eu,57785
igc,SWE,2015,4,eu,105959
igc,SWE,2015,4,native,851660
igc,SWE,2015,4,non-eu,225979
igc,SWE,2015,5,eu,146184
igc,SWE,2015,5,native,2795797
igc,SWE,2015,5,non-eu,246445
igc,SWE,2015,6,eu,138183
igc,SWE,2015,6,native,1990168
igc,SWE,2015,6,non-eu,292809
igc,SWE,2020,1,eu,27468
igc,SWE,2020,1,native,1089082
igc,SWE,2020,1,non-eu,156345
igc,SWE,2020,2,eu,10278
igc,SWE,2020,2,native,2118
igc,SWE,2020,2,non-eu,39965
igc,SWE,2020,3,eu,46829
igc,SWE,2020,3,native,584090
igc,SWE,2020,3,non-eu,78735
igc,SWE,2020,4,eu,96544
igc,SWE,2020,4,native,942649
igc,SWE,2020,4,non-eu,227927
igc,SWE,2020,5,eu,154478
igc,SWE,2020,5,native,2934978
igc,SWE,2020,5,non-eu,291341
igc,SWE,2020,6,eu,142865
igc,SWE,2020,6,native,2544521
igc,SWE,2020,6,non-eu,314800
igc,SWE,2025,1,eu,15335
igc,SWE,2025,1,native,565291
igc,SWE,2025,1,non-eu,150996
igc,SWE,2025,2,eu,7990
igc,SWE,2025,2,native,4911
igc,SWE,2025,2,non-eu,59430
igc,SWE,2025,3,eu,36657
igc,SWE,2025,3,native,442846
igc,SWE,2025,3,non-eu,103111
igc,SWE,2025,4,eu,89066
igc,SWE,2025,4,native,1107185
igc,SWE,2025,4,non-eu,250947
igc,SWE,2025,5,eu,160967
igc,SWE,2025,5,native,3156520
igc,SWE,2025,5,non-eu,347182
igc,SWE,2025,6,eu,147750
igc,SWE,2025,6,native,2982212
igc,SWE,2025,6,non-eu,347919
igc,SWE,2030,1,eu,3313
igc,SWE,2030,1,native,7253
igc,SWE,2030,1,non-eu,118687
igc,SWE,2030,2,eu,6052
igc,SWE,2030,2,native,7943
igc,SWE,2030,2,non-eu,81040
igc,SWE,2030,3,eu,28296
igc,SWE,2030,3,native,330944
igc,SWE,2030,3,non-eu,130444
igc,SWE,2030,4,eu,76792
igc,SWE,2030,4,native,1169281
igc,SWE,2030,4,non-eu,273996
igc,SWE,2030,5,eu,164280
igc,SWE,2030,5,native,3385827
igc,SWE,2030,5,non-eu,413027
