scenario,dest,year,edu,nativity,pop
benchmark,CZE,2040,6,native,2497458
benchmark,CZE,2040,6,non-eu,129946
benchmark,CZE,2045,1,eu,807
benchmark,CZE,2045,1,native,6124
benchmark,CZE,2045,1,non-eu,20493
benchmark,CZE,2045,2,eu,1571
benchmark,CZE,2045,2,native,14532
benchmark,CZE,2045,2,non-eu,23286
benchmark,CZE,2045,3,eu,3583
benchmark,CZE,2045,3,native,18298
benchmark,CZE,2045,3,non-eu,38342
benchmark,CZE,2045,4,eu,14061
benchmark,CZE,2045,4,native,756761
benchmark,CZE,2045,4,non-eu,81940
benchmark,CZE,2045,5,eu,65689
benchmark,CZE,2045,5,native,5416714
benchmark,CZE,2045,5,non-eu,268328
benchmark,CZE,2045,6,eu,48743
benchmark,CZE,2045,6,native,2657419
benchmark,CZE,2045,6,non-eu,149339
benchmark,CZE,2050,1,eu,914
benchmark,CZE,2050,1,native,6017
benchmark,CZE,2050,1,non-eu,22973
benchmark,CZE,2050,2,eu,1419
benchmark,CZE,2050,2,native,12025
benchmark,CZE,2050,2,non-eu,26226
benchmark,CZE,2050,3,eu,2915
benchmark,CZE,2050,3,native,15958
benchmark,CZE,2050,3,non-eu,41704
benchmark,CZE,2050,4,eu,11659
benchmark,CZE,2050,4,native,665543
benchmark,CZE,2050,4,non-eu,85279
benchmark,CZE,2050,5,eu,61327
benchmark,CZE,2050,5,native,5186167
benchmark,CZE,2050,5,non-eu,290787
benchmark,CZE,2050,6,eu,47594
benchmark,CZE,2050,6,native,2808367
benchmark,CZE,2050,6,non-eu,170964
benchmark,DEU,2015,1,eu,93098
benchmark,DEU,2015,1,native,10936652
benchmark,DEU,2015,1,non-eu,156331
benchmark,DEU,2015,2,eu,155159
benchmark,DEU,2015,2,native,0
benchmark,DEU,2015,2,non-eu,105646
benchmark,DEU,2015,3,eu,639304
benchmark,DEU,2015,3,native,4297673
benchmark,DEU,2015,3,non-eu,303077
benchmark,DEU,2015,4,eu,945154
benchmark,DEU,2015,4,native,9891397
benchmark,DEU,2015,4,non-eu,947177
benchmark,DEU,2015,5,eu,1182268
benchmark,DEU,2015,5,native,27328024
benchmark,DEU,2015,5,non-eu,1308801
benchmark,DEU,2015,6,eu,1051576
benchmark,DEU,2015,6,native,17849025
benchmark,DEU,2015,6,non-eu,1232996
benchmark,DEU,2020,1,eu,144862
benchmark,DEU,2020,1,native,6950869
benchmark,DEU,2020,1,non-eu,367265
benchmark,DEU,2020,2,eu,106802
benchmark,DEU,2020,2,native,12955
benchmark,DEU,2020,2,non-eu,103530
benchmark,DEU,2020,3,eu,491419
benchmark,DEU,2020,3,native,2711946
benchmark,DEU,2020,3,non-eu,325612
benchmark,DEU,2020,4,eu,748336
benchmark,DEU,2020,4,native,9885971
benchmark,DEU,2020,4,non-eu,856745
benchmark,DEU,2020,5,eu,1244593
benchmark,DEU,2020,5,native,28991110
benchmark,DEU,2020,5,non-eu,1518792
benchmark,DEU,2020,6,eu,1004333
benchmark,DEU,2020,6,native,21433183
benchmark,DEU,2020,6,non-eu,1294646
benchmark,DEU,2025,1,eu,101685
benchmark,DEU,2025,1,native,3374535
benchmark,DEU,2025,1,non-eu,375646
benchmark,DEU,2025,2,eu,71120
benchmark,DEU,2025,2,native,16400
benchmark,DEU,2025,2,non-eu,122205
benchmark,DEU,2025,3,eu,376890
benchmark,DEU,2025,3,native,3293611
benchmark,DEU,2025,3,non-eu,394641
benchmark,DEU,2025,4,eu,599008
benchmark,DEU,2025,4,native,9410348
benchmark,DEU,2025,4,non-eu,874088
benchmark,DEU,2025,5,eu,1258761
benchmark,DEU,2025,5,native,29701905
benchmark,DEU,2025,5,non-eu,1738909
benchmark,DEU,2025,6,eu,985374
benchmark,DEU,2025,6,native,23673029
benchmark,DEU,2025,6,non-eu,1383265
benchmark,DEU,2030,1,eu,24865
benchmark,DEU,2030,1,native,13650
benchmark,DEU,2030,1,non-eu,243360
benchmark,DEU,2030,2,eu,45336
benchmark,DEU,2030,2,native,20947
benchmark,DEU,2030,2,non-eu,144264
benchmark,DEU,2030,3,eu,277773
benchmark,DEU,2030,3,native,3123744
benchmark,DEU,2030,3,non-eu,462404
benchmark,DEU,2030,4,eu,478211
benchmark,DEU,2030,4,native,8751199
benchmark,DEU,2030,4,non-eu,926228
benchmark,DEU,2030,5,eu,1241243
benchmark,DEU,2030,5,native,30251326
benchmark,DEU,2030,5,non-eu,2005343
benchmark,DEU,2030,6,eu,978203
benchmark,DEU,2030,6,native,26600335
benchmark,DEU,2030,6,non-eu,1536020
benchmark,DEU,2035,1,eu,1517
benchmark,DEU,2035,1,native,15064
benchmark,DEU,2035,1,non-eu,217414
benchmark,DEU,2035,2,eu,28516
benchmark,DEU,2035,2,native,20095
benchmark,DEU,2035,2,non-eu,160904
benchmark,DEU,2035,3,eu,200944
benchmark,DEU,2035,3,native,2859855
benchmark,DEU,2035,3,non-eu,499274
benchmark,DEU,2035,4,eu,378427
benchmark,DEU,2035,4,native,7814383
benchmark,DEU,2035,4,non-eu,938921
benchmark,DEU,2035,5,eu,1170751
benchmark,DEU,2035,5,native,29217947
benchmark,DEU,2035,5,non-eu,2220353
benchmark,DEU,2035,6,eu,953128
benchmark,DEU,2035,6,native,27977264
benchmark,DEU,2035,6,non-eu,1701143
benchmark,DEU,2040,1,eu,1778
benchmark,DEU,2040,1,native,16231
benchmark,DEU,2040,1,non-eu,251660
benchmark,DEU,2040,2,eu,18290
benchmark,DEU,2040,2,native,20328
benchmark,DEU,2040,2,non-eu,177314
benchmark,DEU,2040,3,eu,143452
benchmark,DEU,2040,3,native,2660255
benchmark,DEU,2040,3,non-eu,515051
benchmark,DEU,2040,4,eu,297458
benchmark,DEU,2040,4,native,7032639
benchmark,DEU,2040,4,non-eu,918494
benchmark,DEU,2040,5,eu,1077893
benchmark,DEU,2040,5,native,28053026
benchmark,DEU,2040,5,non-eu,2394241
benchmark,DEU,2040,6,eu,923846
benchmark,DEU,2040,6,native,29157528
benchmark,DEU,2040,6,non-eu,1902243
benchmark,DEU,2045,1,eu,1919
benchmark,DEU,2045,1,native,17117
benchmark,DEU,2045,1,non-eu,282872
benchmark,DEU,2045,2,eu,12621
benchmark,DEU,2045,2,native,20456
benchmark,DEU,2045,2,non-eu,196743
benchmark,DEU,2045,3,eu,103240
benchmark,DEU,2045,3,native,2485295
benchmark,DEU,2045,3,non-eu,536762
benchmark,DEU,2045,4,eu,235239
benchmark,DEU,2045,4,native,6363507
benchmark,DEU,2045,4,non-eu,900720
benchmark,DEU,2045,5,eu,981880
benchmark,DEU,2045,5,native,26761425
benchmark,DEU,2045,5,non-eu,2559157
benchmark,DEU,2045,6,eu,898783
benchmark,DEU,2045,6,native,30239187
benchmark,DEU,2045,6,non-eu,2140658
benchmark,DEU,2050,1,eu,2052
benchmark,DEU,2050,1,native,18048
benchmark,DEU,2050,1,non-eu,311577
benchmark,DEU,2050,2,eu,9312
benchmark,DEU,2050,2,native,20659
benchmark,DEU,2050,2,non-eu,218613
benchmark,DEU,2050,3,eu,77175
benchmark,DEU,2050,3,native,2295096
benchmark,DEU,2050,3,non-eu,566755
benchmark,DEU,2050,4,eu,188625
benchmark,DEU,2050,4,native,5748415
benchmark,DEU,2050,4,non-eu,894075
benchmark,DEU,2050,5,eu,884721
benchmark,DEU,2050,5,native,25372331
benchmark,DEU,2050,5,non-eu,2730296
benchmark,DEU,2050,6,eu,871111
benchmark,DEU,2050,6,native,31232646
benchmark,DEU,2050,6,non-eu,2402696
benchmark,DNK,2015,1,eu,16051
benchmark,DNK,2015,1,native,920322
benchmark,DNK,2015,1,non-eu,25442
benchmark,DNK,2015,2,eu,2973
benchmark,DNK,2015,2,native,0
benchmark,DNK,2015,2,non-eu,8762
benchmark,DNK,2015,3,eu,13511
benchmark,DNK,2015,3,native,13934
benchmark,DNK,2015,3,non-eu,20600
benchmark,DNK,2015,4,eu,36978
benchmark,DNK,2015,4,native,1365472
benchmark,DNK,2015,4,non-eu,80118
benchmark,DNK,2015,5,eu,60402
benchmark,DNK,2015,5,native,1608120
benchmark,DNK,2015,5,non-eu,94150
benchmark,DNK,2015,6,eu,62793
benchmark,DNK,2015,6,native,970789
benchmark,DNK,2015,6,non-eu,109692
benchmark,DNK,2020,1,eu,13708
benchmark,DNK,2020,1,native,602369
benchmark,DNK,2020,1,non-eu,55130
benchmark,DNK,2020,2,eu,2669
benchmark,DNK,2020,2,native,909
benchmark,DNK,2020,2,non-eu,15112
benchmark,DNK,2020,3,eu,11544
benchmark,DNK,2020,3,native,17037
benchmark,DNK,2020,3,non-eu,29225
benchmark,DNK,2020,4,eu,35712
benchmark,DNK,2020,4,native,1211140
benchmark,DNK,2020,4,non-eu,84999
benchmark,DNK,2020,5,eu,68717
benchmark,DNK,2020,5,native,1815370
benchmark,DNK,2020,5,non-eu,114472
benchmark,DNK,2020,6,eu,64879
benchmark,DNK,2020,6,native,1284438
benchmark,DNK,2020,6,non-eu,113553
benchmark,DNK,2025,1,eu,7435
benchmark,DNK,2025,1,native,289094
benchmark,DNK,2025,1,non-eu,61015
benchmark,DNK,2025,2,eu,2700
benchmark,DNK,2025,2,native,1912
benchmark,DNK,2025,2,non-eu,23025
benchmark,DNK,2025,3,eu,10643
benchmark,DNK,2025,3,native,18518
benchmark,DNK,2025,3,non-eu,41610
benchmark,DNK,2025,4,eu,37782
benchmark,DNK,2025,4,native,1245391
benchmark,DNK,2025,4,non-eu,102261
benchmark,DNK,2025,5,eu,73220
benchmark,DNK,2025,5,native,1953169
benchmark,DNK,2025,5,non-eu,139527
benchmark,DNK,2025,6,eu,67124
benchmark,DNK,2025,6,native,1465244
benchmark,DNK,2025,6,non-eu,123149
benchmark,DNK,2030,1,eu,1577
benchmark,DNK,2030,1,native,3241
benchmark,DNK,2030,1,non-eu,55087
benchmark,DNK,2030,2,eu,2483
benchmark,DNK,2030,2,native,3013
benchmark,DNK,2030,2,non-eu,32200
benchmark,DNK,2030,3,eu,9368
benchmark,DNK,2030,3,native,19367
benchmark,DNK,2030,3,non-eu,55878
benchmark,DNK,2030,4,eu,35225
benchmark,DNK,2030,4,native,1160449
benchmark,DNK,2030,4,non-eu,120827
benchmark,DNK,2030,5,eu,77439
benchmark,DNK,2030,5,native,2096257
benchmark,DNK,2030,5,non-eu,174830
benchmark,DNK,2030,6,eu,70730
benchmark,DNK,2030,6,native,1737486
benchmark,DNK,2030,6,non-eu,143890
benchmark,DNK,2035,1,eu,570
benchmark,DNK,2035,1,native,4096
benchmark,DNK,2035,1,non-eu,61446
benchmark,DNK,2035,2,eu,2262
benchmark,DNK,2035,2,native,3595
benchmark,DNK,2035,2,non-eu,40931
benchmark,DNK,2035,3,eu,7974
benchmark,DNK,2035,3,native,17734
benchmark,DNK,2035,3,non-eu,66963
benchmark,DNK,2035,4,eu,31155
benchmark,DNK,2035,4,native,1047806
benchmark,DNK,2035,4,non-eu,137205
benchmark,DNK,2035,5,eu,77325
benchmark,DNK,2035,5,native,2100218
benchmark,DNK,2035,5,non-eu,211660
benchmark,DNK,2035,6,eu,72813
benchmark,DNK,2035,6,native,1892298
benchmark,DNK,2035,6,non-eu,170145
benchmark,DNK,2040,1,eu,682
benchmark,DNK,2040,1,native,4508
benchmark,DNK,2040,1,non-eu,73652
benchmark,DNK,2040,2,eu,2018
benchmark,DNK,2040,2,native,4145
benchmark,DNK,2040,2,non-eu,50044
benchmark,DNK,2040,3,eu,6632
benchmark,DNK,2040,3,native,16564
benchmark,DNK,2040,3,non-eu,77367
benchmark,DNK,2040,4,eu,27923
benchmark,DNK,2040,4,native,966215
benchmark,DNK,2040,4,non-eu,151318
benchmark,DNK,2040,5,eu,74695
benchmark,DNK,2040,5,native,2086214
benchmark,DNK,2040,5,non-eu,253350
benchmark,DNK,2040,6,eu,73310
benchmark,DNK,2040,6,native,2034157
benchmark,DNK,2040,6,non-eu,203255
benchmark,DNK,2045,1,eu,712
benchmark,DNK,2045,1,native,4836
benchmark,DNK,2045,1,non-eu,84853
benchmark,DNK,2045,2,eu,1881
benchmark,DNK,2045,2,native,4619
benchmark,DNK,2045,2,non-eu,60393
benchmark,DNK,2045,3,eu,5512
benchmark,DNK,2045,3,native,15502
benchmark,DNK,2045,3,non-eu,89153
benchmark,DNK,2045,4,eu,24483
benchmark,DNK,2045,4,native,905099
benchmark,DNK,2045,4,non-eu,166796
benchmark,DNK,2045,5,eu,71267
benchmark,DNK,2045,5,native,2065225
benchmark,DNK,2045,5,non-eu,301666
benchmark,DNK,2045,6,eu,72906
benchmark,DNK,2045,6,native,2168023
benchmark,DNK,2045,6,non-eu,245500
benchmark,DNK,2050,1,eu,808
benchmark,DNK,2050,1,native,5142
benchmark,DNK,2050,1,non-eu,95423
benchmark,DNK,2050,2,eu,1714
benchmark,DNK,2050,2,native,5166
benchmark,DNK,2050,2,non-eu,71938
benchmark,DNK,2050,3,eu,4563
benchmark,DNK,2050,3,native,14466
benchmark,DNK,2050,3,non-eu,102076
benchmark,DNK,2050,4,eu,21258
benchmark,DNK,2050,4,native,850218
benchmark,DNK,2050,4,non-eu,185093
benchmark,DNK,2050,5,eu,66745
benchmark,DNK,2050,5,native,2049919
benchmark,DNK,2050,5,non-eu,358170
benchmark,DNK,2050,6,eu,71964
benchmark,DNK,2050,6,native,2303803
benchmark,DNK,2050,6,non-eu,298023
benchmark,ESP,2015,1,eu,158457
benchmark,ESP,2015,1,native,6694933
benchmark,ESP,2015,1,non-eu,426457
benchmark,ESP,2015,2,eu,30244
benchmark,ESP,2015,2,native,4216637
benchmark,ESP,2015,2,non-eu,114088
benchmark,ESP,2015,3,eu,140043
benchmark,ESP,2015,3,native,5313500
benchmark,ESP,2015,3,non-eu,264881
benchmark,ESP,2015,4,eu,363223
benchmark,ESP,2015,4,native,9534542
benchmark,ESP,2015,4,non-eu,862036
benchmark,ESP,2015,5,eu,579417
benchmark,ESP,2015,5,native,6347720
benchmark,ESP,2015,5,non-eu,1024345
benchmark,ESP,2015,6,eu,608289
benchmark,ESP,2015,6,native,8098251
benchmark,ESP,2015,6,non-eu,1105331
benchmark,ESP,2020,1,eu,105797
benchmark,ESP,2020,1,native,4614129
benchmark,ESP,2020,1,non-eu,522563
benchmark,ESP,2020,2,eu,27813
benchmark,ESP,2020,2,native,3348904
benchmark,ESP,2020,2,non-eu,156555
benchmark,ESP,2020,3,eu,137129
benchmark,ESP,2020,3,native,4574091
benchmark,ESP,2020,3,non-eu,351710
benchmark,ESP,2020,4,eu,389871
benchmark,ESP,2020,4,native,10121770
benchmark,ESP,2020,4,non-eu,916230
benchmark,ESP,2020,5,eu,607361
benchmark,ESP,2020,5,native,7459721
benchmark,ESP,2020,5,non-eu,1140604
benchmark,ESP,2020,6,eu,623393
benchmark,ESP,2020,6,native,10024403
benchmark,ESP,2020,6,non-eu,1231535
benchmark,ESP,2025,1,eu,53967
benchmark,ESP,2025,1,native,2263398
benchmark,ESP,2025,1,non-eu,507140
benchmark,ESP,2025,2,eu,28531
benchmark,ESP,2025,2,native,2758822
benchmark,ESP,2025,2,non-eu,230964
benchmark,ESP,2025,3,eu,141237
benchmark,ESP,2025,3,native,4601281
benchmark,ESP,2025,3,non-eu,515468
benchmark,ESP,2025,4,eu,365573
benchmark,ESP,2025,4,native,10025020
benchmark,ESP,2025,4,non-eu,928542
benchmark,ESP,2025,5,eu,638686
benchmark,ESP,2025,5,native,8627049
benchmark,ESP,2025,5,non-eu,1343649
benchmark,ESP,2025,6,eu,640554
benchmark,ESP,2025,6,native,11530660
benchmark,ESP,2025,6,non-eu,1370476
benchmark,ESP,2030,1,eu,13951
benchmark,ESP,2030,1,native,74589
benchmark,ESP,2030,1,non-eu,393230
benchmark,ESP,2030,2,eu,25620
benchmark,ESP,2030,2,native,2206953
benchmark,ESP,2030,2,non-eu,295558
benchmark,ESP,2030,3,eu,126236
benchmark,ESP,2030,3,native,4327428
benchmark,ESP,2030,3,non-eu,650116
benchmark,ESP,2030,4,eu,338573
benchmark,ESP,2030,4,native,9838253
benchmark,ESP,2030,4,non-eu,1013980
benchmark,ESP,2030,5,eu,647666
benchmark,ESP,2030,5,native,9568095
benchmark,ESP,2030,5,non-eu,1592265
benchmark,ESP,2030,6,eu,662951
benchmark,ESP,2030,6,native,13324956
benchmark,ESP,2030,6,non-eu,1571494
benchmark,ESP,2035,1,eu,3567
benchmark,ESP,2035,1,native,83637
benchmark,ESP,2035,1,non-eu,372717
benchmark,ESP,2035,2,eu,22397
benchmark,ESP,2035,2,native,1724114
benchmark,ESP,2035,2,non-eu,341511
benchmark,ESP,2035,3,eu,110307
benchmark,ESP,2035,3,native,3953729
benchmark,ESP,2035,3,non-eu,733466
benchmark,ESP,2035,4,eu,307384
benchmark,ESP,2035,4,native,9018922
benchmark,ESP,2035,4,non-eu,1064594
benchmark,ESP,2035,5,eu,634691
benchmark,ESP,2035,5,native,9793256
benchmark,ESP,2035,5,non-eu,1829810
benchmark,ESP,2035,6,eu,663434
benchmark,ESP,2035,6,native,14275184
benchmark,ESP,2035,6,non-eu,1780609
benchmark,ESP,2040,1,eu,3814
benchmark,ESP,2040,1,native,85403
benchmark,ESP,2040,1,non-eu,393623
benchmark,ESP,2040,2,eu,19439
benchmark,ESP,2040,2,native,1348920
benchmark,ESP,2040,2,non-eu,370848
benchmark,ESP,2040,3,eu,94407
benchmark,ESP,2040,3,native,3589152
benchmark,ESP,2040,3,non-eu,776564
benchmark,ESP,2040,4,eu,272343
benchmark,ESP,2040,4,native,8170051
benchmark,ESP,2040,4,non-eu,1075166
benchmark,ESP,2040,5,eu,611509
benchmark,ESP,2040,5,native,9914704
benchmark,ESP,2040,5,non-eu,2046404
benchmark,ESP,2040,6,eu,652504
benchmark,ESP,2040,6,native,15293129
benchmark,ESP,2040,6,non-eu,2012289
benchmark,ESP,2045,1,eu,3846
benchmark,ESP,2045,1,native,84466
benchmark,ESP,2045,1,non-eu,400034
benchmark,ESP,2045,2,eu,16973
benchmark,ESP,2045,2,native,1058832
benchmark,ESP,2045,2,non-eu,387227
benchmark,ESP,2045,3,eu,79759
benchmark,ESP,2045,3,native,3218446
benchmark,ESP,2045,3,non-eu,797342
benchmark,ESP,2045,4,eu,236281
benchmark,ESP,2045,4,native,7333704
benchmark,ESP,2045,4,non-eu,1069671
benchmark,ESP,2045,5,eu,579376
benchmark,ESP,2045,5,native,9948130
benchmark,ESP,2045,5,non-eu,2242547
benchmark,ESP,2045,6,eu,638788
benchmark,ESP,2045,6,native,16315497
benchmark,ESP,2045,6,non-eu,2263172
benchmark,ESP,2050,1,eu,3902
benchmark,ESP,2050,1,native,82878
benchmark,ESP,2050,1,non-eu,398008
benchmark,ESP,2050,2,eu,14801
benchmark,ESP,2050,2,native,846606
benchmark,ESP,2050,2,non-eu,394344
benchmark,ESP,2050,3,eu,67217
benchmark,ESP,2050,3,native,2873757
benchmark,ESP,2050,3,non-eu,799427
benchmark,ESP,2050,4,eu,202040
benchmark,ESP,2050,4,native,6517599
benchmark,ESP,2050,4,non-eu,1052664
benchmark,ESP,2050,5,eu,540390
benchmark,ESP,2050,5,native,9905387
benchmark,ESP,2050,5,non-eu,2417094
benchmark,ESP,2050,6,eu,621443
benchmark,ESP,2050,6,native,17191963
benchmark,ESP,2050,6,non-eu,2516800
benchmark,EST,2015,1,eu,1323
benchmark,EST,2015,1,native,206800
benchmark,EST,2015,1,non-eu,1557
benchmark,EST,2015,2,eu,305
benchmark,EST,2015,2,native,2273
benchmark,EST,2015,2,non-eu,6420
benchmark,EST,2015,3,eu,1485
benchmark,EST,2015,3,native,41118
benchmark,EST,2015,3,non-eu,22333
benchmark,EST,2015,4,eu,3402
benchmark,EST,2015,4,native,144673
benchmark,EST,2015,4,non-eu,36144
benchmark,EST,2015,5,eu,5482
benchmark,EST,2015,5,native,372737
benchmark,EST,2015,5,non-eu,60818
benchmark,EST,2015,6,eu,5190
benchmark,EST,2015,6,native,339864
benchmark,EST,2015,6,non-eu,44118
benchmark,EST,2020,1,eu,1545
benchmark,EST,2020,1,native,142246
benchmark,EST,2020,1,non-eu,13237
benchmark,EST,2020,2,eu,813
benchmark,EST,2020,2,native,1799
benchmark,EST,2020,2,non-eu,8641
benchmark,EST,2020,3,eu,1887
benchmark,EST,2020,3,native,29005
benchmark,EST,2020,3,non-eu,19674
benchmark,EST,2020,4,eu,3609
benchmark,EST,2020,4,native,144113
benchmark,EST,2020,4,non-eu,34232
benchmark,EST,2020,5,eu,6013
benchmark,EST,2020,5,native,385864
benchmark,EST,2020,5,non-eu,69781
benchmark,EST,2020,6,eu,6242
benchmark,EST,2020,6,native,400201
benchmark,EST,2020,6,non-eu,47388
benchmark,EST,2025,1,eu,1211
benchmark,EST,2025,1,native,69030
benchmark,EST,2025,1,non-eu,14494
benchmark,EST,2025,2,eu,1176
benchmark,EST,2025,2,native,1849
benchmark,EST,2025,2,non-eu,8664
benchmark,EST,2025,3,eu,1926
benchmark,EST,2025,3,native,34008
benchmark,EST,2025,3,non-eu,16238
benchmark,EST,2025,4,eu,3661
benchmark,EST,2025,4,native,146951
benchmark,EST,2025,4,non-eu,31089
benchmark,EST,2025,5,eu,6572
benchmark,EST,2025,5,native,400048
benchmark,EST,2025,5,non-eu,78683
benchmark,EST,2025,6,eu,6982
benchmark,EST,2025,6,native,447063
benchmark,EST,2025,6,non-eu,52468
benchmark,EST,2030,1,eu,531
benchmark,EST,2030,1,native,1379
benchmark,EST,2030,1,non-eu,10838
benchmark,EST,2030,2,eu,1143
benchmark,EST,2030,2,native,1930
benchmark,EST,2030,2,non-eu,9261
benchmark,EST,2030,3,eu,1831
benchmark,EST,2030,3,native,31605
benchmark,EST,2030,3,non-eu,15604
benchmark,EST,2030,4,eu,3734
benchmark,EST,2030,4,native,142241
benchmark,EST,2030,4,non-eu,30758
benchmark,EST,2030,5,eu,7306
benchmark,EST,2030,5,native,416646
benchmark,EST,2030,5,non-eu,87910
benchmark,EST,2030,6,eu,7803
benchmark,EST,2030,6,native,497752
benchmark,EST,2030,6,non-eu,59462
benchmark,EST,2035,1,eu,505
benchmark,EST,2035,1,native,1525
benchmark,EST,2035,1,non-eu,10543
benchmark,EST,2035,2,eu,1172
benchmark,EST,2035,2,native,1924
benchmark,EST,2035,2,non-eu,10494
benchmark,EST,2035,3,eu,1713
benchmark,EST,2035,3,native,29827
benchmark,EST,2035,3,non-eu,16496
benchmark,EST,2035,4,eu,3510
benchmark,EST,2035,4,native,129940
benchmark,EST,2035,4,non-eu,31197
benchmark,EST,2035,5,eu,7757
benchmark,EST,2035,5,native,404908
benchmark,EST,2035,5,non-eu,93924
benchmark,EST,2035,6,eu,8515
benchmark,EST,2035,6,native,515606
benchmark,EST,2035,6,non-eu,66025
benchmark,EST,2040,1,eu,577
benchmark,EST,2040,1,native,1612
benchmark,EST,2040,1,non-eu,12237
benchmark,EST,2040,2,eu,1104
benchmark,EST,2040,2,native,1886
benchmark,EST,2040,2,non-eu,11995
benchmark,EST,2040,3,eu,1586
benchmark,EST,2040,3,native,28723
benchmark,EST,2040,3,non-eu,17954
benchmark,EST,2040,4,eu,3339
benchmark,EST,2040,4,native,119842
benchmark,EST,2040,4,non-eu,31407
benchmark,EST,2040,5,eu,7954
benchmark,EST,2040,5,native,392830
benchmark,EST,2040,5,non-eu,98620
benchmark,EST,2040,6,eu,9133
benchmark,EST,2040,6,native,534001
benchmark,EST,2040,6,non-eu,73890
benchmark,EST,2045,1,eu,613
benchmark,EST,2045,1,native,1679
benchmark,EST,2045,1,non-eu,13712
benchmark,EST,2045,2,eu,1148
benchmark,EST,2045,2,native,1844
benchmark,EST,2045,2,non-eu,14116
benchmark,EST,2045,3,eu,1549
benchmark,EST,2045,3,native,27500
benchmark,EST,2045,3,non-eu,20125
benchmark,EST,2045,4,eu,3131
benchmark,EST,2045,4,native,110428
benchmark,EST,2045,4,non-eu,32293
benchmark,EST,2045,5,eu,8066
benchmark,EST,2045,5,native,380329
benchmark,EST,2045,5,non-eu,103429
benchmark,EST,2045,6,eu,9700
benchmark,EST,2045,6,native,555159
benchmark,EST,2045,6,non-eu,83743
benchmark,EST,2050,1,eu,685
benchmark,EST,2050,1,native,1732
benchmark,EST,2050,1,non-eu,15292
benchmark,EST,2050,2,eu,1091
benchmark,EST,2050,2,native,1821
benchmark,EST,2050,2,non-eu,16344
benchmark,EST,2050,3,eu,1442
benchmark,EST,2050,3,native,27006
benchmark,EST,2050,3,non-eu,22896
benchmark,EST,2050,4,eu,2923
benchmark,EST,2050,4,native,103096
benchmark,EST,2050,4,non-eu,34528
benchmark,EST,2050,5,eu,8088
benchmark,EST,2050,5,native,366612
benchmark,EST,2050,5,non-eu,109237
benchmark,EST,2050,6,eu,10262
benchmark,EST,2050,6,native,575673
benchmark,EST,2050,6,non-eu,95078
benchmark,FIN,2015,1,eu,12710
benchmark,FIN,2015,1,native,864993
benchmark,FIN,2015,1,non-eu,17822
benchmark,FIN,2015,2,eu,1190
benchmark,FIN,2015,2,native,0
benchmark,FIN,2015,2,non-eu,2894
benchmark,FIN,2015,3,eu,6009
benchmark,FIN,2015,3,native,0
benchmark,FIN,2015,3,non-eu,6986
benchmark,FIN,2015,4,eu,19318
benchmark,FIN,2015,4,native,1400013
benchmark,FIN,2015,4,non-eu,29705
benchmark,FIN,2015,5,eu,32924
benchmark,FIN,2015,5,native,1672601
benchmark,FIN,2015,5,non-eu,33384
benchmark,FIN,2015,6,eu,36598
benchmark,FIN,2015,6,native,1212174
benchmark,FIN,2015,6,non-eu,41508
benchmark,FIN,2020,1,eu,9715
benchmark,FIN,2020,1,native,582888
benchmark,FIN,2020,1,non-eu,29407
benchmark,FIN,2020,2,eu,1477
benchmark,FIN,2020,2,native,1162
benchmark,FIN,2020,2,non-eu,8397
benchmark,FIN,2020,3,eu,6209
benchmark,FIN,2020,3,native,40569
benchmark,FIN,2020,3,non-eu,14330
benchmark,FIN,2020,4,eu,19046
benchmark,FIN,2020,4,native,1184113
benchmark,FIN,2020,4,non-eu,33381
benchmark,FIN,2020,5,eu,38514
benchmark,FIN,2020,5,native,1825107
benchmark,FIN,2020,5,non-eu,49031
benchmark,FIN,2020,6,eu,37995
benchmark,FIN,2020,6,native,1550850
benchmark,FIN,2020,6,non-eu,46347
benchmark,FIN,2025,1,eu,4763
benchmark,FIN,2025,1,native,291908
benchmark,FIN,2025,1,non-eu,31347
benchmark,FIN,2025,2,eu,1769
benchmark,FIN,2025,2,native,2113
benchmark,FIN,2025,2,non-eu,13435
benchmark,FIN,2025,3,eu,6616
benchmark,FIN,2025,3,native,73835
benchmark,FIN,2025,3,non-eu,22186
benchmark,FIN,2025,4,eu,19687
benchmark,FIN,2025,4,native,1077331
benchmark,FIN,2025,4,non-eu,40100
benchmark,FIN,2025,5,eu,42396
benchmark,FIN,2025,5,native,2029308
benchmark,FIN,2025,5,non-eu,65457
benchmark,FIN,2025,6,eu,39698
benchmark,FIN,2025,6,native,1720394
benchmark,FIN,2025,6,non-eu,52329
benchmark,FIN,2030,1,eu,1108
benchmark,FIN,2030,1,native,1779
benchmark,FIN,2030,1,non-eu,29323
benchmark,FIN,2030,2,eu,1716
benchmark,FIN,2030,2,native,2828
benchmark,FIN,2030,2,non-eu,19197
benchmark,FIN,2030,3,eu,5851
benchmark,FIN,2030,3,native,78354
benchmark,FIN,2030,3,non-eu,30480
benchmark,FIN,2030,4,eu,17850
