scenario,dest,year,sex,edu,pop
recovery-in-europe,ESP,2045,f,3,2044187
recovery-in-europe,ESP,2045,f,4,4217087
recovery-in-europe,ESP,2045,f,5,6161046
recovery-in-europe,ESP,2045,f,6,10505942
recovery-in-europe,ESP,2045,m,1,261611
recovery-in-europe,ESP,2045,m,2,688353
recovery-in-europe,ESP,2045,m,3,2135382
recovery-in-europe,ESP,2045,m,4,4569109
recovery-in-europe,ESP,2045,m,5,6943742
recovery-in-europe,ESP,2045,m,6,8982380
recovery-in-europe,ESP,2050,f,1,277056
recovery-in-europe,ESP,2050,f,2,695137
recovery-in-europe,ESP,2050,f,3,1853386
recovery-in-europe,ESP,2050,f,4,3811563
recovery-in-europe,ESP,2050,f,5,6242938
recovery-in-europe,ESP,2050,f,6,11256443
recovery-in-europe,ESP,2050,m,1,270984
recovery-in-europe,ESP,2050,m,2,634302
recovery-in-europe,ESP,2050,m,3,2016509
recovery-in-europe,ESP,2050,m,4,4181114
recovery-in-europe,ESP,2050,m,5,7157195
recovery-in-europe,ESP,2050,m,6,9536755
recovery-in-europe,EST,2015,f,1,101998
recovery-in-europe,EST,2015,f,2,6175
recovery-in-europe,EST,2015,f,3,38789
recovery-in-europe,EST,2015,f,4,93589
recovery-in-europe,EST,2015,f,5,208911
recovery-in-europe,EST,2015,f,6,242841
recovery-in-europe,EST,2015,m,1,107682
recovery-in-europe,EST,2015,m,2,2823
recovery-in-europe,EST,2015,m,3,26147
recovery-in-europe,EST,2015,m,4,90630
recovery-in-europe,EST,2015,m,5,230126
recovery-in-europe,EST,2015,m,6,146331
recovery-in-europe,EST,2020,f,1,76526
recovery-in-europe,EST,2020,f,2,6673
recovery-in-europe,EST,2020,f,3,28998
recovery-in-europe,EST,2020,f,4,90464
recovery-in-europe,EST,2020,f,5,219552
recovery-in-europe,EST,2020,f,6,276743
recovery-in-europe,EST,2020,m,1,80502
recovery-in-europe,EST,2020,m,2,4580
recovery-in-europe,EST,2020,m,3,21568
recovery-in-europe,EST,2020,m,4,91490
recovery-in-europe,EST,2020,m,5,242106
recovery-in-europe,EST,2020,m,6,177088
recovery-in-europe,EST,2025,f,1,41322
recovery-in-europe,EST,2025,f,2,6345
recovery-in-europe,EST,2025,f,3,27098
recovery-in-europe,EST,2025,f,4,85979
recovery-in-europe,EST,2025,f,5,231376
recovery-in-europe,EST,2025,f,6,305571
recovery-in-europe,EST,2025,m,1,43427
recovery-in-europe,EST,2025,m,2,5339
recovery-in-europe,EST,2025,m,3,25053
recovery-in-europe,EST,2025,m,4,95744
recovery-in-europe,EST,2025,m,5,254309
recovery-in-europe,EST,2025,m,6,201068
recovery-in-europe,EST,2030,f,1,6171
recovery-in-europe,EST,2030,f,2,6250
recovery-in-europe,EST,2030,f,3,23921
recovery-in-europe,EST,2030,f,4,80937
recovery-in-europe,EST,2030,f,5,243979
recovery-in-europe,EST,2030,f,6,337208
recovery-in-europe,EST,2030,m,1,6524
recovery-in-europe,EST,2030,m,2,6073
recovery-in-europe,EST,2030,m,3,25100
recovery-in-europe,EST,2030,m,4,96115
recovery-in-europe,EST,2030,m,5,271422
recovery-in-europe,EST,2030,m,6,229099
recovery-in-europe,EST,2035,f,1,5998
recovery-in-europe,EST,2035,f,2,6584
recovery-in-europe,EST,2035,f,3,22511
recovery-in-europe,EST,2035,f,4,73396
recovery-in-europe,EST,2035,f,5,240780
recovery-in-europe,EST,2035,f,6,352799
recovery-in-europe,EST,2035,m,1,6499
recovery-in-europe,EST,2035,m,2,6992
recovery-in-europe,EST,2035,m,3,25611
recovery-in-europe,EST,2035,m,4,92139
recovery-in-europe,EST,2035,m,5,273819
recovery-in-europe,EST,2035,m,6,241039
recovery-in-europe,EST,2040,f,1,6892
recovery-in-europe,EST,2040,f,2,7038
recovery-in-europe,EST,2040,f,3,22164
recovery-in-europe,EST,2040,f,4,67451
recovery-in-europe,EST,2040,f,5,236382
recovery-in-europe,EST,2040,f,6,369005
recovery-in-europe,EST,2040,m,1,7510
recovery-in-europe,EST,2040,m,2,7981
recovery-in-europe,EST,2040,m,3,26400
recovery-in-europe,EST,2040,m,4,88682
recovery-in-europe,EST,2040,m,5,275947
recovery-in-europe,EST,2040,m,6,254957
recovery-in-europe,EST,2045,f,1,7701
recovery-in-europe,EST,2045,f,2,7879
recovery-in-europe,EST,2045,f,3,22426
recovery-in-europe,EST,2045,f,4,62757
recovery-in-europe,EST,2045,f,5,231514
recovery-in-europe,EST,2045,f,6,387135
recovery-in-europe,EST,2045,m,1,8453
recovery-in-europe,EST,2045,m,2,9419
recovery-in-europe,EST,2045,m,3,27510
recovery-in-europe,EST,2045,m,4,85558
recovery-in-europe,EST,2045,m,5,278396
recovery-in-europe,EST,2045,m,6,272521
recovery-in-europe,EST,2050,f,1,8653
recovery-in-europe,EST,2050,f,2,8739
recovery-in-europe,EST,2050,f,3,23474
recovery-in-europe,EST,2050,f,4,60262
recovery-in-europe,EST,2050,f,5,226519
recovery-in-europe,EST,2050,f,6,405191
recovery-in-europe,EST,2050,m,1,9572
recovery-in-europe,EST,2050,m,2,11038
recovery-in-europe,EST,2050,m,3,29413
recovery-in-europe,EST,2050,m,4,83951
recovery-in-europe,EST,2050,m,5,281152
recovery-in-europe,EST,2050,m,6,291925
recovery-in-europe,FIN,2015,f,1,437695
recovery-in-europe,FIN,2015,f,2,1871
recovery-in-europe,FIN,2015,f,3,5901
recovery-in-europe,FIN,2015,f,4,735984
recovery-in-europe,FIN,2015,f,5,834317
recovery-in-europe,FIN,2015,f,6,718483
recovery-in-europe,FIN,2015,m,1,457830
recovery-in-europe,FIN,2015,m,2,2213
recovery-in-europe,FIN,2015,m,3,7094
recovery-in-europe,FIN,2015,m,4,713052
recovery-in-europe,FIN,2015,m,5,904592
recovery-in-europe,FIN,2015,m,6,571797
recovery-in-europe,FIN,2020,f,1,303572
recovery-in-europe,FIN,2020,f,2,5650
recovery-in-europe,FIN,2020,f,3,31075
recovery-in-europe,FIN,2020,f,4,622382
recovery-in-europe,FIN,2020,f,5,907130
recovery-in-europe,FIN,2020,f,6,905358
recovery-in-europe,FIN,2020,m,1,318438
recovery-in-europe,FIN,2020,m,2,5386
recovery-in-europe,FIN,2020,m,3,30033
recovery-in-europe,FIN,2020,m,4,614158
recovery-in-europe,FIN,2020,m,5,1005522
recovery-in-europe,FIN,2020,m,6,729834
recovery-in-europe,FIN,2025,f,1,159797
recovery-in-europe,FIN,2025,f,2,8757
recovery-in-europe,FIN,2025,f,3,49591
recovery-in-europe,FIN,2025,f,4,564496
recovery-in-europe,FIN,2025,f,5,1013410
recovery-in-europe,FIN,2025,f,6,1007267
recovery-in-europe,FIN,2025,m,1,167986
recovery-in-europe,FIN,2025,m,2,8453
recovery-in-europe,FIN,2025,m,3,52842
recovery-in-europe,FIN,2025,m,4,572317
recovery-in-europe,FIN,2025,m,5,1123290
recovery-in-europe,FIN,2025,m,6,804759
recovery-in-europe,FIN,2030,f,1,15993
recovery-in-europe,FIN,2030,f,2,11785
recovery-in-europe,FIN,2030,f,3,54567
recovery-in-europe,FIN,2030,f,4,500433
recovery-in-europe,FIN,2030,f,5,1100703
recovery-in-europe,FIN,2030,f,6,1147445
recovery-in-europe,FIN,2030,m,1,15894
recovery-in-europe,FIN,2030,m,2,11762
recovery-in-europe,FIN,2030,m,3,59739
recovery-in-europe,FIN,2030,m,4,520185
recovery-in-europe,FIN,2030,m,5,1228624
recovery-in-europe,FIN,2030,m,6,918278
recovery-in-europe,FIN,2035,f,1,17915
recovery-in-europe,FIN,2035,f,2,14596
recovery-in-europe,FIN,2035,f,3,58206
recovery-in-europe,FIN,2035,f,4,432016
recovery-in-europe,FIN,2035,f,5,1112552
recovery-in-europe,FIN,2035,f,6,1219649
recovery-in-europe,FIN,2035,m,1,17153
recovery-in-europe,FIN,2035,m,2,15018
recovery-in-europe,FIN,2035,m,3,65434
recovery-in-europe,FIN,2035,m,4,461872
recovery-in-europe,FIN,2035,m,5,1259301
recovery-in-europe,FIN,2035,m,6,959474
recovery-in-europe,FIN,2040,f,1,21607
recovery-in-europe,FIN,2040,f,2,17691
recovery-in-europe,FIN,2040,f,3,60034
recovery-in-europe,FIN,2040,f,4,371401
recovery-in-europe,FIN,2040,f,5,1115843
recovery-in-europe,FIN,2040,f,6,1292913
recovery-in-europe,FIN,2040,m,1,20427
recovery-in-europe,FIN,2040,m,2,18708
recovery-in-europe,FIN,2040,m,3,70090
recovery-in-europe,FIN,2040,m,4,412754
recovery-in-europe,FIN,2040,m,5,1283949
recovery-in-europe,FIN,2040,m,6,1002989
recovery-in-europe,FIN,2045,f,1,25386
recovery-in-europe,FIN,2045,f,2,21646
recovery-in-europe,FIN,2045,f,3,62887
recovery-in-europe,FIN,2045,f,4,323115
recovery-in-europe,FIN,2045,f,5,1107124
recovery-in-europe,FIN,2045,f,6,1371820
recovery-in-europe,FIN,2045,m,1,23661
recovery-in-europe,FIN,2045,m,2,23422
recovery-in-europe,FIN,2045,m,3,76127
recovery-in-europe,FIN,2045,m,4,374733
recovery-in-europe,FIN,2045,m,5,1302586
recovery-in-europe,FIN,2045,m,6,1055613
recovery-in-europe,FIN,2050,f,1,29548
recovery-in-europe,FIN,2050,f,2,26526
recovery-in-europe,FIN,2050,f,3,66671
recovery-in-europe,FIN,2050,f,4,289199
recovery-in-europe,FIN,2050,f,5,1095603
recovery-in-europe,FIN,2050,f,6,1455518
recovery-in-europe,FIN,2050,m,1,27354
recovery-in-europe,FIN,2050,m,2,29157
recovery-in-europe,FIN,2050,m,3,83405
recovery-in-europe,FIN,2050,m,4,348304
recovery-in-europe,FIN,2050,m,5,1321623
recovery-in-europe,FIN,2050,m,6,1118846
recovery-in-europe,FRA,2015,f,1,6029719
recovery-in-europe,FRA,2015,f,2,411606
recovery-in-europe,FRA,2015,f,3,5092496
recovery-in-europe,FRA,2015,f,4,5474837
recovery-in-europe,FRA,2015,f,5,10058943
recovery-in-europe,FRA,2015,f,6,7078551
recovery-in-europe,FRA,2015,m,1,6302728
recovery-in-europe,FRA,2015,m,2,355570
recovery-in-europe,FRA,2015,m,3,3368756
recovery-in-europe,FRA,2015,m,4,4774210
recovery-in-europe,FRA,2015,m,5,11104973
recovery-in-europe,FRA,2015,m,6,6123677
recovery-in-europe,FRA,2020,f,1,4391482
recovery-in-europe,FRA,2020,f,2,377442
recovery-in-europe,FRA,2020,f,3,4534418
recovery-in-europe,FRA,2020,f,4,5472178
recovery-in-europe,FRA,2020,f,5,11170835
recovery-in-europe,FRA,2020,f,6,9149871
recovery-in-europe,FRA,2020,m,1,4521827
recovery-in-europe,FRA,2020,m,2,312666
recovery-in-europe,FRA,2020,m,3,3088035
recovery-in-europe,FRA,2020,m,4,4768415
recovery-in-europe,FRA,2020,m,5,12271368
recovery-in-europe,FRA,2020,m,6,8047083
recovery-in-europe,FRA,2025,f,1,2517006
recovery-in-europe,FRA,2025,f,2,391160
recovery-in-europe,FRA,2025,f,3,4144033
recovery-in-europe,FRA,2025,f,4,5323899
recovery-in-europe,FRA,2025,f,5,12440363
recovery-in-europe,FRA,2025,f,6,11260064
recovery-in-europe,FRA,2025,m,1,2513680
recovery-in-europe,FRA,2025,m,2,321987
recovery-in-europe,FRA,2025,m,3,2959767
recovery-in-europe,FRA,2025,m,4,4717635
recovery-in-europe,FRA,2025,m,5,13568308
recovery-in-europe,FRA,2025,m,6,9884324
recovery-in-europe,FRA,2030,f,1,578413
recovery-in-europe,FRA,2030,f,2,424607
recovery-in-europe,FRA,2030,f,3,3704430
recovery-in-europe,FRA,2030,f,4,5288856
recovery-in-europe,FRA,2030,f,5,13562725
recovery-in-europe,FRA,2030,f,6,13645553
recovery-in-europe,FRA,2030,m,1,459433
recovery-in-europe,FRA,2030,m,2,352880
recovery-in-europe,FRA,2030,m,3,2735603
recovery-in-europe,FRA,2030,m,4,4760996
recovery-in-europe,FRA,2030,m,5,14712318
recovery-in-europe,FRA,2030,m,6,12037982
recovery-in-europe,FRA,2035,f,1,613318
recovery-in-europe,FRA,2035,f,2,449913
recovery-in-europe,FRA,2035,f,3,3257911
recovery-in-europe,FRA,2035,f,4,5029881
recovery-in-europe,FRA,2035,f,5,13829547
recovery-in-europe,FRA,2035,f,6,15314585
recovery-in-europe,FRA,2035,m,1,460221
recovery-in-europe,FRA,2035,m,2,376994
recovery-in-europe,FRA,2035,m,3,2504470
recovery-in-europe,FRA,2035,m,4,4572789
recovery-in-europe,FRA,2035,m,5,14966427
recovery-in-europe,FRA,2035,m,6,13416022
recovery-in-europe,FRA,2040,f,1,689043
recovery-in-europe,FRA,2040,f,2,488368
recovery-in-europe,FRA,2040,f,3,2856179
recovery-in-europe,FRA,2040,f,4,4780338
recovery-in-europe,FRA,2040,f,5,14034931
recovery-in-europe,FRA,2040,f,6,17097338
recovery-in-europe,FRA,2040,m,1,506012
recovery-in-europe,FRA,2040,m,2,414458
recovery-in-europe,FRA,2040,m,3,2303767
recovery-in-europe,FRA,2040,m,4,4386249
recovery-in-europe,FRA,2040,m,5,15181226
recovery-in-europe,FRA,2040,m,6,14898216
recovery-in-europe,FRA,2045,f,1,757144
recovery-in-europe,FRA,2045,f,2,540991
recovery-in-europe,FRA,2045,f,3,2533599
recovery-in-europe,FRA,2045,f,4,4580976
recovery-in-europe,FRA,2045,f,5,14160841
recovery-in-europe,FRA,2045,f,6,18975980
recovery-in-europe,FRA,2045,m,1,550029
recovery-in-europe,FRA,2045,m,2,465259
recovery-in-europe,FRA,2045,m,3,2166699
recovery-in-europe,FRA,2045,m,4,4263532
recovery-in-europe,FRA,2045,m,5,15345282
recovery-in-europe,FRA,2045,m,6,16475878
recovery-in-europe,FRA,2050,f,1,826053
recovery-in-europe,FRA,2050,f,2,610883
recovery-in-europe,FRA,2050,f,3,2310968
recovery-in-europe,FRA,2050,f,4,4421502
recovery-in-europe,FRA,2050,f,5,14273109
recovery-in-europe,FRA,2050,f,6,20930054
recovery-in-europe,FRA,2050,m,1,599615
recovery-in-europe,FRA,2050,m,2,531875
recovery-in-europe,FRA,2050,m,3,2101158
recovery-in-europe,FRA,2050,m,4,4191179
recovery-in-europe,FRA,2050,m,5,15531809
recovery-in-europe,FRA,2050,m,6,18151065
recovery-in-europe,GBR,2015,f,1,5927350
recovery-in-europe,GBR,2015,f,2,127811
recovery-in-europe,GBR,2015,f,3,296674
recovery-in-europe,GBR,2015,f,4,10244143
recovery-in-europe,GBR,2015,f,5,8618270
recovery-in-europe,GBR,2015,f,6,7471452
recovery-in-europe,GBR,2015,m,1,6223335
recovery-in-europe,GBR,2015,m,2,97007
recovery-in-europe,GBR,2015,m,3,241310
recovery-in-europe,GBR,2015,m,4,8603410
recovery-in-europe,GBR,2015,m,5,9223062
recovery-in-europe,GBR,2015,m,6,7307195
recovery-in-europe,GBR,2020,f,1,4306530
recovery-in-europe,GBR,2020,f,2,148651
recovery-in-europe,GBR,2020,f,3,336258
recovery-in-europe,GBR,2020,f,4,9988394
recovery-in-europe,GBR,2020,f,5,9434814
recovery-in-europe,GBR,2020,f,6,9413208
recovery-in-europe,GBR,2020,m,1,4397554
recovery-in-europe,GBR,2020,m,2,115534
recovery-in-europe,GBR,2020,m,3,282915
recovery-in-europe,GBR,2020,m,4,8693822
recovery-in-europe,GBR,2020,m,5,10089430
recovery-in-europe,GBR,2020,m,6,9170606
recovery-in-europe,GBR,2025,f,1,2611517
recovery-in-europe,GBR,2025,f,2,195991
recovery-in-europe,GBR,2025,f,3,423503
recovery-in-europe,GBR,2025,f,4,8995936
recovery-in-europe,GBR,2025,f,5,11237114
recovery-in-europe,GBR,2025,f,6,11105938
recovery-in-europe,GBR,2025,m,1,2533020
recovery-in-europe,GBR,2025,m,2,164257
recovery-in-europe,GBR,2025,m,3,373461
recovery-in-europe,GBR,2025,m,4,8149490
recovery-in-europe,GBR,2025,m,5,11802420
recovery-in-europe,GBR,2025,m,6,10710271
recovery-in-europe,GBR,2030,f,1,712280
recovery-in-europe,GBR,2030,f,2,255451
recovery-in-europe,GBR,2030,f,3,527804
recovery-in-europe,GBR,2030,f,4,8462737
recovery-in-europe,GBR,2030,f,5,12602414
recovery-in-europe,GBR,2030,f,6,13024156
recovery-in-europe,GBR,2030,m,1,464111
recovery-in-europe,GBR,2030,m,2,224234
recovery-in-europe,GBR,2030,m,3,474330
recovery-in-europe,GBR,2030,m,4,7942280
recovery-in-europe,GBR,2030,m,5,13150119
recovery-in-europe,GBR,2030,m,6,12459031
recovery-in-europe,GBR,2035,f,1,782525
recovery-in-europe,GBR,2035,f,2,307777
recovery-in-europe,GBR,2035,f,3,596100
recovery-in-europe,GBR,2035,f,4,7521421
recovery-in-europe,GBR,2035,f,5,13224891
recovery-in-europe,GBR,2035,f,6,14309941
recovery-in-europe,GBR,2035,m,1,470955
recovery-in-europe,GBR,2035,m,2,277407
recovery-in-europe,GBR,2035,m,3,536975
recovery-in-europe,GBR,2035,m,4,7279311
recovery-in-europe,GBR,2035,m,5,13740347
recovery-in-europe,GBR,2035,m,6,13506590
recovery-in-europe,GBR,2040,f,1,926679
recovery-in-europe,GBR,2040,f,2,370102
recovery-in-europe,GBR,2040,f,3,674623
recovery-in-europe,GBR,2040,f,4,6699709
recovery-in-europe,GBR,2040,f,5,13808098
recovery-in-europe,GBR,2040,f,6,15749854
recovery-in-europe,GBR,2040,m,1,550325
recovery-in-europe,GBR,2040,m,2,340882
recovery-in-europe,GBR,2040,m,3,606861
recovery-in-europe,GBR,2040,m,4,6696979
recovery-in-europe,GBR,2040,m,5,14337987
recovery-in-europe,GBR,2040,m,6,14686021
recovery-in-europe,GBR,2045,f,1,1070535
recovery-in-europe,GBR,2045,f,2,447130
recovery-in-europe,GBR,2045,f,3,776814
recovery-in-europe,GBR,2045,f,4,6036443
recovery-in-europe,GBR,2045,f,5,14421493
recovery-in-europe,GBR,2045,f,6,17423188
recovery-in-europe,GBR,2045,m,1,630307
recovery-in-europe,GBR,2045,m,2,418980
recovery-in-europe,GBR,2045,m,3,697223
recovery-in-europe,GBR,2045,m,4,6237398
recovery-in-europe,GBR,2045,m,5,15001922
recovery-in-europe,GBR,2045,m,6,16091994
recovery-in-europe,GBR,2050,f,1,1219136
recovery-in-europe,GBR,2050,f,2,542746
recovery-in-europe,GBR,2050,f,3,904782
recovery-in-europe,GBR,2050,f,4,5534400
recovery-in-europe,GBR,2050,f,5,15154762
recovery-in-europe,GBR,2050,f,6,19317789
recovery-in-europe,GBR,2050,m,1,716797
recovery-in-europe,GBR,2050,m,2,515438
recovery-in-europe,GBR,2050,m,3,808842
recovery-in-europe,GBR,2050,m,4,5892155
recovery-in-europe,GBR,2050,m,5,15817994
recovery-in-europe,GBR,2050,m,6,17725159
recovery-in-europe,GRC,2015,f,1,782606
recovery-in-europe,GRC,2015,f,2,468554
recovery-in-europe,GRC,2015,f,3,1210205
recovery-in-europe,GRC,2015,f,4,581685
recovery-in-europe,GRC,2015,f,5,1306210
recovery-in-europe,GRC,2015,f,6,1213432
recovery-in-europe,GRC,2015,m,1,818675
recovery-in-europe,GRC,2015,m,2,227509
recovery-in-europe,GRC,2015,m,3,1019534
recovery-in-europe,GRC,2015,m,4,623363
recovery-in-europe,GRC,2015,m,5,1398212
recovery-in-europe,GRC,2015,m,6,1151662
recovery-in-europe,GRC,2020,f,1,544965
recovery-in-europe,GRC,2020,f,2,349420
recovery-in-europe,GRC,2020,f,3,1068796
recovery-in-europe,GRC,2020,f,4,617869
recovery-in-europe,GRC,2020,f,5,1443019
recovery-in-europe,GRC,2020,f,6,1476649
recovery-in-europe,GRC,2020,m,1,575146
recovery-in-europe,GRC,2020,m,2,163014
recovery-in-europe,GRC,2020,m,3,864226
recovery-in-europe,GRC,2020,m,4,665746
recovery-in-europe,GRC,2020,m,5,1553917
recovery-in-europe,GRC,2020,m,6,1360658
recovery-in-europe,GRC,2025,f,1,287245
recovery-in-europe,GRC,2025,f,2,263926
recovery-in-europe,GRC,2025,f,3,984194
recovery-in-europe,GRC,2025,f,4,603791
recovery-in-europe,GRC,2025,f,5,1576249
recovery-in-europe,GRC,2025,f,6,1701577
recovery-in-europe,GRC,2025,m,1,301404
recovery-in-europe,GRC,2025,m,2,122052
recovery-in-europe,GRC,2025,m,3,786670
recovery-in-europe,GRC,2025,m,4,640958
recovery-in-europe,GRC,2025,m,5,1704413
recovery-in-europe,GRC,2025,m,6,1538018
recovery-in-europe,GRC,2030,f,1,44647
recovery-in-europe,GRC,2030,f,2,189853
recovery-in-europe,GRC,2030,f,3,870025
recovery-in-europe,GRC,2030,f,4,589373
recovery-in-europe,GRC,2030,f,5,1678457
recovery-in-europe,GRC,2030,f,6,1950778
recovery-in-europe,GRC,2030,m,1,43569
recovery-in-europe,GRC,2030,m,2,92077
recovery-in-europe,GRC,2030,m,3,682063
recovery-in-europe,GRC,2030,m,4,622694
recovery-in-europe,GRC,2030,m,5,1829710
recovery-in-europe,GRC,2030,m,6,1732925
recovery-in-europe,GRC,2035,f,1,46437
recovery-in-europe,GRC,2035,f,2,131413
recovery-in-europe,GRC,2035,f,3,748057
recovery-in-europe,GRC,2035,f,4,550711
recovery-in-europe,GRC,2035,f,5,1668382
recovery-in-europe,GRC,2035,f,6,2085843
recovery-in-europe,GRC,2035,m,1,42831
recovery-in-europe,GRC,2035,m,2,71012
recovery-in-europe,GRC,2035,m,3,579051
recovery-in-europe,GRC,2035,m,4,578039
recovery-in-europe,GRC,2035,m,5,1840652
recovery-in-europe,GRC,2035,m,6,1807435
recovery-in-europe,GRC,2040,f,1,52608
recovery-in-europe,GRC,2040,f,2,93359
recovery-in-europe,GRC,2040,f,3,630264
recovery-in-europe,GRC,2040,f,4,505710
recovery-in-europe,GRC,2040,f,5,1649731
recovery-in-europe,GRC,2040,f,6,2221600
recovery-in-europe,GRC,2040,m,1,46597
recovery-in-europe,GRC,2040,m,2,59654
recovery-in-europe,GRC,2040,m,3,489570
recovery-in-europe,GRC,2040,m,4,527146
recovery-in-europe,GRC,2040,m,5,1844993
recovery-in-europe,GRC,2040,m,6,1884648
recovery-in-europe,GRC,2045,f,1,58090
recovery-in-europe,GRC,2045,f,2,71506
recovery-in-europe,GRC,2045,f,3,519404
recovery-in-europe,GRC,2045,f,4,466710
recovery-in-europe,GRC,2045,f,5,1617253
recovery-in-europe,GRC,2045,f,6,2355712
recovery-in-europe,GRC,2045,m,1,49326
recovery-in-europe,GRC,2045,m,2,53781
recovery-in-europe,GRC,2045,m,3,414869
recovery-in-europe,GRC,2045,m,4,484494
recovery-in-europe,GRC,2045,m,5,1836304
recovery-in-europe,GRC,2045,m,6,1963888
recovery-in-europe,GRC,2050,f,1,63934
recovery-in-europe,GRC,2050,f,2,60525
recovery-in-europe,GRC,2050,f,3,421499
recovery-in-europe,GRC,2050,f,4,432168
recovery-in-europe,GRC,2050,f,5,1578898
recovery-in-europe,GRC,2050,f,6,2478043
recovery-in-europe,GRC,2050,m,1,52326
recovery-in-europe,GRC,2050,m,2,50997
recovery-in-europe,GRC,2050,m,3,356618
recovery-in-europe,GRC,2050,m,4,448911
recovery-in-europe,GRC,2050,m,5,1822742
recovery-in-europe,GRC,2050,m,6,2036680
recovery-in-europe,HRV,2015,f,1,305781
recovery-in-europe,HRV,2015,f,2,39370
recovery-in-europe,HRV,2015,f,3,52005
recovery-in-europe,HRV,2015,f,4,594485
recovery-in-europe,HRV,2015,f,5,823204
recovery-in-europe,HRV,2015,f,6,348622
recovery-in-europe,HRV,2015,m,1,323385
recovery-in-europe,HRV,2015,m,2,13827
recovery-in-europe,HRV,2015,m,3,26658
recovery-in-europe,HRV,2015,m,4,387878
recovery-in-europe,HRV,2015,m,5,972050
recovery-in-europe,HRV,2015,m,6,291005
recovery-in-europe,HRV,2020,f,1,209020
recovery-in-europe,HRV,2020,f,2,28979
recovery-in-europe,HRV,2020,f,3,45422
recovery-in-europe,HRV,2020,f,4,507547
recovery-in-europe,HRV,2020,f,5,902476
recovery-in-europe,HRV,2020,f,6,422480
recovery-in-europe,HRV,2020,m,1,218845
recovery-in-europe,HRV,2020,m,2,11966
recovery-in-europe,HRV,2020,m,3,25214
recovery-in-europe,HRV,2020,m,4,330619
recovery-in-europe,HRV,2020,m,5,1042142
recovery-in-europe,HRV,2020,m,6,341478
recovery-in-europe,HRV,2025,f,1,106933
recovery-in-europe,HRV,2025,f,2,21614
recovery-in-europe,HRV,2025,f,3,39182
recovery-in-europe,HRV,2025,f,4,444561
recovery-in-europe,HRV,2025,f,5,970243
recovery-in-europe,HRV,2025,f,6,469013
recovery-in-europe,HRV,2025,m,1,110998
recovery-in-europe,HRV,2025,m,2,11301
recovery-in-europe,HRV,2025,m,3,24228
recovery-in-europe,HRV,2025,m,4,299132
recovery-in-europe,HRV,2025,m,5,1099344
recovery-in-europe,HRV,2025,m,6,373214
recovery-in-europe,HRV,2030,f,1,9937
recovery-in-europe,HRV,2030,f,2,16714
recovery-in-europe,HRV,2030,f,3,32983
recovery-in-europe,HRV,2030,f,4,383025
recovery-in-europe,HRV,2030,f,5,1023400
recovery-in-europe,HRV,2030,f,6,526159
recovery-in-europe,HRV,2030,m,1,8219
recovery-in-europe,HRV,2030,m,2,10856
recovery-in-europe,HRV,2030,m,3,22307
recovery-in-europe,HRV,2030,m,4,267730
recovery-in-europe,HRV,2030,m,5,1144145
recovery-in-europe,HRV,2030,m,6,414357
recovery-in-europe,HRV,2035,f,1,8646
recovery-in-europe,HRV,2035,f,2,13826
recovery-in-europe,HRV,2035,f,3,27659
recovery-in-europe,HRV,2035,f,4,322000
recovery-in-europe,HRV,2035,f,5,1006857
recovery-in-europe,HRV,2035,f,6,558132
recovery-in-europe,HRV,2035,m,1,7222
recovery-in-europe,HRV,2035,m,2,10625
recovery-in-europe,HRV,2035,m,3,20320
recovery-in-europe,HRV,2035,m,4,231099
recovery-in-europe,HRV,2035,m,5,1122080
recovery-in-europe,HRV,2035,m,6,427432
recovery-in-europe,HRV,2040,f,1,9306
recovery-in-europe,HRV,2040,f,2,12557
recovery-in-europe,HRV,2040,f,3,24054
recovery-in-europe,HRV,2040,f,4,270301
recovery-in-europe,HRV,2040,f,5,979500
recovery-in-europe,HRV,2040,f,6,590016
recovery-in-europe,HRV,2040,m,1,8103
recovery-in-europe,HRV,2040,m,2,10878
recovery-in-europe,HRV,2040,m,3,19257
recovery-in-europe,HRV,2040,m,4,201308
recovery-in-europe,HRV,2040,m,5,1093027
recovery-in-europe,HRV,2040,m,6,440908
recovery-in-europe,HRV,2045,f,1,10020
recovery-in-europe,HRV,2045,f,2,12471
recovery-in-europe,HRV,2045,f,3,21889
recovery-in-europe,HRV,2045,f,4,227200
recovery-in-europe,HRV,2045,f,5,943217
recovery-in-europe,HRV,2045,f,6,623752
recovery-in-europe,HRV,2045,m,1,8962
recovery-in-europe,HRV,2045,m,2,11763
recovery-in-europe,HRV,2045,m,3,19154
recovery-in-europe,HRV,2045,m,4,176815
recovery-in-europe,HRV,2045,m,5,1060837
recovery-in-europe,HRV,2045,m,6,457170
recovery-in-europe,HRV,2050,f,1,11148
recovery-in-europe,HRV,2050,f,2,12877
recovery-in-europe,HRV,2050,f,3,20740
recovery-in-europe,HRV,2050,f,4,191344
recovery-in-europe,HRV,2050,f,5,901983
recovery-in-europe,HRV,2050,f,6,658922
recovery-in-europe,HRV,2050,m,1,10100
recovery-in-europe,HRV,2050,m,2,12950
recovery-in-europe,HRV,2050,m,3,19790
recovery-in-europe,HRV,2050,m,4,156597
recovery-in-europe,HRV,2050,m,5,1028905
recovery-in-europe,HRV,2050,m,6,476201
recovery-in-europe,HUN,2015,f,1,694774
recovery-in-europe,HUN,2015,f,2,31142
recovery-in-europe,HUN,2015,f,3,67472
recovery-in-europe,HUN,2015,f,4,1523336
