scenario,dest,year,sex,edu,pop
igc,SVN,2035,f,1,6213
igc,SVN,2035,f,2,7983
igc,SVN,2035,f,3,24585
igc,SVN,2035,f,4,168756
igc,SVN,2035,f,5,496463
igc,SVN,2035,f,6,348689
igc,SVN,2035,m,1,6019
igc,SVN,2035,m,2,7508
igc,SVN,2035,m,3,20420
igc,SVN,2035,m,4,143786
igc,SVN,2035,m,5,588011
igc,SVN,2035,m,6,266854
igc,SVN,2040,f,1,6750
igc,SVN,2040,f,2,8137
igc,SVN,2040,f,3,20829
igc,SVN,2040,f,4,145436
igc,SVN,2040,f,5,491598
igc,SVN,2040,f,6,379039
igc,SVN,2040,m,1,6515
igc,SVN,2040,m,2,7795
igc,SVN,2040,m,3,17850
igc,SVN,2040,m,4,128733
igc,SVN,2040,m,5,584514
igc,SVN,2040,m,6,283567
igc,SVN,2045,f,1,7139
igc,SVN,2045,f,2,8513
igc,SVN,2045,f,3,18433
igc,SVN,2045,f,4,125274
igc,SVN,2045,f,5,481030
igc,SVN,2045,f,6,411400
igc,SVN,2045,m,1,6802
igc,SVN,2045,m,2,8302
igc,SVN,2045,m,3,16062
igc,SVN,2045,m,4,114996
igc,SVN,2045,m,5,576428
igc,SVN,2045,m,6,304186
igc,SVN,2050,f,1,7518
igc,SVN,2050,f,2,8714
igc,SVN,2050,f,3,16602
igc,SVN,2050,f,4,108738
igc,SVN,2050,f,5,466131
igc,SVN,2050,f,6,442766
igc,SVN,2050,m,1,7111
igc,SVN,2050,m,2,8594
igc,SVN,2050,m,3,14612
igc,SVN,2050,m,4,104381
igc,SVN,2050,m,5,564419
igc,SVN,2050,m,6,325435
igc,SWE,2015,f,1,817639
igc,SWE,2015,f,2,21480
igc,SWE,2015,f,3,447352
igc,SWE,2015,f,4,566973
igc,SWE,2015,f,5,1535458
igc,SWE,2015,f,6,1304448
igc,SWE,2015,m,1,864541
igc,SWE,2015,m,2,17479
igc,SWE,2015,m,3,407006
igc,SWE,2015,m,4,616625
igc,SWE,2015,m,5,1652968
igc,SWE,2015,m,6,1116712
igc,SWE,2020,f,1,623391
igc,SWE,2020,f,2,28407
igc,SWE,2020,f,3,367515
igc,SWE,2020,f,4,595501
igc,SWE,2020,f,5,1619576
igc,SWE,2020,f,6,1604603
igc,SWE,2020,m,1,649504
igc,SWE,2020,m,2,23954
igc,SWE,2020,m,3,342139
igc,SWE,2020,m,4,671619
igc,SWE,2020,m,5,1761221
igc,SWE,2020,m,6,1397583
igc,SWE,2025,f,1,362894
igc,SWE,2025,f,2,38508
igc,SWE,2025,f,3,301838
igc,SWE,2025,f,4,673163
igc,SWE,2025,f,5,1752688
igc,SWE,2025,f,6,1852974
igc,SWE,2025,m,1,368728
igc,SWE,2025,m,2,33823
igc,SWE,2025,m,3,280776
igc,SWE,2025,m,4,774035
igc,SWE,2025,m,5,1911981
igc,SWE,2025,m,6,1624907
igc,SWE,2030,f,1,71869
igc,SWE,2030,f,2,50043
igc,SWE,2030,f,3,255145
igc,SWE,2030,f,4,702378
igc,SWE,2030,f,5,1887522
igc,SWE,2030,f,6,2157470
igc,SWE,2030,m,1,57384
igc,SWE,2030,m,2,44992
igc,SWE,2030,m,3,234539
igc,SWE,2030,m,4,817691
igc,SWE,2030,m,5,2075612
igc,SWE,2030,m,6,1903029
igc,SWE,2035,f,1,70474
igc,SWE,2035,f,2,59449
igc,SWE,2035,f,3,208835
igc,SWE,2035,f,4,682205
igc,SWE,2035,f,5,1908420
igc,SWE,2035,f,6,2342714
igc,SWE,2035,m,1,52870
igc,SWE,2035,m,2,53759
igc,SWE,2035,m,3,188679
igc,SWE,2035,m,4,805707
igc,SWE,2035,m,5,2121463
igc,SWE,2035,m,6,2052512
igc,SWE,2040,f,1,76513
igc,SWE,2040,f,2,67790
igc,SWE,2040,f,3,173653
igc,SWE,2040,f,4,654917
igc,SWE,2040,f,5,1918932
igc,SWE,2040,f,6,2546642
igc,SWE,2040,m,1,56293
igc,SWE,2040,m,2,61293
igc,SWE,2040,m,3,154999
igc,SWE,2040,m,4,781952
igc,SWE,2040,m,5,2160356
igc,SWE,2040,m,6,2224028
igc,SWE,2045,f,1,79827
igc,SWE,2045,f,2,75763
igc,SWE,2045,f,3,151526
igc,SWE,2045,f,4,626081
igc,SWE,2045,f,5,1920393
igc,SWE,2045,f,6,2778134
igc,SWE,2045,m,1,57542
igc,SWE,2045,m,2,68425
igc,SWE,2045,m,3,135838
igc,SWE,2045,m,4,752910
igc,SWE,2045,m,5,2191126
igc,SWE,2045,m,6,2428594
igc,SWE,2050,f,1,81471
igc,SWE,2050,f,2,83390
igc,SWE,2050,f,3,138047
igc,SWE,2050,f,4,606763
igc,SWE,2050,f,5,1915110
igc,SWE,2050,f,6,3021026
igc,SWE,2050,m,1,57803
igc,SWE,2050,m,2,74851
igc,SWE,2050,m,3,125426
igc,SWE,2050,m,4,730926
igc,SWE,2050,m,5,2213252
igc,SWE,2050,m,6,2648375
no-migration,AUT,2015,f,1,596733
no-migration,AUT,2015,f,2,16991
no-migration,AUT,2015,f,3,387283
no-migration,AUT,2015,f,4,806590
no-migration,AUT,2015,f,5,1622738
no-migration,AUT,2015,f,6,913277
no-migration,AUT,2015,m,1,629761
no-migration,AUT,2015,m,2,13298
no-migration,AUT,2015,m,3,183700
no-migration,AUT,2015,m,4,556273
no-migration,AUT,2015,m,5,1835619
no-migration,AUT,2015,m,6,931292
no-migration,AUT,2020,f,1,393841
no-migration,AUT,2020,f,2,13921
no-migration,AUT,2020,f,3,308238
no-migration,AUT,2020,f,4,765737
no-migration,AUT,2020,f,5,1754309
no-migration,AUT,2020,f,6,1092239
no-migration,AUT,2020,m,1,415702
no-migration,AUT,2020,m,2,10544
no-migration,AUT,2020,m,3,145481
no-migration,AUT,2020,m,4,522918
no-migration,AUT,2020,m,5,1965858
no-migration,AUT,2020,m,6,1102367
no-migration,AUT,2025,f,1,197120
no-migration,AUT,2025,f,2,13027
no-migration,AUT,2025,f,3,240184
no-migration,AUT,2025,f,4,762336
no-migration,AUT,2025,f,5,1832543
no-migration,AUT,2025,f,6,1260363
no-migration,AUT,2025,m,1,209662
no-migration,AUT,2025,m,2,10136
no-migration,AUT,2025,m,3,129619
no-migration,AUT,2025,m,4,563515
no-migration,AUT,2025,m,5,2006384
no-migration,AUT,2025,m,6,1229320
no-migration,AUT,2030,f,1,869
no-migration,AUT,2030,f,2,11692
no-migration,AUT,2030,f,3,182413
no-migration,AUT,2030,f,4,737105
no-migration,AUT,2030,f,5,1901255
no-migration,AUT,2030,f,6,1433214
no-migration,AUT,2030,m,1,920
no-migration,AUT,2030,m,2,9310
no-migration,AUT,2030,m,3,108978
no-migration,AUT,2030,m,4,568145
no-migration,AUT,2030,m,5,2051212
no-migration,AUT,2030,m,6,1372477
no-migration,AUT,2035,f,1,924
no-migration,AUT,2035,f,2,9978
no-migration,AUT,2035,f,3,131685
no-migration,AUT,2035,f,4,674940
no-migration,AUT,2035,f,5,1862158
no-migration,AUT,2035,f,6,1528177
no-migration,AUT,2035,m,1,988
no-migration,AUT,2035,m,2,8101
no-migration,AUT,2035,m,3,91135
no-migration,AUT,2035,m,4,530637
no-migration,AUT,2035,m,5,1991197
no-migration,AUT,2035,m,6,1430139
no-migration,AUT,2040,f,1,981
no-migration,AUT,2040,f,2,8731
no-migration,AUT,2040,f,3,93545
no-migration,AUT,2040,f,4,607645
no-migration,AUT,2040,f,5,1802192
no-migration,AUT,2040,f,6,1622061
no-migration,AUT,2040,m,1,1058
no-migration,AUT,2040,m,2,7254
no-migration,AUT,2040,m,3,79549
no-migration,AUT,2040,m,4,487447
no-migration,AUT,2040,m,5,1918204
no-migration,AUT,2040,m,6,1485382
no-migration,AUT,2045,f,1,966
no-migration,AUT,2045,f,2,7620
no-migration,AUT,2045,f,3,67423
no-migration,AUT,2045,f,4,540326
no-migration,AUT,2045,f,5,1724353
no-migration,AUT,2045,f,6,1711794
no-migration,AUT,2045,m,1,1050
no-migration,AUT,2045,m,2,6397
no-migration,AUT,2045,m,3,72743
no-migration,AUT,2045,m,4,442860
no-migration,AUT,2045,m,5,1832378
no-migration,AUT,2045,m,6,1538811
no-migration,AUT,2050,f,1,932
no-migration,AUT,2050,f,2,6591
no-migration,AUT,2050,f,3,50182
no-migration,AUT,2050,f,4,474301
no-migration,AUT,2050,f,5,1631510
no-migration,AUT,2050,f,6,1791519
no-migration,AUT,2050,m,1,1022
no-migration,AUT,2050,m,2,5537
no-migration,AUT,2050,m,3,68263
no-migration,AUT,2050,m,4,399930
no-migration,AUT,2050,m,5,1733692
no-migration,AUT,2050,m,6,1586474
no-migration,BEL,2015,f,1,934365
no-migration,BEL,2015,f,2,130837
no-migration,BEL,2015,f,3,579675
no-migration,BEL,2015,f,4,1116088
no-migration,BEL,2015,f,5,1288963
no-migration,BEL,2015,f,6,1399379
no-migration,BEL,2015,m,1,978337
no-migration,BEL,2015,m,2,103446
no-migration,BEL,2015,m,3,460282
no-migration,BEL,2015,m,4,1129783
no-migration,BEL,2015,m,5,1373833
no-migration,BEL,2015,m,6,1224412
no-migration,BEL,2020,f,1,632123
no-migration,BEL,2020,f,2,109477
no-migration,BEL,2020,f,3,499885
no-migration,BEL,2020,f,4,1115945
no-migration,BEL,2020,f,5,1594523
no-migration,BEL,2020,f,6,1540074
no-migration,BEL,2020,m,1,662180
no-migration,BEL,2020,m,2,85713
no-migration,BEL,2020,m,3,390019
no-migration,BEL,2020,m,4,1220983
no-migration,BEL,2020,m,5,1570049
no-migration,BEL,2020,m,6,1439031
no-migration,BEL,2025,f,1,315107
no-migration,BEL,2025,f,2,91358
no-migration,BEL,2025,f,3,434651
no-migration,BEL,2025,f,4,1121389
no-migration,BEL,2025,f,5,1822603
no-migration,BEL,2025,f,6,1740751
no-migration,BEL,2025,m,1,329976
no-migration,BEL,2025,m,2,71340
no-migration,BEL,2025,m,3,347758
no-migration,BEL,2025,m,4,1099928
no-migration,BEL,2025,m,5,1867521
no-migration,BEL,2025,m,6,1737401
no-migration,BEL,2030,f,1,996
no-migration,BEL,2030,f,2,74670
no-migration,BEL,2030,f,3,372124
no-migration,BEL,2030,f,4,1082182
no-migration,BEL,2030,f,5,2041760
no-migration,BEL,2030,f,6,1978720
no-migration,BEL,2030,m,1,1029
no-migration,BEL,2030,m,2,57703
no-migration,BEL,2030,m,3,302864
no-migration,BEL,2030,m,4,1068481
no-migration,BEL,2030,m,5,2032220
no-migration,BEL,2030,m,6,2046683
no-migration,BEL,2035,f,1,1103
no-migration,BEL,2035,f,2,59126
no-migration,BEL,2035,f,3,312894
no-migration,BEL,2035,f,4,979038
no-migration,BEL,2035,f,5,2124739
no-migration,BEL,2035,f,6,2092633
no-migration,BEL,2035,m,1,1140
no-migration,BEL,2035,m,2,44694
no-migration,BEL,2035,m,3,256963
no-migration,BEL,2035,m,4,974595
no-migration,BEL,2035,m,5,2096753
no-migration,BEL,2035,m,6,2167615
no-migration,BEL,2040,f,1,1214
no-migration,BEL,2040,f,2,46462
no-migration,BEL,2040,f,3,261892
no-migration,BEL,2040,f,4,881044
no-migration,BEL,2040,f,5,2164596
no-migration,BEL,2040,f,6,2228403
no-migration,BEL,2040,m,1,1257
no-migration,BEL,2040,m,2,34458
no-migration,BEL,2040,m,3,217203
no-migration,BEL,2040,m,4,882668
no-migration,BEL,2040,m,5,2122763
no-migration,BEL,2040,m,6,2300587
no-migration,BEL,2045,f,1,1212
no-migration,BEL,2045,f,2,35657
no-migration,BEL,2045,f,3,218818
no-migration,BEL,2045,f,4,777602
no-migration,BEL,2045,f,5,2182004
no-migration,BEL,2045,f,6,2368914
no-migration,BEL,2045,m,1,1254
no-migration,BEL,2045,m,2,25885
no-migration,BEL,2045,m,3,183311
no-migration,BEL,2045,m,4,782997
no-migration,BEL,2045,m,5,2127308
no-migration,BEL,2045,m,6,2436033
no-migration,BEL,2050,f,1,1180
no-migration,BEL,2050,f,2,26610
no-migration,BEL,2050,f,3,184636
no-migration,BEL,2050,f,4,683380
no-migration,BEL,2050,f,5,2171582
no-migration,BEL,2050,f,6,2497598
no-migration,BEL,2050,m,1,1220
no-migration,BEL,2050,m,2,18922
no-migration,BEL,2050,m,3,156219
no-migration,BEL,2050,m,4,689969
no-migration,BEL,2050,m,5,2105795
no-migration,BEL,2050,m,6,2559168
no-migration,BGR,2015,f,1,484902
no-migration,BGR,2015,f,2,94290
no-migration,BGR,2015,f,3,219864
no-migration,BGR,2015,f,4,761178
no-migration,BGR,2015,f,5,1317823
no-migration,BGR,2015,f,6,819146
no-migration,BGR,2015,m,1,513307
no-migration,BGR,2015,m,2,54214
no-migration,BGR,2015,m,3,127890
no-migration,BGR,2015,m,4,746133
no-migration,BGR,2015,m,5,1468369
no-migration,BGR,2015,m,6,588631
no-migration,BGR,2020,f,1,338865
no-migration,BGR,2020,f,2,69814
no-migration,BGR,2020,f,3,161290
no-migration,BGR,2020,f,4,686364
no-migration,BGR,2020,f,5,1385192
no-migration,BGR,2020,f,6,946060
no-migration,BGR,2020,m,1,358225
no-migration,BGR,2020,m,2,40616
no-migration,BGR,2020,m,3,96969
no-migration,BGR,2020,m,4,674899
no-migration,BGR,2020,m,5,1542859
no-migration,BGR,2020,m,6,674811
no-migration,BGR,2025,f,1,175656
no-migration,BGR,2025,f,2,65472
no-migration,BGR,2025,f,3,146443
no-migration,BGR,2025,f,4,627429
no-migration,BGR,2025,f,5,1446875
no-migration,BGR,2025,f,6,1011147
no-migration,BGR,2025,m,1,184469
no-migration,BGR,2025,m,2,42729
no-migration,BGR,2025,m,3,100347
no-migration,BGR,2025,m,4,625675
no-migration,BGR,2025,m,5,1595768
no-migration,BGR,2025,m,6,724184
no-migration,BGR,2030,f,1,14129
no-migration,BGR,2030,f,2,60043
no-migration,BGR,2030,f,3,130270
no-migration,BGR,2030,f,4,562888
no-migration,BGR,2030,f,5,1496401
no-migration,BGR,2030,f,6,1090144
no-migration,BGR,2030,m,1,13568
no-migration,BGR,2030,m,2,42695
no-migration,BGR,2030,m,3,97166
no-migration,BGR,2030,m,4,568041
no-migration,BGR,2030,m,5,1652094
no-migration,BGR,2030,m,6,783148
no-migration,BGR,2035,f,1,15132
no-migration,BGR,2035,f,2,53007
no-migration,BGR,2035,f,3,115254
no-migration,BGR,2035,f,4,477293
no-migration,BGR,2035,f,5,1457661
no-migration,BGR,2035,f,6,1115240
no-migration,BGR,2035,m,1,14446
no-migration,BGR,2035,m,2,39132
no-migration,BGR,2035,m,3,89830
no-migration,BGR,2035,m,4,484915
no-migration,BGR,2035,m,5,1625264
no-migration,BGR,2035,m,6,789445
no-migration,BGR,2040,f,1,14927
no-migration,BGR,2040,f,2,48849
no-migration,BGR,2040,f,3,105411
no-migration,BGR,2040,f,4,402663
no-migration,BGR,2040,f,5,1405261
no-migration,BGR,2040,f,6,1140616
no-migration,BGR,2040,m,1,14022
no-migration,BGR,2040,m,2,37055
no-migration,BGR,2040,m,3,84285
no-migration,BGR,2040,m,4,409792
no-migration,BGR,2040,m,5,1590158
no-migration,BGR,2040,m,6,801231
no-migration,BGR,2045,f,1,14475
no-migration,BGR,2045,f,2,45293
no-migration,BGR,2045,f,3,97261
no-migration,BGR,2045,f,4,344661
no-migration,BGR,2045,f,5,1338551
no-migration,BGR,2045,f,6,1168119
no-migration,BGR,2045,m,1,13298
no-migration,BGR,2045,m,2,34598
no-migration,BGR,2045,m,3,78211
no-migration,BGR,2045,m,4,349429
no-migration,BGR,2045,m,5,1542474
no-migration,BGR,2045,m,6,818540
no-migration,BGR,2050,f,1,13993
no-migration,BGR,2050,f,2,42204
no-migration,BGR,2050,f,3,90687
no-migration,BGR,2050,f,4,300173
no-migration,BGR,2050,f,5,1266195
no-migration,BGR,2050,f,6,1190972
no-migration,BGR,2050,m,1,12486
no-migration,BGR,2050,m,2,32122
no-migration,BGR,2050,m,3,72519
no-migration,BGR,2050,m,4,302050
no-migration,BGR,2050,m,5,1486062
no-migration,BGR,2050,m,6,833970
no-migration,CYP,2015,f,1,67534
no-migration,CYP,2015,f,2,24151
no-migration,CYP,2015,f,3,59053
no-migration,CYP,2015,f,4,49521
no-migration,CYP,2015,f,5,108667
no-migration,CYP,2015,f,6,118470
no-migration,CYP,2015,m,1,71398
no-migration,CYP,2015,m,2,10035
no-migration,CYP,2015,m,3,49002
no-migration,CYP,2015,m,4,47544
no-migration,CYP,2015,m,5,126162
no-migration,CYP,2015,m,6,99038
no-migration,CYP,2020,f,1,46217
no-migration,CYP,2020,f,2,18159
no-migration,CYP,2020,f,3,53593
no-migration,CYP,2020,f,4,51195
no-migration,CYP,2020,f,5,120130
no-migration,CYP,2020,f,6,145979
no-migration,CYP,2020,m,1,49055
no-migration,CYP,2020,m,2,6891
no-migration,CYP,2020,m,3,41187
no-migration,CYP,2020,m,4,48550
no-migration,CYP,2020,m,5,135313
no-migration,CYP,2020,m,6,128943
no-migration,CYP,2025,f,1,24201
no-migration,CYP,2025,f,2,13831
no-migration,CYP,2025,f,3,48173
no-migration,CYP,2025,f,4,48630
no-migration,CYP,2025,f,5,131882
no-migration,CYP,2025,f,6,174724
no-migration,CYP,2025,m,1,25567
no-migration,CYP,2025,m,2,5318
no-migration,CYP,2025,m,3,36226
no-migration,CYP,2025,m,4,45618
no-migration,CYP,2025,m,5,152450
no-migration,CYP,2025,m,6,150930
no-migration,CYP,2030,f,1,617
no-migration,CYP,2030,f,2,9959
no-migration,CYP,2030,f,3,41970
no-migration,CYP,2030,f,4,48904
no-migration,CYP,2030,f,5,141041
no-migration,CYP,2030,f,6,201481
no-migration,CYP,2030,m,1,695
no-migration,CYP,2030,m,2,3980
no-migration,CYP,2030,m,3,30678
no-migration,CYP,2030,m,4,45340
no-migration,CYP,2030,m,5,164008
no-migration,CYP,2030,m,6,173927
no-migration,CYP,2035,f,1,628
no-migration,CYP,2035,f,2,6797
no-migration,CYP,2035,f,3,34962
no-migration,CYP,2035,f,4,44928
no-migration,CYP,2035,f,5,140748
no-migration,CYP,2035,f,6,215418
no-migration,CYP,2035,m,1,706
no-migration,CYP,2035,m,2,2909
no-migration,CYP,2035,m,3,25079
no-migration,CYP,2035,m,4,40964
no-migration,CYP,2035,m,5,165886
no-migration,CYP,2035,m,6,182648
no-migration,CYP,2040,f,1,601
no-migration,CYP,2040,f,2,4554
no-migration,CYP,2040,f,3,28014
no-migration,CYP,2040,f,4,41065
no-migration,CYP,2040,f,5,137824
no-migration,CYP,2040,f,6,228874
no-migration,CYP,2040,m,1,673
no-migration,CYP,2040,m,2,2217
no-migration,CYP,2040,m,3,20192
no-migration,CYP,2040,m,4,36739
no-migration,CYP,2040,m,5,164508
no-migration,CYP,2040,m,6,191660
no-migration,CYP,2045,f,1,579
no-migration,CYP,2045,f,2,3082
no-migration,CYP,2045,f,3,21525
no-migration,CYP,2045,f,4,36928
no-migration,CYP,2045,f,5,133286
no-migration,CYP,2045,f,6,241220
no-migration,CYP,2045,m,1,645
no-migration,CYP,2045,m,2,1717
no-migration,CYP,2045,m,3,16140
no-migration,CYP,2045,m,4,32574
no-migration,CYP,2045,m,5,161148
no-migration,CYP,2045,m,6,200277
no-migration,CYP,2050,f,1,558
no-migration,CYP,2050,f,2,2198
no-migration,CYP,2050,f,3,15920
no-migration,CYP,2050,f,4,33010
no-migration,CYP,2050,f,5,127254
no-migration,CYP,2050,f,6,251414
no-migration,CYP,2050,m,1,624
no-migration,CYP,2050,m,2,1373
no-migration,CYP,2050,m,3,12990
no-migration,CYP,2050,m,4,28914
no-migration,CYP,2050,m,5,156091
no-migration,CYP,2050,m,6,207597
no-migration,CZE,2015,f,1,779748
no-migration,CZE,2015,f,2,21291
no-migration,CZE,2015,f,3,22575
no-migration,CZE,2015,f,4,959052
no-migration,CZE,2015,f,5,2649439
no-migration,CZE,2015,f,6,796309
no-migration,CZE,2015,m,1,821656
no-migration,CZE,2015,m,2,21067
no-migration,CZE,2015,m,3,26047
no-migration,CZE,2015,m,4,544101
no-migration,CZE,2015,m,5,2858878
no-migration,CZE,2015,m,6,763089
no-migration,CZE,2020,f,1,554522
no-migration,CZE,2020,f,2,16692
no-migration,CZE,2020,f,3,18575
no-migration,CZE,2020,f,4,837363
no-migration,CZE,2020,f,5,2822340
no-migration,CZE,2020,f,6,955440
no-migration,CZE,2020,m,1,583633
no-migration,CZE,2020,m,2,15835
no-migration,CZE,2020,m,3,22019
no-migration,CZE,2020,m,4,498220
no-migration,CZE,2020,m,5,3011620
no-migration,CZE,2020,m,6,888834
no-migration,CZE,2025,f,1,274412
no-migration,CZE,2025,f,2,15608
no-migration,CZE,2025,f,3,17979
no-migration,CZE,2025,f,4,831658
no-migration,CZE,2025,f,5,2930497
no-migration,CZE,2025,f,6,1084193
no-migration,CZE,2025,m,1,289464
no-migration,CZE,2025,m,2,15087
no-migration,CZE,2025,m,3,22769
no-migration,CZE,2025,m,4,557463
no-migration,CZE,2025,m,5,3093470
no-migration,CZE,2025,m,6,988810
no-migration,CZE,2030,f,1,3596
no-migration,CZE,2030,f,2,14288
no-migration,CZE,2030,f,3,16626
no-migration,CZE,2030,f,4,748437
no-migration,CZE,2030,f,5,3047047
no-migration,CZE,2030,f,6,1241895
no-migration,CZE,2030,m,1,4498
no-migration,CZE,2030,m,2,13786
no-migration,CZE,2030,m,3,21321
no-migration,CZE,2030,m,4,533304
no-migration,CZE,2030,m,5,3201326
no-migration,CZE,2030,m,6,1103738
no-migration,CZE,2035,f,1,3501
no-migration,CZE,2035,f,2,12328
no-migration,CZE,2035,f,3,14426
no-migration,CZE,2035,f,4,633925
no-migration,CZE,2035,f,5,2963672
no-migration,CZE,2035,f,6,1338998
no-migration,CZE,2035,m,1,4362
no-migration,CZE,2035,m,2,11594
no-migration,CZE,2035,m,3,18643
no-migration,CZE,2035,m,4,469122
no-migration,CZE,2035,m,5,3113898
no-migration,CZE,2035,m,6,1150651
no-migration,CZE,2040,f,1,3177
no-migration,CZE,2040,f,2,10900
no-migration,CZE,2040,f,3,12695
no-migration,CZE,2040,f,4,531929
no-migration,CZE,2040,f,5,2861890
no-migration,CZE,2040,f,6,1437361
no-migration,CZE,2040,m,1,3999
no-migration,CZE,2040,m,2,9838
no-migration,CZE,2040,m,3,16307
no-migration,CZE,2040,m,4,408892
no-migration,CZE,2040,m,5,3018354
no-migration,CZE,2040,m,6,1201892
no-migration,CZE,2045,f,1,2993
no-migration,CZE,2045,f,2,9452
no-migration,CZE,2045,f,3,11098
no-migration,CZE,2045,f,4,442507
no-migration,CZE,2045,f,5,2747660
no-migration,CZE,2045,f,6,1536231
no-migration,CZE,2045,m,1,3749
no-migration,CZE,2045,m,2,8123
no-migration,CZE,2045,m,3,14191
no-migration,CZE,2045,m,4,355313
no-migration,CZE,2045,m,5,2914560
no-migration,CZE,2045,m,6,1259279
no-migration,CZE,2050,f,1,2925
no-migration,CZE,2050,f,2,7996
no-migration,CZE,2050,f,3,9640
no-migration,CZE,2050,f,4,377550
no-migration,CZE,2050,f,5,2614944
no-migration,CZE,2050,f,6,1625481
no-migration,CZE,2050,m,1,3557
no-migration,CZE,2050,m,2,6498
no-migration,CZE,2050,m,3,12343
no-migration,CZE,2050,m,4,318539
no-migration,CZE,2050,m,5,2794896
no-migration,CZE,2050,m,6,1310696
no-migration,DEU,2015,f,1,5442893
no-migration,DEU,2015,f,2,148766
no-migration,DEU,2015,f,3,2796516
no-migration,DEU,2015,f,4,7321885
no-migration,DEU,2015,f,5,14747603
no-migration,DEU,2015,f,6,9556992
no-migration,DEU,2015,m,1,5743188
no-migration,DEU,2015,m,2,112039
no-migration,DEU,2015,m,3,2443538
no-migration,DEU,2015,m,4,4461843
no-migration,DEU,2015,m,5,15071490
no-migration,DEU,2015,m,6,10576605
no-migration,DEU,2020,f,1,3455511
no-migration,DEU,2020,f,2,120253
no-migration,DEU,2020,f,3,1892748
no-migration,DEU,2020,f,4,6912730
no-migration,DEU,2020,f,5,15605211
no-migration,DEU,2020,f,6,11542116
no-migration,DEU,2020,m,1,3646000
no-migration,DEU,2020,m,2,88854
no-migration,DEU,2020,m,3,1579726
no-migration,DEU,2020,m,4,4594781
no-migration,DEU,2020,m,5,15957170
no-migration,DEU,2020,m,6,12287611
no-migration,DEU,2025,f,1,1676796
no-migration,DEU,2025,f,2,97612
no-migration,DEU,2025,f,3,2067789
no-migration,DEU,2025,f,4,6298076
no-migration,DEU,2025,f,5,15970553
no-migration,DEU,2025,f,6,12884838
no-migration,DEU,2025,m,1,1769985
no-migration,DEU,2025,m,2,70551
no-migration,DEU,2025,m,3,1837537
no-migration,DEU,2025,m,4,4532069
no-migration,DEU,2025,m,5,16230085
no-migration,DEU,2025,m,6,13208756
no-migration,DEU,2030,f,1,1972
no-migration,DEU,2030,f,2,78074
no-migration,DEU,2030,f,3,1893620
no-migration,DEU,2030,f,4,5654241
no-migration,DEU,2030,f,5,16184790
no-migration,DEU,2030,f,6,14534399
no-migration,DEU,2030,m,1,2499
no-migration,DEU,2030,m,2,55951
no-migration,DEU,2030,m,3,1699246
no-migration,DEU,2030,m,4,4314219
no-migration,DEU,2030,m,5,16440119
no-migration,DEU,2030,m,6,14488947
no-migration,DEU,2035,f,1,2237
no-migration,DEU,2035,f,2,60080
no-migration,DEU,2035,f,3,1678462
no-migration,DEU,2035,f,4,4911999
no-migration,DEU,2035,f,5,15560381
no-migration,DEU,2035,f,6,15391336
no-migration,DEU,2035,m,1,2916
no-migration,DEU,2035,m,2,43274
no-migration,DEU,2035,m,3,1517874
no-migration,DEU,2035,m,4,3910843
no-migration,DEU,2035,m,5,15848490
no-migration,DEU,2035,m,6,14935968
no-migration,DEU,2040,f,1,2479
no-migration,DEU,2040,f,2,46945
no-migration,DEU,2040,f,3,1510997
no-migration,DEU,2040,f,4,4287768
no-migration,DEU,2040,f,5,14809694
no-migration,DEU,2040,f,6,16122094
no-migration,DEU,2040,m,1,3305
no-migration,DEU,2040,m,2,35186
no-migration,DEU,2040,m,3,1387995
no-migration,DEU,2040,m,4,3567018
no-migration,DEU,2040,m,5,15202871
no-migration,DEU,2040,m,6,15253143
no-migration,DEU,2045,f,1,2590
no-migration,DEU,2045,f,2,37871
no-migration,DEU,2045,f,3,1369171
no-migration,DEU,2045,f,4,3772241
no-migration,DEU,2045,f,5,13960422
no-migration,DEU,2045,f,6,16757231
no-migration,DEU,2045,m,1,3549
no-migration,DEU,2045,m,2,29089
no-migration,DEU,2045,m,3,1277395
no-migration,DEU,2045,m,4,3247289
no-migration,DEU,2045,m,5,14505803
no-migration,DEU,2045,m,6,15498816
no-migration,DEU,2050,f,1,2665
no-migration,DEU,2050,f,2,31155
no-migration,DEU,2050,f,3,1228199
no-migration,DEU,2050,f,4,3313242
no-migration,DEU,2050,f,5,13045249
no-migration,DEU,2050,f,6,17300028
no-migration,DEU,2050,m,1,3745
no-migration,DEU,2050,m,2,24021
no-migration,DEU,2050,m,3,1161318
no-migration,DEU,2050,m,4,2933173
no-migration,DEU,2050,m,5,13761066
no-migration,DEU,2050,m,6,15687730
no-migration,DNK,2015,f,1,468982
no-migration,DNK,2015,f,2,6295
no-migration,DNK,2015,f,3,26398
no-migration,DNK,2015,f,4,772763
no-migration,DNK,2015,f,5,822519
no-migration,DNK,2015,f,6,619806
no-migration,DNK,2015,m,1,492833
no-migration,DNK,2015,m,2,5440
no-migration,DNK,2015,m,3,21647
no-migration,DNK,2015,m,4,709805
no-migration,DNK,2015,m,5,940153
no-migration,DNK,2015,m,6,523468
no-migration,DNK,2020,f,1,306359
no-migration,DNK,2020,f,2,5436
no-migration,DNK,2020,f,3,23570
no-migration,DNK,2020,f,4,690102
no-migration,DNK,2020,f,5,925189
no-migration,DNK,2020,f,6,797548
no-migration,DNK,2020,m,1,322302
no-migration,DNK,2020,m,2,4478
