scenario,dest,year,age,sex,pop
benchmark,AUT,2015,0,f,196564
benchmark,AUT,2015,0,m,209132
benchmark,AUT,2015,5,f,197032
benchmark,AUT,2015,5,m,206368
benchmark,AUT,2015,10,f,201964
benchmark,AUT,2015,10,m,212820
benchmark,AUT,2015,15,f,222070
benchmark,AUT,2015,15,m,234502
benchmark,AUT,2015,20,f,264797
benchmark,AUT,2015,20,m,276077
benchmark,AUT,2015,25,f,275291
benchmark,AUT,2015,25,m,281109
benchmark,AUT,2015,30,f,285126
benchmark,AUT,2015,30,m,287262
benchmark,AUT,2015,35,f,266510
benchmark,AUT,2015,35,m,267409
benchmark,AUT,2015,40,f,302808
benchmark,AUT,2015,40,m,297066
benchmark,AUT,2015,45,f,347582
benchmark,AUT,2015,45,m,350560
benchmark,AUT,2015,50,f,341847
benchmark,AUT,2015,50,m,343435
benchmark,AUT,2015,55,f,292813
benchmark,AUT,2015,55,m,284211
benchmark,AUT,2015,60,f,243963
benchmark,AUT,2015,60,m,227088
benchmark,AUT,2015,65,f,223462
benchmark,AUT,2015,65,m,199574
benchmark,AUT,2015,70,f,231133
benchmark,AUT,2015,70,m,194119
benchmark,AUT,2015,75,f,169639
benchmark,AUT,2015,75,m,131760
benchmark,AUT,2015,80,f,130201
benchmark,AUT,2015,80,m,84164
benchmark,AUT,2015,85,f,94977
benchmark,AUT,2015,85,m,46588
benchmark,AUT,2015,90,f,47730
benchmark,AUT,2015,90,m,14771
benchmark,AUT,2015,95,f,6955
benchmark,AUT,2015,95,m,1690
benchmark,AUT,2015,100,f,1148
benchmark,AUT,2015,100,m,238
benchmark,AUT,2020,0,f,203757
benchmark,AUT,2020,0,m,214993
benchmark,AUT,2020,5,f,204528
benchmark,AUT,2020,5,m,218123
benchmark,AUT,2020,10,f,204319
benchmark,AUT,2020,10,m,214633
benchmark,AUT,2020,15,f,209030
benchmark,AUT,2020,15,m,220837
benchmark,AUT,2020,20,f,228478
benchmark,AUT,2020,20,m,240775
benchmark,AUT,2020,25,f,268897
benchmark,AUT,2020,25,m,280121
benchmark,AUT,2020,30,f,277033
benchmark,AUT,2020,30,m,283166
benchmark,AUT,2020,35,f,285207
benchmark,AUT,2020,35,m,287965
benchmark,AUT,2020,40,f,266954
benchmark,AUT,2020,40,m,268508
benchmark,AUT,2020,45,f,301857
benchmark,AUT,2020,45,m,296690
benchmark,AUT,2020,50,f,345192
benchmark,AUT,2020,50,m,345486
benchmark,AUT,2020,55,f,339423
benchmark,AUT,2020,55,m,335797
benchmark,AUT,2020,60,f,290764
benchmark,AUT,2020,60,m,276056
benchmark,AUT,2020,65,f,241099
benchmark,AUT,2020,65,m,217570
benchmark,AUT,2020,70,f,217613
benchmark,AUT,2020,70,m,186256
benchmark,AUT,2020,75,f,211468
benchmark,AUT,2020,75,m,167789
benchmark,AUT,2020,80,f,142227
benchmark,AUT,2020,80,m,101731
benchmark,AUT,2020,85,f,90860
benchmark,AUT,2020,85,m,52967
benchmark,AUT,2020,90,f,47227
benchmark,AUT,2020,90,m,20632
benchmark,AUT,2020,95,f,14124
benchmark,AUT,2020,95,m,4441
benchmark,AUT,2020,100,f,1914
benchmark,AUT,2020,100,m,1150
benchmark,AUT,2025,0,f,196788
benchmark,AUT,2025,0,m,207697
benchmark,AUT,2025,5,f,212170
benchmark,AUT,2025,5,m,224443
benchmark,AUT,2025,10,f,212098
benchmark,AUT,2025,10,m,226562
benchmark,AUT,2025,15,f,211717
benchmark,AUT,2025,15,m,222785
benchmark,AUT,2025,20,f,215552
benchmark,AUT,2025,20,m,227813
benchmark,AUT,2025,25,f,234497
benchmark,AUT,2025,25,m,246747
benchmark,AUT,2025,30,f,272829
benchmark,AUT,2025,30,m,284108
benchmark,AUT,2025,35,f,277952
benchmark,AUT,2025,35,m,284425
benchmark,AUT,2025,40,f,285276
benchmark,AUT,2025,40,m,288399
benchmark,AUT,2025,45,f,267082
benchmark,AUT,2025,45,m,268820
benchmark,AUT,2025,50,f,300342
benchmark,AUT,2025,50,m,295174
benchmark,AUT,2025,55,f,341573
benchmark,AUT,2025,55,m,338489
benchmark,AUT,2025,60,f,334495
benchmark,AUT,2025,60,m,324455
benchmark,AUT,2025,65,f,284376
benchmark,AUT,2025,65,m,261972
benchmark,AUT,2025,70,f,232227
benchmark,AUT,2025,70,m,200367
benchmark,AUT,2025,75,f,201507
benchmark,AUT,2025,75,m,162054
benchmark,AUT,2025,80,f,181771
benchmark,AUT,2025,80,m,131505
benchmark,AUT,2025,85,f,103055
benchmark,AUT,2025,85,m,64360
benchmark,AUT,2025,90,f,47409
benchmark,AUT,2025,90,m,23609
benchmark,AUT,2025,95,f,14402
benchmark,AUT,2025,95,m,5615
benchmark,AUT,2025,100,f,2705
benchmark,AUT,2025,100,m,1341
benchmark,AUT,2030,0,f,185308
benchmark,AUT,2030,0,m,196189
benchmark,AUT,2030,5,f,205515
benchmark,AUT,2030,5,m,217808
benchmark,AUT,2030,10,f,219970
benchmark,AUT,2030,10,m,233162
benchmark,AUT,2030,15,f,219598
benchmark,AUT,2030,15,m,234762
benchmark,AUT,2030,20,f,218410
benchmark,AUT,2030,20,m,229879
benchmark,AUT,2030,25,f,221493
benchmark,AUT,2030,25,m,234016
benchmark,AUT,2030,30,f,239981
benchmark,AUT,2030,30,m,252162
benchmark,AUT,2030,35,f,276139
benchmark,AUT,2030,35,m,287360
benchmark,AUT,2030,40,f,278660
benchmark,AUT,2030,40,m,285289
benchmark,AUT,2030,45,f,285130
benchmark,AUT,2030,45,m,288084
benchmark,AUT,2030,50,f,266548
benchmark,AUT,2030,50,m,267793
benchmark,AUT,2030,55,f,297698
benchmark,AUT,2030,55,m,290917
benchmark,AUT,2030,60,f,336121
benchmark,AUT,2030,60,m,327285
benchmark,AUT,2030,65,f,326424
benchmark,AUT,2030,65,m,307413
benchmark,AUT,2030,70,f,273843
benchmark,AUT,2030,70,m,241553
benchmark,AUT,2030,75,f,215709
benchmark,AUT,2030,75,m,175901
benchmark,AUT,2030,80,f,177934
benchmark,AUT,2030,80,m,131925
benchmark,AUT,2030,85,f,135768
benchmark,AUT,2030,85,m,86389
benchmark,AUT,2030,90,f,55765
benchmark,AUT,2030,90,m,29527
benchmark,AUT,2030,95,f,15217
benchmark,AUT,2030,95,m,6681
benchmark,AUT,2030,100,f,2912
benchmark,AUT,2030,100,m,1500
benchmark,AUT,2035,0,f,177371
benchmark,AUT,2035,0,m,188148
benchmark,AUT,2035,5,f,194873
benchmark,AUT,2035,5,m,207469
benchmark,AUT,2035,10,f,213761
benchmark,AUT,2035,10,m,227256
benchmark,AUT,2035,15,f,227447
benchmark,AUT,2035,15,m,241434
benchmark,AUT,2035,20,f,226520
benchmark,AUT,2035,20,m,242063
benchmark,AUT,2035,25,f,224635
benchmark,AUT,2035,25,m,236362
benchmark,AUT,2035,30,f,227023
benchmark,AUT,2035,30,m,239729
benchmark,AUT,2035,35,f,245199
benchmark,AUT,2035,35,m,257125
benchmark,AUT,2035,40,f,279007
benchmark,AUT,2035,40,m,290011
benchmark,AUT,2035,45,f,279163
benchmark,AUT,2035,45,m,285488
benchmark,AUT,2035,50,f,284563
benchmark,AUT,2035,50,m,286725
benchmark,AUT,2035,55,f,265150
benchmark,AUT,2035,55,m,264590
benchmark,AUT,2035,60,f,293702
benchmark,AUT,2035,60,m,283321
benchmark,AUT,2035,65,f,328220
benchmark,AUT,2035,65,m,311308
benchmark,AUT,2035,70,f,314809
benchmark,AUT,2035,70,m,284662
benchmark,AUT,2035,75,f,256400
benchmark,AUT,2035,75,m,214437
benchmark,AUT,2035,80,f,192777
benchmark,AUT,2035,80,m,145753
benchmark,AUT,2035,85,f,138435
benchmark,AUT,2035,85,m,91233
benchmark,AUT,2035,90,f,76890
benchmark,AUT,2035,90,m,41483
benchmark,AUT,2035,95,f,18600
benchmark,AUT,2035,95,m,8456
benchmark,AUT,2035,100,f,3145
benchmark,AUT,2035,100,m,1639
benchmark,AUT,2040,0,f,175036
benchmark,AUT,2040,0,m,186314
benchmark,AUT,2040,5,f,187888
benchmark,AUT,2040,5,m,200860
benchmark,AUT,2040,10,f,204124
benchmark,AUT,2040,10,m,218221
benchmark,AUT,2040,15,f,221931
benchmark,AUT,2040,15,m,236491
benchmark,AUT,2040,20,f,234621
benchmark,AUT,2040,20,m,249096
benchmark,AUT,2040,25,f,233188
benchmark,AUT,2040,25,m,248961
benchmark,AUT,2040,30,f,230655
benchmark,AUT,2040,30,m,242578
benchmark,AUT,2040,35,f,232540
benchmark,AUT,2040,35,m,245248
benchmark,AUT,2040,40,f,249956
benchmark,AUT,2040,40,m,261505
benchmark,AUT,2040,45,f,281582
benchmark,AUT,2040,45,m,291988
benchmark,AUT,2040,50,f,279455
benchmark,AUT,2040,50,m,284894
benchmark,AUT,2040,55,f,283472
benchmark,AUT,2040,55,m,283583
benchmark,AUT,2040,60,f,262807
benchmark,AUT,2040,60,m,258784
benchmark,AUT,2040,65,f,287964
benchmark,AUT,2040,65,m,271885
benchmark,AUT,2040,70,f,317700
benchmark,AUT,2040,70,m,290484
benchmark,AUT,2040,75,f,297126
benchmark,AUT,2040,75,m,255766
benchmark,AUT,2040,80,f,232719
benchmark,AUT,2040,80,m,181194
benchmark,AUT,2040,85,f,153948
benchmark,AUT,2040,85,m,103842
benchmark,AUT,2040,90,f,83161
benchmark,AUT,2040,90,m,46720
benchmark,AUT,2040,95,f,26923
benchmark,AUT,2040,95,m,12207
benchmark,AUT,2040,100,f,3767
benchmark,AUT,2040,100,m,1864
benchmark,AUT,2045,0,f,178035
benchmark,AUT,2045,0,m,190066
benchmark,AUT,2045,5,f,186901
benchmark,AUT,2045,5,m,200998
benchmark,AUT,2045,10,f,198182
benchmark,AUT,2045,10,m,213136
benchmark,AUT,2045,15,f,213392
benchmark,AUT,2045,15,m,228854
benchmark,AUT,2045,20,f,229933
benchmark,AUT,2045,20,m,245230
benchmark,AUT,2045,25,f,241662
benchmark,AUT,2045,25,m,256488
benchmark,AUT,2045,30,f,239705
benchmark,AUT,2045,30,m,255647
benchmark,AUT,2045,35,f,236718
benchmark,AUT,2045,35,m,248663
benchmark,AUT,2045,40,f,237698
benchmark,AUT,2045,40,m,250244
benchmark,AUT,2045,45,f,254304
benchmark,AUT,2045,45,m,265160
benchmark,AUT,2045,50,f,283785
benchmark,AUT,2045,50,m,293059
benchmark,AUT,2045,55,f,279324
benchmark,AUT,2045,55,m,282736
benchmark,AUT,2045,60,f,281678
benchmark,AUT,2045,60,m,278141
benchmark,AUT,2045,65,f,259164
benchmark,AUT,2045,65,m,249847
benchmark,AUT,2045,70,f,280349
benchmark,AUT,2045,70,m,256528
benchmark,AUT,2045,75,f,301694
benchmark,AUT,2045,75,m,263917
benchmark,AUT,2045,80,f,273607
benchmark,AUT,2045,80,m,220385
benchmark,AUT,2045,85,f,191260
benchmark,AUT,2045,85,m,133160
benchmark,AUT,2045,90,f,96688
benchmark,AUT,2045,90,m,55444
benchmark,AUT,2045,95,f,31241
benchmark,AUT,2045,95,m,14684
benchmark,AUT,2045,100,f,5320
benchmark,AUT,2045,100,m,2376
benchmark,AUT,2050,0,f,182373
benchmark,AUT,2050,0,m,195339
benchmark,AUT,2050,5,f,191363
benchmark,AUT,2050,5,m,206966
benchmark,AUT,2050,10,f,198443
benchmark,AUT,2050,10,m,214967
benchmark,AUT,2050,15,f,208523
benchmark,AUT,2050,15,m,225152
benchmark,AUT,2050,20,f,222432
benchmark,AUT,2050,20,m,238854
benchmark,AUT,2050,25,f,237777
benchmark,AUT,2050,25,m,253559
benchmark,AUT,2050,30,f,248589
benchmark,AUT,2050,30,m,263678
benchmark,AUT,2050,35,f,246276
benchmark,AUT,2050,35,m,262183
benchmark,AUT,2050,40,f,242422
benchmark,AUT,2050,40,m,254161
benchmark,AUT,2050,45,f,242488
benchmark,AUT,2050,45,m,254507
benchmark,AUT,2050,50,f,258126
benchmark,AUT,2050,50,m,267795
benchmark,AUT,2050,55,f,285369
benchmark,AUT,2050,55,m,292435
benchmark,AUT,2050,60,f,278507
benchmark,AUT,2050,60,m,278451
benchmark,AUT,2050,65,f,278745
benchmark,AUT,2050,65,m,269801
benchmark,AUT,2050,70,f,254010
benchmark,AUT,2050,70,m,237694
benchmark,AUT,2050,75,f,267446
benchmark,AUT,2050,75,m,235557
benchmark,AUT,2050,80,f,281102
benchmark,AUT,2050,80,m,231431
benchmark,AUT,2050,85,f,231118
benchmark,AUT,2050,85,m,167137
benchmark,AUT,2050,90,f,125918
benchmark,AUT,2050,90,m,74294
benchmark,AUT,2050,95,f,38473
benchmark,AUT,2050,95,m,18188
benchmark,AUT,2050,100,f,6510
benchmark,AUT,2050,100,m,2799
benchmark,BEL,2015,0,f,314603
benchmark,BEL,2015,0,m,329536
benchmark,BEL,2015,5,f,317750
benchmark,BEL,2015,5,m,332960
benchmark,BEL,2015,10,f,299943
benchmark,BEL,2015,10,m,573171
benchmark,BEL,2015,15,f,296352
benchmark,BEL,2015,15,m,239366
benchmark,BEL,2015,20,f,332726
benchmark,BEL,2015,20,m,296942
benchmark,BEL,2015,25,f,344020
benchmark,BEL,2015,25,m,344503
benchmark,BEL,2015,30,f,349421
benchmark,BEL,2015,30,m,346495
benchmark,BEL,2015,35,f,342599
benchmark,BEL,2015,35,m,366720
benchmark,BEL,2015,40,f,360056
benchmark,BEL,2015,40,m,382909
benchmark,BEL,2015,45,f,375900
benchmark,BEL,2015,45,m,390071
benchmark,BEL,2015,50,f,388493
benchmark,BEL,2015,50,m,371725
benchmark,BEL,2015,55,f,362387
benchmark,BEL,2015,55,m,323366
benchmark,BEL,2015,60,f,319665
benchmark,BEL,2015,60,m,280964
benchmark,BEL,2015,65,f,288412
benchmark,BEL,2015,65,m,225669
benchmark,BEL,2015,70,f,210223
benchmark,BEL,2015,70,m,174006
benchmark,BEL,2015,75,f,200957
benchmark,BEL,2015,75,m,140455
benchmark,BEL,2015,80,f,172713
benchmark,BEL,2015,80,m,92812
benchmark,BEL,2015,85,f,112330
benchmark,BEL,2015,85,m,43391
benchmark,BEL,2015,90,f,51048
benchmark,BEL,2015,90,m,13289
benchmark,BEL,2015,95,f,8292
benchmark,BEL,2015,95,m,1584
benchmark,BEL,2015,100,f,1417
benchmark,BEL,2015,100,m,159
benchmark,BEL,2020,0,f,311024
benchmark,BEL,2020,0,m,327805
benchmark,BEL,2020,5,f,327945
benchmark,BEL,2020,5,m,345443
benchmark,BEL,2020,10,f,328997
benchmark,BEL,2020,10,m,346407
benchmark,BEL,2020,15,f,310286
benchmark,BEL,2020,15,m,582894
benchmark,BEL,2020,20,f,305370
benchmark,BEL,2020,20,m,250026
benchmark,BEL,2020,25,f,339192
benchmark,BEL,2020,25,m,305398
benchmark,BEL,2020,30,f,347693
benchmark,BEL,2020,30,m,349797
benchmark,BEL,2020,35,f,351124
benchmark,BEL,2020,35,m,349385
benchmark,BEL,2020,40,f,343557
benchmark,BEL,2020,40,m,367280
benchmark,BEL,2020,45,f,360059
benchmark,BEL,2020,45,m,381270
benchmark,BEL,2020,50,f,374541
benchmark,BEL,2020,50,m,385769
benchmark,BEL,2020,55,f,383987
benchmark,BEL,2020,55,m,363485
benchmark,BEL,2020,60,f,355478
benchmark,BEL,2020,60,m,311637
benchmark,BEL,2020,65,f,310580
benchmark,BEL,2020,65,m,265247
benchmark,BEL,2020,70,f,274312
benchmark,BEL,2020,70,m,205773
benchmark,BEL,2020,75,f,191466
benchmark,BEL,2020,75,m,148471
benchmark,BEL,2020,80,f,169144
benchmark,BEL,2020,80,m,107492
benchmark,BEL,2020,85,f,121422
benchmark,BEL,2020,85,m,57166
benchmark,BEL,2020,90,f,57246
benchmark,BEL,2020,90,m,18829
benchmark,BEL,2020,95,f,16077
benchmark,BEL,2020,95,m,4018
benchmark,BEL,2020,100,f,2225
benchmark,BEL,2020,100,m,1131
benchmark,BEL,2025,0,f,312433
benchmark,BEL,2025,0,m,328695
benchmark,BEL,2025,5,f,325644
benchmark,BEL,2025,5,m,345134
benchmark,BEL,2025,10,f,341090
benchmark,BEL,2025,10,m,361065
benchmark,BEL,2025,15,f,340603
benchmark,BEL,2025,15,m,360094
benchmark,BEL,2025,20,f,320112
benchmark,BEL,2025,20,m,592394
benchmark,BEL,2025,25,f,313904
benchmark,BEL,2025,25,m,260251
benchmark,BEL,2025,30,f,345725
benchmark,BEL,2025,30,m,313566
benchmark,BEL,2025,35,f,351192
benchmark,BEL,2025,35,m,355361
benchmark,BEL,2025,40,f,353089
benchmark,BEL,2025,40,m,352115
benchmark,BEL,2025,45,f,344366
benchmark,BEL,2025,45,m,367053
benchmark,BEL,2025,50,f,359356
benchmark,BEL,2025,50,m,377934
benchmark,BEL,2025,55,f,371890
benchmark,BEL,2025,55,m,378689
benchmark,BEL,2025,60,f,377378
benchmark,BEL,2025,60,m,351700
benchmark,BEL,2025,65,f,345200
benchmark,BEL,2025,65,m,295225
benchmark,BEL,2025,70,f,296698
benchmark,BEL,2025,70,m,243963
benchmark,BEL,2025,75,f,250363
benchmark,BEL,2025,75,m,177829
benchmark,BEL,2025,80,f,162347
benchmark,BEL,2025,80,m,116756
benchmark,BEL,2025,85,f,122034
benchmark,BEL,2025,85,m,70588
benchmark,BEL,2025,90,f,63542
benchmark,BEL,2025,90,m,26981
benchmark,BEL,2025,95,f,18086
benchmark,BEL,2025,95,m,5843
benchmark,BEL,2025,100,f,3257
benchmark,BEL,2025,100,m,1365
benchmark,BEL,2030,0,f,308332
benchmark,BEL,2030,0,m,325247
benchmark,BEL,2030,5,f,329346
benchmark,BEL,2030,5,m,348614
benchmark,BEL,2030,10,f,340041
benchmark,BEL,2030,10,m,362150
benchmark,BEL,2030,15,f,354548
benchmark,BEL,2030,15,m,376889
benchmark,BEL,2030,20,f,351606
benchmark,BEL,2030,20,m,372760
benchmark,BEL,2030,25,f,329714
benchmark,BEL,2030,25,m,601493
benchmark,BEL,2030,30,f,322336
benchmark,BEL,2030,30,m,270221
benchmark,BEL,2030,35,f,352442
benchmark,BEL,2030,35,m,322172
benchmark,BEL,2030,40,f,354752
benchmark,BEL,2030,40,m,360561
benchmark,BEL,2030,45,f,354932
benchmark,BEL,2030,45,m,354244
benchmark,BEL,2030,50,f,344641
benchmark,BEL,2030,50,m,365660
benchmark,BEL,2030,55,f,357506
benchmark,BEL,2030,55,m,371985
benchmark,BEL,2030,60,f,366923
benchmark,BEL,2030,60,m,366769
benchmark,BEL,2030,65,f,367881
benchmark,BEL,2030,65,m,334011
benchmark,BEL,2030,70,f,331663
benchmark,BEL,2030,70,m,273409
benchmark,BEL,2030,75,f,274313
benchmark,BEL,2030,75,m,213768
benchmark,BEL,2030,80,f,216979
benchmark,BEL,2030,80,m,144075
benchmark,BEL,2030,85,f,120418
benchmark,BEL,2030,85,m,78464
benchmark,BEL,2030,90,f,66559
benchmark,BEL,2030,90,m,34109
benchmark,BEL,2030,95,f,20805
benchmark,BEL,2030,95,m,8259
benchmark,BEL,2030,100,f,3707
benchmark,BEL,2030,100,m,1603
benchmark,BEL,2035,0,f,315547
benchmark,BEL,2035,0,m,333397
benchmark,BEL,2035,5,f,328564
benchmark,BEL,2035,5,m,348876
benchmark,BEL,2035,10,f,346284
benchmark,BEL,2035,10,m,368380
benchmark,BEL,2035,15,f,354774
benchmark,BEL,2035,15,m,379359
benchmark,BEL,2035,20,f,367554
benchmark,BEL,2035,20,m,391745
benchmark,BEL,2035,25,f,362586
benchmark,BEL,2035,25,m,385041
benchmark,BEL,2035,30,f,339342
benchmark,BEL,2035,30,m,610612
benchmark,BEL,2035,35,f,331308
benchmark,BEL,2035,35,m,280721
benchmark,BEL,2035,40,f,358927
benchmark,BEL,2035,40,m,330056
benchmark,BEL,2035,45,f,358101
benchmark,BEL,2035,45,m,364869
benchmark,BEL,2035,50,f,356396
benchmark,BEL,2035,50,m,355162
benchmark,BEL,2035,55,f,344064
benchmark,BEL,2035,55,m,361807
benchmark,BEL,2035,60,f,353850
benchmark,BEL,2035,60,m,361663
benchmark,BEL,2035,65,f,359560
benchmark,BEL,2035,65,m,349508
benchmark,BEL,2035,70,f,355719
benchmark,BEL,2035,70,m,310848
benchmark,BEL,2035,75,f,309876
benchmark,BEL,2035,75,m,242092
benchmark,BEL,2035,80,f,243101
benchmark,BEL,2035,80,m,176114
benchmark,BEL,2035,85,f,167106
benchmark,BEL,2035,85,m,101419
benchmark,BEL,2035,90,f,68538
benchmark,BEL,2035,90,m,39142
benchmark,BEL,2035,95,f,22828
benchmark,BEL,2035,95,m,10526
benchmark,BEL,2035,100,f,4258
benchmark,BEL,2035,100,m,1944
benchmark,BEL,2040,0,f,333340
benchmark,BEL,2040,0,m,352583
benchmark,BEL,2040,5,f,339410
benchmark,BEL,2040,5,m,360999
benchmark,BEL,2040,10,f,348661
benchmark,BEL,2040,10,m,372019
benchmark,BEL,2040,15,f,363485
benchmark,BEL,2040,15,m,388135
benchmark,BEL,2040,20,f,369012
benchmark,BEL,2040,20,m,395460
benchmark,BEL,2040,25,f,380385
benchmark,BEL,2040,25,m,405881
benchmark,BEL,2040,30,f,373503
benchmark,BEL,2040,30,m,396953
benchmark,BEL,2040,35,f,349444
benchmark,BEL,2040,35,m,620043
benchmark,BEL,2040,40,f,339690
benchmark,BEL,2040,40,m,290133
benchmark,BEL,2040,45,f,364698
benchmark,BEL,2040,45,m,336474
benchmark,BEL,2040,50,f,360795
benchmark,BEL,2040,50,m,367544
benchmark,BEL,2040,55,f,356942
benchmark,BEL,2040,55,m,353496
benchmark,BEL,2040,60,f,341836
benchmark,BEL,2040,60,m,353683
benchmark,BEL,2040,65,f,348090
benchmark,BEL,2040,65,m,346242
benchmark,BEL,2040,70,f,349864
benchmark,BEL,2040,70,m,326736
benchmark,BEL,2040,75,f,335502
benchmark,BEL,2040,75,m,277468
benchmark,BEL,2040,80,f,279872
benchmark,BEL,2040,80,m,202752
benchmark,BEL,2040,85,f,194326
benchmark,BEL,2040,85,m,126745
benchmark,BEL,2040,90,f,100583
benchmark,BEL,2040,90,m,53913
benchmark,BEL,2040,95,f,24841
benchmark,BEL,2040,95,m,12352
benchmark,BEL,2040,100,f,4810
benchmark,BEL,2040,100,m,2259
benchmark,BEL,2045,0,f,354294
benchmark,BEL,2045,0,m,374853
benchmark,BEL,2045,5,f,362234
benchmark,BEL,2045,5,m,385684
benchmark,BEL,2045,10,f,363561
benchmark,BEL,2045,10,m,388507
benchmark,BEL,2045,15,f,369403
benchmark,BEL,2045,15,m,395520
benchmark,BEL,2045,20,f,380610
benchmark,BEL,2045,20,m,407162
benchmark,BEL,2045,25,f,383441
benchmark,BEL,2045,25,m,411180
benchmark,BEL,2045,30,f,393434
benchmark,BEL,2045,30,m,419876
benchmark,BEL,2045,35,f,385320
benchmark,BEL,2045,35,m,409487
benchmark,BEL,2045,40,f,359238
benchmark,BEL,2045,40,m,628722
benchmark,BEL,2045,45,f,347538
benchmark,BEL,2045,45,m,298348
benchmark,BEL,2045,50,f,369738
benchmark,BEL,2045,50,m,341297
benchmark,BEL,2045,55,f,362692
benchmark,BEL,2045,55,m,367821
benchmark,BEL,2045,60,f,356177
benchmark,BEL,2045,60,m,348059
benchmark,BEL,2045,65,f,338017
benchmark,BEL,2045,65,m,341094
benchmark,BEL,2045,70,f,340618
benchmark,BEL,2045,70,m,326069
benchmark,BEL,2045,75,f,332525
benchmark,BEL,2045,75,m,293541
benchmark,BEL,2045,80,f,307933
benchmark,BEL,2045,80,m,235188
benchmark,BEL,2045,85,f,231220
benchmark,BEL,2045,85,m,149533
benchmark,BEL,2045,90,f,123938
benchmark,BEL,2045,90,m,69240
benchmark,BEL,2045,95,f,38966
benchmark,BEL,2045,95,m,18130
benchmark,BEL,2045,100,f,5421
benchmark,BEL,2045,100,m,2551
benchmark,BEL,2050,0,f,373091
benchmark,BEL,2050,0,m,394845
benchmark,BEL,2050,5,f,389235
benchmark,BEL,2050,5,m,414489
benchmark,BEL,2050,10,f,391295
benchmark,BEL,2050,10,m,418448
benchmark,BEL,2050,15,f,388394
benchmark,BEL,2050,15,m,416283
benchmark,BEL,2050,20,f,390077
benchmark,BEL,2050,20,m,418258
benchmark,BEL,2050,25,f,397948
benchmark,BEL,2050,25,m,425734
benchmark,BEL,2050,30,f,398150
benchmark,BEL,2050,30,m,426777
benchmark,BEL,2050,35,f,407540
benchmark,BEL,2050,35,m,434544
benchmark,BEL,2050,40,f,396812
benchmark,BEL,2050,40,m,421165
benchmark,BEL,2050,45,f,368475
benchmark,BEL,2050,45,m,635963
benchmark,BEL,2050,50,f,354582
benchmark,BEL,2050,50,m,304980
benchmark,BEL,2050,55,f,373696
benchmark,BEL,2050,55,m,343619
benchmark,BEL,2050,60,f,363158
benchmark,BEL,2050,60,m,364333
benchmark,BEL,2050,65,f,353995
benchmark,BEL,2050,65,m,338459
benchmark,BEL,2050,70,f,332814
benchmark,BEL,2050,70,m,324169
benchmark,BEL,2050,75,f,325696
benchmark,BEL,2050,75,m,295286
benchmark,BEL,2050,80,f,309195
benchmark,BEL,2050,80,m,251523
benchmark,BEL,2050,85,f,261707
benchmark,BEL,2050,85,m,176736
benchmark,BEL,2050,90,f,155589
benchmark,BEL,2050,90,m,84583
benchmark,BEL,2050,95,f,51792
benchmark,BEL,2050,95,m,23866
benchmark,BEL,2050,100,f,8558
benchmark,BEL,2050,100,m,3488
benchmark,BGR,2015,0,f,164099
benchmark,BGR,2015,0,m,173511
benchmark,BGR,2015,5,f,166849
benchmark,BGR,2015,5,m,176426
benchmark,BGR,2015,10,f,153882
benchmark,BGR,2015,10,m,163268
benchmark,BGR,2015,15,f,151867
benchmark,BGR,2015,15,m,161188
benchmark,BGR,2015,20,f,195959
benchmark,BGR,2015,20,m,208428
benchmark,BGR,2015,25,f,235295
benchmark,BGR,2015,25,m,250548
benchmark,BGR,2015,30,f,233689
benchmark,BGR,2015,30,m,253850
benchmark,BGR,2015,35,f,261748
benchmark,BGR,2015,35,m,279236
benchmark,BGR,2015,40,f,258291
benchmark,BGR,2015,40,m,274484
benchmark,BGR,2015,45,f,241422
benchmark,BGR,2015,45,m,250511
benchmark,BGR,2015,50,f,245831
benchmark,BGR,2015,50,m,246696
benchmark,BGR,2015,55,f,259596
benchmark,BGR,2015,55,m,243589
benchmark,BGR,2015,60,f,271636
benchmark,BGR,2015,60,m,234357
benchmark,BGR,2015,65,f,268716
benchmark,BGR,2015,65,m,210159
benchmark,BGR,2015,70,f,205858
benchmark,BGR,2015,70,m,146221
benchmark,BGR,2015,75,f,169845
benchmark,BGR,2015,75,m,107718
benchmark,BGR,2015,80,f,130267
benchmark,BGR,2015,80,m,76083
benchmark,BGR,2015,85,f,61714
benchmark,BGR,2015,85,m,32619
benchmark,BGR,2015,90,f,18513
benchmark,BGR,2015,90,m,8673
benchmark,BGR,2015,95,f,1891
benchmark,BGR,2015,95,m,868
benchmark,BGR,2015,100,f,235
benchmark,BGR,2015,100,m,111
benchmark,BGR,2020,0,f,156529
benchmark,BGR,2020,0,m,165223
benchmark,BGR,2020,5,f,158886
benchmark,BGR,2020,5,m,168666
benchmark,BGR,2020,10,f,162467
benchmark,BGR,2020,10,m,172447
benchmark,BGR,2020,15,f,151114
benchmark,BGR,2020,15,m,160881
benchmark,BGR,2020,20,f,149432
benchmark,BGR,2020,20,m,158719
benchmark,BGR,2020,25,f,193063
benchmark,BGR,2020,25,m,204978
benchmark,BGR,2020,30,f,231880
benchmark,BGR,2020,30,m,245915
benchmark,BGR,2020,35,f,230052
benchmark,BGR,2020,35,m,248509
benchmark,BGR,2020,40,f,256194
benchmark,BGR,2020,40,m,271598
benchmark,BGR,2020,45,f,251651
benchmark,BGR,2020,45,m,264112
benchmark,BGR,2020,50,f,233237
benchmark,BGR,2020,50,m,236453
