scenario,dest,year,nativity,pop
recovery-in-europe,FRA,2015,native,58579815
recovery-in-europe,FRA,2015,non-eu,5389095
recovery-in-europe,FRA,2020,eu,2081767
recovery-in-europe,FRA,2020,native,59923668
recovery-in-europe,FRA,2020,non-eu,6100185
recovery-in-europe,FRA,2025,eu,1941047
recovery-in-europe,FRA,2025,native,61177595
recovery-in-europe,FRA,2025,non-eu,6923584
recovery-in-europe,FRA,2030,eu,1799833
recovery-in-europe,FRA,2030,native,62554461
recovery-in-europe,FRA,2030,non-eu,7909502
recovery-in-europe,FRA,2035,eu,1655298
recovery-in-europe,FRA,2035,native,64092054
recovery-in-europe,FRA,2035,non-eu,9044726
recovery-in-europe,FRA,2040,eu,1506732
recovery-in-europe,FRA,2040,native,65735761
recovery-in-europe,FRA,2040,non-eu,10393632
recovery-in-europe,FRA,2045,eu,1356624
recovery-in-europe,FRA,2045,native,67429393
recovery-in-europe,FRA,2045,non-eu,12030193
recovery-in-europe,FRA,2050,eu,1209373
recovery-in-europe,FRA,2050,native,69217863
recovery-in-europe,FRA,2050,non-eu,14052034
recovery-in-europe,GBR,2015,eu,2722330
recovery-in-europe,GBR,2015,native,56413157
recovery-in-europe,GBR,2015,non-eu,5245532
recovery-in-europe,GBR,2020,eu,2672301
recovery-in-europe,GBR,2020,native,57485411
recovery-in-europe,GBR,2020,non-eu,6220004
recovery-in-europe,GBR,2025,eu,2578157
recovery-in-europe,GBR,2025,native,58353495
recovery-in-europe,GBR,2025,non-eu,7371266
recovery-in-europe,GBR,2030,eu,2454770
recovery-in-europe,GBR,2030,native,59113546
recovery-in-europe,GBR,2030,non-eu,8730631
recovery-in-europe,GBR,2035,eu,2312850
recovery-in-europe,GBR,2035,native,59888836
recovery-in-europe,GBR,2035,non-eu,10352554
recovery-in-europe,GBR,2040,eu,2156745
recovery-in-europe,GBR,2040,native,60863029
recovery-in-europe,GBR,2040,non-eu,12428346
recovery-in-europe,GBR,2045,eu,1990052
recovery-in-europe,GBR,2045,native,62175403
recovery-in-europe,GBR,2045,non-eu,15087972
recovery-in-europe,GBR,2050,eu,1817148
recovery-in-europe,GBR,2050,native,63846808
recovery-in-europe,GBR,2050,non-eu,18486044
recovery-in-europe,GRC,2015,eu,317498
recovery-in-europe,GRC,2015,native,9615097
recovery-in-europe,GRC,2015,non-eu,869052
recovery-in-europe,GRC,2020,eu,319002
recovery-in-europe,GRC,2020,native,9421004
recovery-in-europe,GRC,2020,non-eu,943419
recovery-in-europe,GRC,2025,eu,313103
recovery-in-europe,GRC,2025,native,9196476
recovery-in-europe,GRC,2025,non-eu,1000918
recovery-in-europe,GRC,2030,eu,302512
recovery-in-europe,GRC,2030,native,8964781
recovery-in-europe,GRC,2030,non-eu,1058878
recovery-in-europe,GRC,2035,eu,287729
recovery-in-europe,GRC,2035,native,8747532
recovery-in-europe,GRC,2035,non-eu,1114602
recovery-in-europe,GRC,2040,eu,269463
recovery-in-europe,GRC,2040,native,8557581
recovery-in-europe,GRC,2040,non-eu,1178836
recovery-in-europe,GRC,2045,eu,248973
recovery-in-europe,GRC,2045,native,8386178
recovery-in-europe,GRC,2045,non-eu,1256186
recovery-in-europe,GRC,2050,eu,227266
recovery-in-europe,GRC,2050,native,8222772
recovery-in-europe,GRC,2050,non-eu,1353303
recovery-in-europe,HRV,2015,eu,65236
recovery-in-europe,HRV,2015,native,3657504
recovery-in-europe,HRV,2015,non-eu,455530
recovery-in-europe,HRV,2020,eu,65104
recovery-in-europe,HRV,2020,native,3547219
recovery-in-europe,HRV,2020,non-eu,473865
recovery-in-europe,HRV,2025,eu,63696
recovery-in-europe,HRV,2025,native,3433722
recovery-in-europe,HRV,2025,non-eu,472345
recovery-in-europe,HRV,2030,eu,61816
recovery-in-europe,HRV,2030,native,3328499
recovery-in-europe,HRV,2030,non-eu,469517
recovery-in-europe,HRV,2035,eu,59602
recovery-in-europe,HRV,2035,native,3229300
recovery-in-europe,HRV,2035,non-eu,466996
recovery-in-europe,HRV,2040,eu,56799
recovery-in-europe,HRV,2040,native,3135106
recovery-in-europe,HRV,2040,non-eu,467310
recovery-in-europe,HRV,2045,eu,53803
recovery-in-europe,HRV,2045,native,3046290
recovery-in-europe,HRV,2045,non-eu,473157
recovery-in-europe,HRV,2050,eu,50479
recovery-in-europe,HRV,2050,native,2963778
recovery-in-europe,HRV,2050,non-eu,487300
recovery-in-europe,HUN,2015,eu,290574
recovery-in-europe,HUN,2015,native,9379499
recovery-in-europe,HUN,2015,non-eu,146222
recovery-in-europe,HUN,2020,eu,281513
recovery-in-europe,HUN,2020,native,9124510
recovery-in-europe,HUN,2020,non-eu,184549
recovery-in-europe,HUN,2025,eu,269814
recovery-in-europe,HUN,2025,native,8844378
recovery-in-europe,HUN,2025,non-eu,212441
recovery-in-europe,HUN,2030,eu,256091
recovery-in-europe,HUN,2030,native,8561596
recovery-in-europe,HUN,2030,non-eu,247252
recovery-in-europe,HUN,2035,eu,240347
recovery-in-europe,HUN,2035,native,8274559
recovery-in-europe,HUN,2035,non-eu,284431
recovery-in-europe,HUN,2040,eu,222543
recovery-in-europe,HUN,2040,native,7987482
recovery-in-europe,HUN,2040,non-eu,325446
recovery-in-europe,HUN,2045,eu,203521
recovery-in-europe,HUN,2045,native,7704894
recovery-in-europe,HUN,2045,non-eu,371862
recovery-in-europe,HUN,2050,eu,183834
recovery-in-europe,HUN,2050,native,7431637
recovery-in-europe,HUN,2050,non-eu,425959
recovery-in-europe,IRL,2015,eu,519360
recovery-in-europe,IRL,2015,native,3767272
recovery-in-europe,IRL,2015,non-eu,204430
recovery-in-europe,IRL,2020,eu,538335
recovery-in-europe,IRL,2020,native,3979437
recovery-in-europe,IRL,2020,non-eu,276959
recovery-in-europe,IRL,2025,eu,553436
recovery-in-europe,IRL,2025,native,4172104
recovery-in-europe,IRL,2025,non-eu,362570
recovery-in-europe,IRL,2030,eu,566140
recovery-in-europe,IRL,2030,native,4349662
recovery-in-europe,IRL,2030,non-eu,483404
recovery-in-europe,IRL,2035,eu,568158
recovery-in-europe,IRL,2035,native,4522450
recovery-in-europe,IRL,2035,non-eu,640417
recovery-in-europe,IRL,2040,eu,556824
recovery-in-europe,IRL,2040,native,4705811
recovery-in-europe,IRL,2040,non-eu,844809
recovery-in-europe,IRL,2045,eu,534583
recovery-in-europe,IRL,2045,native,4905462
recovery-in-europe,IRL,2045,non-eu,1109920
recovery-in-europe,IRL,2050,eu,504526
recovery-in-europe,IRL,2050,native,5123310
recovery-in-europe,IRL,2050,non-eu,1455485
recovery-in-europe,ITA,2015,eu,1731488
recovery-in-europe,ITA,2015,native,54990287
recovery-in-europe,ITA,2015,non-eu,3768341
recovery-in-europe,ITA,2020,eu,1773015
recovery-in-europe,ITA,2020,native,54249807
recovery-in-europe,ITA,2020,non-eu,4306277
recovery-in-europe,ITA,2025,eu,1772832
recovery-in-europe,ITA,2025,native,53262945
recovery-in-europe,ITA,2025,non-eu,4886748
recovery-in-europe,ITA,2030,eu,1742510
recovery-in-europe,ITA,2030,native,52178855
recovery-in-europe,ITA,2030,non-eu,5545279
recovery-in-europe,ITA,2035,eu,1681573
recovery-in-europe,ITA,2035,native,51120218
recovery-in-europe,ITA,2035,non-eu,6234326
recovery-in-europe,ITA,2040,eu,1596344
recovery-in-europe,ITA,2040,native,50127710
recovery-in-europe,ITA,2040,non-eu,7012215
recovery-in-europe,ITA,2045,eu,1491182
recovery-in-europe,ITA,2045,native,49184772
recovery-in-europe,ITA,2045,non-eu,7911337
recovery-in-europe,ITA,2050,eu,1372026
recovery-in-europe,ITA,2050,native,48245569
recovery-in-europe,ITA,2050,non-eu,8977512
recovery-in-europe,LTU,2015,eu,18609
recovery-in-europe,LTU,2015,native,2785037
recovery-in-europe,LTU,2015,non-eu,113119
recovery-in-europe,LTU,2020,eu,21551
recovery-in-europe,LTU,2020,native,2701890
recovery-in-europe,LTU,2020,non-eu,137680
recovery-in-europe,LTU,2025,eu,22981
recovery-in-europe,LTU,2025,native,2633963
recovery-in-europe,LTU,2025,non-eu,149390
recovery-in-europe,LTU,2030,eu,23845
recovery-in-europe,LTU,2030,native,2566930
recovery-in-europe,LTU,2030,non-eu,166864
recovery-in-europe,LTU,2035,eu,24704
recovery-in-europe,LTU,2035,native,2500599
recovery-in-europe,LTU,2035,non-eu,188443
recovery-in-europe,LTU,2040,eu,25048
recovery-in-europe,LTU,2040,native,2440486
recovery-in-europe,LTU,2040,non-eu,213754
recovery-in-europe,LTU,2045,eu,25384
recovery-in-europe,LTU,2045,native,2388787
recovery-in-europe,LTU,2045,non-eu,244450
recovery-in-europe,LTU,2050,eu,25173
recovery-in-europe,LTU,2050,native,2343165
recovery-in-europe,LTU,2050,non-eu,281867
recovery-in-europe,LUX,2015,eu,185750
recovery-in-europe,LUX,2015,native,278791
recovery-in-europe,LUX,2015,non-eu,44075
recovery-in-europe,LUX,2020,eu,193885
recovery-in-europe,LUX,2020,native,302684
recovery-in-europe,LUX,2020,non-eu,79994
recovery-in-europe,LUX,2025,eu,197702
recovery-in-europe,LUX,2025,native,326179
recovery-in-europe,LUX,2025,non-eu,109933
recovery-in-europe,LUX,2030,eu,198983
recovery-in-europe,LUX,2030,native,350537
recovery-in-europe,LUX,2030,non-eu,148750
recovery-in-europe,LUX,2035,eu,197282
recovery-in-europe,LUX,2035,native,377359
recovery-in-europe,LUX,2035,non-eu,197990
recovery-in-europe,LUX,2040,eu,192148
recovery-in-europe,LUX,2040,native,407901
recovery-in-europe,LUX,2040,non-eu,261188
recovery-in-europe,LUX,2045,eu,184222
recovery-in-europe,LUX,2045,native,443086
recovery-in-europe,LUX,2045,non-eu,343317
recovery-in-europe,LUX,2050,eu,174077
recovery-in-europe,LUX,2050,native,483807
recovery-in-europe,LUX,2050,non-eu,450051
recovery-in-europe,LVA,2015,eu,27310
recovery-in-europe,LVA,2015,native,1720680
recovery-in-europe,LVA,2015,non-eu,230241
recovery-in-europe,LVA,2020,eu,27991
recovery-in-europe,LVA,2020,native,1676992
recovery-in-europe,LVA,2020,non-eu,239649
recovery-in-europe,LVA,2025,eu,27446
recovery-in-europe,LVA,2025,native,1639794
recovery-in-europe,LVA,2025,non-eu,240936
recovery-in-europe,LVA,2030,eu,26600
recovery-in-europe,LVA,2030,native,1601209
recovery-in-europe,LVA,2030,non-eu,252781
recovery-in-europe,LVA,2035,eu,26169
recovery-in-europe,LVA,2035,native,1566261
recovery-in-europe,LVA,2035,non-eu,271166
recovery-in-europe,LVA,2040,eu,25623
recovery-in-europe,LVA,2040,native,1538085
recovery-in-europe,LVA,2040,non-eu,294239
recovery-in-europe,LVA,2045,eu,25395
recovery-in-europe,LVA,2045,native,1514981
recovery-in-europe,LVA,2045,non-eu,323244
recovery-in-europe,LVA,2050,eu,25005
recovery-in-europe,LVA,2050,native,1493439
recovery-in-europe,LVA,2050,non-eu,359478
recovery-in-europe,MLT,2015,eu,25143
recovery-in-europe,MLT,2015,native,387064
recovery-in-europe,MLT,2015,non-eu,23205
recovery-in-europe,MLT,2020,eu,27961
recovery-in-europe,MLT,2020,native,383172
recovery-in-europe,MLT,2020,non-eu,53992
recovery-in-europe,MLT,2025,eu,29932
recovery-in-europe,MLT,2025,native,384484
recovery-in-europe,MLT,2025,non-eu,74599
recovery-in-europe,MLT,2030,eu,31407
recovery-in-europe,MLT,2030,native,383675
recovery-in-europe,MLT,2030,non-eu,100541
recovery-in-europe,MLT,2035,eu,32598
recovery-in-europe,MLT,2035,native,381330
recovery-in-europe,MLT,2035,non-eu,132967
recovery-in-europe,MLT,2040,eu,33067
recovery-in-europe,MLT,2040,native,378197
recovery-in-europe,MLT,2040,non-eu,173078
recovery-in-europe,MLT,2045,eu,33221
recovery-in-europe,MLT,2045,native,375996
recovery-in-europe,MLT,2045,non-eu,222740
recovery-in-europe,MLT,2050,eu,32844
recovery-in-europe,MLT,2050,native,376388
recovery-in-europe,MLT,2050,non-eu,283773
recovery-in-europe,NLD,2015,eu,499865
recovery-in-europe,NLD,2015,native,14740855
recovery-in-europe,NLD,2015,non-eu,1240837
recovery-in-europe,NLD,2020,eu,503465
recovery-in-europe,NLD,2020,native,14910882
recovery-in-europe,NLD,2020,non-eu,1428203
recovery-in-europe,NLD,2025,eu,499384
recovery-in-europe,NLD,2025,native,15077079
recovery-in-europe,NLD,2025,non-eu,1637525
recovery-in-europe,NLD,2030,eu,489059
recovery-in-europe,NLD,2030,native,15252175
recovery-in-europe,NLD,2030,non-eu,1883487
recovery-in-europe,NLD,2035,eu,472148
recovery-in-europe,NLD,2035,native,15404943
recovery-in-europe,NLD,2035,non-eu,2162358
recovery-in-europe,NLD,2040,eu,448623
recovery-in-europe,NLD,2040,native,15531983
recovery-in-europe,NLD,2040,non-eu,2490955
recovery-in-europe,NLD,2045,eu,420317
recovery-in-europe,NLD,2045,native,15645545
recovery-in-europe,NLD,2045,non-eu,2891445
recovery-in-europe,NLD,2050,eu,388936
recovery-in-europe,NLD,2050,native,15779241
recovery-in-europe,NLD,2050,non-eu,3393116
recovery-in-europe,POL,2015,eu,206007
recovery-in-europe,POL,2015,native,36435407
recovery-in-europe,POL,2015,non-eu,382636
recovery-in-europe,POL,2020,eu,179561
recovery-in-europe,POL,2020,native,36043169
recovery-in-europe,POL,2020,non-eu,375205
recovery-in-europe,POL,2025,eu,158006
recovery-in-europe,POL,2025,native,35512188
recovery-in-europe,POL,2025,non-eu,373778
recovery-in-europe,POL,2030,eu,139949
recovery-in-europe,POL,2030,native,34805184
recovery-in-europe,POL,2030,non-eu,400999
recovery-in-europe,POL,2035,eu,125115
recovery-in-europe,POL,2035,native,33983890
recovery-in-europe,POL,2035,non-eu,439592
recovery-in-europe,POL,2040,eu,112558
recovery-in-europe,POL,2040,native,33079662
recovery-in-europe,POL,2040,non-eu,488425
recovery-in-europe,POL,2045,eu,102528
recovery-in-europe,POL,2045,native,32106806
recovery-in-europe,POL,2045,non-eu,546230
recovery-in-europe,POL,2050,eu,94188
recovery-in-europe,POL,2050,native,31085566
recovery-in-europe,POL,2050,non-eu,610534
recovery-in-europe,PRT,2015,eu,197624
recovery-in-europe,PRT,2015,native,9509432
recovery-in-europe,PRT,2015,non-eu,626966
recovery-in-europe,PRT,2020,eu,199179
recovery-in-europe,PRT,2020,native,9279825
recovery-in-europe,PRT,2020,non-eu,728740
recovery-in-europe,PRT,2025,eu,197673
recovery-in-europe,PRT,2025,native,9021383
recovery-in-europe,PRT,2025,non-eu,845755
recovery-in-europe,PRT,2030,eu,194130
recovery-in-europe,PRT,2030,native,8765528
recovery-in-europe,PRT,2030,non-eu,994975
recovery-in-europe,PRT,2035,eu,188739
recovery-in-europe,PRT,2035,native,8523550
recovery-in-europe,PRT,2035,non-eu,1179773
recovery-in-europe,PRT,2040,eu,180886
recovery-in-europe,PRT,2040,native,8287625
recovery-in-europe,PRT,2040,non-eu,1411088
recovery-in-europe,PRT,2045,eu,171382
recovery-in-europe,PRT,2045,native,8050673
recovery-in-europe,PRT,2045,non-eu,1704326
recovery-in-europe,PRT,2050,eu,160713
recovery-in-europe,PRT,2050,native,7816558
recovery-in-europe,PRT,2050,non-eu,2080198
recovery-in-europe,ROU,2015,eu,111159
recovery-in-europe,ROU,2015,native,19580027
recovery-in-europe,ROU,2015,non-eu,151349
recovery-in-europe,ROU,2020,eu,112413
recovery-in-europe,ROU,2020,native,18950413
recovery-in-europe,ROU,2020,non-eu,186861
recovery-in-europe,ROU,2025,eu,112205
recovery-in-europe,ROU,2025,native,18333082
recovery-in-europe,ROU,2025,non-eu,208726
recovery-in-europe,ROU,2030,eu,110794
recovery-in-europe,ROU,2030,native,17758423
recovery-in-europe,ROU,2030,non-eu,231792
recovery-in-europe,ROU,2035,eu,108900
recovery-in-europe,ROU,2035,native,17223019
recovery-in-europe,ROU,2035,non-eu,255108
recovery-in-europe,ROU,2040,eu,105542
recovery-in-europe,ROU,2040,native,16701532
recovery-in-europe,ROU,2040,non-eu,280795
recovery-in-europe,ROU,2045,eu,101171
recovery-in-europe,ROU,2045,native,16174705
recovery-in-europe,ROU,2045,non-eu,310848
recovery-in-europe,ROU,2050,eu,95099
recovery-in-europe,ROU,2050,native,15634780
recovery-in-europe,ROU,2050,non-eu,346520
recovery-in-europe,SVK,2015,eu,142429
recovery-in-europe,SVK,2015,native,5130214
recovery-in-europe,SVK,2015,non-eu,27960
recovery-in-europe,SVK,2020,eu,135150
recovery-in-europe,SVK,2020,native,5130978
recovery-in-europe,SVK,2020,non-eu,58529
recovery-in-europe,SVK,2025,eu,125922
recovery-in-europe,SVK,2025,native,5106345
recovery-in-europe,SVK,2025,non-eu,76503
recovery-in-europe,SVK,2030,eu,116394
recovery-in-europe,SVK,2030,native,5048306
recovery-in-europe,SVK,2030,non-eu,98523
recovery-in-europe,SVK,2035,eu,107073
recovery-in-europe,SVK,2035,native,4966017
recovery-in-europe,SVK,2035,non-eu,124585
recovery-in-europe,SVK,2040,eu,97680
recovery-in-europe,SVK,2040,native,4870384
recovery-in-europe,SVK,2040,non-eu,155427
recovery-in-europe,SVK,2045,eu,88805
recovery-in-europe,SVK,2045,native,4767733
recovery-in-europe,SVK,2045,non-eu,192448
recovery-in-europe,SVK,2050,eu,80406
recovery-in-europe,SVK,2050,native,4658701
recovery-in-europe,SVK,2050,non-eu,237540
recovery-in-europe,SVN,2015,eu,65363
recovery-in-europe,SVN,2015,native,1825257
recovery-in-europe,SVN,2015,non-eu,151429
recovery-in-europe,SVN,2020,eu,65455
recovery-in-europe,SVN,2020,native,1827489
recovery-in-europe,SVN,2020,non-eu,187641
recovery-in-europe,SVN,2025,eu,63985
recovery-in-europe,SVN,2025,native,1819120
recovery-in-europe,SVN,2025,non-eu,208488
recovery-in-europe,SVN,2030,eu,61929
recovery-in-europe,SVN,2030,native,1802067
recovery-in-europe,SVN,2030,non-eu,230803
recovery-in-europe,SVN,2035,eu,59647
recovery-in-europe,SVN,2035,native,1782430
recovery-in-europe,SVN,2035,non-eu,255127
recovery-in-europe,SVN,2040,eu,56975
recovery-in-europe,SVN,2040,native,1765062
recovery-in-europe,SVN,2040,non-eu,283441
recovery-in-europe,SVN,2045,eu,54248
recovery-in-europe,SVN,2045,native,1750950
recovery-in-europe,SVN,2045,non-eu,318689
recovery-in-europe,SVN,2050,eu,51341
recovery-in-europe,SVN,2050,native,1737910
recovery-in-europe,SVN,2050,non-eu,363710
recovery-in-europe,SWE,2015,eu,493745
recovery-in-europe,SWE,2015,native,7933962
recovery-in-europe,SWE,2015,non-eu,940974
recovery-in-europe,SWE,2020,eu,478462
recovery-in-europe,SWE,2020,native,8097438
recovery-in-europe,SWE,2020,non-eu,1109113
recovery-in-europe,SWE,2025,eu,457765
recovery-in-europe,SWE,2025,native,8260427
recovery-in-europe,SWE,2025,non-eu,1299881
recovery-in-europe,SWE,2030,eu,434353
recovery-in-europe,SWE,2030,native,8409991
recovery-in-europe,SWE,2030,non-eu,1534284
recovery-in-europe,SWE,2035,eu,408799
recovery-in-europe,SWE,2035,native,8565070
recovery-in-europe,SWE,2035,non-eu,1817988
recovery-in-europe,SWE,2040,eu,380714
recovery-in-europe,SWE,2040,native,8766635
recovery-in-europe,SWE,2040,non-eu,2169194
recovery-in-europe,SWE,2045,eu,351474
recovery-in-europe,SWE,2045,native,9034170
recovery-in-europe,SWE,2045,non-eu,2609021
recovery-in-europe,SWE,2050,eu,322250
recovery-in-europe,SWE,2050,native,9365746
recovery-in-europe,SWE,2050,non-eu,3165079
rise-of-the-east,AUT,2020,eu,645495
rise-of-the-east,AUT,2020,native,7127140
rise-of-the-east,AUT,2020,non-eu,855022
rise-of-the-east,AUT,2025,eu,629097
rise-of-the-east,AUT,2025,native,7129423
rise-of-the-east,AUT,2025,non-eu,959996
rise-of-the-east,AUT,2030,eu,605392
rise-of-the-east,AUT,2030,native,7107145
rise-of-the-east,AUT,2030,non-eu,1065878
rise-of-the-east,AUT,2035,eu,575906
rise-of-the-east,AUT,2035,native,7063974
rise-of-the-east,AUT,2035,non-eu,1173190
rise-of-the-east,AUT,2040,eu,544890
rise-of-the-east,AUT,2040,native,7012684
rise-of-the-east,AUT,2040,non-eu,1278611
rise-of-the-east,AUT,2045,eu,512499
rise-of-the-east,AUT,2045,native,6962304
rise-of-the-east,AUT,2045,non-eu,1382911
rise-of-the-east,AUT,2050,eu,478404
rise-of-the-east,AUT,2050,native,6906755
rise-of-the-east,AUT,2050,non-eu,1483269
rise-of-the-east,BEL,2020,eu,790249
rise-of-the-east,BEL,2020,native,9295647
rise-of-the-east,BEL,2020,non-eu,970552
rise-of-the-east,BEL,2025,eu,765903
rise-of-the-east,BEL,2025,native,9478340
rise-of-the-east,BEL,2025,non-eu,1154547
rise-of-the-east,BEL,2030,eu,734968
rise-of-the-east,BEL,2030,native,9645457
rise-of-the-east,BEL,2030,non-eu,1375193
rise-of-the-east,BEL,2035,eu,698211
rise-of-the-east,BEL,2035,native,9817536
rise-of-the-east,BEL,2035,non-eu,1634104
rise-of-the-east,BEL,2040,eu,657508
rise-of-the-east,BEL,2040,native,10007181
rise-of-the-east,BEL,2040,non-eu,1915185
rise-of-the-east,BEL,2045,eu,614890
rise-of-the-east,BEL,2045,native,10208414
rise-of-the-east,BEL,2045,non-eu,2214666
rise-of-the-east,BEL,2050,eu,571323
rise-of-the-east,BEL,2050,native,10412119
rise-of-the-east,BEL,2050,non-eu,2520439
rise-of-the-east,BGR,2020,eu,43163
rise-of-the-east,BGR,2020,native,6706978
rise-of-the-east,BGR,2020,non-eu,105992
rise-of-the-east,BGR,2025,eu,42916
rise-of-the-east,BGR,2025,native,6350305
rise-of-the-east,BGR,2025,non-eu,123220
rise-of-the-east,BGR,2030,eu,42455
rise-of-the-east,BGR,2030,native,6010109
rise-of-the-east,BGR,2030,non-eu,143592
rise-of-the-east,BGR,2035,eu,42214
rise-of-the-east,BGR,2035,native,5696143
rise-of-the-east,BGR,2035,non-eu,166015
rise-of-the-east,BGR,2040,eu,41736
rise-of-the-east,BGR,2040,native,5408885
rise-of-the-east,BGR,2040,non-eu,188265
rise-of-the-east,BGR,2045,eu,41302
rise-of-the-east,BGR,2045,native,5146446
rise-of-the-east,BGR,2045,non-eu,210727
rise-of-the-east,BGR,2050,eu,40338
rise-of-the-east,BGR,2050,native,4902947
rise-of-the-east,BGR,2050,non-eu,233103
rise-of-the-east,CYP,2020,eu,97889
rise-of-the-east,CYP,2020,native,667507
rise-of-the-east,CYP,2020,non-eu,116555
rise-of-the-east,CYP,2025,eu,100469
rise-of-the-east,CYP,2025,native,676813
rise-of-the-east,CYP,2025,non-eu,144695
rise-of-the-east,CYP,2030,eu,100811
rise-of-the-east,CYP,2030,native,682390
rise-of-the-east,CYP,2030,non-eu,177492
rise-of-the-east,CYP,2035,eu,99549
rise-of-the-east,CYP,2035,native,686220
rise-of-the-east,CYP,2035,non-eu,213623
rise-of-the-east,CYP,2040,eu,96969
rise-of-the-east,CYP,2040,native,689813
rise-of-the-east,CYP,2040,non-eu,249762
rise-of-the-east,CYP,2045,eu,93478
rise-of-the-east,CYP,2045,native,694718
rise-of-the-east,CYP,2045,non-eu,285255
rise-of-the-east,CYP,2050,eu,89134
rise-of-the-east,CYP,2050,native,700739
rise-of-the-east,CYP,2050,non-eu,318806
rise-of-the-east,CZE,2020,eu,157824
rise-of-the-east,CZE,2020,native,9807526
rise-of-the-east,CZE,2020,non-eu,301803
rise-of-the-east,CZE,2025,eu,157268
rise-of-the-east,CZE,2025,native,9682110
rise-of-the-east,CZE,2025,non-eu,361032
rise-of-the-east,CZE,2030,eu,154043
rise-of-the-east,CZE,2030,native,9493325
rise-of-the-east,CZE,2030,non-eu,438979
rise-of-the-east,CZE,2035,eu,148530
rise-of-the-east,CZE,2035,native,9273195
rise-of-the-east,CZE,2035,non-eu,518871
rise-of-the-east,CZE,2040,eu,141531
rise-of-the-east,CZE,2040,native,9065216
rise-of-the-east,CZE,2040,non-eu,589109
rise-of-the-east,CZE,2045,eu,133662
rise-of-the-east,CZE,2045,native,8880940
rise-of-the-east,CZE,2045,non-eu,648712
rise-of-the-east,CZE,2050,eu,125207
rise-of-the-east,CZE,2050,native,8706128
rise-of-the-east,CZE,2050,non-eu,697444
rise-of-the-east,DEU,2020,eu,3740345
rise-of-the-east,DEU,2020,native,69986034
rise-of-the-east,DEU,2020,non-eu,4466590
rise-of-the-east,DEU,2025,eu,3380250
rise-of-the-east,DEU,2025,native,69474496
rise-of-the-east,DEU,2025,non-eu,4890627
rise-of-the-east,DEU,2030,eu,3033206
rise-of-the-east,DEU,2030,native,68769112
rise-of-the-east,DEU,2030,non-eu,5368841
rise-of-the-east,DEU,2035,eu,2716533
rise-of-the-east,DEU,2035,native,67922864
rise-of-the-east,DEU,2035,non-eu,5863586
rise-of-the-east,DEU,2040,eu,2445318
rise-of-the-east,DEU,2040,native,66963080
rise-of-the-east,DEU,2040,non-eu,6307412
rise-of-the-east,DEU,2045,eu,2218082
rise-of-the-east,DEU,2045,native,65906660
rise-of-the-east,DEU,2045,non-eu,6714130
rise-of-the-east,DEU,2050,eu,2020873
rise-of-the-east,DEU,2050,native,64691663
rise-of-the-east,DEU,2050,non-eu,7073648
rise-of-the-east,DNK,2020,eu,197229
rise-of-the-east,DNK,2020,native,4931263
rise-of-the-east,DNK,2020,non-eu,412491
rise-of-the-east,DNK,2025,eu,198055
rise-of-the-east,DNK,2025,native,4973446
rise-of-the-east,DNK,2025,non-eu,489117
rise-of-the-east,DNK,2030,eu,195663
rise-of-the-east,DNK,2030,native,5019826
rise-of-the-east,DNK,2030,non-eu,584361
rise-of-the-east,DNK,2035,eu,190487
rise-of-the-east,DNK,2035,native,5066122
rise-of-the-east,DNK,2035,non-eu,694677
rise-of-the-east,DNK,2040,eu,183642
rise-of-the-east,DNK,2040,native,5112294
rise-of-the-east,DNK,2040,non-eu,811079
rise-of-the-east,DNK,2045,eu,175486
rise-of-the-east,DNK,2045,native,5162896
rise-of-the-east,DNK,2045,non-eu,931392
rise-of-the-east,DNK,2050,eu,166445
rise-of-the-east,DNK,2050,native,5225232
rise-of-the-east,DNK,2050,non-eu,1054076
rise-of-the-east,ESP,2020,eu,1891364
rise-of-the-east,ESP,2020,native,40143018
rise-of-the-east,ESP,2020,non-eu,4319197
rise-of-the-east,ESP,2025,eu,1868124
rise-of-the-east,ESP,2025,native,39818607
rise-of-the-east,ESP,2025,non-eu,4923439
rise-of-the-east,ESP,2030,eu,1817501
rise-of-the-east,ESP,2030,native,39363595
rise-of-the-east,ESP,2030,non-eu,5605853
rise-of-the-east,ESP,2035,eu,1743541
rise-of-the-east,ESP,2035,native,38887981
rise-of-the-east,ESP,2035,non-eu,6311817
rise-of-the-east,ESP,2040,eu,1657123
rise-of-the-east,ESP,2040,native,38454435
rise-of-the-east,ESP,2040,non-eu,6875505
rise-of-the-east,ESP,2045,eu,1560939
rise-of-the-east,ESP,2045,native,38020400
rise-of-the-east,ESP,2045,non-eu,7280281
rise-of-the-east,ESP,2050,eu,1459306
rise-of-the-east,ESP,2050,native,37478552
rise-of-the-east,ESP,2050,non-eu,7532001
rise-of-the-east,EST,2020,eu,20109
rise-of-the-east,EST,2020,native,1103228
rise-of-the-east,EST,2020,non-eu,192953
rise-of-the-east,EST,2025,eu,21448
rise-of-the-east,EST,2025,native,1098920
rise-of-the-east,EST,2025,non-eu,202263
rise-of-the-east,EST,2030,eu,22192
rise-of-the-east,EST,2030,native,1091164
rise-of-the-east,EST,2030,non-eu,219447
rise-of-the-east,EST,2035,eu,22953
rise-of-the-east,EST,2035,native,1083673
rise-of-the-east,EST,2035,non-eu,240956
rise-of-the-east,EST,2040,eu,23469
rise-of-the-east,EST,2040,native,1079095
rise-of-the-east,EST,2040,non-eu,262606
