scenario,dest,year,nativity,pop
igc,CYP,2025,eu,100469
igc,CYP,2025,native,676677
igc,CYP,2025,non-eu,140136
igc,CYP,2030,eu,100810
igc,CYP,2030,native,681833
igc,CYP,2030,non-eu,164972
igc,CYP,2035,eu,99532
igc,CYP,2035,native,685014
igc,CYP,2035,non-eu,190984
igc,CYP,2040,eu,96788
igc,CYP,2040,native,687999
igc,CYP,2040,non-eu,217255
igc,CYP,2045,eu,93014
igc,CYP,2045,native,692294
igc,CYP,2045,non-eu,244089
igc,CYP,2050,eu,88312
igc,CYP,2050,native,697723
igc,CYP,2050,non-eu,269358
igc,CZE,2015,eu,154907
igc,CZE,2015,native,9871628
igc,CZE,2015,non-eu,236717
igc,CZE,2020,eu,157824
igc,CZE,2020,native,9807526
igc,CZE,2020,non-eu,301803
igc,CZE,2025,eu,157268
igc,CZE,2025,native,9681838
igc,CZE,2025,non-eu,348500
igc,CZE,2030,eu,154024
igc,CZE,2030,native,9492029
igc,CZE,2030,non-eu,394714
igc,CZE,2035,eu,148471
igc,CZE,2035,native,9269984
igc,CZE,2035,non-eu,440295
igc,CZE,2040,eu,141254
igc,CZE,2040,native,9059696
igc,CZE,2040,non-eu,483677
igc,CZE,2045,eu,132985
igc,CZE,2045,native,8872580
igc,CZE,2045,non-eu,525387
igc,CZE,2050,eu,124025
igc,CZE,2050,native,8694470
igc,CZE,2050,non-eu,561185
igc,DEU,2015,eu,4066559
igc,DEU,2015,native,70302771
igc,DEU,2015,non-eu,4054028
igc,DEU,2020,eu,3740345
igc,DEU,2020,native,69986034
igc,DEU,2020,non-eu,4466590
igc,DEU,2025,eu,3380250
igc,DEU,2025,native,69471815
igc,DEU,2025,non-eu,4812248
igc,DEU,2030,eu,3032957
igc,DEU,2030,native,68757627
igc,DEU,2030,non-eu,5131617
igc,DEU,2035,eu,2715416
igc,DEU,2035,native,67895755
igc,DEU,2035,non-eu,5422150
igc,DEU,2040,eu,2440435
igc,DEU,2040,native,66916529
igc,DEU,2040,non-eu,5672663
igc,DEU,2045,eu,2207461
igc,DEU,2045,native,65836382
igc,DEU,2045,non-eu,5910849
igc,DEU,2050,eu,2003201
igc,DEU,2050,native,64592554
igc,DEU,2050,non-eu,6116077
igc,DNK,2015,eu,192708
igc,DNK,2015,native,4878637
igc,DNK,2015,non-eu,338764
igc,DNK,2020,eu,197229
igc,DNK,2020,native,4931263
igc,DNK,2020,non-eu,412491
igc,DNK,2025,eu,198055
igc,DNK,2025,native,4972920
igc,DNK,2025,non-eu,474253
igc,DNK,2030,eu,195637
igc,DNK,2030,native,5017289
igc,DNK,2030,non-eu,539260
igc,DNK,2035,eu,190322
igc,DNK,2035,native,5059185
igc,DNK,2035,non-eu,606555
igc,DNK,2040,eu,182899
igc,DNK,2040,native,5097960
igc,DNK,2040,non-eu,674180
igc,DNK,2045,eu,173905
igc,DNK,2045,native,5137673
igc,DNK,2045,non-eu,743058
igc,DNK,2050,eu,163772
igc,DNK,2050,native,5184841
igc,DNK,2050,non-eu,809496
igc,ESP,2015,eu,1879673
igc,ESP,2015,native,40205583
igc,ESP,2015,non-eu,3797138
igc,ESP,2020,eu,1891364
igc,ESP,2020,native,40143018
igc,ESP,2020,non-eu,4319197
igc,ESP,2025,eu,1868124
igc,ESP,2025,native,39813077
igc,ESP,2025,non-eu,4740738
igc,ESP,2030,eu,1817391
igc,ESP,2030,native,39342246
igc,ESP,2030,non-eu,5159346
igc,ESP,2035,eu,1742968
igc,ESP,2035,native,38841057
igc,ESP,2035,non-eu,5579810
igc,ESP,2040,eu,1653710
igc,ESP,2040,native,38376367
igc,ESP,2040,non-eu,5970700
igc,ESP,2045,eu,1553003
igc,ESP,2045,native,37909695
igc,ESP,2045,non-eu,6329076
igc,ESP,2050,eu,1445558
igc,ESP,2050,native,37336402
igc,ESP,2050,non-eu,6598029
igc,EST,2015,eu,17187
igc,EST,2015,native,1107465
igc,EST,2015,non-eu,171390
igc,EST,2020,eu,20109
igc,EST,2020,native,1103228
igc,EST,2020,non-eu,192953
igc,EST,2025,eu,21448
igc,EST,2025,native,1098813
igc,EST,2025,non-eu,200447
igc,EST,2030,eu,22187
igc,EST,2030,native,1090625
igc,EST,2030,non-eu,211583
igc,EST,2035,eu,22933
igc,EST,2035,native,1082593
igc,EST,2035,non-eu,224961
igc,EST,2040,eu,23368
igc,EST,2040,native,1077509
igc,EST,2040,non-eu,238113
igc,EST,2045,eu,23836
igc,EST,2045,native,1075153
igc,EST,2045,non-eu,251806
igc,EST,2050,eu,23986
igc,EST,2050,native,1073376
igc,EST,2050,non-eu,265002
igc,FIN,2015,eu,108749
igc,FIN,2015,native,5149781
igc,FIN,2015,non-eu,132299
igc,FIN,2020,eu,112956
igc,FIN,2020,native,5184689
igc,FIN,2020,non-eu,180893
igc,FIN,2025,eu,114480
igc,FIN,2025,native,5194249
igc,FIN,2025,non-eu,216770
igc,FIN,2030,eu,114165
igc,FIN,2030,native,5194354
igc,FIN,2030,non-eu,254909
igc,FIN,2035,eu,112085
igc,FIN,2035,native,5180951
igc,FIN,2035,non-eu,295016
igc,FIN,2040,eu,108681
igc,FIN,2040,native,5159815
igc,FIN,2040,non-eu,336358
igc,FIN,2045,eu,104246
igc,FIN,2045,native,5141803
igc,FIN,2045,non-eu,379399
igc,FIN,2050,eu,98941
igc,FIN,2050,native,5138797
igc,FIN,2050,non-eu,421865
igc,FRA,2015,eu,2207156
igc,FRA,2015,native,58579815
igc,FRA,2015,non-eu,5389095
igc,FRA,2020,eu,2081767
igc,FRA,2020,native,59923668
igc,FRA,2020,non-eu,6100185
igc,FRA,2025,eu,1941047
igc,FRA,2025,native,61164902
igc,FRA,2025,non-eu,6668483
igc,FRA,2030,eu,1799539
igc,FRA,2030,native,62504182
igc,FRA,2030,non-eu,7257797
igc,FRA,2035,eu,1655189
igc,FRA,2035,native,63966608
igc,FRA,2035,non-eu,7845400
igc,FRA,2040,eu,1511407
igc,FRA,2040,native,65474873
igc,FRA,2040,non-eu,8416839
igc,FRA,2045,eu,1367909
igc,FRA,2045,native,66950420
igc,FRA,2045,non-eu,8983090
igc,FRA,2050,eu,1227286
igc,FRA,2050,native,68405449
igc,FRA,2050,non-eu,9471117
igc,GBR,2015,eu,2722330
igc,GBR,2015,native,56413157
igc,GBR,2015,non-eu,5245532
igc,GBR,2020,eu,2672301
igc,GBR,2020,native,57485411
igc,GBR,2020,non-eu,6220004
igc,GBR,2025,eu,2578157
igc,GBR,2025,native,58335952
igc,GBR,2025,non-eu,6998171
igc,GBR,2030,eu,2454754
igc,GBR,2030,native,59041645
igc,GBR,2030,non-eu,7779557
igc,GBR,2035,eu,2313693
igc,GBR,2035,native,59707007
igc,GBR,2035,non-eu,8592021
igc,GBR,2040,eu,2165064
igc,GBR,2040,native,60476433
igc,GBR,2040,non-eu,9437080
igc,GBR,2045,eu,2009431
igc,GBR,2045,native,61456036
igc,GBR,2045,non-eu,10316034
igc,GBR,2050,eu,1848540
igc,GBR,2050,native,62614813
igc,GBR,2050,non-eu,11144271
igc,GRC,2015,eu,317498
igc,GRC,2015,native,9615097
igc,GRC,2015,non-eu,869052
igc,GRC,2020,eu,319002
igc,GRC,2020,native,9421004
igc,GRC,2020,non-eu,943419
igc,GRC,2025,eu,313103
igc,GRC,2025,native,9196186
igc,GRC,2025,non-eu,989412
igc,GRC,2030,eu,302492
igc,GRC,2030,native,8963430
igc,GRC,2030,non-eu,1027343
igc,GRC,2035,eu,287810
igc,GRC,2035,native,8742859
igc,GRC,2035,non-eu,1056112
igc,GRC,2040,eu,270658
igc,GRC,2040,native,8542313
igc,GRC,2040,non-eu,1080022
igc,GRC,2045,eu,251796
igc,GRC,2045,native,8354285
igc,GRC,2045,non-eu,1100212
igc,GRC,2050,eu,231907
igc,GRC,2050,native,8168782
igc,GRC,2050,non-eu,1114484
igc,HRV,2015,eu,65236
igc,HRV,2015,native,3657504
igc,HRV,2015,non-eu,455530
igc,HRV,2020,eu,65104
igc,HRV,2020,native,3547219
igc,HRV,2020,non-eu,473865
igc,HRV,2025,eu,63696
igc,HRV,2025,native,3433659
igc,HRV,2025,non-eu,471400
igc,HRV,2030,eu,61809
igc,HRV,2030,native,3328249
igc,HRV,2030,non-eu,465940
igc,HRV,2035,eu,59599
igc,HRV,2035,native,3228002
igc,HRV,2035,non-eu,458055
igc,HRV,2040,eu,56919
igc,HRV,2040,native,3128647
igc,HRV,2040,non-eu,447895
igc,HRV,2045,eu,54095
igc,HRV,2045,native,3031216
igc,HRV,2045,non-eu,437342
igc,HRV,2050,eu,50988
igc,HRV,2050,native,2937169
igc,HRV,2050,non-eu,426513
igc,HUN,2015,eu,290574
igc,HUN,2015,native,9379499
igc,HUN,2015,non-eu,146222
igc,HUN,2020,eu,281513
igc,HUN,2020,native,9124510
igc,HUN,2020,non-eu,184549
igc,HUN,2025,eu,269814
igc,HUN,2025,native,8844268
igc,HUN,2025,non-eu,208653
igc,HUN,2030,eu,256081
igc,HUN,2030,native,8561059
igc,HUN,2030,non-eu,231437
igc,HUN,2035,eu,240559
igc,HUN,2035,native,8272886
igc,HUN,2035,non-eu,253206
igc,HUN,2040,eu,224486
igc,HUN,2040,native,7982419
igc,HUN,2040,non-eu,273422
igc,HUN,2045,eu,207960
igc,HUN,2045,native,7694571
igc,HUN,2045,non-eu,292921
igc,HUN,2050,eu,190933
igc,HUN,2050,native,7414264
igc,HUN,2050,non-eu,310462
igc,IRL,2015,eu,519360
igc,IRL,2015,native,3767272
igc,IRL,2015,non-eu,204430
igc,IRL,2020,eu,538335
igc,IRL,2020,native,3979437
igc,IRL,2020,non-eu,276959
igc,IRL,2025,eu,553436
igc,IRL,2025,native,4171414
igc,IRL,2025,non-eu,345764
igc,IRL,2030,eu,565995
igc,IRL,2030,native,4346363
igc,IRL,2030,non-eu,432096
igc,IRL,2035,eu,568295
igc,IRL,2035,native,4513222
igc,IRL,2035,non-eu,532011
igc,IRL,2040,eu,559956
igc,IRL,2040,native,4684564
igc,IRL,2040,non-eu,641445
igc,IRL,2045,eu,542448
igc,IRL,2045,native,4863238
igc,IRL,2045,non-eu,760148
igc,IRL,2050,eu,517688
igc,IRL,2050,native,5046174
igc,IRL,2050,non-eu,881456
igc,ITA,2015,eu,1731488
igc,ITA,2015,native,54990287
igc,ITA,2015,non-eu,3768341
igc,ITA,2020,eu,1773015
igc,ITA,2020,native,54249807
igc,ITA,2020,non-eu,4306277
igc,ITA,2025,eu,1772832
igc,ITA,2025,native,53257591
igc,ITA,2025,non-eu,4710799
igc,ITA,2030,eu,1742557
igc,ITA,2030,native,52156699
igc,ITA,2030,non-eu,5095281
igc,ITA,2035,eu,1683094
igc,ITA,2035,native,51064968
igc,ITA,2035,non-eu,5448760
igc,ITA,2040,eu,1609243
igc,ITA,2040,native,50009763
igc,ITA,2040,non-eu,5772737
igc,ITA,2045,eu,1520866
igc,ITA,2045,native,48969665
igc,ITA,2045,non-eu,6071913
igc,ITA,2050,eu,1420251
igc,ITA,2050,native,47892356
igc,ITA,2050,non-eu,6305738
igc,LTU,2015,eu,18609
igc,LTU,2015,native,2785037
igc,LTU,2015,non-eu,113119
igc,LTU,2020,eu,21551
igc,LTU,2020,native,2701890
igc,LTU,2020,non-eu,137680
igc,LTU,2025,eu,22981
igc,LTU,2025,native,2633734
igc,LTU,2025,non-eu,147914
igc,LTU,2030,eu,23840
igc,LTU,2030,native,2565971
igc,LTU,2030,non-eu,160873
igc,LTU,2035,eu,24698
igc,LTU,2035,native,2498568
igc,LTU,2035,non-eu,175359
igc,LTU,2040,eu,25140
igc,LTU,2040,native,2435508
igc,LTU,2040,non-eu,189397
igc,LTU,2045,eu,25621
igc,LTU,2045,native,2379456
igc,LTU,2045,non-eu,203867
igc,LTU,2050,eu,25579
igc,LTU,2050,native,2328169
igc,LTU,2050,non-eu,217714
igc,LUX,2015,eu,185750
igc,LUX,2015,native,278791
igc,LUX,2015,non-eu,44075
igc,LUX,2020,eu,193885
igc,LUX,2020,native,302684
igc,LUX,2020,non-eu,79994
igc,LUX,2025,eu,197702
igc,LUX,2025,native,326068
igc,LUX,2025,non-eu,106554
igc,LUX,2030,eu,198947
igc,LUX,2030,native,349991
igc,LUX,2030,non-eu,137359
igc,LUX,2035,eu,197278
igc,LUX,2035,native,375725
igc,LUX,2035,non-eu,172094
igc,LUX,2040,eu,192928
igc,LUX,2040,native,404027
igc,LUX,2040,non-eu,210123
igc,LUX,2045,eu,186233
igc,LUX,2045,native,435096
igc,LUX,2045,non-eu,251633
igc,LUX,2050,eu,177462
igc,LUX,2050,native,468676
igc,LUX,2050,non-eu,293815
igc,LVA,2015,eu,27310
igc,LVA,2015,native,1720680
igc,LVA,2015,non-eu,230241
igc,LVA,2020,eu,27991
igc,LVA,2020,native,1676992
igc,LVA,2020,non-eu,239649
igc,LVA,2025,eu,27446
igc,LVA,2025,native,1639615
igc,LVA,2025,non-eu,238883
igc,LVA,2030,eu,26595
igc,LVA,2030,native,1600359
igc,LVA,2030,non-eu,243453
igc,LVA,2035,eu,26161
igc,LVA,2035,native,1564105
igc,LVA,2035,non-eu,252007
igc,LVA,2040,eu,25652
igc,LVA,2040,native,1531779
igc,LVA,2040,non-eu,260327
igc,LVA,2045,eu,25448
igc,LVA,2045,native,1502248
igc,LVA,2045,non-eu,269019
igc,LVA,2050,eu,25059
igc,LVA,2050,native,1472522
igc,LVA,2050,non-eu,277211
igc,MLT,2015,eu,25143
igc,MLT,2015,native,387064
igc,MLT,2015,non-eu,23205
igc,MLT,2020,eu,27961
igc,MLT,2020,native,383172
igc,MLT,2020,non-eu,53992
igc,MLT,2025,eu,29932
igc,MLT,2025,native,384441
igc,MLT,2025,non-eu,72737
igc,MLT,2030,eu,31399
igc,MLT,2030,native,383461
igc,MLT,2030,non-eu,93984
igc,MLT,2035,eu,32633
igc,MLT,2035,native,380748
igc,MLT,2035,non-eu,117729
igc,MLT,2040,eu,33370
igc,MLT,2040,native,376994
igc,MLT,2040,non-eu,143377
igc,MLT,2045,eu,33880
igc,MLT,2045,native,373629
igc,MLT,2045,non-eu,171025
igc,MLT,2050,eu,33937
igc,MLT,2050,native,371939
igc,MLT,2050,non-eu,198988
igc,NLD,2015,eu,499865
igc,NLD,2015,native,14740855
igc,NLD,2015,non-eu,1240837
igc,NLD,2020,eu,503465
igc,NLD,2020,native,14910882
igc,NLD,2020,non-eu,1428203
igc,NLD,2025,eu,499384
igc,NLD,2025,native,15075493
igc,NLD,2025,non-eu,1588970
igc,NLD,2030,eu,489002
igc,NLD,2030,native,15245226
igc,NLD,2030,non-eu,1757795
igc,NLD,2035,eu,472314
igc,NLD,2035,native,15386638
igc,NLD,2035,non-eu,1927064
igc,NLD,2040,eu,450925
igc,NLD,2040,native,15492280
igc,NLD,2040,non-eu,2092028
igc,NLD,2045,eu,425752
igc,NLD,2045,native,15570322
igc,NLD,2045,non-eu,2255896
igc,NLD,2050,eu,397691
igc,NLD,2050,native,15647770
igc,NLD,2050,non-eu,2405488
igc,POL,2015,eu,206007
igc,POL,2015,native,36435407
igc,POL,2015,non-eu,382636
igc,POL,2020,eu,179561
igc,POL,2020,native,36043169
igc,POL,2020,non-eu,375205
igc,POL,2025,eu,158006
igc,POL,2025,native,35511922
igc,POL,2025,non-eu,366650
igc,POL,2030,eu,139921
igc,POL,2030,native,34803647
igc,POL,2030,non-eu,366516
igc,POL,2035,eu,125119
igc,POL,2035,native,33978709
igc,POL,2035,non-eu,375045
igc,POL,2040,eu,112948
igc,POL,2040,native,33059926
igc,POL,2040,non-eu,388428
igc,POL,2045,eu,103502
igc,POL,2045,native,32066100
igc,POL,2045,non-eu,405664
igc,POL,2050,eu,95826
igc,POL,2050,native,31020478
igc,POL,2050,non-eu,421337
igc,PRT,2015,eu,197624
igc,PRT,2015,native,9509432
igc,PRT,2015,non-eu,626966
igc,PRT,2020,eu,199179
igc,PRT,2020,native,9279825
igc,PRT,2020,non-eu,728740
igc,PRT,2025,eu,197673
igc,PRT,2025,native,9019891
igc,PRT,2025,non-eu,824648
igc,PRT,2030,eu,194086
igc,PRT,2030,native,8760007
igc,PRT,2030,non-eu,922075
igc,PRT,2035,eu,188738
igc,PRT,2035,native,8510436
igc,PRT,2035,non-eu,1022470
igc,PRT,2040,eu,181652
igc,PRT,2040,native,8256797
igc,PRT,2040,non-eu,1119715
igc,PRT,2045,eu,173391
igc,PRT,2045,native,7991402
igc,PRT,2045,non-eu,1214279
igc,PRT,2050,eu,164126
igc,PRT,2050,native,7715738
igc,PRT,2050,non-eu,1300449
igc,ROU,2015,eu,111159
igc,ROU,2015,native,19580027
igc,ROU,2015,non-eu,151349
igc,ROU,2020,eu,112413
igc,ROU,2020,native,18950413
igc,ROU,2020,non-eu,186861
igc,ROU,2025,eu,112205
igc,ROU,2025,native,18332995
igc,ROU,2025,non-eu,207081
igc,ROU,2030,eu,110753
igc,ROU,2030,native,17757715
igc,ROU,2030,non-eu,225620
igc,ROU,2035,eu,108836
igc,ROU,2035,native,17217094
igc,ROU,2035,non-eu,241894
igc,ROU,2040,eu,105602
igc,ROU,2040,native,16660560
igc,ROU,2040,non-eu,255201
igc,ROU,2045,eu,101508
igc,ROU,2045,native,16078745
igc,ROU,2045,non-eu,267051
igc,ROU,2050,eu,95750
igc,ROU,2050,native,15473394
igc,ROU,2050,non-eu,276426
igc,SVK,2015,eu,142429
igc,SVK,2015,native,5130214
igc,SVK,2015,non-eu,27960
igc,SVK,2020,eu,135150
igc,SVK,2020,native,5130978
igc,SVK,2020,non-eu,58529
igc,SVK,2025,eu,125922
igc,SVK,2025,native,5106307
igc,SVK,2025,non-eu,74739
igc,SVK,2030,eu,116376
igc,SVK,2030,native,5048100
igc,SVK,2030,non-eu,91795
igc,SVK,2035,eu,107084
igc,SVK,2035,native,4965350
igc,SVK,2035,non-eu,110147
igc,SVK,2040,eu,98111
igc,SVK,2040,native,4868482
igc,SVK,2040,non-eu,129046
igc,SVK,2045,eu,89806
igc,SVK,2045,native,4763842
igc,SVK,2045,non-eu,148992
igc,SVK,2050,eu,82023
igc,SVK,2050,native,4651875
igc,SVK,2050,non-eu,168587
igc,SVN,2015,eu,65363
igc,SVN,2015,native,1825257
igc,SVN,2015,non-eu,151429
igc,SVN,2020,eu,65455
igc,SVN,2020,native,1827489
igc,SVN,2020,non-eu,187641
igc,SVN,2025,eu,63985
igc,SVN,2025,native,1819085
igc,SVN,2025,non-eu,207283
igc,SVN,2030,eu,61922
igc,SVN,2030,native,1801889
igc,SVN,2030,non-eu,226130
igc,SVN,2035,eu,59673
igc,SVN,2035,native,1781825
igc,SVN,2035,non-eu,243789
igc,SVN,2040,eu,57299
igc,SVN,2040,native,1763275
igc,SVN,2040,non-eu,260189
igc,SVN,2045,eu,55032
igc,SVN,2045,native,1747065
igc,SVN,2045,non-eu,276468
igc,SVN,2050,eu,52639
igc,SVN,2050,native,1730635
igc,SVN,2050,non-eu,291747
igc,SWE,2015,eu,493745
igc,SWE,2015,native,7933962
igc,SWE,2015,non-eu,940974
igc,SWE,2020,eu,478462
igc,SWE,2020,native,8097438
igc,SWE,2020,non-eu,1109113
igc,SWE,2025,eu,457765
igc,SWE,2025,native,8258965
igc,SWE,2025,non-eu,1259585
igc,SWE,2030,eu,434334
igc,SWE,2030,native,8403039
igc,SWE,2030,non-eu,1420301
igc,SWE,2035,eu,408950
igc,SWE,2035,native,8545922
igc,SWE,2035,non-eu,1592215
igc,SWE,2040,eu,382529
igc,SWE,2040,native,8724604
igc,SWE,2040,non-eu,1770235
igc,SWE,2045,eu,355710
igc,SWE,2045,native,8953887
igc,SWE,2045,non-eu,1956562
igc,SWE,2050,eu,329094
igc,SWE,2050,native,9224253
igc,SWE,2050,non-eu,2143093
no-migration,AUT,2015,eu,652374
no-migration,AUT,2015,native,7100326
no-migration,AUT,2015,non-eu,740855
no-migration,AUT,2020,eu,620304
no-migration,AUT,2020,native,7143186
no-migration,AUT,2020,non-eu,727665
no-migration,AUT,2025,eu,588242
no-migration,AUT,2025,native,7153997
no-migration,AUT,2025,non-eu,711970
no-migration,AUT,2030,eu,555680
no-migration,AUT,2030,native,7130191
no-migration,AUT,2030,non-eu,691719
no-migration,AUT,2035,eu,522191
no-migration,AUT,2035,native,7072476
no-migration,AUT,2035,non-eu,665392
no-migration,AUT,2040,eu,488601
no-migration,AUT,2040,native,6993486
no-migration,AUT,2040,non-eu,631962
no-migration,AUT,2045,eu,455147
no-migration,AUT,2045,native,6900236
no-migration,AUT,2045,non-eu,591338
no-migration,AUT,2050,eu,420577
no-migration,AUT,2050,native,6785332
no-migration,AUT,2050,non-eu,544044
no-migration,BEL,2015,eu,807659
no-migration,BEL,2015,native,9105748
no-migration,BEL,2015,non-eu,805993
no-migration,BEL,2020,eu,768041
no-migration,BEL,2020,native,9300121
no-migration,BEL,2020,non-eu,791840
no-migration,BEL,2025,eu,729096
no-migration,BEL,2025,native,9473985
no-migration,BEL,2025,non-eu,776702
no-migration,BEL,2030,eu,688601
no-migration,BEL,2030,native,9614023
no-migration,BEL,2030,non-eu,756808
no-migration,BEL,2035,eu,645737
no-migration,BEL,2035,native,9734725
no-migration,BEL,2035,non-eu,730831
no-migration,BEL,2040,eu,600443
no-migration,BEL,2040,native,9844037
no-migration,BEL,2040,non-eu,698067
no-migration,BEL,2045,eu,553505
no-migration,BEL,2045,native,9930014
no-migration,BEL,2045,non-eu,657476
no-migration,BEL,2050,eu,505572
no-migration,BEL,2050,native,9982426
no-migration,BEL,2050,non-eu,608281
no-migration,BGR,2015,eu,42979
no-migration,BGR,2015,native,7077389
no-migration,BGR,2015,non-eu,75379
no-migration,BGR,2020,eu,40672
no-migration,BGR,2020,native,6860982
no-migration,BGR,2020,non-eu,74310
no-migration,BGR,2025,eu,38941
no-migration,BGR,2025,native,6634328
no-migration,BGR,2025,non-eu,72925
no-migration,BGR,2030,eu,37639
no-migration,BGR,2030,native,6401778
no-migration,BGR,2030,non-eu,71170
no-migration,BGR,2035,eu,36516
no-migration,BGR,2035,native,6171550
no-migration,BGR,2035,non-eu,68553
no-migration,BGR,2040,eu,35462
no-migration,BGR,2040,native,5953844
no-migration,BGR,2040,non-eu,64964
no-migration,BGR,2045,eu,34428
no-migration,BGR,2045,native,5749840
no-migration,BGR,2045,non-eu,60642
no-migration,BGR,2050,eu,33354
no-migration,BGR,2050,native,5554302
no-migration,BGR,2050,non-eu,55777
no-migration,CYP,2015,eu,92771
no-migration,CYP,2015,native,660028
no-migration,CYP,2015,non-eu,77776
no-migration,CYP,2020,eu,91649
no-migration,CYP,2020,native,674965
no-migration,CYP,2020,non-eu,78598
no-migration,CYP,2025,eu,90296
no-migration,CYP,2025,native,687829
no-migration,CYP,2025,non-eu,79425
no-migration,CYP,2030,eu,88402
no-migration,CYP,2030,native,694426
no-migration,CYP,2030,non-eu,79772
no-migration,CYP,2035,eu,85737
no-migration,CYP,2035,native,696555
no-migration,CYP,2035,non-eu,79381
no-migration,CYP,2040,eu,82297
no-migration,CYP,2040,native,696435
no-migration,CYP,2040,non-eu,78189
no-migration,CYP,2045,eu,78172
no-migration,CYP,2045,native,694872
no-migration,CYP,2045,non-eu,76077
no-migration,CYP,2050,eu,73439
no-migration,CYP,2050,native,691527
no-migration,CYP,2050,non-eu,72977
no-migration,CZE,2015,eu,154907
no-migration,CZE,2015,native,9871628
no-migration,CZE,2015,non-eu,236717
no-migration,CZE,2020,eu,151816
no-migration,CZE,2020,native,9838067
no-migration,CZE,2020,non-eu,235210
no-migration,CZE,2025,eu,148115
no-migration,CZE,2025,native,9740330
no-migration,CZE,2025,non-eu,232965
no-migration,CZE,2030,eu,143380
no-migration,CZE,2030,native,9577652
no-migration,CZE,2030,non-eu,228830
no-migration,CZE,2035,eu,137282
no-migration,CZE,2035,native,9375515
no-migration,CZE,2035,non-eu,222323
no-migration,CZE,2040,eu,129724
no-migration,CZE,2040,native,9174562
no-migration,CZE,2040,non-eu,212948
no-migration,CZE,2045,eu,120890
no-migration,CZE,2045,native,8983625
no-migration,CZE,2045,non-eu,200641
no-migration,CZE,2050,eu,110925
no-migration,CZE,2050,native,8788755
no-migration,CZE,2050,non-eu,185385
no-migration,DEU,2015,eu,4066559
no-migration,DEU,2015,native,70302771
no-migration,DEU,2015,non-eu,4054028
no-migration,DEU,2020,eu,3599563
no-migration,DEU,2020,native,70160556
no-migration,DEU,2020,non-eu,3922592
no-migration,DEU,2025,eu,3122710
no-migration,DEU,2025,native,69755453
no-migration,DEU,2025,non-eu,3766484
no-migration,DEU,2030,eu,2670602
no-migration,DEU,2030,native,69088544
no-migration,DEU,2030,non-eu,3588931
no-migration,DEU,2035,eu,2268631
no-migration,DEU,2035,native,68202197
no-migration,DEU,2035,non-eu,3393032
no-migration,DEU,2040,eu,1926939
no-migration,DEU,2040,native,67122286
no-migration,DEU,2040,non-eu,3180270
no-migration,DEU,2045,eu,1653011
no-migration,DEU,2045,native,65857921
no-migration,DEU,2045,non-eu,2950535
no-migration,DEU,2050,eu,1433822
no-migration,DEU,2050,native,64357079
no-migration,DEU,2050,non-eu,2700690
no-migration,DNK,2015,eu,192708
no-migration,DNK,2015,native,4878637
no-migration,DNK,2015,non-eu,338764
no-migration,DNK,2020,eu,188379
no-migration,DNK,2020,native,4943008
no-migration,DNK,2020,non-eu,335874
no-migration,DNK,2025,eu,183887
no-migration,DNK,2025,native,4990720
no-migration,DNK,2025,non-eu,333405
no-migration,DNK,2030,eu,178577
no-migration,DNK,2030,native,5033793
no-migration,DNK,2030,non-eu,328923
no-migration,DNK,2035,eu,172145
no-migration,DNK,2035,native,5065044
no-migration,DNK,2035,non-eu,321205
no-migration,DNK,2040,eu,164660
no-migration,DNK,2040,native,5082947
no-migration,DNK,2040,non-eu,309963
no-migration,DNK,2045,eu,156183
no-migration,DNK,2045,native,5089549
no-migration,DNK,2045,non-eu,294712
no-migration,DNK,2050,eu,146578
no-migration,DNK,2050,native,5090586
no-migration,DNK,2050,non-eu,275305
no-migration,ESP,2015,eu,1879673
no-migration,ESP,2015,native,40205583
no-migration,ESP,2015,non-eu,3797138
no-migration,ESP,2020,eu,1839472
no-migration,ESP,2020,native,40238465
no-migration,ESP,2020,non-eu,3759900
no-migration,ESP,2025,eu,1789159
no-migration,ESP,2025,native,39968563
no-migration,ESP,2025,non-eu,3711195
no-migration,ESP,2030,eu,1729125
no-migration,ESP,2030,native,39518420
no-migration,ESP,2030,non-eu,3650542
no-migration,ESP,2035,eu,1658700
no-migration,ESP,2035,native,38983168
no-migration,ESP,2035,non-eu,3575032
no-migration,ESP,2040,eu,1579063
no-migration,ESP,2040,native,38425585
no-migration,ESP,2040,non-eu,3481179
no-migration,ESP,2045,eu,1492591
no-migration,ESP,2045,native,37800526
no-migration,ESP,2045,non-eu,3363558
no-migration,ESP,2050,eu,1400669
no-migration,ESP,2050,native,37005172
no-migration,ESP,2050,non-eu,3215250
no-migration,EST,2015,eu,17187
no-migration,EST,2015,native,1107465
no-migration,EST,2015,non-eu,171390
no-migration,EST,2020,eu,17017
no-migration,EST,2020,native,1119594
no-migration,EST,2020,non-eu,150330
no-migration,EST,2025,eu,16816
no-migration,EST,2025,native,1126294
no-migration,EST,2025,non-eu,128882
no-migration,EST,2030,eu,16490
no-migration,EST,2030,native,1125537
no-migration,EST,2030,non-eu,108474
no-migration,EST,2035,eu,15999
no-migration,EST,2035,native,1120997
no-migration,EST,2035,non-eu,89722
no-migration,EST,2040,eu,15341
no-migration,EST,2040,native,1115958
no-migration,EST,2040,non-eu,72851
no-migration,EST,2045,eu,14516
no-migration,EST,2045,native,1109986
no-migration,EST,2045,non-eu,57911
no-migration,EST,2050,eu,13536
no-migration,EST,2050,native,1100855
no-migration,EST,2050,non-eu,45031
no-migration,FIN,2015,eu,108749
