scenario,dest,year,age,nativity,pop
recovery-in-europe,FRA,2015,10,eu,49111
recovery-in-europe,FRA,2015,10,native,3974929
recovery-in-europe,FRA,2015,10,non-eu,145414
recovery-in-europe,FRA,2015,15,eu,45990
recovery-in-europe,FRA,2015,15,native,3756942
recovery-in-europe,FRA,2015,15,non-eu,185769
recovery-in-europe,FRA,2015,20,eu,72307
recovery-in-europe,FRA,2015,20,native,3468518
recovery-in-europe,FRA,2015,20,non-eu,297152
recovery-in-europe,FRA,2015,25,eu,88733
recovery-in-europe,FRA,2015,25,native,3463982
recovery-in-europe,FRA,2015,25,non-eu,391834
recovery-in-europe,FRA,2015,30,eu,104180
recovery-in-europe,FRA,2015,30,native,3529115
recovery-in-europe,FRA,2015,30,non-eu,481869
recovery-in-europe,FRA,2015,35,eu,130850
recovery-in-europe,FRA,2015,35,native,3390985
recovery-in-europe,FRA,2015,35,non-eu,497509
recovery-in-europe,FRA,2015,40,eu,179098
recovery-in-europe,FRA,2015,40,native,3874850
recovery-in-europe,FRA,2015,40,non-eu,471786
recovery-in-europe,FRA,2015,45,eu,198515
recovery-in-europe,FRA,2015,45,native,3845962
recovery-in-europe,FRA,2015,45,non-eu,489490
recovery-in-europe,FRA,2015,50,eu,201473
recovery-in-europe,FRA,2015,50,native,3790362
recovery-in-europe,FRA,2015,50,non-eu,509782
recovery-in-europe,FRA,2015,55,eu,210265
recovery-in-europe,FRA,2015,55,native,3556225
recovery-in-europe,FRA,2015,55,non-eu,485891
recovery-in-europe,FRA,2015,60,eu,216911
recovery-in-europe,FRA,2015,60,native,3445455
recovery-in-europe,FRA,2015,60,non-eu,396465
recovery-in-europe,FRA,2015,65,eu,165932
recovery-in-europe,FRA,2015,65,native,3160866
recovery-in-europe,FRA,2015,65,non-eu,298511
recovery-in-europe,FRA,2015,70,eu,141116
recovery-in-europe,FRA,2015,70,native,2057737
recovery-in-europe,FRA,2015,70,non-eu,217489
recovery-in-europe,FRA,2015,75,eu,119323
recovery-in-europe,FRA,2015,75,native,1917720
recovery-in-europe,FRA,2015,75,non-eu,168116
recovery-in-europe,FRA,2015,80,eu,102761
recovery-in-europe,FRA,2015,80,native,1677583
recovery-in-europe,FRA,2015,80,non-eu,105805
recovery-in-europe,FRA,2015,85,eu,73478
recovery-in-europe,FRA,2015,85,native,1109894
recovery-in-europe,FRA,2015,85,non-eu,60556
recovery-in-europe,FRA,2015,90,eu,26671
recovery-in-europe,FRA,2015,90,native,534433
recovery-in-europe,FRA,2015,90,non-eu,20592
recovery-in-europe,FRA,2015,95,eu,7773
recovery-in-europe,FRA,2015,95,native,83295
recovery-in-europe,FRA,2015,95,non-eu,6156
recovery-in-europe,FRA,2015,100,eu,1175
recovery-in-europe,FRA,2015,100,native,21215
recovery-in-europe,FRA,2015,100,non-eu,1061
recovery-in-europe,FRA,2020,0,eu,12983
recovery-in-europe,FRA,2020,0,native,4027419
recovery-in-europe,FRA,2020,0,non-eu,155844
recovery-in-europe,FRA,2020,5,eu,40292
recovery-in-europe,FRA,2020,5,native,3887789
recovery-in-europe,FRA,2020,5,non-eu,210438
recovery-in-europe,FRA,2020,10,eu,55867
recovery-in-europe,FRA,2020,10,native,4001192
recovery-in-europe,FRA,2020,10,non-eu,235956
recovery-in-europe,FRA,2020,15,eu,60659
recovery-in-europe,FRA,2020,15,native,3962632
recovery-in-europe,FRA,2020,15,non-eu,258445
recovery-in-europe,FRA,2020,20,eu,56357
recovery-in-europe,FRA,2020,20,native,3738720
recovery-in-europe,FRA,2020,20,non-eu,286131
recovery-in-europe,FRA,2020,25,eu,80677
recovery-in-europe,FRA,2020,25,native,3452775
recovery-in-europe,FRA,2020,25,non-eu,386450
recovery-in-europe,FRA,2020,30,eu,95636
recovery-in-europe,FRA,2020,30,native,3449792
recovery-in-europe,FRA,2020,30,non-eu,466821
recovery-in-europe,FRA,2020,35,eu,110253
recovery-in-europe,FRA,2020,35,native,3513950
recovery-in-europe,FRA,2020,35,non-eu,540629
recovery-in-europe,FRA,2020,40,eu,135267
recovery-in-europe,FRA,2020,40,native,3373742
recovery-in-europe,FRA,2020,40,non-eu,533581
recovery-in-europe,FRA,2020,45,eu,176648
recovery-in-europe,FRA,2020,45,native,3837631
recovery-in-europe,FRA,2020,45,non-eu,495758
recovery-in-europe,FRA,2020,50,eu,192542
recovery-in-europe,FRA,2020,50,native,3782853
recovery-in-europe,FRA,2020,50,non-eu,497752
recovery-in-europe,FRA,2020,55,eu,192880
recovery-in-europe,FRA,2020,55,native,3694418
recovery-in-europe,FRA,2020,55,non-eu,502001
recovery-in-europe,FRA,2020,60,eu,196879
recovery-in-europe,FRA,2020,60,native,3435207
recovery-in-europe,FRA,2020,60,non-eu,465147
recovery-in-europe,FRA,2020,65,eu,198249
recovery-in-europe,FRA,2020,65,native,3294327
recovery-in-europe,FRA,2020,65,non-eu,373685
recovery-in-europe,FRA,2020,70,eu,152134
recovery-in-europe,FRA,2020,70,native,2966223
recovery-in-europe,FRA,2020,70,non-eu,271214
recovery-in-europe,FRA,2020,75,eu,117593
recovery-in-europe,FRA,2020,75,native,1867619
recovery-in-europe,FRA,2020,75,non-eu,180122
recovery-in-europe,FRA,2020,80,eu,92517
recovery-in-europe,FRA,2020,80,native,1617633
recovery-in-europe,FRA,2020,80,non-eu,129126
recovery-in-europe,FRA,2020,85,eu,68105
recovery-in-europe,FRA,2020,85,native,1215871
recovery-in-europe,FRA,2020,85,non-eu,70205
recovery-in-europe,FRA,2020,90,eu,36343
recovery-in-europe,FRA,2020,90,native,604855
recovery-in-europe,FRA,2020,90,non-eu,30712
recovery-in-europe,FRA,2020,95,eu,8412
recovery-in-europe,FRA,2020,95,native,182825
recovery-in-europe,FRA,2020,95,non-eu,7629
recovery-in-europe,FRA,2020,100,eu,1474
recovery-in-europe,FRA,2020,100,native,16195
recovery-in-europe,FRA,2020,100,non-eu,2539
recovery-in-europe,FRA,2025,0,eu,13774
recovery-in-europe,FRA,2025,0,native,4033751
recovery-in-europe,FRA,2025,0,non-eu,158347
recovery-in-europe,FRA,2025,5,eu,25346
recovery-in-europe,FRA,2025,5,native,4009777
recovery-in-europe,FRA,2025,5,non-eu,310924
recovery-in-europe,FRA,2025,10,eu,49707
recovery-in-europe,FRA,2025,10,native,3874266
recovery-in-europe,FRA,2025,10,non-eu,358795
recovery-in-europe,FRA,2025,15,eu,64426
recovery-in-europe,FRA,2025,15,native,3986439
recovery-in-europe,FRA,2025,15,non-eu,363491
recovery-in-europe,FRA,2025,20,eu,68691
recovery-in-europe,FRA,2025,20,native,3944869
recovery-in-europe,FRA,2025,20,non-eu,363250
recovery-in-europe,FRA,2025,25,eu,63673
recovery-in-europe,FRA,2025,25,native,3720687
recovery-in-europe,FRA,2025,25,non-eu,381208
recovery-in-europe,FRA,2025,30,eu,86161
recovery-in-europe,FRA,2025,30,native,3437448
recovery-in-europe,FRA,2025,30,non-eu,472548
recovery-in-europe,FRA,2025,35,eu,99042
recovery-in-europe,FRA,2025,35,native,3434247
recovery-in-europe,FRA,2025,35,non-eu,545801
recovery-in-europe,FRA,2025,40,eu,112684
recovery-in-europe,FRA,2025,40,native,3494120
recovery-in-europe,FRA,2025,40,non-eu,596474
recovery-in-europe,FRA,2025,45,eu,135716
recovery-in-europe,FRA,2025,45,native,3347646
recovery-in-europe,FRA,2025,45,non-eu,567992
recovery-in-europe,FRA,2025,50,eu,170774
recovery-in-europe,FRA,2025,50,native,3785982
recovery-in-europe,FRA,2025,50,non-eu,517790
recovery-in-europe,FRA,2025,55,eu,183216
recovery-in-europe,FRA,2025,55,native,3701646
recovery-in-europe,FRA,2025,55,non-eu,504390
recovery-in-europe,FRA,2025,60,eu,180874
recovery-in-europe,FRA,2025,60,native,3574258
recovery-in-europe,FRA,2025,60,non-eu,492660
recovery-in-europe,FRA,2025,65,eu,180324
recovery-in-europe,FRA,2025,65,native,3282689
recovery-in-europe,FRA,2025,65,non-eu,441989
recovery-in-europe,FRA,2025,70,eu,176510
recovery-in-europe,FRA,2025,70,native,3099487
recovery-in-europe,FRA,2025,70,non-eu,345898
recovery-in-europe,FRA,2025,75,eu,126833
recovery-in-europe,FRA,2025,75,native,2711852
recovery-in-europe,FRA,2025,75,non-eu,225302
recovery-in-europe,FRA,2025,80,eu,92031
recovery-in-europe,FRA,2025,80,native,1599208
recovery-in-europe,FRA,2025,80,non-eu,139995
recovery-in-europe,FRA,2025,85,eu,62944
recovery-in-europe,FRA,2025,85,native,1203850
recovery-in-europe,FRA,2025,85,non-eu,86968
recovery-in-europe,FRA,2025,90,eu,34965
recovery-in-europe,FRA,2025,90,native,686227
recovery-in-europe,FRA,2025,90,non-eu,36351
recovery-in-europe,FRA,2025,95,eu,11741
recovery-in-europe,FRA,2025,95,native,215130
recovery-in-europe,FRA,2025,95,non-eu,10788
recovery-in-europe,FRA,2025,100,eu,1615
recovery-in-europe,FRA,2025,100,native,34016
recovery-in-europe,FRA,2025,100,non-eu,2623
recovery-in-europe,FRA,2030,0,eu,10258
recovery-in-europe,FRA,2030,0,native,4142805
recovery-in-europe,FRA,2030,0,non-eu,175736
recovery-in-europe,FRA,2030,5,eu,24025
recovery-in-europe,FRA,2030,5,native,4017399
recovery-in-europe,FRA,2030,5,non-eu,333977
recovery-in-europe,FRA,2030,10,eu,34984
recovery-in-europe,FRA,2030,10,native,3995025
recovery-in-europe,FRA,2030,10,non-eu,461539
recovery-in-europe,FRA,2030,15,eu,56867
recovery-in-europe,FRA,2030,15,native,3861182
recovery-in-europe,FRA,2030,15,non-eu,502760
recovery-in-europe,FRA,2030,20,eu,70548
recovery-in-europe,FRA,2030,20,native,3970390
recovery-in-europe,FRA,2030,20,non-eu,483825
recovery-in-europe,FRA,2030,25,eu,74368
recovery-in-europe,FRA,2030,25,native,3927543
recovery-in-europe,FRA,2030,25,non-eu,464680
recovery-in-europe,FRA,2030,30,eu,68911
recovery-in-europe,FRA,2030,30,native,3703279
recovery-in-europe,FRA,2030,30,non-eu,474748
recovery-in-europe,FRA,2030,35,eu,88959
recovery-in-europe,FRA,2030,35,native,3420834
recovery-in-europe,FRA,2030,35,non-eu,566011
recovery-in-europe,FRA,2030,40,eu,100223
recovery-in-europe,FRA,2030,40,native,3415667
recovery-in-europe,FRA,2030,40,non-eu,621583
recovery-in-europe,FRA,2030,45,eu,112753
recovery-in-europe,FRA,2030,45,native,3466985
recovery-in-europe,FRA,2030,45,non-eu,650653
recovery-in-europe,FRA,2030,50,eu,133575
recovery-in-europe,FRA,2030,50,native,3309498
recovery-in-europe,FRA,2030,50,non-eu,600942
recovery-in-europe,FRA,2030,55,eu,162730
recovery-in-europe,FRA,2030,55,native,3714090
recovery-in-europe,FRA,2030,55,non-eu,537357
recovery-in-europe,FRA,2030,60,eu,171718
recovery-in-europe,FRA,2030,60,native,3594116
recovery-in-europe,FRA,2030,60,non-eu,508153
recovery-in-europe,FRA,2030,65,eu,167128
recovery-in-europe,FRA,2030,65,native,3432683
recovery-in-europe,FRA,2030,65,non-eu,480753
recovery-in-europe,FRA,2030,70,eu,162673
recovery-in-europe,FRA,2030,70,native,3110916
recovery-in-europe,FRA,2030,70,non-eu,415879
recovery-in-europe,FRA,2030,75,eu,147224
recovery-in-europe,FRA,2030,75,native,2871971
recovery-in-europe,FRA,2030,75,non-eu,293410
recovery-in-europe,FRA,2030,80,eu,100912
recovery-in-europe,FRA,2030,80,native,2370671
recovery-in-europe,FRA,2030,80,non-eu,178246
recovery-in-europe,FRA,2030,85,eu,64198
recovery-in-europe,FRA,2030,85,native,1223435
recovery-in-europe,FRA,2030,85,non-eu,96656
recovery-in-europe,FRA,2030,90,eu,33627
recovery-in-europe,FRA,2030,90,native,705933
recovery-in-europe,FRA,2030,90,non-eu,46265
recovery-in-europe,FRA,2030,95,eu,11903
recovery-in-europe,FRA,2030,95,native,256501
recovery-in-europe,FRA,2030,95,non-eu,13120
recovery-in-europe,FRA,2030,100,eu,2249
recovery-in-europe,FRA,2030,100,native,43538
recovery-in-europe,FRA,2030,100,non-eu,3209
recovery-in-europe,FRA,2035,0,eu,8991
recovery-in-europe,FRA,2035,0,native,4314664
recovery-in-europe,FRA,2035,0,non-eu,198244
recovery-in-europe,FRA,2035,5,eu,19246
recovery-in-europe,FRA,2035,5,native,4127145
recovery-in-europe,FRA,2035,5,non-eu,373874
recovery-in-europe,FRA,2035,10,eu,31709
recovery-in-europe,FRA,2035,10,native,4003916
recovery-in-europe,FRA,2035,10,non-eu,503704
recovery-in-europe,FRA,2035,15,eu,42107
recovery-in-europe,FRA,2035,15,native,3981332
recovery-in-europe,FRA,2035,15,non-eu,608686
recovery-in-europe,FRA,2035,20,eu,61659
recovery-in-europe,FRA,2035,20,native,3847297
recovery-in-europe,FRA,2035,20,non-eu,637985
recovery-in-europe,FRA,2035,25,eu,74379
recovery-in-europe,FRA,2035,25,native,3954979
recovery-in-europe,FRA,2035,25,non-eu,599116
recovery-in-europe,FRA,2035,30,eu,77836
recovery-in-europe,FRA,2035,30,native,3911093
recovery-in-europe,FRA,2035,30,non-eu,563706
recovery-in-europe,FRA,2035,35,eu,71570
recovery-in-europe,FRA,2035,35,native,3684733
recovery-in-europe,FRA,2035,35,non-eu,575050
recovery-in-europe,FRA,2035,40,eu,89412
recovery-in-europe,FRA,2035,40,native,3402103
recovery-in-europe,FRA,2035,40,non-eu,652632
recovery-in-europe,FRA,2035,45,eu,99169
recovery-in-europe,FRA,2035,45,native,3391159
recovery-in-europe,FRA,2035,45,non-eu,690966
recovery-in-europe,FRA,2035,50,eu,110386
recovery-in-europe,FRA,2035,50,native,3429595
recovery-in-europe,FRA,2035,50,non-eu,699194
recovery-in-europe,FRA,2035,55,eu,128755
recovery-in-europe,FRA,2035,55,native,3255436
recovery-in-europe,FRA,2035,55,non-eu,628337
recovery-in-europe,FRA,2035,60,eu,152367
recovery-in-europe,FRA,2035,60,native,3618377
recovery-in-europe,FRA,2035,60,non-eu,550342
recovery-in-europe,FRA,2035,65,eu,158397
recovery-in-europe,FRA,2035,65,native,3468429
recovery-in-europe,FRA,2035,65,non-eu,505376
recovery-in-europe,FRA,2035,70,eu,151864
recovery-in-europe,FRA,2035,70,native,3275479
recovery-in-europe,FRA,2035,70,non-eu,461813
recovery-in-europe,FRA,2035,75,eu,137334
recovery-in-europe,FRA,2035,75,native,2912546
recovery-in-europe,FRA,2035,75,non-eu,357710
recovery-in-europe,FRA,2035,80,eu,117866
recovery-in-europe,FRA,2035,80,native,2562302
recovery-in-europe,FRA,2035,80,non-eu,237881
recovery-in-europe,FRA,2035,85,eu,72215
recovery-in-europe,FRA,2035,85,native,1872746
recovery-in-europe,FRA,2035,85,non-eu,126246
recovery-in-europe,FRA,2035,90,eu,35584
recovery-in-europe,FRA,2035,90,native,746778
recovery-in-europe,FRA,2035,90,non-eu,53088
recovery-in-europe,FRA,2035,95,eu,12017
recovery-in-europe,FRA,2035,95,native,276980
recovery-in-europe,FRA,2035,95,non-eu,17053
recovery-in-europe,FRA,2035,100,eu,2435
recovery-in-europe,FRA,2035,100,native,54965
recovery-in-europe,FRA,2035,100,non-eu,3723
recovery-in-europe,FRA,2040,0,eu,7766
recovery-in-europe,FRA,2040,0,native,4492112
recovery-in-europe,FRA,2040,0,non-eu,230255
recovery-in-europe,FRA,2040,5,eu,16754
recovery-in-europe,FRA,2040,5,native,4300157
recovery-in-europe,FRA,2040,5,non-eu,428394
recovery-in-europe,FRA,2040,10,eu,25855
recovery-in-europe,FRA,2040,10,native,4114744
recovery-in-europe,FRA,2040,10,non-eu,570731
recovery-in-europe,FRA,2040,15,eu,37237
recovery-in-europe,FRA,2040,15,native,3991953
recovery-in-europe,FRA,2040,15,non-eu,674420
recovery-in-europe,FRA,2040,20,eu,46979
recovery-in-europe,FRA,2040,20,native,3967682
recovery-in-europe,FRA,2040,20,non-eu,752529
recovery-in-europe,FRA,2040,25,eu,64468
recovery-in-europe,FRA,2040,25,native,3834501
recovery-in-europe,FRA,2040,25,non-eu,771460
recovery-in-europe,FRA,2040,30,eu,76265
recovery-in-europe,FRA,2040,30,native,3940888
recovery-in-europe,FRA,2040,30,non-eu,715127
recovery-in-europe,FRA,2040,35,eu,78397
recovery-in-europe,FRA,2040,35,native,3894295
recovery-in-europe,FRA,2040,35,non-eu,673196
recovery-in-europe,FRA,2040,40,eu,72092
recovery-in-europe,FRA,2040,40,native,3665184
recovery-in-europe,FRA,2040,40,non-eu,671850
recovery-in-europe,FRA,2040,45,eu,87864
recovery-in-europe,FRA,2040,45,native,3378872
recovery-in-europe,FRA,2040,45,non-eu,735074
recovery-in-europe,FRA,2040,50,eu,96197
recovery-in-europe,FRA,2040,50,native,3358502
recovery-in-europe,FRA,2040,50,non-eu,755631
recovery-in-europe,FRA,2040,55,eu,105930
recovery-in-europe,FRA,2040,55,native,3378602
recovery-in-europe,FRA,2040,55,non-eu,742503
recovery-in-europe,FRA,2040,60,eu,121666
recovery-in-europe,FRA,2040,60,native,3183118
recovery-in-europe,FRA,2040,60,non-eu,649693
recovery-in-europe,FRA,2040,65,eu,140505
recovery-in-europe,FRA,2040,65,native,3508070
recovery-in-europe,FRA,2040,65,non-eu,556892
recovery-in-europe,FRA,2040,70,eu,143966
recovery-in-europe,FRA,2040,70,native,3331625
recovery-in-europe,FRA,2040,70,non-eu,495259
recovery-in-europe,FRA,2040,75,eu,129452
recovery-in-europe,FRA,2040,75,native,3096331
recovery-in-europe,FRA,2040,75,non-eu,403608
recovery-in-europe,FRA,2040,80,eu,111918
recovery-in-europe,FRA,2040,80,native,2640275
recovery-in-europe,FRA,2040,80,non-eu,296030
recovery-in-europe,FRA,2040,85,eu,85856
recovery-in-europe,FRA,2040,85,native,2089441
recovery-in-europe,FRA,2040,85,non-eu,174167
recovery-in-europe,FRA,2040,90,eu,41632
recovery-in-europe,FRA,2040,90,native,1197682
recovery-in-europe,FRA,2040,90,non-eu,71965
recovery-in-europe,FRA,2040,95,eu,13343
recovery-in-europe,FRA,2040,95,native,308518
recovery-in-europe,FRA,2040,95,non-eu,20255
recovery-in-europe,FRA,2040,100,eu,2590
recovery-in-europe,FRA,2040,100,native,63209
recovery-in-europe,FRA,2040,100,non-eu,4593
recovery-in-europe,FRA,2045,0,eu,6864
recovery-in-europe,FRA,2045,0,native,4653671
recovery-in-europe,FRA,2045,0,non-eu,274463
recovery-in-europe,FRA,2045,5,eu,14628
recovery-in-europe,FRA,2045,5,native,4478742
recovery-in-europe,FRA,2045,5,non-eu,504606
recovery-in-europe,FRA,2045,10,eu,22415
recovery-in-europe,FRA,2045,10,native,4288755
recovery-in-europe,FRA,2045,10,non-eu,661198
recovery-in-europe,FRA,2045,15,eu,30605
recovery-in-europe,FRA,2045,15,native,4103834
recovery-in-europe,FRA,2045,15,non-eu,772919
recovery-in-europe,FRA,2045,20,eu,40914
recovery-in-europe,FRA,2045,20,native,3980137
recovery-in-europe,FRA,2045,20,non-eu,845740
recovery-in-europe,FRA,2045,25,eu,50009
recovery-in-europe,FRA,2045,25,native,3955241
recovery-in-europe,FRA,2045,25,non-eu,898652
recovery-in-europe,FRA,2045,30,eu,65658
recovery-in-europe,FRA,2045,30,native,3822891
recovery-in-europe,FRA,2045,30,non-eu,908856
recovery-in-europe,FRA,2045,35,eu,75356
recovery-in-europe,FRA,2045,35,native,3926733
recovery-in-europe,FRA,2045,35,non-eu,845800
recovery-in-europe,FRA,2045,40,eu,77180
recovery-in-europe,FRA,2045,40,native,3876604
recovery-in-europe,FRA,2045,40,non-eu,782175
recovery-in-europe,FRA,2045,45,eu,70916
recovery-in-europe,FRA,2045,45,native,3641715
recovery-in-europe,FRA,2045,45,non-eu,766725
recovery-in-europe,FRA,2045,50,eu,84717
recovery-in-europe,FRA,2045,50,native,3348577
recovery-in-europe,FRA,2045,50,non-eu,814083
recovery-in-europe,FRA,2045,55,eu,91658
recovery-in-europe,FRA,2045,55,native,3314298
recovery-in-europe,FRA,2045,55,non-eu,815267
recovery-in-europe,FRA,2045,60,eu,99804
recovery-in-europe,FRA,2045,60,native,3311564
recovery-in-europe,FRA,2045,60,non-eu,779332
recovery-in-europe,FRA,2045,65,eu,113161
recovery-in-europe,FRA,2045,65,native,3100645
recovery-in-europe,FRA,2045,65,non-eu,664538
recovery-in-europe,FRA,2045,70,eu,127892
recovery-in-europe,FRA,2045,70,native,3390436
recovery-in-europe,FRA,2045,70,non-eu,555205
recovery-in-europe,FRA,2045,75,eu,123397
recovery-in-europe,FRA,2045,75,native,3177343
recovery-in-europe,FRA,2045,75,non-eu,438828
recovery-in-europe,FRA,2045,80,eu,107030
recovery-in-europe,FRA,2045,80,native,2847938
recovery-in-europe,FRA,2045,80,non-eu,340821
recovery-in-europe,FRA,2045,85,eu,83788
recovery-in-europe,FRA,2045,85,native,2208509
recovery-in-europe,FRA,2045,85,non-eu,223325
recovery-in-europe,FRA,2045,90,eu,51179
recovery-in-europe,FRA,2045,90,native,1401432
recovery-in-europe,FRA,2045,90,non-eu,103660
recovery-in-europe,FRA,2045,95,eu,16451
recovery-in-europe,FRA,2045,95,native,525714
recovery-in-europe,FRA,2045,95,non-eu,28560
recovery-in-europe,FRA,2045,100,eu,3002
recovery-in-europe,FRA,2045,100,native,74614
recovery-in-europe,FRA,2045,100,non-eu,5440
recovery-in-europe,FRA,2050,0,eu,6017
recovery-in-europe,FRA,2050,0,native,4825745
recovery-in-europe,FRA,2050,0,non-eu,332840
recovery-in-europe,FRA,2050,5,eu,12881
recovery-in-europe,FRA,2050,5,native,4641493
recovery-in-europe,FRA,2050,5,non-eu,607175
recovery-in-europe,FRA,2050,10,eu,19592
recovery-in-europe,FRA,2050,10,native,4468300
recovery-in-europe,FRA,2050,10,non-eu,786035
recovery-in-europe,FRA,2050,15,eu,26470
recovery-in-europe,FRA,2050,15,native,4278778
recovery-in-europe,FRA,2050,15,non-eu,904141
recovery-in-europe,FRA,2050,20,eu,33762
recovery-in-europe,FRA,2050,20,native,4093151
recovery-in-europe,FRA,2050,20,non-eu,980309
recovery-in-europe,FRA,2050,25,eu,43099
recovery-in-europe,FRA,2050,25,native,3969435
recovery-in-europe,FRA,2050,25,non-eu,1023252
recovery-in-europe,FRA,2050,30,eu,51547
recovery-in-europe,FRA,2050,30,native,3944050
recovery-in-europe,FRA,2050,30,non-eu,1053233
recovery-in-europe,FRA,2050,35,eu,64414
recovery-in-europe,FRA,2050,35,native,3811408
recovery-in-europe,FRA,2050,35,non-eu,1066432
recovery-in-europe,FRA,2050,40,eu,73096
recovery-in-europe,FRA,2050,40,native,3911771
recovery-in-europe,FRA,2050,40,non-eu,979482
recovery-in-europe,FRA,2050,45,eu,74600
recovery-in-europe,FRA,2050,45,native,3855285
recovery-in-europe,FRA,2050,45,non-eu,892537
recovery-in-europe,FRA,2050,50,eu,68433
recovery-in-europe,FRA,2050,50,native,3611863
recovery-in-europe,FRA,2050,50,non-eu,860587
recovery-in-europe,FRA,2050,55,eu,80339
recovery-in-europe,FRA,2050,55,native,3308147
recovery-in-europe,FRA,2050,55,non-eu,889259
recovery-in-europe,FRA,2050,60,eu,85934
recovery-in-europe,FRA,2050,60,native,3256623
recovery-in-europe,FRA,2050,60,non-eu,868544
recovery-in-europe,FRA,2050,65,eu,92721
recovery-in-europe,FRA,2050,65,native,3237121
recovery-in-europe,FRA,2050,65,non-eu,808991
recovery-in-europe,FRA,2050,70,eu,103925
recovery-in-europe,FRA,2050,70,native,3014823
recovery-in-europe,FRA,2050,70,non-eu,670624
recovery-in-europe,FRA,2050,75,eu,110240
recovery-in-europe,FRA,2050,75,native,3259838
recovery-in-europe,FRA,2050,75,non-eu,498032
recovery-in-europe,FRA,2050,80,eu,103022
recovery-in-europe,FRA,2050,80,native,2961208
recovery-in-europe,FRA,2050,80,non-eu,376922
recovery-in-europe,FRA,2050,85,eu,82050
recovery-in-europe,FRA,2050,85,native,2438834
recovery-in-europe,FRA,2050,85,non-eu,264192
recovery-in-europe,FRA,2050,90,eu,52105
recovery-in-europe,FRA,2050,90,native,1541638
recovery-in-europe,FRA,2050,90,non-eu,138816
recovery-in-europe,FRA,2050,95,eu,21251
recovery-in-europe,FRA,2050,95,native,655862
recovery-in-europe,FRA,2050,95,non-eu,43165
recovery-in-europe,FRA,2050,100,eu,3875
recovery-in-europe,FRA,2050,100,native,132490
recovery-in-europe,FRA,2050,100,non-eu,7466
recovery-in-europe,GBR,2015,0,eu,53697
recovery-in-europe,GBR,2015,0,native,3911999
recovery-in-europe,GBR,2015,0,non-eu,63340
recovery-in-europe,GBR,2015,5,eu,97859
recovery-in-europe,GBR,2015,5,native,3671534
recovery-in-europe,GBR,2015,5,non-eu,114349
recovery-in-europe,GBR,2015,10,eu,101347
recovery-in-europe,GBR,2015,10,native,3253423
recovery-in-europe,GBR,2015,10,non-eu,174090
recovery-in-europe,GBR,2015,15,eu,109631
recovery-in-europe,GBR,2015,15,native,3478264
recovery-in-europe,GBR,2015,15,non-eu,237941
recovery-in-europe,GBR,2015,20,eu,242424
recovery-in-europe,GBR,2015,20,native,3699416
recovery-in-europe,GBR,2015,20,non-eu,430785
recovery-in-europe,GBR,2015,25,eu,411594
recovery-in-europe,GBR,2015,25,native,3481258
recovery-in-europe,GBR,2015,25,non-eu,571978
recovery-in-europe,GBR,2015,30,eu,376457
recovery-in-europe,GBR,2015,30,native,3234521
recovery-in-europe,GBR,2015,30,non-eu,648094
recovery-in-europe,GBR,2015,35,eu,251258
recovery-in-europe,GBR,2015,35,native,2990631
recovery-in-europe,GBR,2015,35,non-eu,603448
recovery-in-europe,GBR,2015,40,eu,181311
recovery-in-europe,GBR,2015,40,native,3511133
recovery-in-europe,GBR,2015,40,non-eu,503200
recovery-in-europe,GBR,2015,45,eu,148035
recovery-in-europe,GBR,2015,45,native,4009429
recovery-in-europe,GBR,2015,45,non-eu,429076
recovery-in-europe,GBR,2015,50,eu,125828
recovery-in-europe,GBR,2015,50,native,3963612
recovery-in-europe,GBR,2015,50,non-eu,394982
recovery-in-europe,GBR,2015,55,eu,112939
recovery-in-europe,GBR,2015,55,native,3440756
recovery-in-europe,GBR,2015,55,non-eu,319271
recovery-in-europe,GBR,2015,60,eu,115581
recovery-in-europe,GBR,2015,60,native,3178972
recovery-in-europe,GBR,2015,60,non-eu,231084
recovery-in-europe,GBR,2015,65,eu,98392
recovery-in-europe,GBR,2015,65,native,3332492
recovery-in-europe,GBR,2015,65,non-eu,161956
recovery-in-europe,GBR,2015,70,eu,93383
recovery-in-europe,GBR,2015,70,native,2446795
recovery-in-europe,GBR,2015,70,non-eu,144189
recovery-in-europe,GBR,2015,75,eu,77737
recovery-in-europe,GBR,2015,75,native,1958115
recovery-in-europe,GBR,2015,75,non-eu,104123
recovery-in-europe,GBR,2015,80,eu,66055
recovery-in-europe,GBR,2015,80,native,1449038
recovery-in-europe,GBR,2015,80,non-eu,66597
recovery-in-europe,GBR,2015,85,eu,42800
recovery-in-europe,GBR,2015,85,native,887647
recovery-in-europe,GBR,2015,85,non-eu,33330
recovery-in-europe,GBR,2015,90,eu,12886
recovery-in-europe,GBR,2015,90,native,415799
recovery-in-europe,GBR,2015,90,non-eu,10692
recovery-in-europe,GBR,2015,95,eu,2784
recovery-in-europe,GBR,2015,95,native,85351
recovery-in-europe,GBR,2015,95,non-eu,2629
recovery-in-europe,GBR,2015,100,eu,332
recovery-in-europe,GBR,2015,100,native,12972
recovery-in-europe,GBR,2015,100,non-eu,378
recovery-in-europe,GBR,2020,0,eu,15695
recovery-in-europe,GBR,2020,0,native,4080313
recovery-in-europe,GBR,2020,0,non-eu,170701
recovery-in-europe,GBR,2020,5,eu,69353
recovery-in-europe,GBR,2020,5,native,3878783
recovery-in-europe,GBR,2020,5,non-eu,233953
