scenario,dest,year,age,nativity,pop
benchmark,FRA,2050,70,non-eu,638671
benchmark,FRA,2050,75,eu,113637
benchmark,FRA,2050,75,native,3258913
benchmark,FRA,2050,75,non-eu,480759
benchmark,FRA,2050,80,eu,105619
benchmark,FRA,2050,80,native,2960598
benchmark,FRA,2050,80,non-eu,367166
benchmark,FRA,2050,85,eu,83793
benchmark,FRA,2050,85,native,2438394
benchmark,FRA,2050,85,non-eu,258874
benchmark,FRA,2050,90,eu,53041
benchmark,FRA,2050,90,native,1541317
benchmark,FRA,2050,90,non-eu,136588
benchmark,FRA,2050,95,eu,21563
benchmark,FRA,2050,95,native,655715
benchmark,FRA,2050,95,non-eu,42550
benchmark,FRA,2050,100,eu,3930
benchmark,FRA,2050,100,native,132467
benchmark,FRA,2050,100,non-eu,7388
benchmark,GBR,2015,0,eu,53697
benchmark,GBR,2015,0,native,3911999
benchmark,GBR,2015,0,non-eu,63340
benchmark,GBR,2015,5,eu,97859
benchmark,GBR,2015,5,native,3671534
benchmark,GBR,2015,5,non-eu,114349
benchmark,GBR,2015,10,eu,101347
benchmark,GBR,2015,10,native,3253423
benchmark,GBR,2015,10,non-eu,174090
benchmark,GBR,2015,15,eu,109631
benchmark,GBR,2015,15,native,3478264
benchmark,GBR,2015,15,non-eu,237941
benchmark,GBR,2015,20,eu,242424
benchmark,GBR,2015,20,native,3699416
benchmark,GBR,2015,20,non-eu,430785
benchmark,GBR,2015,25,eu,411594
benchmark,GBR,2015,25,native,3481258
benchmark,GBR,2015,25,non-eu,571978
benchmark,GBR,2015,30,eu,376457
benchmark,GBR,2015,30,native,3234521
benchmark,GBR,2015,30,non-eu,648094
benchmark,GBR,2015,35,eu,251258
benchmark,GBR,2015,35,native,2990631
benchmark,GBR,2015,35,non-eu,603448
benchmark,GBR,2015,40,eu,181311
benchmark,GBR,2015,40,native,3511133
benchmark,GBR,2015,40,non-eu,503200
benchmark,GBR,2015,45,eu,148035
benchmark,GBR,2015,45,native,4009429
benchmark,GBR,2015,45,non-eu,429076
benchmark,GBR,2015,50,eu,125828
benchmark,GBR,2015,50,native,3963612
benchmark,GBR,2015,50,non-eu,394982
benchmark,GBR,2015,55,eu,112939
benchmark,GBR,2015,55,native,3440756
benchmark,GBR,2015,55,non-eu,319271
benchmark,GBR,2015,60,eu,115581
benchmark,GBR,2015,60,native,3178972
benchmark,GBR,2015,60,non-eu,231084
benchmark,GBR,2015,65,eu,98392
benchmark,GBR,2015,65,native,3332492
benchmark,GBR,2015,65,non-eu,161956
benchmark,GBR,2015,70,eu,93383
benchmark,GBR,2015,70,native,2446795
benchmark,GBR,2015,70,non-eu,144189
benchmark,GBR,2015,75,eu,77737
benchmark,GBR,2015,75,native,1958115
benchmark,GBR,2015,75,non-eu,104123
benchmark,GBR,2015,80,eu,66055
benchmark,GBR,2015,80,native,1449038
benchmark,GBR,2015,80,non-eu,66597
benchmark,GBR,2015,85,eu,42800
benchmark,GBR,2015,85,native,887647
benchmark,GBR,2015,85,non-eu,33330
benchmark,GBR,2015,90,eu,12886
benchmark,GBR,2015,90,native,415799
benchmark,GBR,2015,90,non-eu,10692
benchmark,GBR,2015,95,eu,2784
benchmark,GBR,2015,95,native,85351
benchmark,GBR,2015,95,non-eu,2629
benchmark,GBR,2015,100,eu,332
benchmark,GBR,2015,100,native,12972
benchmark,GBR,2015,100,non-eu,378
benchmark,GBR,2020,0,eu,15695
benchmark,GBR,2020,0,native,4080313
benchmark,GBR,2020,0,non-eu,170701
benchmark,GBR,2020,5,eu,69353
benchmark,GBR,2020,5,native,3878783
benchmark,GBR,2020,5,non-eu,233953
benchmark,GBR,2020,10,eu,109128
benchmark,GBR,2020,10,native,3641297
benchmark,GBR,2020,10,non-eu,270225
benchmark,GBR,2020,15,eu,111402
benchmark,GBR,2020,15,native,3230233
benchmark,GBR,2020,15,non-eu,312728
benchmark,GBR,2020,20,eu,118370
benchmark,GBR,2020,20,native,3445086
benchmark,GBR,2020,20,non-eu,357691
benchmark,GBR,2020,25,eu,238503
benchmark,GBR,2020,25,native,3663312
benchmark,GBR,2020,25,non-eu,519786
benchmark,GBR,2020,30,eu,389418
benchmark,GBR,2020,30,native,3446229
benchmark,GBR,2020,30,non-eu,638076
benchmark,GBR,2020,35,eu,350362
benchmark,GBR,2020,35,native,3195236
benchmark,GBR,2020,35,non-eu,688198
benchmark,GBR,2020,40,eu,245036
benchmark,GBR,2020,40,native,2953686
benchmark,GBR,2020,40,non-eu,630927
benchmark,GBR,2020,45,eu,185544
benchmark,GBR,2020,45,native,3460791
benchmark,GBR,2020,45,non-eu,531333
benchmark,GBR,2020,50,eu,155856
benchmark,GBR,2020,50,native,3934036
benchmark,GBR,2020,50,non-eu,455076
benchmark,GBR,2020,55,eu,135810
benchmark,GBR,2020,55,native,3862515
benchmark,GBR,2020,55,non-eu,411125
benchmark,GBR,2020,60,eu,123952
benchmark,GBR,2020,60,native,3319136
benchmark,GBR,2020,60,non-eu,329788
benchmark,GBR,2020,65,eu,121341
benchmark,GBR,2020,65,native,3018946
benchmark,GBR,2020,65,non-eu,239824
benchmark,GBR,2020,70,eu,99742
benchmark,GBR,2020,70,native,3072503
benchmark,GBR,2020,70,non-eu,164640
benchmark,GBR,2020,75,eu,78134
benchmark,GBR,2020,75,native,2154091
benchmark,GBR,2020,75,non-eu,120950
benchmark,GBR,2020,80,eu,58948
benchmark,GBR,2020,80,native,1566897
benchmark,GBR,2020,80,non-eu,79137
benchmark,GBR,2020,85,eu,41544
benchmark,GBR,2020,85,native,974360
benchmark,GBR,2020,85,non-eu,42761
benchmark,GBR,2020,90,eu,19741
benchmark,GBR,2020,90,native,444741
benchmark,GBR,2020,90,non-eu,16653
benchmark,GBR,2020,95,eu,3826
benchmark,GBR,2020,95,native,128684
benchmark,GBR,2020,95,non-eu,4455
benchmark,GBR,2020,100,eu,596
benchmark,GBR,2020,100,native,14536
benchmark,GBR,2020,100,non-eu,1977
benchmark,GBR,2025,0,eu,19620
benchmark,GBR,2025,0,native,4003596
benchmark,GBR,2025,0,non-eu,189418
benchmark,GBR,2025,5,eu,33583
benchmark,GBR,2025,5,native,4041930
benchmark,GBR,2025,5,non-eu,355907
benchmark,GBR,2025,10,eu,81019
benchmark,GBR,2025,10,native,3848036
benchmark,GBR,2025,10,non-eu,402469
benchmark,GBR,2025,15,eu,117018
benchmark,GBR,2025,15,native,3610935
benchmark,GBR,2025,15,non-eu,425193
benchmark,GBR,2025,20,eu,118072
benchmark,GBR,2025,20,native,3201240
benchmark,GBR,2025,20,non-eu,446275
benchmark,GBR,2025,25,eu,124144
benchmark,GBR,2025,25,native,3412325
benchmark,GBR,2025,25,non-eu,475739
benchmark,GBR,2025,30,eu,232888
benchmark,GBR,2025,30,native,3625863
benchmark,GBR,2025,30,non-eu,610698
benchmark,GBR,2025,35,eu,357233
benchmark,GBR,2025,35,native,3402748
benchmark,GBR,2025,35,non-eu,710517
benchmark,GBR,2025,40,eu,325098
benchmark,GBR,2025,40,native,3151511
benchmark,GBR,2025,40,non-eu,733346
benchmark,GBR,2025,45,eu,236227
benchmark,GBR,2025,45,native,2908485
benchmark,GBR,2025,45,non-eu,662210
benchmark,GBR,2025,50,eu,185229
benchmark,GBR,2025,50,native,3395041
benchmark,GBR,2025,50,non-eu,559763
benchmark,GBR,2025,55,eu,158329
benchmark,GBR,2025,55,native,3836482
benchmark,GBR,2025,55,non-eu,478672
benchmark,GBR,2025,60,eu,139430
benchmark,GBR,2025,60,native,3728879
benchmark,GBR,2025,60,non-eu,422884
benchmark,GBR,2025,65,eu,127349
benchmark,GBR,2025,65,native,3154551
benchmark,GBR,2025,65,non-eu,333141
benchmark,GBR,2025,70,eu,119433
benchmark,GBR,2025,70,native,2798294
benchmark,GBR,2025,70,non-eu,238550
benchmark,GBR,2025,75,eu,85174
benchmark,GBR,2025,75,native,2727920
benchmark,GBR,2025,75,non-eu,141562
benchmark,GBR,2025,80,eu,60608
benchmark,GBR,2025,80,native,1746116
benchmark,GBR,2025,80,non-eu,93850
benchmark,GBR,2025,85,eu,38542
benchmark,GBR,2025,85,native,1071996
benchmark,GBR,2025,85,non-eu,51690
benchmark,GBR,2025,90,eu,19994
benchmark,GBR,2025,90,native,495160
benchmark,GBR,2025,90,non-eu,21227
benchmark,GBR,2025,95,eu,6070
benchmark,GBR,2025,95,native,144707
benchmark,GBR,2025,95,non-eu,6162
benchmark,GBR,2025,100,eu,831
benchmark,GBR,2025,100,native,23964
benchmark,GBR,2025,100,non-eu,2106
benchmark,GBR,2030,0,eu,14487
benchmark,GBR,2030,0,native,3921148
benchmark,GBR,2030,0,non-eu,217697
benchmark,GBR,2030,5,eu,34099
benchmark,GBR,2030,5,native,3969025
benchmark,GBR,2030,5,non-eu,406986
benchmark,GBR,2030,10,eu,47436
benchmark,GBR,2030,10,native,4008374
benchmark,GBR,2030,10,non-eu,540746
benchmark,GBR,2030,15,eu,89565
benchmark,GBR,2030,15,native,3819328
benchmark,GBR,2030,15,non-eu,571253
benchmark,GBR,2030,20,eu,121980
benchmark,GBR,2030,20,native,3581293
benchmark,GBR,2030,20,non-eu,575538
benchmark,GBR,2030,25,eu,122107
benchmark,GBR,2030,25,native,3174322
benchmark,GBR,2030,25,non-eu,578317
benchmark,GBR,2030,30,eu,127394
benchmark,GBR,2030,30,native,3381001
benchmark,GBR,2030,30,non-eu,594183
benchmark,GBR,2030,35,eu,220883
benchmark,GBR,2030,35,native,3584423
benchmark,GBR,2030,35,non-eu,711295
benchmark,GBR,2030,40,eu,327233
benchmark,GBR,2030,40,native,3358745
benchmark,GBR,2030,40,non-eu,784598
benchmark,GBR,2030,45,eu,300556
benchmark,GBR,2030,45,native,3104429
benchmark,GBR,2030,45,non-eu,781229
benchmark,GBR,2030,50,eu,225345
benchmark,GBR,2030,50,native,2857839
benchmark,GBR,2030,50,non-eu,694825
benchmark,GBR,2030,55,eu,181285
benchmark,GBR,2030,55,native,3320426
benchmark,GBR,2030,55,non-eu,586237
benchmark,GBR,2030,60,eu,156187
benchmark,GBR,2030,60,native,3719133
benchmark,GBR,2030,60,non-eu,496847
benchmark,GBR,2030,65,eu,137576
benchmark,GBR,2030,65,native,3565495
benchmark,GBR,2030,65,non-eu,426807
benchmark,GBR,2030,70,eu,124260
benchmark,GBR,2030,70,native,2952440
benchmark,GBR,2030,70,non-eu,326269
benchmark,GBR,2030,75,eu,101728
benchmark,GBR,2030,75,native,2521731
benchmark,GBR,2030,75,non-eu,204726
benchmark,GBR,2030,80,eu,67583
benchmark,GBR,2030,80,native,2260711
benchmark,GBR,2030,80,non-eu,112969
benchmark,GBR,2030,85,eu,40714
benchmark,GBR,2030,85,native,1229006
benchmark,GBR,2030,85,non-eu,63033
benchmark,GBR,2030,90,eu,19294
benchmark,GBR,2030,90,native,562876
benchmark,GBR,2030,90,non-eu,26213
benchmark,GBR,2030,95,eu,6302
benchmark,GBR,2030,95,native,162903
benchmark,GBR,2030,95,non-eu,7541
benchmark,GBR,2030,100,eu,1158
benchmark,GBR,2030,100,native,26601
benchmark,GBR,2030,100,non-eu,2334
benchmark,GBR,2035,0,eu,12939
benchmark,GBR,2035,0,native,3944474
benchmark,GBR,2035,0,non-eu,255777
benchmark,GBR,2035,5,eu,27420
benchmark,GBR,2035,5,native,3889778
benchmark,GBR,2035,5,non-eu,473354
benchmark,GBR,2035,10,eu,45519
benchmark,GBR,2035,10,native,3938851
benchmark,GBR,2035,10,non-eu,624294
benchmark,GBR,2035,15,eu,58267
benchmark,GBR,2035,15,native,3977500
benchmark,GBR,2035,15,non-eu,728805
benchmark,GBR,2035,20,eu,95648
benchmark,GBR,2035,20,native,3791346
benchmark,GBR,2035,20,non-eu,735988
benchmark,GBR,2035,25,eu,124888
benchmark,GBR,2035,25,native,3553420
benchmark,GBR,2035,25,non-eu,724883
benchmark,GBR,2035,30,eu,124245
benchmark,GBR,2035,30,native,3148479
benchmark,GBR,2035,30,non-eu,711279
benchmark,GBR,2035,35,eu,127056
benchmark,GBR,2035,35,native,3346524
benchmark,GBR,2035,35,non-eu,726391
benchmark,GBR,2035,40,eu,208710
benchmark,GBR,2035,40,native,3542580
benchmark,GBR,2035,40,non-eu,810851
benchmark,GBR,2035,45,eu,299521
benchmark,GBR,2035,45,native,3312426
benchmark,GBR,2035,45,non-eu,858583
benchmark,GBR,2035,50,eu,277145
benchmark,GBR,2035,50,native,3053412
benchmark,GBR,2035,50,non-eu,829448
benchmark,GBR,2035,55,eu,213190
benchmark,GBR,2035,55,native,2800880
benchmark,GBR,2035,55,non-eu,725833
benchmark,GBR,2035,60,eu,174429
benchmark,GBR,2035,60,native,3229850
benchmark,GBR,2035,60,non-eu,606862
benchmark,GBR,2035,65,eu,150435
benchmark,GBR,2035,65,native,3575891
benchmark,GBR,2035,65,non-eu,505638
benchmark,GBR,2035,70,eu,131360
benchmark,GBR,2035,70,native,3364930
benchmark,GBR,2035,70,non-eu,418717
benchmark,GBR,2035,75,eu,106648
benchmark,GBR,2035,75,native,2696984
benchmark,GBR,2035,75,non-eu,280130
benchmark,GBR,2035,80,eu,81284
benchmark,GBR,2035,80,native,2135476
benchmark,GBR,2035,80,non-eu,163948
benchmark,GBR,2035,85,eu,46850
benchmark,GBR,2035,85,native,1640410
benchmark,GBR,2035,85,non-eu,78303
benchmark,GBR,2035,90,eu,21234
benchmark,GBR,2035,90,native,671131
benchmark,GBR,2035,90,non-eu,33006
benchmark,GBR,2035,95,eu,6449
benchmark,GBR,2035,95,native,195501
benchmark,GBR,2035,95,non-eu,9452
benchmark,GBR,2035,100,eu,1280
benchmark,GBR,2035,100,native,31380
benchmark,GBR,2035,100,non-eu,2612
benchmark,GBR,2040,0,eu,11615
benchmark,GBR,2040,0,native,4139094
benchmark,GBR,2040,0,non-eu,300675
benchmark,GBR,2040,5,eu,24551
benchmark,GBR,2040,5,native,3915736
benchmark,GBR,2040,5,non-eu,556323
benchmark,GBR,2040,10,eu,37726
benchmark,GBR,2040,10,native,3862754
benchmark,GBR,2040,10,non-eu,730308
benchmark,GBR,2040,15,eu,54492
benchmark,GBR,2040,15,native,3911525
benchmark,GBR,2040,15,non-eu,846964
benchmark,GBR,2040,20,eu,66605
benchmark,GBR,2040,20,native,3948250
benchmark,GBR,2040,20,non-eu,915006
benchmark,GBR,2040,25,eu,99806
benchmark,GBR,2040,25,native,3765410
benchmark,GBR,2040,25,non-eu,902029
benchmark,GBR,2040,30,eu,126188
benchmark,GBR,2040,30,native,3527093
benchmark,GBR,2040,30,non-eu,877354
benchmark,GBR,2040,35,eu,123025
benchmark,GBR,2040,35,native,3120579
benchmark,GBR,2040,35,non-eu,861303
benchmark,GBR,2040,40,eu,125251
benchmark,GBR,2040,40,native,3312159
benchmark,GBR,2040,40,non-eu,856724
benchmark,GBR,2040,45,eu,196576
benchmark,GBR,2040,45,native,3499138
benchmark,GBR,2040,45,non-eu,909692
benchmark,GBR,2040,50,eu,273970
benchmark,GBR,2040,50,native,3263579
benchmark,GBR,2040,50,non-eu,931896
benchmark,GBR,2040,55,eu,254892
benchmark,GBR,2040,55,native,2997893
benchmark,GBR,2040,55,non-eu,876374
benchmark,GBR,2040,60,eu,199854
benchmark,GBR,2040,60,native,2733126
benchmark,GBR,2040,60,non-eu,752147
benchmark,GBR,2040,65,eu,165136
benchmark,GBR,2040,65,native,3119907
benchmark,GBR,2040,65,non-eu,618414
benchmark,GBR,2040,70,eu,141602
benchmark,GBR,2040,70,native,3400995
benchmark,GBR,2040,70,non-eu,501323
benchmark,GBR,2040,75,eu,112864
benchmark,GBR,2040,75,native,3110768
benchmark,GBR,2040,75,non-eu,362688
benchmark,GBR,2040,80,eu,86511
benchmark,GBR,2040,80,native,2332025
benchmark,GBR,2040,80,non-eu,225962
benchmark,GBR,2040,85,eu,57384
benchmark,GBR,2040,85,native,1599139
benchmark,GBR,2040,85,non-eu,114939
benchmark,GBR,2040,90,eu,25457
benchmark,GBR,2040,90,native,932773
benchmark,GBR,2040,90,non-eu,42448
benchmark,GBR,2040,95,eu,7440
benchmark,GBR,2040,95,native,243968
benchmark,GBR,2040,95,non-eu,12128
benchmark,GBR,2040,100,eu,1384
benchmark,GBR,2040,100,native,39643
benchmark,GBR,2040,100,non-eu,3004
benchmark,GBR,2045,0,eu,10715
benchmark,GBR,2045,0,native,4441604
benchmark,GBR,2045,0,non-eu,352717
benchmark,GBR,2045,5,eu,22327
benchmark,GBR,2045,5,native,4111789
benchmark,GBR,2045,5,non-eu,653249
benchmark,GBR,2045,10,eu,33696
benchmark,GBR,2045,10,native,3891110
benchmark,GBR,2045,10,non-eu,856127
benchmark,GBR,2045,15,eu,45752
benchmark,GBR,2045,15,native,3838465
benchmark,GBR,2045,15,non-eu,991443
benchmark,GBR,2045,20,eu,61243
benchmark,GBR,2045,20,native,3885860
benchmark,GBR,2045,20,non-eu,1066329
benchmark,GBR,2045,25,eu,72724
benchmark,GBR,2045,25,native,3921491
benchmark,GBR,2045,25,non-eu,1102157
benchmark,GBR,2045,30,eu,102221
benchmark,GBR,2045,30,native,3741065
benchmark,GBR,2045,30,non-eu,1071022
benchmark,GBR,2045,35,eu,123955
benchmark,GBR,2045,35,native,3498937
benchmark,GBR,2045,35,non-eu,1047572
benchmark,GBR,2045,40,eu,120437
benchmark,GBR,2045,40,native,3092920
benchmark,GBR,2045,40,non-eu,1008322
benchmark,GBR,2045,45,eu,122102
benchmark,GBR,2045,45,native,3276733
benchmark,GBR,2045,45,non-eu,983169
benchmark,GBR,2045,50,eu,184358
benchmark,GBR,2045,50,native,3453719
benchmark,GBR,2045,50,non-eu,1004939
benchmark,GBR,2045,55,eu,250094
benchmark,GBR,2045,55,native,3211434
benchmark,GBR,2045,55,non-eu,1000662
benchmark,GBR,2045,60,eu,233187
benchmark,GBR,2045,60,native,2933282
benchmark,GBR,2045,60,non-eu,916414
benchmark,GBR,2045,65,eu,185295
benchmark,GBR,2045,65,native,2652103
benchmark,GBR,2045,65,non-eu,768071
benchmark,GBR,2045,70,eu,153501
benchmark,GBR,2045,70,native,2985876
benchmark,GBR,2045,70,non-eu,614958
benchmark,GBR,2045,75,eu,121821
benchmark,GBR,2045,75,native,3178135
benchmark,GBR,2045,75,non-eu,438914
benchmark,GBR,2045,80,eu,92288
benchmark,GBR,2045,80,native,2738874
benchmark,GBR,2045,80,non-eu,296540
benchmark,GBR,2045,85,eu,62610
benchmark,GBR,2045,85,native,1802633
benchmark,GBR,2045,85,non-eu,160732
benchmark,GBR,2045,90,eu,32131
benchmark,GBR,2045,90,native,949626
benchmark,GBR,2045,90,non-eu,63393
benchmark,GBR,2045,95,eu,9364
benchmark,GBR,2045,95,native,357092
benchmark,GBR,2045,95,non-eu,16003
benchmark,GBR,2045,100,eu,1649
benchmark,GBR,2045,100,native,51932
benchmark,GBR,2045,100,non-eu,3599
benchmark,GBR,2050,0,eu,9740
benchmark,GBR,2050,0,native,4733035
benchmark,GBR,2050,0,non-eu,410541
benchmark,GBR,2050,5,eu,20453
benchmark,GBR,2050,5,native,4415133
benchmark,GBR,2050,5,non-eu,763123
benchmark,GBR,2050,10,eu,30628
benchmark,GBR,2050,10,native,4088376
benchmark,GBR,2050,10,non-eu,998909
benchmark,GBR,2050,15,eu,40693
benchmark,GBR,2050,15,native,3868995
benchmark,GBR,2050,15,non-eu,1154956
benchmark,GBR,2050,20,eu,51684
benchmark,GBR,2050,20,native,3815735
benchmark,GBR,2050,20,non-eu,1244693
benchmark,GBR,2050,25,eu,66000
benchmark,GBR,2050,25,native,3862414
benchmark,GBR,2050,25,non-eu,1282785
benchmark,GBR,2050,30,eu,76852
benchmark,GBR,2050,30,native,3896599
benchmark,GBR,2050,30,non-eu,1289743
benchmark,GBR,2050,35,eu,101520
benchmark,GBR,2050,35,native,3715219
benchmark,GBR,2050,35,non-eu,1255158
benchmark,GBR,2050,40,eu,120414
benchmark,GBR,2050,40,native,3471228
benchmark,GBR,2050,40,non-eu,1211443
benchmark,GBR,2050,45,eu,116598
benchmark,GBR,2050,45,native,3064475
benchmark,GBR,2050,45,non-eu,1148234
benchmark,GBR,2050,50,eu,117741
benchmark,GBR,2050,50,native,3239878
benchmark,GBR,2050,50,non-eu,1101133
benchmark,GBR,2050,55,eu,171940
benchmark,GBR,2050,55,native,3405478
benchmark,GBR,2050,55,non-eu,1091160
benchmark,GBR,2050,60,eu,227270
benchmark,GBR,2050,60,native,3151646
benchmark,GBR,2050,60,non-eu,1057939
benchmark,GBR,2050,65,eu,211785
benchmark,GBR,2050,65,native,2857595
benchmark,GBR,2050,65,non-eu,942458
benchmark,GBR,2050,70,eu,169468
benchmark,GBR,2050,70,native,2554430
benchmark,GBR,2050,70,non-eu,766159
benchmark,GBR,2050,75,eu,132059
benchmark,GBR,2050,75,native,2813987
benchmark,GBR,2050,75,non-eu,541964
benchmark,GBR,2050,80,eu,100304
benchmark,GBR,2050,80,native,2844242
benchmark,GBR,2050,80,non-eu,364245
benchmark,GBR,2050,85,eu,68036
benchmark,GBR,2050,85,native,2176994
benchmark,GBR,2050,85,non-eu,215447
benchmark,GBR,2050,90,eu,36369
benchmark,GBR,2050,90,native,1120292
benchmark,GBR,2050,90,non-eu,90717
benchmark,GBR,2050,95,eu,12299
benchmark,GBR,2050,95,native,384203
benchmark,GBR,2050,95,non-eu,24188
benchmark,GBR,2050,100,eu,2127
benchmark,GBR,2050,100,native,79701
benchmark,GBR,2050,100,non-eu,4501
benchmark,GRC,2015,0,eu,3842
benchmark,GRC,2015,0,native,493265
benchmark,GRC,2015,0,non-eu,6075
benchmark,GRC,2015,5,eu,7360
benchmark,GRC,2015,5,native,534405
benchmark,GRC,2015,5,non-eu,13175
benchmark,GRC,2015,10,eu,10898
benchmark,GRC,2015,10,native,504252
benchmark,GRC,2015,10,non-eu,25514
benchmark,GRC,2015,15,eu,14426
benchmark,GRC,2015,15,native,490504
benchmark,GRC,2015,15,non-eu,43692
benchmark,GRC,2015,20,eu,22848
benchmark,GRC,2015,20,native,494777
benchmark,GRC,2015,20,non-eu,78736
benchmark,GRC,2015,25,eu,24073
benchmark,GRC,2015,25,native,505765
benchmark,GRC,2015,25,non-eu,96568
benchmark,GRC,2015,30,eu,34860
benchmark,GRC,2015,30,native,621921
benchmark,GRC,2015,30,non-eu,107124
benchmark,GRC,2015,35,eu,54671
benchmark,GRC,2015,35,native,659596
benchmark,GRC,2015,35,non-eu,106471
benchmark,GRC,2015,40,eu,48294
benchmark,GRC,2015,40,native,646685
benchmark,GRC,2015,40,non-eu,94427
benchmark,GRC,2015,45,eu,31234
benchmark,GRC,2015,45,native,676859
benchmark,GRC,2015,45,non-eu,76925
benchmark,GRC,2015,50,eu,19905
benchmark,GRC,2015,50,native,634920
benchmark,GRC,2015,50,non-eu,65058
benchmark,GRC,2015,55,eu,16731
benchmark,GRC,2015,55,native,626695
benchmark,GRC,2015,55,non-eu,46946
benchmark,GRC,2015,60,eu,11895
benchmark,GRC,2015,60,native,576185
benchmark,GRC,2015,60,non-eu,31494
benchmark,GRC,2015,65,eu,7424
benchmark,GRC,2015,65,native,568626
benchmark,GRC,2015,65,non-eu,18925
benchmark,GRC,2015,70,eu,4328
benchmark,GRC,2015,70,native,461861
benchmark,GRC,2015,70,non-eu,17455
benchmark,GRC,2015,75,eu,1999
benchmark,GRC,2015,75,native,473627
benchmark,GRC,2015,75,non-eu,13995
benchmark,GRC,2015,80,eu,1286
benchmark,GRC,2015,80,native,363780
benchmark,GRC,2015,80,non-eu,11445
benchmark,GRC,2015,85,eu,933
benchmark,GRC,2015,85,native,202001
benchmark,GRC,2015,85,non-eu,8501
benchmark,GRC,2015,90,eu,354
benchmark,GRC,2015,90,native,60593
benchmark,GRC,2015,90,non-eu,4904
benchmark,GRC,2015,95,eu,116
benchmark,GRC,2015,95,native,13756
benchmark,GRC,2015,95,non-eu,1409
benchmark,GRC,2015,100,eu,21
benchmark,GRC,2015,100,native,5024
benchmark,GRC,2015,100,non-eu,213
benchmark,GRC,2020,0,eu,1873
benchmark,GRC,2020,0,native,478658
benchmark,GRC,2020,0,non-eu,13517
benchmark,GRC,2020,5,eu,5715
benchmark,GRC,2020,5,native,486917
benchmark,GRC,2020,5,non-eu,19591
benchmark,GRC,2020,10,eu,8943
benchmark,GRC,2020,10,native,527630
benchmark,GRC,2020,10,non-eu,24805
benchmark,GRC,2020,15,eu,12240
benchmark,GRC,2020,15,native,498198
benchmark,GRC,2020,15,non-eu,36905
benchmark,GRC,2020,20,eu,15345
benchmark,GRC,2020,20,native,483758
benchmark,GRC,2020,20,non-eu,53941
benchmark,GRC,2020,25,eu,23066
benchmark,GRC,2020,25,native,488281
benchmark,GRC,2020,25,non-eu,84172
benchmark,GRC,2020,30,eu,24371
benchmark,GRC,2020,30,native,500161
benchmark,GRC,2020,30,non-eu,99570
benchmark,GRC,2020,35,eu,33032
benchmark,GRC,2020,35,native,613405
benchmark,GRC,2020,35,non-eu,106303
benchmark,GRC,2020,40,eu,49984
benchmark,GRC,2020,40,native,648588
benchmark,GRC,2020,40,non-eu,104288
benchmark,GRC,2020,45,eu,44794
benchmark,GRC,2020,45,native,634659
benchmark,GRC,2020,45,non-eu,93264
benchmark,GRC,2020,50,eu,30343
benchmark,GRC,2020,50,native,661098
benchmark,GRC,2020,50,non-eu,78048
benchmark,GRC,2020,55,eu,20362
benchmark,GRC,2020,55,native,616420
benchmark,GRC,2020,55,non-eu,68578
benchmark,GRC,2020,60,eu,17549
benchmark,GRC,2020,60,native,601582
benchmark,GRC,2020,60,non-eu,51982
benchmark,GRC,2020,65,eu,13145
benchmark,GRC,2020,65,native,544235
benchmark,GRC,2020,65,non-eu,36377
benchmark,GRC,2020,70,eu,8821
benchmark,GRC,2020,70,native,520973
benchmark,GRC,2020,70,non-eu,22973
benchmark,GRC,2020,75,eu,4511
benchmark,GRC,2020,75,native,402136
benchmark,GRC,2020,75,non-eu,17148
benchmark,GRC,2020,80,eu,2269
benchmark,GRC,2020,80,native,367049
benchmark,GRC,2020,80,non-eu,12893
benchmark,GRC,2020,85,eu,1319
benchmark,GRC,2020,85,native,231476
benchmark,GRC,2020,85,non-eu,8792
benchmark,GRC,2020,90,eu,736
benchmark,GRC,2020,90,native,94921
benchmark,GRC,2020,90,non-eu,5405
benchmark,GRC,2020,95,eu,333
benchmark,GRC,2020,95,native,18189
benchmark,GRC,2020,95,non-eu,2982
benchmark,GRC,2020,100,eu,251
benchmark,GRC,2020,100,native,2670
benchmark,GRC,2020,100,non-eu,1885
benchmark,GRC,2025,0,eu,2328
benchmark,GRC,2025,0,native,435200
benchmark,GRC,2025,0,non-eu,14413
benchmark,GRC,2025,5,eu,4012
benchmark,GRC,2025,5,native,471768
benchmark,GRC,2025,5,non-eu,26994
benchmark,GRC,2025,10,eu,7201
benchmark,GRC,2025,10,native,480710
benchmark,GRC,2025,10,non-eu,31552
benchmark,GRC,2025,15,eu,10351
benchmark,GRC,2025,15,native,520922
benchmark,GRC,2025,15,non-eu,36058
benchmark,GRC,2025,20,eu,13237
benchmark,GRC,2025,20,native,491715
benchmark,GRC,2025,20,non-eu,46531
benchmark,GRC,2025,25,eu,15978
benchmark,GRC,2025,25,native,477427
benchmark,GRC,2025,25,non-eu,62622
benchmark,GRC,2025,30,eu,23093
benchmark,GRC,2025,30,native,482329
benchmark,GRC,2025,30,non-eu,88943
benchmark,GRC,2025,35,eu,23982
benchmark,GRC,2025,35,native,493954
benchmark,GRC,2025,35,non-eu,100894
benchmark,GRC,2025,40,eu,31240
benchmark,GRC,2025,40,native,604340
benchmark,GRC,2025,40,non-eu,105732
benchmark,GRC,2025,45,eu,45683
benchmark,GRC,2025,45,native,636462
benchmark,GRC,2025,45,non-eu,102251
benchmark,GRC,2025,50,eu,41382
