scenario,dest,year,age,pop
igc,CYP,2035,30,53447
igc,CYP,2035,35,59743
igc,CYP,2035,40,70173
igc,CYP,2035,45,69578
igc,CYP,2035,50,65568
igc,CYP,2035,55,58794
igc,CYP,2035,60,57446
igc,CYP,2035,65,55131
igc,CYP,2035,70,53742
igc,CYP,2035,75,44425
igc,CYP,2035,80,33406
igc,CYP,2035,85,21083
igc,CYP,2035,90,9872
igc,CYP,2035,95,4100
igc,CYP,2035,100,2255
igc,CYP,2040,0,44776
igc,CYP,2040,5,47612
igc,CYP,2040,10,51497
igc,CYP,2040,15,56949
igc,CYP,2040,20,60149
igc,CYP,2040,25,60900
igc,CYP,2040,30,57558
igc,CYP,2040,35,55122
igc,CYP,2040,40,61399
igc,CYP,2040,45,71576
igc,CYP,2040,50,69645
igc,CYP,2040,55,65030
igc,CYP,2040,60,58018
igc,CYP,2040,65,56042
igc,CYP,2040,70,52965
igc,CYP,2040,75,49467
igc,CYP,2040,80,38153
igc,CYP,2040,85,25175
igc,CYP,2040,90,12781
igc,CYP,2040,95,4835
igc,CYP,2040,100,2393
igc,CYP,2045,0,47235
igc,CYP,2045,5,48991
igc,CYP,2045,10,50923
igc,CYP,2045,15,54824
igc,CYP,2045,20,59814
igc,CYP,2045,25,62761
igc,CYP,2045,30,63438
igc,CYP,2045,35,59366
igc,CYP,2045,40,56579
igc,CYP,2045,45,62788
igc,CYP,2045,50,72608
igc,CYP,2045,55,69407
igc,CYP,2045,60,64167
igc,CYP,2045,65,56681
igc,CYP,2045,70,53837
igc,CYP,2045,75,48930
igc,CYP,2045,80,43132
igc,CYP,2045,85,29472
igc,CYP,2045,90,15727
igc,CYP,2045,95,6140
igc,CYP,2045,100,2577
igc,CYP,2050,0,48622
igc,CYP,2050,5,51457
igc,CYP,2050,10,52401
igc,CYP,2050,15,54327
igc,CYP,2050,20,57776
igc,CYP,2050,25,62383
igc,CYP,2050,30,65100
igc,CYP,2050,35,65259
igc,CYP,2050,40,60836
igc,CYP,2050,45,57722
igc,CYP,2050,50,63759
igc,CYP,2050,55,73106
igc,CYP,2050,60,68732
igc,CYP,2050,65,62731
igc,CYP,2050,70,54619
igc,CYP,2050,75,49841
igc,CYP,2050,80,43130
igc,CYP,2050,85,34113
igc,CYP,2050,90,18989
igc,CYP,2050,95,7575
igc,CYP,2050,100,2915
igc,CZE,2015,0,557021
igc,CZE,2015,5,574843
igc,CZE,2015,10,468971
igc,CZE,2015,15,418650
igc,CZE,2015,20,606052
igc,CZE,2015,25,673556
igc,CZE,2015,30,721015
igc,CZE,2015,35,887413
igc,CZE,2015,40,814812
igc,CZE,2015,45,674960
igc,CZE,2015,50,653041
igc,CZE,2015,55,665632
igc,CZE,2015,60,712573
igc,CZE,2015,65,657557
igc,CZE,2015,70,471938
igc,CZE,2015,75,300993
igc,CZE,2015,80,229401
igc,CZE,2015,85,126294
igc,CZE,2015,90,43438
igc,CZE,2015,95,4419
igc,CZE,2015,100,673
igc,CZE,2020,0,506074
igc,CZE,2020,5,558257
igc,CZE,2020,10,575396
igc,CZE,2020,15,470872
igc,CZE,2020,20,420600
igc,CZE,2020,25,606531
igc,CZE,2020,30,672048
igc,CZE,2020,35,716058
igc,CZE,2020,40,877530
igc,CZE,2020,45,802745
igc,CZE,2020,50,662209
igc,CZE,2020,55,635012
igc,CZE,2020,60,637204
igc,CZE,2020,65,665698
igc,CZE,2020,70,602825
igc,CZE,2020,75,411646
igc,CZE,2020,80,234516
igc,CZE,2020,85,142699
igc,CZE,2020,90,54650
igc,CZE,2020,95,12105
igc,CZE,2020,100,2478
igc,CZE,2025,0,450817
igc,CZE,2025,5,509074
igc,CZE,2025,10,560586
igc,CZE,2025,15,578167
igc,CZE,2025,20,472729
igc,CZE,2025,25,422468
igc,CZE,2025,30,607059
igc,CZE,2025,35,670500
igc,CZE,2025,40,711703
igc,CZE,2025,45,867540
igc,CZE,2025,50,789015
igc,CZE,2025,55,646428
igc,CZE,2025,60,611123
igc,CZE,2025,65,599172
igc,CZE,2025,70,605763
igc,CZE,2025,75,527230
igc,CZE,2025,80,324843
igc,CZE,2025,85,151272
igc,CZE,2025,90,63791
igc,CZE,2025,95,15130
igc,CZE,2025,100,3196
igc,CZE,2030,0,400959
igc,CZE,2030,5,454553
igc,CZE,2030,10,512467
igc,CZE,2030,15,564663
igc,CZE,2030,20,580836
igc,CZE,2030,25,474945
igc,CZE,2030,30,424716
igc,CZE,2030,35,607658
igc,CZE,2030,40,669290
igc,CZE,2030,45,706949
igc,CZE,2030,50,855363
igc,CZE,2030,55,772048
igc,CZE,2030,60,624759
igc,CZE,2030,65,578703
igc,CZE,2030,70,550075
igc,CZE,2030,75,530221
igc,CZE,2030,80,425505
igc,CZE,2030,85,214235
igc,CZE,2030,90,70846
igc,CZE,2030,95,18293
igc,CZE,2030,100,3683
igc,CZE,2035,0,382735
igc,CZE,2035,5,405666
igc,CZE,2035,10,458548
igc,CZE,2035,15,516657
igc,CZE,2035,20,568625
igc,CZE,2035,25,583910
igc,CZE,2035,30,477547
igc,CZE,2035,35,426903
igc,CZE,2035,40,608328
igc,CZE,2035,45,667562
igc,CZE,2035,50,700470
igc,CZE,2035,55,839917
igc,CZE,2035,60,749056
igc,CZE,2035,65,595611
igc,CZE,2035,70,536802
igc,CZE,2035,75,486650
igc,CZE,2035,80,431761
igc,CZE,2035,85,292504
igc,CZE,2035,90,103833
igc,CZE,2035,95,21429
igc,CZE,2035,100,4236
igc,CZE,2040,0,400082
igc,CZE,2040,5,388074
igc,CZE,2040,10,410238
igc,CZE,2040,15,463141
igc,CZE,2040,20,520571
igc,CZE,2040,25,572702
igc,CZE,2040,30,587235
igc,CZE,2040,35,479995
igc,CZE,2040,40,428825
igc,CZE,2040,45,608160
igc,CZE,2040,50,664054
igc,CZE,2040,55,691276
igc,CZE,2040,60,818271
igc,CZE,2040,65,718035
igc,CZE,2040,70,557654
igc,CZE,2040,75,481280
igc,CZE,2040,80,402894
igc,CZE,2040,85,303013
igc,CZE,2040,90,151908
igc,CZE,2040,95,32333
igc,CZE,2040,100,4886
igc,CZE,2045,0,412451
igc,CZE,2045,5,406140
igc,CZE,2045,10,393142
igc,CZE,2045,15,415229
igc,CZE,2045,20,467349
igc,CZE,2045,25,524478
igc,CZE,2045,30,576769
igc,CZE,2045,35,590291
igc,CZE,2045,40,482016
igc,CZE,2045,45,429962
igc,CZE,2045,50,606147
igc,CZE,2045,55,657903
igc,CZE,2045,60,677301
igc,CZE,2045,65,788488
igc,CZE,2045,70,677430
igc,CZE,2045,75,506630
igc,CZE,2045,80,406755
igc,CZE,2045,85,290924
igc,CZE,2045,90,163031
igc,CZE,2045,95,51772
igc,CZE,2045,100,6744
igc,CZE,2050,0,397352
igc,CZE,2050,5,418833
igc,CZE,2050,10,411481
igc,CZE,2050,15,398294
igc,CZE,2050,20,419533
igc,CZE,2050,25,471208
igc,CZE,2050,30,528073
igc,CZE,2050,35,580156
igc,CZE,2050,40,592496
igc,CZE,2050,45,482945
igc,CZE,2050,50,429541
igc,CZE,2050,55,601555
igc,CZE,2050,60,647417
igc,CZE,2050,65,657044
igc,CZE,2050,70,748822
igc,CZE,2050,75,622016
igc,CZE,2050,80,436704
igc,CZE,2050,85,303499
igc,CZE,2050,90,163813
igc,CZE,2050,95,58028
igc,CZE,2050,100,10870
igc,DEU,2015,0,3445866
igc,DEU,2015,5,3653787
igc,DEU,2015,10,4074915
igc,DEU,2015,15,4077837
igc,DEU,2015,20,4671149
igc,DEU,2015,25,4509739
igc,DEU,2015,30,4497356
igc,DEU,2015,35,4536846
igc,DEU,2015,40,6223546
igc,DEU,2015,45,6920264
igc,DEU,2015,50,6095463
igc,DEU,2015,55,5349134
igc,DEU,2015,60,4623128
igc,DEU,2015,65,3993017
igc,DEU,2015,70,4704019
igc,DEU,2015,75,3129550
igc,DEU,2015,80,2199904
igc,DEU,2015,85,1226252
igc,DEU,2015,90,387547
igc,DEU,2015,95,92257
igc,DEU,2015,100,11782
igc,DEU,2020,0,3447259
igc,DEU,2020,5,3543199
igc,DEU,2020,10,3742860
igc,DEU,2020,15,4147901
igc,DEU,2020,20,4141796
igc,DEU,2020,25,4721290
igc,DEU,2020,30,4551068
igc,DEU,2020,35,4525840
igc,DEU,2020,40,4551604
igc,DEU,2020,45,6185410
igc,DEU,2020,50,6819391
igc,DEU,2020,55,5965733
igc,DEU,2020,60,5185503
igc,DEU,2020,65,4413287
igc,DEU,2020,70,3662803
igc,DEU,2020,75,4061749
igc,DEU,2020,80,2436867
igc,DEU,2020,85,1409060
igc,DEU,2020,90,561049
igc,DEU,2020,95,104950
igc,DEU,2020,100,14350
igc,DEU,2025,0,3367853
igc,DEU,2025,5,3522909
igc,DEU,2025,10,3621490
igc,DEU,2025,15,3813509
igc,DEU,2025,20,4202773
igc,DEU,2025,25,4189949
igc,DEU,2025,30,4754563
igc,DEU,2025,35,4574454
igc,DEU,2025,40,4531587
igc,DEU,2025,45,4540535
igc,DEU,2025,50,6115277
igc,DEU,2025,55,6670491
igc,DEU,2025,60,5763058
igc,DEU,2025,65,4921468
igc,DEU,2025,70,4085340
igc,DEU,2025,75,3208755
igc,DEU,2025,80,3243336
igc,DEU,2025,85,1630860
igc,DEU,2025,90,709689
igc,DEU,2025,95,176940
igc,DEU,2025,100,19477
igc,DEU,2030,0,3287814
igc,DEU,2030,5,3440216
igc,DEU,2030,10,3586711
igc,DEU,2030,15,3686825
igc,DEU,2030,20,3868691
igc,DEU,2030,25,4245590
igc,DEU,2030,30,4226481
igc,DEU,2030,35,4775848
igc,DEU,2030,40,4583404
igc,DEU,2030,45,4519878
igc,DEU,2030,50,4504000
igc,DEU,2030,55,6000513
igc,DEU,2030,60,6455559
igc,DEU,2030,65,5490804
igc,DEU,2030,70,4591682
igc,DEU,2030,75,3666396
igc,DEU,2030,80,2649510
igc,DEU,2030,85,2249113
igc,DEU,2030,90,838576
igc,DEU,2030,95,223746
igc,DEU,2030,100,30844
igc,DEU,2035,0,3148729
igc,DEU,2035,5,3358248
igc,DEU,2035,10,3501003
igc,DEU,2035,15,3639181
igc,DEU,2035,20,3738146
igc,DEU,2035,25,3912727
igc,DEU,2035,30,4278456
igc,DEU,2035,35,4253472
igc,DEU,2035,40,4782777
igc,DEU,2035,45,4575539
igc,DEU,2035,50,4484808
igc,DEU,2035,55,4432865
igc,DEU,2035,60,5830334
igc,DEU,2035,65,6175178
igc,DEU,2035,70,5158247
igc,DEU,2035,75,4174966
igc,DEU,2035,80,3116541
igc,DEU,2035,85,1925330
igc,DEU,2035,90,1225888
igc,DEU,2035,95,280073
igc,DEU,2035,100,40813
igc,DEU,2040,0,3018578
igc,DEU,2040,5,3219359
igc,DEU,2040,10,3417753
igc,DEU,2040,15,3551381
igc,DEU,2040,20,3680066
igc,DEU,2040,25,3779339
igc,DEU,2040,30,3947044
igc,DEU,2040,35,4302376
igc,DEU,2040,40,4267634
igc,DEU,2040,45,4774646
igc,DEU,2040,50,4546729
igc,DEU,2040,55,4419505
igc,DEU,2040,60,4321954
igc,DEU,2040,65,5607944
igc,DEU,2040,70,5842727
igc,DEU,2040,75,4748849
igc,DEU,2040,80,3624948
igc,DEU,2040,85,2354883
igc,DEU,2040,90,1114989
igc,DEU,2040,95,435433
igc,DEU,2040,100,53490
igc,DEU,2045,0,2907603
igc,DEU,2045,5,3093001
igc,DEU,2045,10,3281177
igc,DEU,2045,15,3469465
igc,DEU,2045,20,3593276
igc,DEU,2045,25,3714567
igc,DEU,2045,30,3813512
igc,DEU,2045,35,3973869
igc,DEU,2045,40,4316973
igc,DEU,2045,45,4270544
igc,DEU,2045,50,4749906
igc,DEU,2045,55,4493040
igc,DEU,2045,60,4321466
igc,DEU,2045,65,4176721
igc,DEU,2045,70,5348727
igc,DEU,2045,75,5444091
igc,DEU,2045,80,4202343
igc,DEU,2045,85,2831072
igc,DEU,2045,90,1437338
igc,DEU,2045,95,428317
igc,DEU,2045,100,87684
igc,DEU,2050,0,2817819
igc,DEU,2050,5,2983399
igc,DEU,2050,10,3156891
igc,DEU,2050,15,3333925
igc,DEU,2050,20,3511775
igc,DEU,2050,25,3627796
igc,DEU,2050,30,3742203
igc,DEU,2050,35,3838405
igc,DEU,2050,40,3990547
igc,DEU,2050,45,4320271
igc,DEU,2050,50,4257798
igc,DEU,2050,55,4701006
igc,DEU,2050,60,4409094
igc,DEU,2050,65,4193172
igc,DEU,2050,70,4006340
igc,DEU,2050,75,5032153
igc,DEU,2050,80,4904386
igc,DEU,2050,85,3382981
igc,DEU,2050,90,1815248
igc,DEU,2050,95,589995
igc,DEU,2050,100,96628
igc,DNK,2015,0,297881
igc,DNK,2015,5,330049
igc,DNK,2015,10,332256
igc,DNK,2015,15,345497
igc,DNK,2015,20,344074
igc,DNK,2015,25,310589
igc,DNK,2015,30,298202
igc,DNK,2015,35,342078
igc,DNK,2015,40,374163
igc,DNK,2015,45,397316
igc,DNK,2015,50,377211
igc,DNK,2015,55,347664
igc,DNK,2015,60,328652
igc,DNK,2015,65,342698
igc,DNK,2015,70,264925
igc,DNK,2015,75,180824
igc,DNK,2015,80,118909
igc,DNK,2015,85,73239
igc,DNK,2015,90,3506
igc,DNK,2015,95,342
igc,DNK,2015,100,34
igc,DNK,2020,0,298780
igc,DNK,2020,5,306929
igc,DNK,2020,10,337842
igc,DNK,2020,15,340512
igc,DNK,2020,20,351983
igc,DNK,2020,25,347671
igc,DNK,2020,30,312342
igc,DNK,2020,35,298965
igc,DNK,2020,40,342642
igc,DNK,2020,45,373564
igc,DNK,2020,50,393717
igc,DNK,2020,55,370502
igc,DNK,2020,60,338131
igc,DNK,2020,65,314893
igc,DNK,2020,70,317906
igc,DNK,2020,75,231342
igc,DNK,2020,80,142476
igc,DNK,2020,85,79075
igc,DNK,2020,90,36800
igc,DNK,2020,95,2920
igc,DNK,2020,100,1991
igc,DNK,2025,0,311786
igc,DNK,2025,5,308787
igc,DNK,2025,10,315091
igc,DNK,2025,15,345942
igc,DNK,2025,20,347581
igc,DNK,2025,25,357885
igc,DNK,2025,30,350931
igc,DNK,2025,35,312953
igc,DNK,2025,40,299380
igc,DNK,2025,45,342342
igc,DNK,2025,50,371326
igc,DNK,2025,55,387766
igc,DNK,2025,60,360121
igc,DNK,2025,65,323107
igc,DNK,2025,70,293919
igc,DNK,2025,75,281058
igc,DNK,2025,80,186240
igc,DNK,2025,85,95873
igc,DNK,2025,90,39110
igc,DNK,2025,95,11906
igc,DNK,2025,100,2124
igc,DNK,2030,0,328976
igc,DNK,2030,5,322444
igc,DNK,2030,10,317929
igc,DNK,2030,15,323822
igc,DNK,2030,20,353081
igc,DNK,2030,25,354057
igc,DNK,2030,30,363314
igc,DNK,2030,35,353342
igc,DNK,2030,40,313562
igc,DNK,2030,45,299494
igc,DNK,2030,50,340855
igc,DNK,2030,55,366708
igc,DNK,2030,60,377804
igc,DNK,2030,65,345230
igc,DNK,2030,70,303582
igc,DNK,2030,75,263600
igc,DNK,2030,80,230739
igc,DNK,2030,85,128407
igc,DNK,2030,90,48827
igc,DNK,2030,95,12971
igc,DNK,2030,100,3442
igc,DNK,2035,0,337263
igc,DNK,2035,5,340420
igc,DNK,2035,10,332059
igc,DNK,2035,15,326682
igc,DNK,2035,20,331492
igc,DNK,2035,25,359511
igc,DNK,2035,30,359951
igc,DNK,2035,35,368082
igc,DNK,2035,40,355302
igc,DNK,2035,45,313793
igc,DNK,2035,50,298623
igc,DNK,2035,55,337343
igc,DNK,2035,60,358573
igc,DNK,2035,65,363600
igc,DNK,2035,70,325948
igc,DNK,2035,75,275028
igc,DNK,2035,80,221337
igc,DNK,2035,85,163553
igc,DNK,2035,90,67385
igc,DNK,2035,95,16387
igc,DNK,2035,100,3730
igc,DNK,2040,0,339254
igc,DNK,2040,5,349290
igc,DNK,2040,10,350567
igc,DNK,2040,15,341201
igc,DNK,2040,20,334269
igc,DNK,2040,25,338313
igc,DNK,2040,30,365326
igc,DNK,2040,35,365024
igc,DNK,2040,40,371932
igc,DNK,2040,45,356478
igc,DNK,2040,50,312991
igc,DNK,2040,55,296123
igc,DNK,2040,60,330817
igc,DNK,2040,65,346746
igc,DNK,2040,70,345452
igc,DNK,2040,75,297820
igc,DNK,2040,80,234931
igc,DNK,2040,85,162249
igc,DNK,2040,90,88940
igc,DNK,2040,95,22984
igc,DNK,2040,100,4332
igc,DNK,2045,0,338379
igc,DNK,2045,5,352222
igc,DNK,2045,10,360022
igc,DNK,2045,15,360256
igc,DNK,2045,20,349230
igc,DNK,2045,25,341102
igc,DNK,2045,30,344556
igc,DNK,2045,35,370272
igc,DNK,2045,40,369260
igc,DNK,2045,45,374781
igc,DNK,2045,50,356494
igc,DNK,2045,55,310719
igc,DNK,2045,60,291336
igc,DNK,2045,65,321395
igc,DNK,2045,70,331747
igc,DNK,2045,75,318747
igc,DNK,2045,80,258098
igc,DNK,2045,85,176888
igc,DNK,2045,90,92331
igc,DNK,2045,95,31264
igc,DNK,2045,100,5537
igc,DNK,2050,0,340209
igc,DNK,2050,5,351988
igc,DNK,2050,10,363481
igc,DNK,2050,15,370028
igc,DNK,2050,20,368548
igc,DNK,2050,25,356200
igc,DNK,2050,30,347093
igc,DNK,2050,35,349609
igc,DNK,2050,40,374165
igc,DNK,2050,45,372258
igc,DNK,2050,50,376027
igc,DNK,2050,55,354598
igc,DNK,2050,60,306184
igc,DNK,2050,65,284239
igc,DNK,2050,70,309489
igc,DNK,2050,75,308712
igc,DNK,2050,80,280531
igc,DNK,2050,85,198883
igc,DNK,2050,90,104588
igc,DNK,2050,95,34103
igc,DNK,2050,100,7176
igc,ESP,2015,0,2276904
igc,ESP,2015,5,2553099
igc,ESP,2015,10,2428439
igc,ESP,2015,15,1841170
igc,ESP,2015,20,2340332
igc,ESP,2015,25,2678317
igc,ESP,2015,30,3303843
igc,ESP,2015,35,3893343
igc,ESP,2015,40,3820556
igc,ESP,2015,45,3582754
igc,ESP,2015,50,3300432
igc,ESP,2015,55,2901126
igc,ESP,2015,60,2468600
igc,ESP,2015,65,2324894
igc,ESP,2015,70,1922909
igc,ESP,2015,75,1535372
igc,ESP,2015,80,1416632
igc,ESP,2015,85,847870
igc,ESP,2015,90,353097
igc,ESP,2015,95,77874
igc,ESP,2015,100,14831
igc,ESP,2020,0,2128828
igc,ESP,2020,5,2370140
igc,ESP,2020,10,2629534
igc,ESP,2020,15,2483389
igc,ESP,2020,20,1891361
igc,ESP,2020,25,2384688
igc,ESP,2020,30,2699599
igc,ESP,2020,35,3283279
igc,ESP,2020,40,3855838
igc,ESP,2020,45,3777724
igc,ESP,2020,50,3544215
igc,ESP,2020,55,3260944
igc,ESP,2020,60,2852855
igc,ESP,2020,65,2400193
igc,ESP,2020,70,2205088
igc,ESP,2020,75,1737897
igc,ESP,2020,80,1278466
igc,ESP,2020,85,996474
igc,ESP,2020,90,442548
igc,ESP,2020,95,114937
igc,ESP,2020,100,15582
igc,ESP,2025,0,1857398
igc,ESP,2025,5,2208968
igc,ESP,2025,10,2445853
igc,ESP,2025,15,2691048
igc,ESP,2025,20,2522725
igc,ESP,2025,25,1928134
igc,ESP,2025,30,2416060
igc,ESP,2025,35,2708278
igc,ESP,2025,40,3257878
igc,ESP,2025,45,3812256
igc,ESP,2025,50,3722313
igc,ESP,2025,55,3483944
igc,ESP,2025,60,3190802
igc,ESP,2025,65,2766828
igc,ESP,2025,70,2287521
igc,ESP,2025,75,2013354
igc,ESP,2025,80,1475678
igc,ESP,2025,85,930188
igc,ESP,2025,90,535733
igc,ESP,2025,95,146062
igc,ESP,2025,100,20918
igc,ESP,2030,0,1698774
igc,ESP,2030,5,1940261
igc,ESP,2030,10,2280086
igc,ESP,2030,15,2513103
igc,ESP,2030,20,2742592
igc,ESP,2030,25,2556738
igc,ESP,2030,30,1960553
igc,ESP,2030,35,2441425
igc,ESP,2030,40,2713887
igc,ESP,2030,45,3230682
igc,ESP,2030,50,3759698
igc,ESP,2030,55,3651292
igc,ESP,2030,60,3402104
igc,ESP,2030,65,3095503
igc,ESP,2030,70,2648827
igc,ESP,2030,75,2110751
igc,ESP,2030,80,1739324
igc,ESP,2030,85,1102437
igc,ESP,2030,90,520309
igc,ESP,2030,95,183708
igc,ESP,2030,100,26929
igc,ESP,2035,0,1662226
igc,ESP,2035,5,1783912
igc,ESP,2035,10,2014077
igc,ESP,2035,15,2344019
igc,ESP,2035,20,2570527
igc,ESP,2035,25,2787814
igc,ESP,2035,30,2586994
igc,ESP,2035,35,1987291
igc,ESP,2035,40,2461518
igc,ESP,2035,45,2714490
igc,ESP,2035,50,3196325
igc,ESP,2035,55,3694110
igc,ESP,2035,60,3563426
igc,ESP,2035,65,3301077
igc,ESP,2035,70,2973230
igc,ESP,2035,75,2467082
igc,ESP,2035,80,1854466
igc,ESP,2035,85,1337359
igc,ESP,2035,90,641297
igc,ESP,2035,95,187671
igc,ESP,2035,100,34924
igc,ESP,2040,0,1727733
igc,ESP,2040,5,1746792
igc,ESP,2040,10,1857881
igc,ESP,2040,15,2078720
igc,ESP,2040,20,2397352
igc,ESP,2040,25,2619664
igc,ESP,2040,30,2826506
igc,ESP,2040,35,2609481
igc,ESP,2040,40,2007446
igc,ESP,2040,45,2473317
igc,ESP,2040,50,2704870
igc,ESP,2040,55,3150124
igc,ESP,2040,60,3613168
igc,ESP,2040,65,3460816
igc,ESP,2040,70,3178163
igc,ESP,2040,75,2790067
igc,ESP,2040,80,2202004
igc,ESP,2040,85,1465189
igc,ESP,2040,90,811216
igc,ESP,2040,95,242453
igc,ESP,2040,100,37815
igc,ESP,2045,0,1773883
igc,ESP,2045,5,1812330
igc,ESP,2045,10,1820020
igc,ESP,2045,15,1922293
igc,ESP,2045,20,2132855
igc,ESP,2045,25,2442750
igc,ESP,2045,30,2661740
igc,ESP,2045,35,2858301
igc,ESP,2045,40,2625453
igc,ESP,2045,45,2020203
igc,ESP,2045,50,2474152
igc,ESP,2045,55,2683121
igc,ESP,2045,60,3091704
igc,ESP,2045,65,3521295
igc,ESP,2045,70,3341977
igc,ESP,2045,75,2999335
igc,ESP,2045,80,2524704
igc,ESP,2045,85,1786914
igc,ESP,2045,90,925564
igc,ESP,2045,95,323109
igc,ESP,2045,100,50071
igc,ESP,2050,0,1718934
igc,ESP,2050,5,1854941
igc,ESP,2050,10,1881757
igc,ESP,2050,15,1880051
igc,ESP,2050,20,1973065
igc,ESP,2050,25,2175460
igc,ESP,2050,30,2478018
igc,ESP,2050,35,2693061
igc,ESP,2050,40,2878262
igc,ESP,2050,45,2630479
igc,ESP,2050,50,2020427
igc,ESP,2050,55,2459694
igc,ESP,2050,60,2646659
igc,ESP,2050,65,3023010
igc,ESP,2050,70,3415336
igc,ESP,2050,75,3171886
igc,ESP,2050,80,2744564
igc,ESP,2050,85,2099409
igc,ESP,2050,90,1176809
igc,ESP,2050,95,388467
igc,ESP,2050,100,69700
igc,EST,2015,0,72139
igc,EST,2015,5,74706
igc,EST,2015,10,62796
igc,EST,2015,15,60083
igc,EST,2015,20,79796
igc,EST,2015,25,96793
igc,EST,2015,30,90858
igc,EST,2015,35,87896
igc,EST,2015,40,89621
igc,EST,2015,45,82555
igc,EST,2015,50,87763
igc,EST,2015,55,87021
igc,EST,2015,60,81101
igc,EST,2015,65,68952
igc,EST,2015,70,56408
igc,EST,2015,75,53878
igc,EST,2015,80,35518
igc,EST,2015,85,20668
igc,EST,2015,90,6408
igc,EST,2015,95,959
igc,EST,2015,100,123
igc,EST,2020,0,70086
igc,EST,2020,5,73081
igc,EST,2020,10,75516
igc,EST,2020,15,65011
igc,EST,2020,20,62294
igc,EST,2020,25,82021
igc,EST,2020,30,99428
igc,EST,2020,35,93460
igc,EST,2020,40,89738
igc,EST,2020,45,90437
igc,EST,2020,50,82181
igc,EST,2020,55,85688
igc,EST,2020,60,82508
igc,EST,2020,65,74761
igc,EST,2020,70,61253
igc,EST,2020,75,48011
igc,EST,2020,80,41087
igc,EST,2020,85,23239
igc,EST,2020,90,10776
igc,EST,2020,95,3634
igc,EST,2020,100,2080
igc,EST,2025,0,67928
igc,EST,2025,5,72291
igc,EST,2025,10,74397
igc,EST,2025,15,77942
igc,EST,2025,20,67039
igc,EST,2025,25,64212
igc,EST,2025,30,84018
igc,EST,2025,35,101687
igc,EST,2025,40,95173
igc,EST,2025,45,90475
igc,EST,2025,50,89950
igc,EST,2025,55,80118
igc,EST,2025,60,81339
igc,EST,2025,65,75264
igc,EST,2025,70,65441
igc,EST,2025,75,50577
igc,EST,2025,80,36612
igc,EST,2025,85,26549
igc,EST,2025,90,12410
igc,EST,2025,95,4916
igc,EST,2025,100,2370
igc,EST,2030,0,62642
igc,EST,2030,5,69991
igc,EST,2030,10,74175
igc,EST,2030,15,77032
igc,EST,2030,20,80129
igc,EST,2030,25,69028
igc,EST,2030,30,66041
igc,EST,2030,35,85588
igc,EST,2030,40,103419
igc,EST,2030,45,96321
igc,EST,2030,50,90537
igc,EST,2030,55,88478
igc,EST,2030,60,76975
igc,EST,2030,65,75618
igc,EST,2030,70,67089
igc,EST,2030,75,55064
igc,EST,2030,80,39198
igc,EST,2030,85,24718
igc,EST,2030,90,14170
igc,EST,2030,95,5542
igc,EST,2030,100,2640
igc,EST,2035,0,61291
igc,EST,2035,5,65229
igc,EST,2035,10,71903
igc,EST,2035,15,76522
igc,EST,2035,20,79463
igc,EST,2035,25,82217
igc,EST,2035,30,70892
igc,EST,2035,35,67361
igc,EST,2035,40,86809
igc,EST,2035,45,104616
igc,EST,2035,50,96744
igc,EST,2035,55,89630
igc,EST,2035,60,85830
igc,EST,2035,65,72550
igc,EST,2035,70,68695
igc,EST,2035,75,57306
igc,EST,2035,80,43482
igc,EST,2035,85,27004
igc,EST,2035,90,13898
igc,EST,2035,95,6221
igc,EST,2035,100,2824
igc,EST,2040,0,62868
igc,EST,2040,5,63892
igc,EST,2040,10,67311
igc,EST,2040,15,74223
igc,EST,2040,20,78515
igc,EST,2040,25,81635
igc,EST,2040,30,84055
igc,EST,2040,35,72115
igc,EST,2040,40,68350
igc,EST,2040,45,87527
igc,EST,2040,50,104914
igc,EST,2040,55,96044
igc,EST,2040,60,87471
igc,EST,2040,65,81682
igc,EST,2040,70,66872
igc,EST,2040,75,59872
igc,EST,2040,80,46065
igc,EST,2040,85,30625
igc,EST,2040,90,15547
igc,EST,2040,95,6397
igc,EST,2040,100,3010
igc,EST,2045,0,65196
igc,EST,2045,5,65938
igc,EST,2045,10,66141
igc,EST,2045,15,69791
igc,EST,2045,20,76224
igc,EST,2045,25,80356
igc,EST,2045,30,83561
igc,EST,2045,35,85217
igc,EST,2045,40,73035
igc,EST,2045,45,68995
igc,EST,2045,50,87621
igc,EST,2045,55,104136
igc,EST,2045,60,94107
igc,EST,2045,65,83866
igc,EST,2045,70,76210
igc,EST,2045,75,59479
igc,EST,2045,80,49318
igc,EST,2045,85,33196
igc,EST,2045,90,18027
igc,EST,2045,95,7243
igc,EST,2045,100,3138
igc,EST,2050,0,65108
igc,EST,2050,5,68244
igc,EST,2050,10,68345
igc,EST,2050,15,68776
igc,EST,2050,20,71932
igc,EST,2050,25,78070
igc,EST,2050,30,82001
igc,EST,2050,35,84702
igc,EST,2050,40,86040
igc,EST,2050,45,73598
igc,EST,2050,50,69160
igc,EST,2050,55,86915
igc,EST,2050,60,102185
igc,EST,2050,65,90777
igc,EST,2050,70,79012
igc,EST,2050,75,68741
igc,EST,2050,80,50218
igc,EST,2050,85,36573
igc,EST,2050,90,20086
igc,EST,2050,95,8462
igc,EST,2050,100,3419
igc,FIN,2015,0,299400
igc,FIN,2015,5,303619
igc,FIN,2015,10,291708
igc,FIN,2015,15,305309
igc,FIN,2015,20,338318
igc,FIN,2015,25,329255
