scenario,dest,year,edu,pop
benchmark,ITA,2040,1,565714
benchmark,ITA,2040,2,806015
benchmark,ITA,2040,3,3296797
benchmark,ITA,2040,4,12564956
benchmark,ITA,2040,5,25821284
benchmark,ITA,2040,6,15401347
benchmark,ITA,2045,1,603372
benchmark,ITA,2045,2,704565
benchmark,ITA,2045,3,2469879
benchmark,ITA,2045,4,11418390
benchmark,ITA,2045,5,26145388
benchmark,ITA,2045,6,16674696
benchmark,ITA,2050,1,630606
benchmark,ITA,2050,2,645494
benchmark,ITA,2050,3,1866732
benchmark,ITA,2050,4,10298326
benchmark,ITA,2050,5,26226503
benchmark,ITA,2050,6,17891272
benchmark,LTU,2015,1,425477
benchmark,LTU,2015,2,24049
benchmark,LTU,2015,3,246808
benchmark,LTU,2015,4,346640
benchmark,LTU,2015,5,733766
benchmark,LTU,2015,6,1140025
benchmark,LTU,2020,1,292668
benchmark,LTU,2020,2,24636
benchmark,LTU,2020,3,154218
benchmark,LTU,2020,4,333916
benchmark,LTU,2020,5,764490
benchmark,LTU,2020,6,1291193
benchmark,LTU,2025,1,156222
benchmark,LTU,2025,2,22495
benchmark,LTU,2025,3,138213
benchmark,LTU,2025,4,302728
benchmark,LTU,2025,5,794404
benchmark,LTU,2025,6,1389698
benchmark,LTU,2030,1,12688
benchmark,LTU,2030,2,21786
benchmark,LTU,2030,3,114648
benchmark,LTU,2030,4,290123
benchmark,LTU,2030,5,824173
benchmark,LTU,2030,6,1485832
benchmark,LTU,2035,1,12970
benchmark,LTU,2035,2,22195
benchmark,LTU,2035,3,99769
benchmark,LTU,2035,4,262934
benchmark,LTU,2035,5,807394
benchmark,LTU,2035,6,1491236
benchmark,LTU,2040,1,14686
benchmark,LTU,2040,2,23188
benchmark,LTU,2040,3,92732
benchmark,LTU,2040,4,241005
benchmark,LTU,2040,5,787414
benchmark,LTU,2040,6,1491133
benchmark,LTU,2045,1,16274
benchmark,LTU,2045,2,25095
benchmark,LTU,2045,3,86891
benchmark,LTU,2045,4,220505
benchmark,LTU,2045,5,767018
benchmark,LTU,2045,6,1499079
benchmark,LTU,2050,1,17903
benchmark,LTU,2050,2,27141
benchmark,LTU,2050,3,83423
benchmark,LTU,2050,4,203459
benchmark,LTU,2050,5,741722
benchmark,LTU,2050,6,1514675
benchmark,LUX,2015,1,93576
benchmark,LUX,2015,2,4343
benchmark,LUX,2015,3,51056
benchmark,LUX,2015,4,81489
benchmark,LUX,2015,5,160914
benchmark,LUX,2015,6,117238
benchmark,LUX,2020,1,77667
benchmark,LUX,2020,2,10468
benchmark,LUX,2020,3,57003
benchmark,LUX,2020,4,94842
benchmark,LUX,2020,5,185869
benchmark,LUX,2020,6,150714
benchmark,LUX,2025,1,51624
benchmark,LUX,2025,2,14545
benchmark,LUX,2025,3,63400
benchmark,LUX,2025,4,98683
benchmark,LUX,2025,5,223563
benchmark,LUX,2025,6,183300
benchmark,LUX,2030,1,17911
benchmark,LUX,2030,2,18743
benchmark,LUX,2030,3,67977
benchmark,LUX,2030,4,108196
benchmark,LUX,2030,5,259336
benchmark,LUX,2030,6,225967
benchmark,LUX,2035,1,20083
benchmark,LUX,2035,2,22844
benchmark,LUX,2035,3,70101
benchmark,LUX,2035,4,111335
benchmark,LUX,2035,5,284204
benchmark,LUX,2035,6,260361
benchmark,LUX,2040,1,24928
benchmark,LUX,2040,2,27317
benchmark,LUX,2040,3,72328
benchmark,LUX,2040,4,114733
benchmark,LUX,2040,5,310022
benchmark,LUX,2040,6,301455
benchmark,LUX,2045,1,29634
benchmark,LUX,2045,2,33029
benchmark,LUX,2045,3,76232
benchmark,LUX,2045,4,119683
benchmark,LUX,2045,5,338237
benchmark,LUX,2045,6,350007
benchmark,LUX,2050,1,34542
benchmark,LUX,2050,2,39438
benchmark,LUX,2050,3,81734
benchmark,LUX,2050,4,126756
benchmark,LUX,2050,5,370658
benchmark,LUX,2050,6,405745
benchmark,LVA,2015,1,297730
benchmark,LVA,2015,2,17837
benchmark,LVA,2015,3,80339
benchmark,LVA,2015,4,324085
benchmark,LVA,2015,5,669807
benchmark,LVA,2015,6,588433
benchmark,LVA,2020,1,215443
benchmark,LVA,2020,2,17239
benchmark,LVA,2020,3,55264
benchmark,LVA,2020,4,296242
benchmark,LVA,2020,5,738792
benchmark,LVA,2020,6,621652
benchmark,LVA,2025,1,112074
benchmark,LVA,2025,2,17604
benchmark,LVA,2025,3,60830
benchmark,LVA,2025,4,280096
benchmark,LVA,2025,5,770120
benchmark,LVA,2025,6,664047
benchmark,LVA,2030,1,13138
benchmark,LVA,2030,2,18093
benchmark,LVA,2030,3,56667
benchmark,LVA,2030,4,261434
benchmark,LVA,2030,5,806204
benchmark,LVA,2030,6,714323
benchmark,LVA,2035,1,12398
benchmark,LVA,2035,2,19224
benchmark,LVA,2035,3,55121
benchmark,LVA,2035,4,236774
benchmark,LVA,2035,5,794354
benchmark,LVA,2035,6,723396
benchmark,LVA,2040,1,13993
benchmark,LVA,2040,2,20536
benchmark,LVA,2040,3,54715
benchmark,LVA,2040,4,217460
benchmark,LVA,2040,5,776291
benchmark,LVA,2040,6,735904
benchmark,LVA,2045,1,15387
benchmark,LVA,2045,2,22336
benchmark,LVA,2045,3,54336
benchmark,LVA,2045,4,200474
benchmark,LVA,2045,5,756114
benchmark,LVA,2045,6,754364
benchmark,LVA,2050,1,16778
benchmark,LVA,2050,2,24086
benchmark,LVA,2050,3,54977
benchmark,LVA,2050,4,187881
benchmark,LVA,2050,5,733680
benchmark,LVA,2050,6,773465
benchmark,MLT,2015,1,62401
benchmark,MLT,2015,2,7432
benchmark,MLT,2015,3,78292
benchmark,MLT,2015,4,140499
benchmark,MLT,2015,5,70976
benchmark,MLT,2015,6,75812
benchmark,MLT,2020,1,48831
benchmark,MLT,2020,2,10413
benchmark,MLT,2020,3,71425
benchmark,MLT,2020,4,153415
benchmark,MLT,2020,5,84798
benchmark,MLT,2020,6,96243
benchmark,MLT,2025,1,31993
benchmark,MLT,2025,2,11907
benchmark,MLT,2025,3,64934
benchmark,MLT,2025,4,148672
benchmark,MLT,2025,5,106187
benchmark,MLT,2025,6,121677
benchmark,MLT,2030,1,12952
benchmark,MLT,2030,2,13502
benchmark,MLT,2030,3,58798
benchmark,MLT,2030,4,150162
benchmark,MLT,2030,5,125879
benchmark,MLT,2030,6,145875
benchmark,MLT,2035,1,15252
benchmark,MLT,2035,2,15629
benchmark,MLT,2035,3,52348
benchmark,MLT,2035,4,142490
benchmark,MLT,2035,5,141378
benchmark,MLT,2035,6,164559
benchmark,MLT,2040,1,18270
benchmark,MLT,2040,2,18117
benchmark,MLT,2040,3,46045
benchmark,MLT,2040,4,135510
benchmark,MLT,2040,5,156713
benchmark,MLT,2040,6,185600
benchmark,MLT,2045,1,20976
benchmark,MLT,2045,2,21591
benchmark,MLT,2045,3,41220
benchmark,MLT,2045,4,129609
benchmark,MLT,2045,5,172360
benchmark,MLT,2045,6,209932
benchmark,MLT,2050,1,23803
benchmark,MLT,2050,2,25341
benchmark,MLT,2050,3,38201
benchmark,MLT,2050,4,124127
benchmark,MLT,2050,5,189801
benchmark,MLT,2050,6,237991
benchmark,NLD,2015,1,2825366
benchmark,NLD,2015,2,257302
benchmark,NLD,2015,3,1196463
benchmark,NLD,2015,4,3534415
benchmark,NLD,2015,5,4651004
benchmark,NLD,2015,6,4017007
benchmark,NLD,2020,1,1964184
benchmark,NLD,2020,2,249147
benchmark,NLD,2020,3,1127157
benchmark,NLD,2020,4,3360918
benchmark,NLD,2020,5,5245568
benchmark,NLD,2020,6,4895576
benchmark,NLD,2025,1,1085087
benchmark,NLD,2025,2,254092
benchmark,NLD,2025,3,1254038
benchmark,NLD,2025,4,3204955
benchmark,NLD,2025,5,5833902
benchmark,NLD,2025,6,5583339
benchmark,NLD,2030,1,190303
benchmark,NLD,2030,2,263078
benchmark,NLD,2030,3,1255446
benchmark,NLD,2030,4,3089513
benchmark,NLD,2030,5,6393580
benchmark,NLD,2030,6,6430622
benchmark,NLD,2035,1,197365
benchmark,NLD,2035,2,264111
benchmark,NLD,2035,3,1225316
benchmark,NLD,2035,4,2847079
benchmark,NLD,2035,5,6574440
benchmark,NLD,2035,6,6921132
benchmark,NLD,2040,1,224421
benchmark,NLD,2040,2,269147
benchmark,NLD,2040,3,1189058
benchmark,NLD,2040,4,2625207
benchmark,NLD,2040,5,6708443
benchmark,NLD,2040,6,7415527
benchmark,NLD,2045,1,248163
benchmark,NLD,2045,2,278857
benchmark,NLD,2045,3,1152246
benchmark,NLD,2045,4,2421818
benchmark,NLD,2045,5,6801969
benchmark,NLD,2045,6,7949318
benchmark,NLD,2050,1,269444
benchmark,NLD,2050,2,293683
benchmark,NLD,2050,3,1125339
benchmark,NLD,2050,4,2244859
benchmark,NLD,2050,5,6885112
benchmark,NLD,2050,6,8515262
benchmark,POL,2015,1,5701987
benchmark,POL,2015,2,379074
benchmark,POL,2015,3,5612105
benchmark,POL,2015,4,1532163
benchmark,POL,2015,5,17101318
benchmark,POL,2015,6,6697403
benchmark,POL,2020,1,3864745
benchmark,POL,2020,2,258952
benchmark,POL,2020,3,4334716
benchmark,POL,2020,4,1633532
benchmark,POL,2020,5,17966426
benchmark,POL,2020,6,8539564
benchmark,POL,2025,1,1894918
benchmark,POL,2025,2,180398
benchmark,POL,2025,3,3865496
benchmark,POL,2025,4,1891082
benchmark,POL,2025,5,18362658
benchmark,POL,2025,6,9834273
benchmark,POL,2030,1,22694
benchmark,POL,2030,2,125886
benchmark,POL,2030,3,3195050
benchmark,POL,2030,4,1959157
benchmark,POL,2030,5,18786622
benchmark,POL,2030,6,11218798
benchmark,POL,2035,1,15647
benchmark,POL,2035,2,90445
benchmark,POL,2035,3,2567848
benchmark,POL,2035,4,1879069
benchmark,POL,2035,5,18089444
benchmark,POL,2035,6,11827099
benchmark,POL,2040,1,18069
benchmark,POL,2040,2,70689
benchmark,POL,2040,3,2044581
benchmark,POL,2040,4,1734714
benchmark,POL,2040,5,17277122
benchmark,POL,2040,6,12402014
benchmark,POL,2045,1,20051
benchmark,POL,2045,2,59669
benchmark,POL,2045,3,1617267
benchmark,POL,2045,4,1586210
benchmark,POL,2045,5,16308790
benchmark,POL,2045,6,12968005
benchmark,POL,2050,1,21998
benchmark,POL,2050,2,52759
benchmark,POL,2050,3,1296503
benchmark,POL,2050,4,1472936
benchmark,POL,2050,5,15209119
benchmark,POL,2050,6,13475648
benchmark,PRT,2015,1,1517653
benchmark,PRT,2015,2,951748
benchmark,PRT,2015,3,3521360
benchmark,PRT,2015,4,1648950
benchmark,PRT,2015,5,1369448
benchmark,PRT,2015,6,1324863
benchmark,PRT,2020,1,1037889
benchmark,PRT,2020,2,777447
benchmark,PRT,2020,3,3134271
benchmark,PRT,2020,4,1772771
benchmark,PRT,2020,5,1750313
benchmark,PRT,2020,6,1735053
benchmark,PRT,2025,1,574425
benchmark,PRT,2025,2,654362
benchmark,PRT,2025,3,2896672
benchmark,PRT,2025,4,1809315
benchmark,PRT,2025,5,2044144
benchmark,PRT,2025,6,2071551
benchmark,PRT,2030,1,149029
benchmark,PRT,2030,2,544868
benchmark,PRT,2030,3,2609345
benchmark,PRT,2030,4,1831633
benchmark,PRT,2030,5,2337522
benchmark,PRT,2030,6,2451601
benchmark,PRT,2035,1,157425
benchmark,PRT,2035,2,453674
benchmark,PRT,2035,3,2289539
benchmark,PRT,2035,4,1755539
benchmark,PRT,2035,5,2493159
benchmark,PRT,2035,6,2683718
benchmark,PRT,2040,1,174039
benchmark,PRT,2040,2,390915
benchmark,PRT,2040,3,1994297
benchmark,PRT,2040,4,1674286
benchmark,PRT,2040,5,2627400
benchmark,PRT,2040,6,2913311
benchmark,PRT,2045,1,188518
benchmark,PRT,2045,2,354600
benchmark,PRT,2045,3,1723655
benchmark,PRT,2045,4,1608076
benchmark,PRT,2045,5,2736904
benchmark,PRT,2045,6,3137249
benchmark,PRT,2050,1,200924
benchmark,PRT,2050,2,336583
benchmark,PRT,2050,3,1482310
benchmark,PRT,2050,4,1553413
benchmark,PRT,2050,5,2841960
benchmark,PRT,2050,6,3351240
benchmark,ROU,2015,1,3073963
benchmark,ROU,2015,2,336491
benchmark,ROU,2015,3,1780726
benchmark,ROU,2015,4,4763727
benchmark,ROU,2015,5,6772899
benchmark,ROU,2015,6,3114729
benchmark,ROU,2020,1,1992456
benchmark,ROU,2020,2,245500
benchmark,ROU,2020,3,1339529
benchmark,ROU,2020,4,4483561
benchmark,ROU,2020,5,7390243
benchmark,ROU,2020,6,3798398
benchmark,ROU,2025,1,956002
benchmark,ROU,2025,2,189130
benchmark,ROU,2025,3,1036719
benchmark,ROU,2025,4,4332800
benchmark,ROU,2025,5,7775000
benchmark,ROU,2025,6,4357550
benchmark,ROU,2030,1,71277
benchmark,ROU,2030,2,153812
benchmark,ROU,2030,3,788723
benchmark,ROU,2030,4,4008895
benchmark,ROU,2030,5,8131472
benchmark,ROU,2030,6,4938063
benchmark,ROU,2035,1,71367
benchmark,ROU,2035,2,119687
benchmark,ROU,2035,3,589241
benchmark,ROU,2035,4,3540610
benchmark,ROU,2035,5,8031515
benchmark,ROU,2035,6,5201965
benchmark,ROU,2040,1,71979
benchmark,ROU,2040,2,100911
benchmark,ROU,2040,3,456277
benchmark,ROU,2040,4,3094990
benchmark,ROU,2040,5,7867381
benchmark,ROU,2040,6,5408525
benchmark,ROU,2045,1,70478
benchmark,ROU,2045,2,88645
benchmark,ROU,2045,3,370267
benchmark,ROU,2045,4,2691715
benchmark,ROU,2045,5,7608418
benchmark,ROU,2045,6,5593102
benchmark,ROU,2050,1,68884
benchmark,ROU,2050,2,78455
benchmark,ROU,2050,3,314439
benchmark,ROU,2050,4,2339974
benchmark,ROU,2050,5,7280934
benchmark,ROU,2050,6,5741158
benchmark,SVK,2015,1,841596
benchmark,SVK,2015,2,10466
benchmark,SVK,2015,3,18866
benchmark,SVK,2015,4,824930
benchmark,SVK,2015,5,2756029
benchmark,SVK,2015,6,848716
benchmark,SVK,2020,1,579188
benchmark,SVK,2020,2,12651
benchmark,SVK,2020,3,37617
benchmark,SVK,2020,4,712310
benchmark,SVK,2020,5,2942186
benchmark,SVK,2020,6,1040705
benchmark,SVK,2025,1,308924
benchmark,SVK,2025,2,14108
benchmark,SVK,2025,3,33476
benchmark,SVK,2025,4,675065
benchmark,SVK,2025,5,3087127
benchmark,SVK,2025,6,1189042
benchmark,SVK,2030,1,30687
benchmark,SVK,2030,2,15254
benchmark,SVK,2030,3,34991
benchmark,SVK,2030,4,623934
benchmark,SVK,2030,5,3204711
benchmark,SVK,2030,6,1350980
benchmark,SVK,2035,1,34280
benchmark,SVK,2035,2,16464
benchmark,SVK,2035,3,35144
benchmark,SVK,2035,4,546030
benchmark,SVK,2035,5,3130607
benchmark,SVK,2035,6,1429280
benchmark,SVK,2040,1,38356
benchmark,SVK,2040,2,17816
benchmark,SVK,2040,3,34888
benchmark,SVK,2040,4,476121
benchmark,SVK,2040,5,3036102
benchmark,SVK,2040,6,1509495
benchmark,SVK,2045,1,41355
benchmark,SVK,2045,2,19859
benchmark,SVK,2045,3,35741
benchmark,SVK,2045,4,412572
benchmark,SVK,2045,5,2926618
benchmark,SVK,2045,6,1595146
benchmark,SVK,2050,1,44335
benchmark,SVK,2050,2,21959
benchmark,SVK,2050,3,37195
benchmark,SVK,2050,4,363068
benchmark,SVK,2050,5,2803864
benchmark,SVK,2050,6,1678007
benchmark,SVN,2015,1,302868
benchmark,SVN,2015,2,9533
benchmark,SVN,2015,3,83338
benchmark,SVN,2015,4,407335
benchmark,SVN,2015,5,899492
benchmark,SVN,2015,6,339483
benchmark,SVN,2020,1,223163
benchmark,SVN,2020,2,12768
benchmark,SVN,2020,3,73674
benchmark,SVN,2020,4,368098
benchmark,SVN,2020,5,961247
benchmark,SVN,2020,6,441635
benchmark,SVN,2025,1,122743
benchmark,SVN,2025,2,14201
benchmark,SVN,2025,3,62847
benchmark,SVN,2025,4,369519
benchmark,SVN,2025,5,1021163
benchmark,SVN,2025,6,500925
benchmark,SVN,2030,1,13447
benchmark,SVN,2030,2,15426
benchmark,SVN,2030,3,53977
benchmark,SVN,2030,4,350069
benchmark,SVN,2030,5,1085120
benchmark,SVN,2030,6,575749
benchmark,SVN,2035,1,13805
benchmark,SVN,2035,2,16865
benchmark,SVN,2035,3,46637
benchmark,SVN,2035,4,314179
benchmark,SVN,2035,5,1086711
benchmark,SVN,2035,6,616518
benchmark,SVN,2040,1,16048
benchmark,SVN,2040,2,18540
benchmark,SVN,2040,3,41656
benchmark,SVN,2040,4,277477
benchmark,SVN,2040,5,1080882
benchmark,SVN,2040,6,664804
benchmark,SVN,2045,1,18160
benchmark,SVN,2045,2,21124
benchmark,SVN,2045,3,39302
benchmark,SVN,2045,4,246040
benchmark,SVN,2045,5,1066554
benchmark,SVN,2045,6,719982
benchmark,SVN,2050,1,20430
benchmark,SVN,2050,2,23865
benchmark,SVN,2050,3,38540
benchmark,SVN,2050,4,222462
benchmark,SVN,2050,5,1046512
benchmark,SVN,2050,6,776604
benchmark,SWE,2015,1,1682180
benchmark,SWE,2015,2,38959
benchmark,SWE,2015,3,854358
benchmark,SWE,2015,4,1183598
benchmark,SWE,2015,5,3188426
benchmark,SWE,2015,6,2421160
benchmark,SWE,2020,1,1272895
benchmark,SWE,2020,2,52361
benchmark,SWE,2020,3,709654
benchmark,SWE,2020,4,1267120
benchmark,SWE,2020,5,3380797
benchmark,SWE,2020,6,3002186
benchmark,SWE,2025,1,743345
benchmark,SWE,2025,2,78805
benchmark,SWE,2025,3,589066
benchmark,SWE,2025,4,1453322
benchmark,SWE,2025,5,3670789
benchmark,SWE,2025,6,3480337
benchmark,SWE,2030,1,151451
benchmark,SWE,2030,2,110218
benchmark,SWE,2030,3,505096
benchmark,SWE,2030,4,1537124
benchmark,SWE,2030,5,3982410
benchmark,SWE,2030,6,4071034
benchmark,SWE,2035,1,163229
benchmark,SWE,2035,2,139724
benchmark,SWE,2035,3,424240
benchmark,SWE,2035,4,1518089
benchmark,SWE,2035,5,4070383
benchmark,SWE,2035,6,4421004
benchmark,SWE,2040,1,194448
benchmark,SWE,2040,2,171327
benchmark,SWE,2040,3,370772
benchmark,SWE,2040,4,1486881
benchmark,SWE,2040,5,4153203
benchmark,SWE,2040,6,4821366
benchmark,SWE,2045,1,223112
benchmark,SWE,2045,2,207219
benchmark,SWE,2045,3,350187
benchmark,SWE,2045,4,1456241
benchmark,SWE,2045,5,4236643
benchmark,SWE,2045,6,5296940
benchmark,SWE,2050,1,249893
benchmark,SWE,2050,2,248823
benchmark,SWE,2050,3,354028
benchmark,SWE,2050,4,1453029
benchmark,SWE,2050,5,4331090
benchmark,SWE,2050,6,5823121
igc,AUT,2015,1,1226494
igc,AUT,2015,2,30289
igc,AUT,2015,3,570983
igc,AUT,2015,4,1362863
igc,AUT,2015,5,3458357
igc,AUT,2015,6,1844569
igc,AUT,2020,1,877985
igc,AUT,2020,2,32362
igc,AUT,2020,3,470473
igc,AUT,2020,4,1303472
igc,AUT,2020,5,3758644
igc,AUT,2020,6,2184721
igc,AUT,2025,1,483976
igc,AUT,2025,2,36174
igc,AUT,2025,3,400580
igc,AUT,2025,4,1359508
igc,AUT,2025,5,3932910
igc,AUT,2025,6,2490945
igc,AUT,2030,1,58031
igc,AUT,2030,2,39539
igc,AUT,2030,3,333908
igc,AUT,2030,4,1360401
igc,AUT,2030,5,4110647
igc,AUT,2030,6,2834806
igc,AUT,2035,1,48932
igc,AUT,2035,2,40823
igc,AUT,2035,3,271638
igc,AUT,2035,4,1277749
igc,AUT,2035,5,4068941
igc,AUT,2035,6,3026687
igc,AUT,2040,1,52194
igc,AUT,2040,2,41959
igc,AUT,2040,3,225273
igc,AUT,2040,4,1174304
igc,AUT,2040,5,3991144
igc,AUT,2040,6,3231547
igc,AUT,2045,1,53748
igc,AUT,2045,2,43590
igc,AUT,2045,3,195657
igc,AUT,2045,4,1070621
igc,AUT,2045,5,3882968
igc,AUT,2045,6,3447433
igc,AUT,2050,1,54160
igc,AUT,2050,2,44746
igc,AUT,2050,3,176371
igc,AUT,2050,4,972362
igc,AUT,2050,5,3747235
igc,AUT,2050,6,3661994
igc,BEL,2015,1,1912702
igc,BEL,2015,2,234283
igc,BEL,2015,3,1039957
igc,BEL,2015,4,2245871
igc,BEL,2015,5,2662796
igc,BEL,2015,6,2623791
igc,BEL,2020,1,1427083
igc,BEL,2020,2,212304
igc,BEL,2020,3,922863
igc,BEL,2020,4,2354725
igc,BEL,2020,5,3180945
igc,BEL,2020,6,2958528
igc,BEL,2025,1,810174
igc,BEL,2025,2,201270
igc,BEL,2025,3,847453
igc,BEL,2025,4,2276161
igc,BEL,2025,5,3754073
igc,BEL,2025,6,3464565
igc,BEL,2030,1,146855
igc,BEL,2030,2,194843
igc,BEL,2030,3,773515
igc,BEL,2030,4,2258565
igc,BEL,2030,5,4210791
igc,BEL,2030,6,4043052
igc,BEL,2035,1,134786
igc,BEL,2035,2,183859
igc,BEL,2035,3,690355
igc,BEL,2035,4,2109504
igc,BEL,2035,5,4446203
igc,BEL,2035,6,4334466
igc,BEL,2040,1,138416
igc,BEL,2040,2,174219
igc,BEL,2040,3,614258
igc,BEL,2040,4,1949590
igc,BEL,2040,5,4611848
igc,BEL,2040,6,4688763
igc,BEL,2045,1,137834
igc,BEL,2045,2,167887
igc,BEL,2045,3,550844
igc,BEL,2045,4,1780326
igc,BEL,2045,5,4742434
igc,BEL,2045,6,5081466
igc,BEL,2050,1,133159
igc,BEL,2050,2,160841
igc,BEL,2050,3,497798
igc,BEL,2050,4,1626521
igc,BEL,2050,5,4824350
igc,BEL,2050,6,5474922
igc,BGR,2015,1,998209
igc,BGR,2015,2,148504
igc,BGR,2015,3,347754
igc,BGR,2015,4,1507311
igc,BGR,2015,5,2786192
igc,BGR,2015,6,1407777
igc,BGR,2020,1,685023
igc,BGR,2020,2,112953
igc,BGR,2020,3,260422
igc,BGR,2020,4,1337309
igc,BGR,2020,5,2864118
igc,BGR,2020,6,1596308
igc,BGR,2025,1,348774
igc,BGR,2025,2,110334
igc,BGR,2025,3,247712
igc,BGR,2025,4,1208437
igc,BGR,2025,5,2916058
igc,BGR,2025,6,1682430
igc,BGR,2030,1,35903
igc,BGR,2030,2,104340
igc,BGR,2030,3,227230
igc,BGR,2030,4,1071422
igc,BGR,2030,5,2959597
igc,BGR,2030,6,1789345
igc,BGR,2035,1,36502
igc,BGR,2035,2,94113
igc,BGR,2035,3,205068
igc,BGR,2035,4,909317
igc,BGR,2035,5,2848228
igc,BGR,2035,6,1795723
igc,BGR,2040,1,36155
igc,BGR,2040,2,87873
igc,BGR,2040,3,189044
igc,BGR,2040,4,765435
igc,BGR,2040,5,2733442
igc,BGR,2040,6,1807637
igc,BGR,2045,1,35184
igc,BGR,2045,2,82489
igc,BGR,2045,3,174576
igc,BGR,2045,4,652180
igc,BGR,2045,5,2601649
igc,BGR,2045,6,1831754
igc,BGR,2050,1,34113
igc,BGR,2050,2,77338
igc,BGR,2050,3,161908
igc,BGR,2050,4,564661
igc,BGR,2050,5,2463778
igc,BGR,2050,6,1853196
igc,CYP,2015,1,138932
igc,CYP,2015,2,34186
igc,CYP,2015,3,108055
igc,CYP,2015,4,97065
igc,CYP,2015,5,234829
igc,CYP,2015,6,217508
igc,CYP,2020,1,106826
igc,CYP,2020,2,30543
igc,CYP,2020,3,99949
igc,CYP,2020,4,106611
igc,CYP,2020,5,263487
igc,CYP,2020,6,274535
igc,CYP,2025,1,64157
igc,CYP,2025,2,27154
igc,CYP,2025,3,92343
igc,CYP,2025,4,105329
igc,CYP,2025,5,301614
igc,CYP,2025,6,326685
igc,CYP,2030,1,15192
igc,CYP,2030,2,24197
igc,CYP,2030,3,83725
igc,CYP,2030,4,110227
igc,CYP,2030,5,333808
igc,CYP,2030,6,380466
igc,CYP,2035,1,14698
igc,CYP,2035,2,22012
igc,CYP,2035,3,73772
igc,CYP,2035,4,106584
igc,CYP,2035,5,347713
igc,CYP,2035,6,410751
igc,CYP,2040,1,16050
igc,CYP,2040,2,20506
igc,CYP,2040,3,63976
igc,CYP,2040,4,101463
igc,CYP,2040,5,355973
igc,CYP,2040,6,444074
igc,CYP,2045,1,16755
igc,CYP,2045,2,20173
igc,CYP,2045,3,55605
igc,CYP,2045,4,95946
igc,CYP,2045,5,360689
igc,CYP,2045,6,480229
igc,CYP,2050,1,17390
igc,CYP,2050,2,19994
igc,CYP,2050,3,48371
igc,CYP,2050,4,91009
igc,CYP,2050,5,362083
igc,CYP,2050,6,516546
igc,CZE,2015,1,1601404
igc,CZE,2015,2,42358
igc,CZE,2015,3,48622
igc,CZE,2015,4,1503153
igc,CZE,2015,5,5508317
igc,CZE,2015,6,1559398
igc,CZE,2020,1,1152279
igc,CZE,2020,2,40894
igc,CZE,2020,3,58408
igc,CZE,2020,4,1346697
igc,CZE,2020,5,5822566
igc,CZE,2020,6,1846309
igc,CZE,2025,1,581705
igc,CZE,2025,2,41779
igc,CZE,2025,3,64639
igc,CZE,2025,4,1404382
igc,CZE,2025,5,6016162
igc,CZE,2025,6,2078939
igc,CZE,2030,1,24534
igc,CZE,2030,2,40821
igc,CZE,2030,3,64236
igc,CZE,2030,4,1303527
igc,CZE,2030,5,6249986
igc,CZE,2030,6,2357663
igc,CZE,2035,1,20331
igc,CZE,2035,2,37774
igc,CZE,2035,3,59084
igc,CZE,2035,4,1133854
igc,CZE,2035,5,6097374
igc,CZE,2035,6,2510333
igc,CZE,2040,1,21125
igc,CZE,2040,2,35273
igc,CZE,2040,3,54172
igc,CZE,2040,4,976447
igc,CZE,2040,5,5925207
igc,CZE,2040,6,2672403
igc,CZE,2045,1,21550
igc,CZE,2045,2,33386
igc,CZE,2045,3,50945
igc,CZE,2045,4,839374
igc,CZE,2045,5,5737141
igc,CZE,2045,6,2848556
igc,CZE,2050,1,22137
igc,CZE,2050,2,31296
igc,CZE,2050,3,48457
igc,CZE,2050,4,744892
igc,CZE,2050,5,5517349
igc,CZE,2050,6,3015549
igc,DEU,2015,1,11186081
igc,DEU,2015,2,260805
igc,DEU,2015,3,5240054
igc,DEU,2015,4,11783728
igc,DEU,2015,5,29819093
igc,DEU,2015,6,20133597
igc,DEU,2020,1,7462996
igc,DEU,2020,2,223287
igc,DEU,2020,3,3528977
igc,DEU,2020,4,11491052
igc,DEU,2020,5,31754495
igc,DEU,2020,6,23732162
igc,DEU,2025,1,3831166
igc,DEU,2025,2,203005
igc,DEU,2025,3,4052641
igc,DEU,2025,4,10869495
igc,DEU,2025,5,32674872
igc,DEU,2025,6,26033134
igc,DEU,2030,1,246558
igc,DEU,2030,2,194108
igc,DEU,2030,3,3830297
igc,DEU,2030,4,10118469
igc,DEU,2030,5,33441193
igc,DEU,2030,6,29091576
igc,DEU,2035,1,174163
igc,DEU,2035,2,181840
igc,DEU,2035,3,3502452
igc,DEU,2035,4,9071200
igc,DEU,2035,5,32515242
igc,DEU,2035,6,30588424
igc,DEU,2040,1,181932
igc,DEU,2040,2,174777
igc,DEU,2040,3,3230006
igc,DEU,2040,4,8159506
igc,DEU,2040,5,31377510
igc,DEU,2040,6,31905896
igc,DEU,2045,1,184182
igc,DEU,2045,2,173004
igc,DEU,2045,3,2997956
igc,DEU,2045,4,7375924
igc,DEU,2045,5,30077174
igc,DEU,2045,6,33146452
igc,DEU,2050,1,182252
igc,DEU,2050,2,171718
igc,DEU,2050,3,2761587
igc,DEU,2050,4,6662497
igc,DEU,2050,5,28646959
igc,DEU,2050,6,34286819
igc,DNK,2015,1,961815
igc,DNK,2015,2,11735
igc,DNK,2015,3,48045
igc,DNK,2015,4,1482568
igc,DNK,2015,5,1762672
igc,DNK,2015,6,1143274
