scenario,dest,year,sex,nativity,pop
rise-of-the-east,LVA,2030,f,native,846464
rise-of-the-east,LVA,2030,f,non-eu,142458
rise-of-the-east,LVA,2030,m,eu,12168
rise-of-the-east,LVA,2030,m,native,754745
rise-of-the-east,LVA,2030,m,non-eu,110322
rise-of-the-east,LVA,2035,f,eu,14023
rise-of-the-east,LVA,2035,f,native,826171
rise-of-the-east,LVA,2035,f,non-eu,147464
rise-of-the-east,LVA,2035,m,eu,12164
rise-of-the-east,LVA,2035,m,native,739364
rise-of-the-east,LVA,2035,m,non-eu,122819
rise-of-the-east,LVA,2040,f,eu,13611
rise-of-the-east,LVA,2040,f,native,807829
rise-of-the-east,LVA,2040,f,non-eu,151658
rise-of-the-east,LVA,2040,m,eu,12095
rise-of-the-east,LVA,2040,m,native,725085
rise-of-the-east,LVA,2040,m,non-eu,135279
rise-of-the-east,LVA,2045,f,eu,13419
rise-of-the-east,LVA,2045,f,native,790733
rise-of-the-east,LVA,2045,f,non-eu,155196
rise-of-the-east,LVA,2045,m,eu,12155
rise-of-the-east,LVA,2045,m,native,711546
rise-of-the-east,LVA,2045,m,non-eu,147766
rise-of-the-east,LVA,2050,f,eu,13169
rise-of-the-east,LVA,2050,f,native,773166
rise-of-the-east,LVA,2050,f,non-eu,158087
rise-of-the-east,LVA,2050,m,eu,12132
rise-of-the-east,LVA,2050,m,native,697573
rise-of-the-east,LVA,2050,m,non-eu,160005
rise-of-the-east,MLT,2020,f,eu,13504
rise-of-the-east,MLT,2020,f,native,192746
rise-of-the-east,MLT,2020,f,non-eu,26047
rise-of-the-east,MLT,2020,m,eu,14457
rise-of-the-east,MLT,2020,m,native,190426
rise-of-the-east,MLT,2020,m,non-eu,27945
rise-of-the-east,MLT,2025,f,eu,14511
rise-of-the-east,MLT,2025,f,native,193974
rise-of-the-east,MLT,2025,f,non-eu,35443
rise-of-the-east,MLT,2025,m,eu,15421
rise-of-the-east,MLT,2025,m,native,190510
rise-of-the-east,MLT,2025,m,non-eu,39156
rise-of-the-east,MLT,2030,f,eu,15230
rise-of-the-east,MLT,2030,f,native,193951
rise-of-the-east,MLT,2030,f,non-eu,46909
rise-of-the-east,MLT,2030,m,eu,16177
rise-of-the-east,MLT,2030,m,native,189725
rise-of-the-east,MLT,2030,m,non-eu,53644
rise-of-the-east,MLT,2035,f,eu,15842
rise-of-the-east,MLT,2035,f,native,193062
rise-of-the-east,MLT,2035,f,non-eu,60797
rise-of-the-east,MLT,2035,m,eu,16861
rise-of-the-east,MLT,2035,m,native,188377
rise-of-the-east,MLT,2035,m,non-eu,72067
rise-of-the-east,MLT,2040,f,eu,16236
rise-of-the-east,MLT,2040,f,native,191859
rise-of-the-east,MLT,2040,f,non-eu,76943
rise-of-the-east,MLT,2040,m,eu,17444
rise-of-the-east,MLT,2040,m,native,187080
rise-of-the-east,MLT,2040,m,non-eu,94425
rise-of-the-east,MLT,2045,f,eu,16584
rise-of-the-east,MLT,2045,f,native,191027
rise-of-the-east,MLT,2045,f,non-eu,95416
rise-of-the-east,MLT,2045,m,eu,17987
rise-of-the-east,MLT,2045,m,native,186618
rise-of-the-east,MLT,2045,m,non-eu,120654
rise-of-the-east,MLT,2050,f,eu,16736
rise-of-the-east,MLT,2050,f,native,191264
rise-of-the-east,MLT,2050,f,non-eu,115787
rise-of-the-east,MLT,2050,m,eu,18429
rise-of-the-east,MLT,2050,m,native,187747
rise-of-the-east,MLT,2050,m,non-eu,150148
rise-of-the-east,NLD,2020,f,eu,265761
rise-of-the-east,NLD,2020,f,native,7471003
rise-of-the-east,NLD,2020,f,non-eu,740485
rise-of-the-east,NLD,2020,m,eu,237704
rise-of-the-east,NLD,2020,m,native,7439879
rise-of-the-east,NLD,2020,m,non-eu,687718
rise-of-the-east,NLD,2025,f,eu,259925
rise-of-the-east,NLD,2025,f,native,7512970
rise-of-the-east,NLD,2025,f,non-eu,848387
rise-of-the-east,NLD,2025,m,eu,239459
rise-of-the-east,NLD,2025,m,native,7564109
rise-of-the-east,NLD,2025,m,non-eu,789138
rise-of-the-east,NLD,2030,f,eu,251782
rise-of-the-east,NLD,2030,f,native,7579094
rise-of-the-east,NLD,2030,f,non-eu,973862
rise-of-the-east,NLD,2030,m,eu,237277
rise-of-the-east,NLD,2030,m,native,7673092
rise-of-the-east,NLD,2030,m,non-eu,909963
rise-of-the-east,NLD,2035,f,eu,241266
rise-of-the-east,NLD,2035,f,native,7649572
rise-of-the-east,NLD,2035,f,non-eu,1110291
rise-of-the-east,NLD,2035,m,eu,231450
rise-of-the-east,NLD,2035,m,native,7754670
rise-of-the-east,NLD,2035,m,non-eu,1045049
rise-of-the-east,NLD,2040,f,eu,229327
rise-of-the-east,NLD,2040,f,native,7714611
rise-of-the-east,NLD,2040,f,non-eu,1243180
rise-of-the-east,NLD,2040,m,eu,223187
rise-of-the-east,NLD,2040,m,native,7811599
rise-of-the-east,NLD,2040,m,non-eu,1179701
rise-of-the-east,NLD,2045,f,eu,216259
rise-of-the-east,NLD,2045,f,native,7774475
rise-of-the-east,NLD,2045,f,non-eu,1373371
rise-of-the-east,NLD,2045,m,eu,213017
rise-of-the-east,NLD,2045,m,native,7852410
rise-of-the-east,NLD,2045,m,non-eu,1313809
rise-of-the-east,NLD,2050,f,eu,202438
rise-of-the-east,NLD,2050,f,native,7838570
rise-of-the-east,NLD,2050,f,non-eu,1500774
rise-of-the-east,NLD,2050,m,eu,201331
rise-of-the-east,NLD,2050,m,native,7896244
rise-of-the-east,NLD,2050,m,non-eu,1446370
rise-of-the-east,POL,2020,f,eu,96278
rise-of-the-east,POL,2020,f,native,18610345
rise-of-the-east,POL,2020,f,non-eu,216417
rise-of-the-east,POL,2020,m,eu,83283
rise-of-the-east,POL,2020,m,native,17432824
rise-of-the-east,POL,2020,m,non-eu,158788
rise-of-the-east,POL,2025,f,eu,83336
rise-of-the-east,POL,2025,f,native,18383485
rise-of-the-east,POL,2025,f,non-eu,206344
rise-of-the-east,POL,2025,m,eu,74670
rise-of-the-east,POL,2025,m,native,17128703
rise-of-the-east,POL,2025,m,non-eu,167434
rise-of-the-east,POL,2030,f,eu,72649
rise-of-the-east,POL,2030,f,native,18066786
rise-of-the-east,POL,2030,f,non-eu,213034
rise-of-the-east,POL,2030,m,eu,67300
rise-of-the-east,POL,2030,m,native,16738398
rise-of-the-east,POL,2030,m,non-eu,187963
rise-of-the-east,POL,2035,f,eu,63943
rise-of-the-east,POL,2035,f,native,17682496
rise-of-the-east,POL,2035,f,non-eu,225816
rise-of-the-east,POL,2035,m,eu,61358
rise-of-the-east,POL,2035,m,native,16300444
rise-of-the-east,POL,2035,m,non-eu,212387
rise-of-the-east,POL,2040,f,eu,56974
rise-of-the-east,POL,2040,f,native,17233471
rise-of-the-east,POL,2040,f,non-eu,238863
rise-of-the-east,POL,2040,m,eu,56556
rise-of-the-east,POL,2040,m,native,15833547
rise-of-the-east,POL,2040,m,non-eu,235671
rise-of-the-east,POL,2045,f,eu,51901
rise-of-the-east,POL,2045,f,native,16728146
rise-of-the-east,POL,2045,f,non-eu,251484
rise-of-the-east,POL,2045,m,eu,52834
rise-of-the-east,POL,2045,m,native,15348135
rise-of-the-east,POL,2045,m,non-eu,257298
rise-of-the-east,POL,2050,f,eu,48164
rise-of-the-east,POL,2050,f,native,16186702
rise-of-the-east,POL,2050,f,non-eu,262248
rise-of-the-east,POL,2050,m,eu,49669
rise-of-the-east,POL,2050,m,native,14847365
rise-of-the-east,POL,2050,m,non-eu,276017
rise-of-the-east,PRT,2020,f,eu,107904
rise-of-the-east,PRT,2020,f,native,4865688
rise-of-the-east,PRT,2020,f,non-eu,393996
rise-of-the-east,PRT,2020,m,eu,91275
rise-of-the-east,PRT,2020,m,native,4414137
rise-of-the-east,PRT,2020,m,non-eu,334744
rise-of-the-east,PRT,2025,f,eu,107885
rise-of-the-east,PRT,2025,f,native,4735218
rise-of-the-east,PRT,2025,f,non-eu,450977
rise-of-the-east,PRT,2025,m,eu,89788
rise-of-the-east,PRT,2025,m,native,4286165
rise-of-the-east,PRT,2025,m,non-eu,394778
rise-of-the-east,PRT,2030,f,eu,106746
rise-of-the-east,PRT,2030,f,native,4605354
rise-of-the-east,PRT,2030,f,non-eu,524358
rise-of-the-east,PRT,2030,m,eu,87384
rise-of-the-east,PRT,2030,m,native,4160170
rise-of-the-east,PRT,2030,m,non-eu,470609
rise-of-the-east,PRT,2035,f,eu,104627
rise-of-the-east,PRT,2035,f,native,4480917
rise-of-the-east,PRT,2035,f,non-eu,614324
rise-of-the-east,PRT,2035,m,eu,84342
rise-of-the-east,PRT,2035,m,native,4041371
rise-of-the-east,PRT,2035,m,non-eu,561896
rise-of-the-east,PRT,2040,f,eu,101656
rise-of-the-east,PRT,2040,f,native,4354054
rise-of-the-east,PRT,2040,f,non-eu,711295
rise-of-the-east,PRT,2040,m,eu,80802
rise-of-the-east,PRT,2040,m,native,3922571
rise-of-the-east,PRT,2040,m,non-eu,659508
rise-of-the-east,PRT,2045,f,eu,98034
rise-of-the-east,PRT,2045,f,native,4219809
rise-of-the-east,PRT,2045,f,non-eu,810324
rise-of-the-east,PRT,2045,m,eu,77062
rise-of-the-east,PRT,2045,m,native,3801631
rise-of-the-east,PRT,2045,m,non-eu,758953
rise-of-the-east,PRT,2050,f,eu,93880
rise-of-the-east,PRT,2050,f,native,4078646
rise-of-the-east,PRT,2050,f,non-eu,907562
rise-of-the-east,PRT,2050,m,eu,73152
rise-of-the-east,PRT,2050,m,native,3680414
rise-of-the-east,PRT,2050,m,non-eu,856752
rise-of-the-east,ROU,2020,f,eu,54529
rise-of-the-east,ROU,2020,f,native,9723412
rise-of-the-east,ROU,2020,f,non-eu,89535
rise-of-the-east,ROU,2020,m,eu,57884
rise-of-the-east,ROU,2020,m,native,9227001
rise-of-the-east,ROU,2020,m,non-eu,97326
rise-of-the-east,ROU,2025,f,eu,54922
rise-of-the-east,ROU,2025,f,native,9440694
rise-of-the-east,ROU,2025,f,non-eu,99395
rise-of-the-east,ROU,2025,m,eu,57283
rise-of-the-east,ROU,2025,m,native,8892388
rise-of-the-east,ROU,2025,m,non-eu,109331
rise-of-the-east,ROU,2030,f,eu,54626
rise-of-the-east,ROU,2030,f,native,9168773
rise-of-the-east,ROU,2030,f,non-eu,109736
rise-of-the-east,ROU,2030,m,eu,56168
rise-of-the-east,ROU,2030,m,native,8589648
rise-of-the-east,ROU,2030,m,non-eu,122065
rise-of-the-east,ROU,2035,f,eu,54093
rise-of-the-east,ROU,2035,f,native,8910486
rise-of-the-east,ROU,2035,f,non-eu,119893
rise-of-the-east,ROU,2035,m,eu,54917
rise-of-the-east,ROU,2035,m,native,8307853
rise-of-the-east,ROU,2035,m,non-eu,134213
rise-of-the-east,ROU,2040,f,eu,52988
rise-of-the-east,ROU,2040,f,native,8635895
rise-of-the-east,ROU,2040,f,non-eu,128226
rise-of-the-east,ROU,2040,m,eu,53132
rise-of-the-east,ROU,2040,m,native,8020661
rise-of-the-east,ROU,2040,m,non-eu,144031
rise-of-the-east,ROU,2045,f,eu,51562
rise-of-the-east,ROU,2045,f,native,8341517
rise-of-the-east,ROU,2045,f,non-eu,135612
rise-of-the-east,ROU,2045,m,eu,51070
rise-of-the-east,ROU,2045,m,native,7723327
rise-of-the-east,ROU,2045,m,non-eu,152561
rise-of-the-east,ROU,2050,f,eu,49350
rise-of-the-east,ROU,2050,f,native,8032493
rise-of-the-east,ROU,2050,f,non-eu,142011
rise-of-the-east,ROU,2050,m,eu,48288
rise-of-the-east,ROU,2050,m,native,7413392
rise-of-the-east,ROU,2050,m,non-eu,159962
rise-of-the-east,SVK,2020,f,eu,67947
rise-of-the-east,SVK,2020,f,native,2635262
rise-of-the-east,SVK,2020,f,non-eu,29212
rise-of-the-east,SVK,2020,m,eu,67203
rise-of-the-east,SVK,2020,m,native,2495716
rise-of-the-east,SVK,2020,m,non-eu,29317
rise-of-the-east,SVK,2025,f,eu,63116
rise-of-the-east,SVK,2025,f,native,2624019
rise-of-the-east,SVK,2025,f,non-eu,38039
rise-of-the-east,SVK,2025,m,eu,62806
rise-of-the-east,SVK,2025,m,native,2482326
rise-of-the-east,SVK,2025,m,non-eu,38464
rise-of-the-east,SVK,2030,f,eu,58118
rise-of-the-east,SVK,2030,f,native,2597187
rise-of-the-east,SVK,2030,f,non-eu,48602
rise-of-the-east,SVK,2030,m,eu,58276
rise-of-the-east,SVK,2030,m,native,2451119
rise-of-the-east,SVK,2030,m,non-eu,49922
rise-of-the-east,SVK,2035,f,eu,53323
rise-of-the-east,SVK,2035,f,native,2558696
rise-of-the-east,SVK,2035,f,non-eu,60619
rise-of-the-east,SVK,2035,m,eu,53887
rise-of-the-east,SVK,2035,m,native,2407279
rise-of-the-east,SVK,2035,m,non-eu,63634
rise-of-the-east,SVK,2040,f,eu,48822
rise-of-the-east,SVK,2040,f,native,2512609
rise-of-the-east,SVK,2040,f,non-eu,73249
rise-of-the-east,SVK,2040,m,eu,49720
rise-of-the-east,SVK,2040,m,native,2357061
rise-of-the-east,SVK,2040,m,non-eu,78469
rise-of-the-east,SVK,2045,f,eu,44808
rise-of-the-east,SVK,2045,f,native,2461780
rise-of-the-east,SVK,2045,f,non-eu,86511
rise-of-the-east,SVK,2045,m,eu,45875
rise-of-the-east,SVK,2045,m,native,2304038
rise-of-the-east,SVK,2045,m,non-eu,94526
rise-of-the-east,SVK,2050,f,eu,41144
rise-of-the-east,SVK,2050,f,native,2406563
rise-of-the-east,SVK,2050,f,non-eu,100281
rise-of-the-east,SVK,2050,m,eu,42321
rise-of-the-east,SVK,2050,m,native,2248417
rise-of-the-east,SVK,2050,m,non-eu,111166
rise-of-the-east,SVN,2020,f,eu,32953
rise-of-the-east,SVN,2020,f,native,935086
rise-of-the-east,SVN,2020,f,non-eu,81915
rise-of-the-east,SVN,2020,m,eu,32502
rise-of-the-east,SVN,2020,m,native,892403
rise-of-the-east,SVN,2020,m,non-eu,105726
rise-of-the-east,SVN,2025,f,eu,32142
rise-of-the-east,SVN,2025,f,native,928952
rise-of-the-east,SVN,2025,f,non-eu,93538
rise-of-the-east,SVN,2025,m,eu,31843
rise-of-the-east,SVN,2025,m,native,890168
rise-of-the-east,SVN,2025,m,non-eu,114950
rise-of-the-east,SVN,2030,f,eu,31044
rise-of-the-east,SVN,2030,f,native,919493
rise-of-the-east,SVN,2030,f,non-eu,105648
rise-of-the-east,SVN,2030,m,eu,30885
rise-of-the-east,SVN,2030,m,native,882574
rise-of-the-east,SVN,2030,m,non-eu,125155
rise-of-the-east,SVN,2035,f,eu,29873
rise-of-the-east,SVN,2035,f,native,909534
rise-of-the-east,SVN,2035,f,non-eu,118228
rise-of-the-east,SVN,2035,m,eu,29841
rise-of-the-east,SVN,2035,m,native,872756
rise-of-the-east,SVN,2035,m,non-eu,136258
rise-of-the-east,SVN,2040,f,eu,28694
rise-of-the-east,SVN,2040,f,native,900813
rise-of-the-east,SVN,2040,f,non-eu,130495
rise-of-the-east,SVN,2040,m,eu,28806
rise-of-the-east,SVN,2040,m,native,863363
rise-of-the-east,SVN,2040,m,non-eu,147649
rise-of-the-east,SVN,2045,f,eu,27640
rise-of-the-east,SVN,2045,f,native,893255
rise-of-the-east,SVN,2045,f,non-eu,142912
rise-of-the-east,SVN,2045,m,eu,27857
rise-of-the-east,SVN,2045,m,native,855380
rise-of-the-east,SVN,2045,m,non-eu,160102
rise-of-the-east,SVN,2050,f,eu,26581
rise-of-the-east,SVN,2050,f,native,885275
rise-of-the-east,SVN,2050,f,non-eu,155195
rise-of-the-east,SVN,2050,m,eu,26872
rise-of-the-east,SVN,2050,m,native,847922
rise-of-the-east,SVN,2050,m,non-eu,173498
rise-of-the-east,SWE,2020,f,eu,246335
rise-of-the-east,SWE,2020,f,native,4028868
rise-of-the-east,SWE,2020,f,non-eu,563790
rise-of-the-east,SWE,2020,m,eu,232127
rise-of-the-east,SWE,2020,m,native,4068570
rise-of-the-east,SWE,2020,m,non-eu,545323
rise-of-the-east,SWE,2025,f,eu,230983
rise-of-the-east,SWE,2025,f,native,4107339
rise-of-the-east,SWE,2025,f,non-eu,664727
rise-of-the-east,SWE,2025,m,eu,226782
rise-of-the-east,SWE,2025,m,native,4153088
rise-of-the-east,SWE,2025,m,non-eu,635154
rise-of-the-east,SWE,2030,f,eu,215381
rise-of-the-east,SWE,2030,f,native,4182142
rise-of-the-east,SWE,2030,f,non-eu,787338
rise-of-the-east,SWE,2030,m,eu,218972
rise-of-the-east,SWE,2030,m,native,4227866
rise-of-the-east,SWE,2030,m,non-eu,747408
rise-of-the-east,SWE,2035,f,eu,199778
rise-of-the-east,SWE,2035,f,native,4259767
rise-of-the-east,SWE,2035,f,non-eu,928449
rise-of-the-east,SWE,2035,m,eu,209362
rise-of-the-east,SWE,2035,m,native,4304743
rise-of-the-east,SWE,2035,m,non-eu,880113
rise-of-the-east,SWE,2040,f,eu,184576
rise-of-the-east,SWE,2040,f,native,4356505
rise-of-the-east,SWE,2040,f,non-eu,1076431
rise-of-the-east,SWE,2040,m,eu,198762
rise-of-the-east,SWE,2040,m,native,4405463
rise-of-the-east,SWE,2040,m,non-eu,1022986
rise-of-the-east,SWE,2045,f,eu,169863
rise-of-the-east,SWE,2045,f,native,4480006
rise-of-the-east,SWE,2045,f,non-eu,1230064
rise-of-the-east,SWE,2045,m,eu,187689
rise-of-the-east,SWE,2045,m,native,4538231
rise-of-the-east,SWE,2045,m,non-eu,1174686
rise-of-the-east,SWE,2050,f,eu,156047
rise-of-the-east,SWE,2050,f,native,4628657
rise-of-the-east,SWE,2050,f,non-eu,1388190
rise-of-the-east,SWE,2050,m,eu,176339
rise-of-the-east,SWE,2050,m,native,4697129
rise-of-the-east,SWE,2050,m,non-eu,1333375
ukraine-war,AUT,2015,f,eu,356127
ukraine-war,AUT,2015,f,native,3615520
ukraine-war,AUT,2015,f,non-eu,371965
ukraine-war,AUT,2015,m,eu,296247
ukraine-war,AUT,2015,m,native,3484806
ukraine-war,AUT,2015,m,non-eu,368890
ukraine-war,AUT,2020,f,eu,345414
ukraine-war,AUT,2020,f,native,3614443
ukraine-war,AUT,2020,f,non-eu,432114
ukraine-war,AUT,2020,m,eu,300081
ukraine-war,AUT,2020,m,native,3512697
ukraine-war,AUT,2020,m,non-eu,422908
ukraine-war,AUT,2025,f,eu,331860
ukraine-war,AUT,2025,f,native,3609330
ukraine-war,AUT,2025,f,non-eu,487434
ukraine-war,AUT,2025,m,eu,297237
ukraine-war,AUT,2025,m,native,3520084
ukraine-war,AUT,2025,m,non-eu,472207
ukraine-war,AUT,2030,f,eu,315464
ukraine-war,AUT,2030,f,native,3595165
ukraine-war,AUT,2030,f,non-eu,542743
ukraine-war,AUT,2030,m,eu,289928
ukraine-war,AUT,2030,m,native,3511932
ukraine-war,AUT,2030,m,non-eu,522068
ukraine-war,AUT,2035,f,eu,296709
ukraine-war,AUT,2035,f,native,3571588
ukraine-war,AUT,2035,f,non-eu,598729
ukraine-war,AUT,2035,m,eu,279062
ukraine-war,AUT,2035,m,native,3492569
ukraine-war,AUT,2035,m,non-eu,574700
ukraine-war,AUT,2040,f,eu,277525
ukraine-war,AUT,2040,f,native,3544694
ukraine-war,AUT,2040,f,non-eu,658331
ukraine-war,AUT,2040,m,eu,266448
ukraine-war,AUT,2040,m,native,3469659
ukraine-war,AUT,2040,m,non-eu,633992
ukraine-war,AUT,2045,f,eu,258105
ukraine-war,AUT,2045,f,native,3519625
ukraine-war,AUT,2045,f,non-eu,724188
ukraine-war,AUT,2045,m,eu,252134
ukraine-war,AUT,2045,m,native,3447657
ukraine-war,AUT,2045,m,non-eu,703681
ukraine-war,AUT,2050,f,eu,238238
ukraine-war,AUT,2050,f,native,3493195
ukraine-war,AUT,2050,f,non-eu,797978
ukraine-war,AUT,2050,m,eu,236144
ukraine-war,AUT,2050,m,native,3424498
ukraine-war,AUT,2050,m,non-eu,785891
ukraine-war,BEL,2015,f,eu,422698
ukraine-war,BEL,2015,f,native,4624382
ukraine-war,BEL,2015,f,non-eu,402227
ukraine-war,BEL,2015,m,eu,384961
ukraine-war,BEL,2015,m,native,4481366
ukraine-war,BEL,2015,m,non-eu,403766
ukraine-war,BEL,2020,f,eu,409887
ukraine-war,BEL,2020,f,native,4692385
ukraine-war,BEL,2020,f,non-eu,479453
ukraine-war,BEL,2020,m,eu,380362
ukraine-war,BEL,2020,m,native,4603262
ukraine-war,BEL,2020,m,non-eu,491099
ukraine-war,BEL,2025,f,eu,394266
ukraine-war,BEL,2025,f,native,4757659
ukraine-war,BEL,2025,f,non-eu,565272
ukraine-war,BEL,2025,m,eu,371637
ukraine-war,BEL,2025,m,native,4720671
ukraine-war,BEL,2025,m,non-eu,588975
ukraine-war,BEL,2030,f,eu,376437
ukraine-war,BEL,2030,f,native,4824276
ukraine-war,BEL,2030,f,non-eu,668400
ukraine-war,BEL,2030,m,eu,358531
ukraine-war,BEL,2030,m,native,4821129
ukraine-war,BEL,2030,m,non-eu,705960
ukraine-war,BEL,2035,f,eu,356282
ukraine-war,BEL,2035,f,native,4900461
ukraine-war,BEL,2035,f,non-eu,791310
ukraine-war,BEL,2035,m,eu,341702
ukraine-war,BEL,2035,m,native,4917182
ukraine-war,BEL,2035,m,non-eu,844311
ukraine-war,BEL,2040,f,eu,334175
ukraine-war,BEL,2040,f,native,4990413
ukraine-war,BEL,2040,f,non-eu,935700
ukraine-war,BEL,2040,m,eu,321966
ukraine-war,BEL,2040,m,native,5018442
ukraine-war,BEL,2040,m,non-eu,1003972
ukraine-war,BEL,2045,f,eu,310960
ukraine-war,BEL,2045,f,native,5089864
ukraine-war,BEL,2045,f,non-eu,1109280
ukraine-war,BEL,2045,m,eu,300649
ukraine-war,BEL,2045,m,native,5124882
ukraine-war,BEL,2045,m,non-eu,1192902
ukraine-war,BEL,2050,f,eu,287115
ukraine-war,BEL,2050,f,native,5194592
ukraine-war,BEL,2050,f,non-eu,1317607
ukraine-war,BEL,2050,m,eu,278420
ukraine-war,BEL,2050,m,native,5234554
ukraine-war,BEL,2050,m,non-eu,1416916
ukraine-war,BGR,2015,f,eu,20573
ukraine-war,BGR,2015,f,native,3635920
ukraine-war,BGR,2015,f,non-eu,40710
ukraine-war,BGR,2015,m,eu,22406
ukraine-war,BGR,2015,m,native,3441469
ukraine-war,BGR,2015,m,non-eu,34669
ukraine-war,BGR,2020,f,eu,20756
ukraine-war,BGR,2020,f,native,3445934
ukraine-war,BGR,2020,f,non-eu,56243
ukraine-war,BGR,2020,m,eu,22407
ukraine-war,BGR,2020,m,native,3261044
ukraine-war,BGR,2020,m,non-eu,49749
ukraine-war,BGR,2025,f,eu,20732
ukraine-war,BGR,2025,f,native,3264110
ukraine-war,BGR,2025,f,non-eu,65049
ukraine-war,BGR,2025,m,eu,22184
ukraine-war,BGR,2025,m,native,3086192
ukraine-war,BGR,2025,m,non-eu,58002
ukraine-war,BGR,2030,f,eu,20637
ukraine-war,BGR,2030,f,native,3089884
ukraine-war,BGR,2030,f,non-eu,75436
ukraine-war,BGR,2030,m,eu,21818
ukraine-war,BGR,2030,m,native,2920197
ukraine-war,BGR,2030,m,non-eu,67717
ukraine-war,BGR,2035,f,eu,20630
ukraine-war,BGR,2035,f,native,2928134
ukraine-war,BGR,2035,f,non-eu,86907
ukraine-war,BGR,2035,m,eu,21575
ukraine-war,BGR,2035,m,native,2768350
ukraine-war,BGR,2035,m,non-eu,78871
ukraine-war,BGR,2040,f,eu,20457
ukraine-war,BGR,2040,f,native,2781209
ukraine-war,BGR,2040,f,non-eu,99166
ukraine-war,BGR,2040,m,eu,21191
ukraine-war,BGR,2040,m,native,2632276
ukraine-war,BGR,2040,m,non-eu,91094
ukraine-war,BGR,2045,f,eu,20258
ukraine-war,BGR,2045,f,native,2648592
ukraine-war,BGR,2045,f,non-eu,112629
ukraine-war,BGR,2045,m,eu,20836
ukraine-war,BGR,2045,m,native,2509649
ukraine-war,BGR,2045,m,non-eu,104945
ukraine-war,BGR,2050,f,eu,19734
ukraine-war,BGR,2050,f,native,2527743
ukraine-war,BGR,2050,f,non-eu,127515
ukraine-war,BGR,2050,m,eu,20212
ukraine-war,BGR,2050,m,native,2396136
ukraine-war,BGR,2050,m,non-eu,120739
ukraine-war,CYP,2015,f,eu,47852
ukraine-war,CYP,2015,f,native,331240
ukraine-war,CYP,2015,f,non-eu,48304
ukraine-war,CYP,2015,m,eu,44919
ukraine-war,CYP,2015,m,native,328788
ukraine-war,CYP,2015,m,non-eu,29472
ukraine-war,CYP,2020,f,eu,50842
ukraine-war,CYP,2020,f,native,335581
ukraine-war,CYP,2020,f,non-eu,67487
ukraine-war,CYP,2020,m,eu,47047
ukraine-war,CYP,2020,m,native,331926
ukraine-war,CYP,2020,m,non-eu,49068
ukraine-war,CYP,2025,f,eu,52310
ukraine-war,CYP,2025,f,native,340343
ukraine-war,CYP,2025,f,non-eu,81329
ukraine-war,CYP,2025,m,eu,48159
ukraine-war,CYP,2025,m,native,336466
ukraine-war,CYP,2025,m,non-eu,63291
ukraine-war,CYP,2030,f,eu,52448
ukraine-war,CYP,2030,f,native,343228
ukraine-war,CYP,2030,f,non-eu,97492
ukraine-war,CYP,2030,m,eu,48363
ukraine-war,CYP,2030,m,native,339148
ukraine-war,CYP,2030,m,non-eu,79796
ukraine-war,CYP,2035,f,eu,51598
ukraine-war,CYP,2035,f,native,345299
ukraine-war,CYP,2035,f,non-eu,115410
ukraine-war,CYP,2035,m,eu,47945
ukraine-war,CYP,2035,m,native,341061
ukraine-war,CYP,2035,m,non-eu,98547
ukraine-war,CYP,2040,f,eu,49917
ukraine-war,CYP,2040,f,native,347404
ukraine-war,CYP,2040,f,non-eu,134883
ukraine-war,CYP,2040,m,eu,46901
ukraine-war,CYP,2040,m,native,343282
ukraine-war,CYP,2040,m,non-eu,119282
ukraine-war,CYP,2045,f,eu,47690
ukraine-war,CYP,2045,f,native,350317
ukraine-war,CYP,2045,f,non-eu,156253
ukraine-war,CYP,2045,m,eu,45398
ukraine-war,CYP,2045,m,native,346739
ukraine-war,CYP,2045,m,non-eu,142326
ukraine-war,CYP,2050,f,eu,44983
ukraine-war,CYP,2050,f,native,354042
ukraine-war,CYP,2050,f,non-eu,179270
ukraine-war,CYP,2050,m,eu,43448
ukraine-war,CYP,2050,m,native,351519
ukraine-war,CYP,2050,m,non-eu,167637
ukraine-war,CZE,2015,f,eu,61673
ukraine-war,CZE,2015,f,native,5059751
ukraine-war,CZE,2015,f,non-eu,106990
ukraine-war,CZE,2015,m,eu,93234
ukraine-war,CZE,2015,m,native,4811877
ukraine-war,CZE,2015,m,non-eu,129727
ukraine-war,CZE,2020,f,eu,65876
ukraine-war,CZE,2020,f,native,5026220
ukraine-war,CZE,2020,f,non-eu,140261
ukraine-war,CZE,2020,m,eu,91948
ukraine-war,CZE,2020,m,native,4781306
ukraine-war,CZE,2020,m,non-eu,161542
ukraine-war,CZE,2025,f,eu,68139
ukraine-war,CZE,2025,f,native,4966744
ukraine-war,CZE,2025,f,non-eu,169707
ukraine-war,CZE,2025,m,eu,89129
ukraine-war,CZE,2025,m,native,4715365
ukraine-war,CZE,2025,m,non-eu,191304
ukraine-war,CZE,2030,f,eu,68792
ukraine-war,CZE,2030,f,native,4875830
ukraine-war,CZE,2030,f,non-eu,206947
ukraine-war,CZE,2030,m,eu,85251
ukraine-war,CZE,2030,m,native,4617491
ukraine-war,CZE,2030,m,non-eu,231961
ukraine-war,CZE,2035,f,eu,68010
ukraine-war,CZE,2035,f,native,4766066
ukraine-war,CZE,2035,f,non-eu,245343
ukraine-war,CZE,2035,m,eu,80499
ukraine-war,CZE,2035,m,native,4507262
ukraine-war,CZE,2035,m,non-eu,274756
ukraine-war,CZE,2040,f,eu,66064
