scenario,dest,year,sex,nativity,pop
igc,IRL,2040,f,native,2369749
igc,IRL,2040,f,non-eu,324272
igc,IRL,2040,m,eu,277418
igc,IRL,2040,m,native,2314815
igc,IRL,2040,m,non-eu,317173
igc,IRL,2045,f,eu,274091
igc,IRL,2045,f,native,2457695
igc,IRL,2045,f,non-eu,385330
igc,IRL,2045,m,eu,268357
igc,IRL,2045,m,native,2405543
igc,IRL,2045,m,non-eu,374818
igc,IRL,2050,f,eu,262065
igc,IRL,2050,f,native,2546601
igc,IRL,2050,f,non-eu,448188
igc,IRL,2050,m,eu,255623
igc,IRL,2050,m,native,2499573
igc,IRL,2050,m,non-eu,433268
igc,ITA,2015,f,eu,1059782
igc,ITA,2015,f,native,28126489
igc,ITA,2015,f,non-eu,1956552
igc,ITA,2015,m,eu,671706
igc,ITA,2015,m,native,26863798
igc,ITA,2015,m,non-eu,1811789
igc,ITA,2020,f,eu,1070889
igc,ITA,2020,f,native,27640689
igc,ITA,2020,f,non-eu,2236160
igc,ITA,2020,m,eu,702126
igc,ITA,2020,m,native,26609118
igc,ITA,2020,m,non-eu,2070117
igc,ITA,2025,f,eu,1058467
igc,ITA,2025,f,native,27082686
igc,ITA,2025,f,non-eu,2453888
igc,ITA,2025,m,eu,714365
igc,ITA,2025,m,native,26174905
igc,ITA,2025,m,non-eu,2256911
igc,ITA,2030,f,eu,1030196
igc,ITA,2030,f,native,26502539
igc,ITA,2030,f,non-eu,2658691
igc,ITA,2030,m,eu,712361
igc,ITA,2030,m,native,25654160
igc,ITA,2030,m,non-eu,2436590
igc,ITA,2035,f,eu,986442
igc,ITA,2035,f,native,25937439
igc,ITA,2035,f,non-eu,2844822
igc,ITA,2035,m,eu,696652
igc,ITA,2035,m,native,25127529
igc,ITA,2035,m,non-eu,2603938
igc,ITA,2040,f,eu,936113
igc,ITA,2040,f,native,25398110
igc,ITA,2040,f,non-eu,3013110
igc,ITA,2040,m,eu,673130
igc,ITA,2040,m,native,24611653
igc,ITA,2040,m,non-eu,2759627
igc,ITA,2045,f,eu,878931
igc,ITA,2045,f,native,24870101
igc,ITA,2045,f,non-eu,3165817
igc,ITA,2045,m,eu,641935
igc,ITA,2045,m,native,24099564
igc,ITA,2045,m,non-eu,2906096
igc,ITA,2050,f,eu,816052
igc,ITA,2050,f,native,24329115
igc,ITA,2050,f,non-eu,3283532
igc,ITA,2050,m,eu,604199
igc,ITA,2050,m,native,23563241
igc,ITA,2050,m,non-eu,3022206
igc,LTU,2015,f,eu,9575
igc,LTU,2015,f,native,1496402
igc,LTU,2015,f,non-eu,66930
igc,LTU,2015,m,eu,9034
igc,LTU,2015,m,native,1288635
igc,LTU,2015,m,non-eu,46189
igc,LTU,2020,f,eu,11114
igc,LTU,2020,f,native,1454987
igc,LTU,2020,f,non-eu,77910
igc,LTU,2020,m,eu,10437
igc,LTU,2020,m,native,1246903
igc,LTU,2020,m,non-eu,59770
igc,LTU,2025,f,eu,11845
igc,LTU,2025,f,native,1417547
igc,LTU,2025,f,non-eu,81904
igc,LTU,2025,m,eu,11136
igc,LTU,2025,m,native,1216187
igc,LTU,2025,m,non-eu,66010
igc,LTU,2030,f,eu,12262
igc,LTU,2030,f,native,1379131
igc,LTU,2030,f,non-eu,87354
igc,LTU,2030,m,eu,11578
igc,LTU,2030,m,native,1186840
igc,LTU,2030,m,non-eu,73519
igc,LTU,2035,f,eu,12680
igc,LTU,2035,f,native,1341216
igc,LTU,2035,f,non-eu,93660
igc,LTU,2035,m,eu,12018
igc,LTU,2035,m,native,1157352
igc,LTU,2035,m,non-eu,81699
igc,LTU,2040,f,eu,12873
igc,LTU,2040,f,native,1305861
igc,LTU,2040,f,non-eu,99834
igc,LTU,2040,m,eu,12267
igc,LTU,2040,m,native,1129647
igc,LTU,2040,m,non-eu,89563
igc,LTU,2045,f,eu,13077
igc,LTU,2045,f,native,1273832
igc,LTU,2045,f,non-eu,106184
igc,LTU,2045,m,eu,12544
igc,LTU,2045,m,native,1105624
igc,LTU,2045,m,non-eu,97683
igc,LTU,2050,f,eu,12976
igc,LTU,2050,f,native,1243821
igc,LTU,2050,f,non-eu,112363
igc,LTU,2050,m,eu,12603
igc,LTU,2050,m,native,1084348
igc,LTU,2050,m,non-eu,105351
igc,LUX,2015,f,eu,90996
igc,LUX,2015,f,native,138369
igc,LUX,2015,f,non-eu,23119
igc,LUX,2015,m,eu,94754
igc,LUX,2015,m,native,140422
igc,LUX,2015,m,non-eu,20956
igc,LUX,2020,f,eu,94449
igc,LUX,2020,f,native,150048
igc,LUX,2020,f,non-eu,40771
igc,LUX,2020,m,eu,99436
igc,LUX,2020,m,native,152636
igc,LUX,2020,m,non-eu,39223
igc,LUX,2025,f,eu,95973
igc,LUX,2025,f,native,161539
igc,LUX,2025,f,non-eu,54123
igc,LUX,2025,m,eu,101729
igc,LUX,2025,m,native,164529
igc,LUX,2025,m,non-eu,52431
igc,LUX,2030,f,eu,96407
igc,LUX,2030,f,native,173365
igc,LUX,2030,f,non-eu,69687
igc,LUX,2030,m,eu,102540
igc,LUX,2030,m,native,176626
igc,LUX,2030,m,non-eu,67672
igc,LUX,2035,f,eu,95537
igc,LUX,2035,f,native,186128
igc,LUX,2035,f,non-eu,87346
igc,LUX,2035,m,eu,101741
igc,LUX,2035,m,native,189597
igc,LUX,2035,m,non-eu,84748
igc,LUX,2040,f,eu,93408
igc,LUX,2040,f,native,200196
igc,LUX,2040,f,non-eu,106736
igc,LUX,2040,m,eu,99520
igc,LUX,2040,m,native,203831
igc,LUX,2040,m,non-eu,103387
igc,LUX,2045,f,eu,90162
igc,LUX,2045,f,native,215627
igc,LUX,2045,f,non-eu,127968
igc,LUX,2045,m,eu,96071
igc,LUX,2045,m,native,219469
igc,LUX,2045,m,non-eu,123665
igc,LUX,2050,f,eu,85919
igc,LUX,2050,f,native,232233
igc,LUX,2050,f,non-eu,149551
igc,LUX,2050,m,eu,91543
igc,LUX,2050,m,native,236443
igc,LUX,2050,m,non-eu,144264
igc,LVA,2015,f,eu,15284
igc,LVA,2015,f,native,913481
igc,LVA,2015,f,non-eu,142200
igc,LVA,2015,m,eu,12026
igc,LVA,2015,m,native,807199
igc,LVA,2015,m,non-eu,88041
igc,LVA,2020,f,eu,15539
igc,LVA,2020,f,native,890326
igc,LVA,2020,f,non-eu,143529
igc,LVA,2020,m,eu,12452
igc,LVA,2020,m,native,786666
igc,LVA,2020,m,non-eu,96120
igc,LVA,2025,f,eu,15072
igc,LVA,2025,f,native,868572
igc,LVA,2025,f,non-eu,139340
igc,LVA,2025,m,eu,12374
igc,LVA,2025,m,native,771043
igc,LVA,2025,m,non-eu,99543
igc,LVA,2030,f,eu,14429
igc,LVA,2030,f,native,846032
igc,LVA,2030,f,non-eu,138211
igc,LVA,2030,m,eu,12166
igc,LVA,2030,m,native,754327
igc,LVA,2030,m,non-eu,105242
igc,LVA,2035,f,eu,14008
igc,LVA,2035,f,native,825469
igc,LVA,2035,f,non-eu,139492
igc,LVA,2035,m,eu,12153
igc,LVA,2035,m,native,738636
igc,LVA,2035,m,non-eu,112515
igc,LVA,2040,f,eu,13587
igc,LVA,2040,f,native,807337
igc,LVA,2040,f,non-eu,140618
igc,LVA,2040,m,eu,12065
igc,LVA,2040,m,native,724442
igc,LVA,2040,m,non-eu,119709
igc,LVA,2045,f,eu,13350
igc,LVA,2045,f,native,790894
igc,LVA,2045,f,non-eu,141918
igc,LVA,2045,m,eu,12098
igc,LVA,2045,m,native,711354
igc,LVA,2045,m,non-eu,127101
igc,LVA,2050,f,eu,13038
igc,LVA,2050,f,native,774382
igc,LVA,2050,f,non-eu,143033
igc,LVA,2050,m,eu,12021
igc,LVA,2050,m,native,698140
igc,LVA,2050,m,non-eu,134178
igc,MLT,2015,f,eu,12036
igc,MLT,2015,f,native,194893
igc,MLT,2015,f,non-eu,10638
igc,MLT,2015,m,eu,13107
igc,MLT,2015,m,native,192171
igc,MLT,2015,m,non-eu,12567
igc,MLT,2020,f,eu,13504
igc,MLT,2020,f,native,192746
igc,MLT,2020,f,non-eu,26047
igc,MLT,2020,m,eu,14457
igc,MLT,2020,m,native,190426
igc,MLT,2020,m,non-eu,27945
igc,MLT,2025,f,eu,14511
igc,MLT,2025,f,native,193954
igc,MLT,2025,f,non-eu,34631
igc,MLT,2025,m,eu,15421
igc,MLT,2025,m,native,190487
igc,MLT,2025,m,non-eu,38106
igc,MLT,2030,f,eu,15230
igc,MLT,2030,f,native,193850
igc,MLT,2030,f,non-eu,44155
igc,MLT,2030,m,eu,16169
igc,MLT,2030,m,native,189611
igc,MLT,2030,m,non-eu,49829
igc,MLT,2035,f,eu,15824
igc,MLT,2035,f,native,192738
igc,MLT,2035,f,non-eu,54636
igc,MLT,2035,m,eu,16809
igc,MLT,2035,m,native,188010
igc,MLT,2035,m,non-eu,63093
igc,MLT,2040,f,eu,16114
igc,MLT,2040,f,native,190951
igc,MLT,2040,f,non-eu,65698
igc,MLT,2040,m,eu,17256
igc,MLT,2040,m,native,186043
igc,MLT,2040,m,non-eu,77679
igc,MLT,2045,f,eu,16304
igc,MLT,2045,f,native,189137
igc,MLT,2045,f,non-eu,77529
igc,MLT,2045,m,eu,17576
igc,MLT,2045,m,native,184492
igc,MLT,2045,m,non-eu,93496
igc,MLT,2050,f,eu,16233
igc,MLT,2050,f,native,187921
igc,MLT,2050,f,non-eu,89385
igc,MLT,2050,m,eu,17704
igc,MLT,2050,m,native,184018
igc,MLT,2050,m,non-eu,109603
igc,NLD,2015,f,eu,267891
igc,NLD,2015,f,native,7405238
igc,NLD,2015,f,non-eu,640890
igc,NLD,2015,m,eu,231974
igc,NLD,2015,m,native,7335617
igc,NLD,2015,m,non-eu,599947
igc,NLD,2020,f,eu,265761
igc,NLD,2020,f,native,7471003
igc,NLD,2020,f,non-eu,740485
igc,NLD,2020,m,eu,237704
igc,NLD,2020,m,native,7439879
igc,NLD,2020,m,non-eu,687718
igc,NLD,2025,f,eu,259925
igc,NLD,2025,f,native,7512195
igc,NLD,2025,f,non-eu,825636
igc,NLD,2025,m,eu,239459
igc,NLD,2025,m,native,7563298
igc,NLD,2025,m,non-eu,763334
igc,NLD,2030,f,eu,251757
igc,NLD,2030,f,native,7575705
igc,NLD,2030,f,non-eu,914673
igc,NLD,2030,m,eu,237245
igc,NLD,2030,m,native,7669521
igc,NLD,2030,m,non-eu,843122
igc,NLD,2035,f,eu,241075
igc,NLD,2035,f,native,7641020
igc,NLD,2035,f,non-eu,1003292
igc,NLD,2035,m,eu,231239
igc,NLD,2035,m,native,7745618
igc,NLD,2035,m,non-eu,923772
igc,NLD,2040,f,eu,228547
igc,NLD,2040,f,native,7698155
igc,NLD,2040,f,non-eu,1089169
igc,NLD,2040,m,eu,222378
igc,NLD,2040,m,native,7794125
igc,NLD,2040,m,non-eu,1002859
igc,NLD,2045,f,eu,214556
igc,NLD,2045,f,native,7747075
igc,NLD,2045,f,non-eu,1173836
igc,NLD,2045,m,eu,211196
igc,NLD,2045,m,native,7823247
igc,NLD,2045,m,non-eu,1082060
igc,NLD,2050,f,eu,199492
igc,NLD,2050,f,native,7796425
igc,NLD,2050,f,non-eu,1251679
igc,NLD,2050,m,eu,198199
igc,NLD,2050,m,native,7851345
igc,NLD,2050,m,non-eu,1153809
igc,POL,2015,f,eu,112716
igc,POL,2015,f,native,18775602
igc,POL,2015,f,non-eu,231787
igc,POL,2015,m,eu,93291
igc,POL,2015,m,native,17659805
igc,POL,2015,m,non-eu,150849
igc,POL,2020,f,eu,96278
igc,POL,2020,f,native,18610345
igc,POL,2020,f,non-eu,216417
igc,POL,2020,m,eu,83283
igc,POL,2020,m,native,17432824
igc,POL,2020,m,non-eu,158788
igc,POL,2025,f,eu,83336
igc,POL,2025,f,native,18383340
igc,POL,2025,f,non-eu,202858
igc,POL,2025,m,eu,74670
igc,POL,2025,m,native,17128582
igc,POL,2025,m,non-eu,163792
igc,POL,2030,f,eu,72637
igc,POL,2030,f,native,18066003
igc,POL,2030,f,non-eu,195628
igc,POL,2030,m,eu,67284
igc,POL,2030,m,native,16737644
igc,POL,2030,m,non-eu,170888
igc,POL,2035,f,eu,63847
igc,POL,2035,f,native,17680383
igc,POL,2035,f,non-eu,194525
igc,POL,2035,m,eu,61272
igc,POL,2035,m,native,16298326
igc,POL,2035,m,non-eu,180520
igc,POL,2040,f,eu,56671
igc,POL,2040,f,native,17229969
igc,POL,2040,f,non-eu,197213
igc,POL,2040,m,eu,56277
igc,POL,2040,m,native,15829957
igc,POL,2040,m,non-eu,191215
igc,POL,2045,f,eu,51243
igc,POL,2045,f,native,16723143
igc,POL,2045,f,non-eu,202875
igc,POL,2045,m,eu,52259
igc,POL,2045,m,native,15342957
igc,POL,2045,m,non-eu,202789
igc,POL,2050,f,eu,47122
igc,POL,2050,f,native,16180028
igc,POL,2050,f,non-eu,208521
igc,POL,2050,m,eu,48704
igc,POL,2050,m,native,14840450
igc,POL,2050,m,non-eu,212816
igc,PRT,2015,f,eu,106255
igc,PRT,2015,f,native,4984473
igc,PRT,2015,f,non-eu,345625
igc,PRT,2015,m,eu,91369
igc,PRT,2015,m,native,4524959
igc,PRT,2015,m,non-eu,281341
igc,PRT,2020,f,eu,107904
igc,PRT,2020,f,native,4865688
igc,PRT,2020,f,non-eu,393996
igc,PRT,2020,m,eu,91275
igc,PRT,2020,m,native,4414137
igc,PRT,2020,m,non-eu,334744
igc,PRT,2025,f,eu,107885
igc,PRT,2025,f,native,4734483
igc,PRT,2025,f,non-eu,440346
igc,PRT,2025,m,eu,89788
igc,PRT,2025,m,native,4285408
igc,PRT,2025,m,non-eu,384302
igc,PRT,2030,f,eu,106722
igc,PRT,2030,f,native,4602664
igc,PRT,2030,f,non-eu,488549
igc,PRT,2030,m,eu,87364
igc,PRT,2030,m,native,4157343
igc,PRT,2030,m,non-eu,433526
igc,PRT,2035,f,eu,104522
igc,PRT,2035,f,native,4475176
igc,PRT,2035,f,non-eu,539000
igc,PRT,2035,m,eu,84216
igc,PRT,2035,m,native,4035260
igc,PRT,2035,m,non-eu,483470
igc,PRT,2040,f,eu,101270
igc,PRT,2040,f,native,4344472
igc,PRT,2040,f,non-eu,588379
igc,PRT,2040,m,eu,80382
igc,PRT,2040,m,native,3912325
igc,PRT,2040,m,non-eu,531336
igc,PRT,2045,f,eu,97205
igc,PRT,2045,f,native,4205329
igc,PRT,2045,f,non-eu,636625
igc,PRT,2045,m,eu,76186
igc,PRT,2045,m,native,3786073
igc,PRT,2045,m,non-eu,577654
igc,PRT,2050,f,eu,92452
igc,PRT,2050,f,native,4057765
igc,PRT,2050,f,non-eu,680605
igc,PRT,2050,m,eu,71674
igc,PRT,2050,m,native,3657973
igc,PRT,2050,m,non-eu,619844
igc,ROU,2015,f,eu,53405
igc,ROU,2015,f,native,10026602
igc,ROU,2015,f,non-eu,73179
igc,ROU,2015,m,eu,57754
igc,ROU,2015,m,native,9553425
igc,ROU,2015,m,non-eu,78170
igc,ROU,2020,f,eu,54529
igc,ROU,2020,f,native,9723412
igc,ROU,2020,f,non-eu,89535
igc,ROU,2020,m,eu,57884
igc,ROU,2020,m,native,9227001
igc,ROU,2020,m,non-eu,97326
igc,ROU,2025,f,eu,54922
igc,ROU,2025,f,native,9440649
igc,ROU,2025,f,non-eu,98673
igc,ROU,2025,m,eu,57283
igc,ROU,2025,m,native,8892346
igc,ROU,2025,m,non-eu,108408
igc,ROU,2030,f,eu,54602
igc,ROU,2030,f,native,9168356
igc,ROU,2030,f,non-eu,107162
igc,ROU,2030,m,eu,56151
igc,ROU,2030,m,native,8589359
igc,ROU,2030,m,non-eu,118458
igc,ROU,2035,f,eu,54008
igc,ROU,2035,f,native,8909704
igc,ROU,2035,f,non-eu,114861
igc,ROU,2035,m,eu,54828
igc,ROU,2035,m,native,8307390
igc,ROU,2035,m,non-eu,127033
igc,ROU,2040,f,eu,52710
igc,ROU,2040,f,native,8637672
igc,ROU,2040,f,non-eu,121301
igc,ROU,2040,m,eu,52892
igc,ROU,2040,m,native,8022888
igc,ROU,2040,m,non-eu,133900
igc,ROU,2045,f,eu,50968
igc,ROU,2045,f,native,8348203
igc,ROU,2045,f,non-eu,127239
igc,ROU,2045,m,eu,50540
igc,ROU,2045,m,native,7730542
igc,ROU,2045,m,non-eu,139812
igc,ROU,2050,f,eu,48341
igc,ROU,2050,f,native,8045978
igc,ROU,2050,f,non-eu,132061
igc,ROU,2050,m,eu,47409
igc,ROU,2050,m,native,7427416
igc,ROU,2050,m,non-eu,144365
igc,SVK,2015,f,eu,71891
igc,SVK,2015,f,native,2633551
igc,SVK,2015,f,non-eu,13695
igc,SVK,2015,m,eu,70538
igc,SVK,2015,m,native,2496663
igc,SVK,2015,m,non-eu,14265
igc,SVK,2020,f,eu,67947
igc,SVK,2020,f,native,2635262
igc,SVK,2020,f,non-eu,29212
igc,SVK,2020,m,eu,67203
igc,SVK,2020,m,native,2495716
igc,SVK,2020,m,non-eu,29317
igc,SVK,2025,f,eu,63116
igc,SVK,2025,f,native,2624003
igc,SVK,2025,f,non-eu,37305
igc,SVK,2025,m,eu,62806
igc,SVK,2025,m,native,2482304
igc,SVK,2025,m,non-eu,37434
igc,SVK,2030,f,eu,58110
igc,SVK,2030,f,native,2597091
igc,SVK,2030,f,non-eu,45630
igc,SVK,2030,m,eu,58266
igc,SVK,2030,m,native,2451009
igc,SVK,2030,m,non-eu,46165
igc,SVK,2035,f,eu,53266
igc,SVK,2035,f,native,2558393
igc,SVK,2035,f,non-eu,54523
igc,SVK,2035,m,eu,53818
igc,SVK,2035,m,native,2406957
igc,SVK,2035,m,non-eu,55624
igc,SVK,2040,f,eu,48617
igc,SVK,2040,f,native,2512036
igc,SVK,2040,f,non-eu,63665
igc,SVK,2040,m,eu,49494
igc,SVK,2040,m,native,2356446
igc,SVK,2040,m,non-eu,65381
igc,SVK,2045,f,eu,44381
igc,SVK,2045,f,native,2460831
igc,SVK,2045,f,non-eu,73221
igc,SVK,2045,m,eu,45425
igc,SVK,2045,m,native,2303011
igc,SVK,2045,m,non-eu,75771
igc,SVK,2050,f,eu,40444
igc,SVK,2050,f,native,2405078
igc,SVK,2050,f,non-eu,82680
igc,SVK,2050,m,eu,41579
igc,SVK,2050,m,native,2246797
igc,SVK,2050,m,non-eu,85907
igc,SVN,2015,f,eu,33196
igc,SVN,2015,f,native,937491
igc,SVN,2015,f,non-eu,62498
igc,SVN,2015,m,eu,32167
igc,SVN,2015,m,native,887766
igc,SVN,2015,m,non-eu,88931
igc,SVN,2020,f,eu,32953
igc,SVN,2020,f,native,935086
igc,SVN,2020,f,non-eu,81915
igc,SVN,2020,m,eu,32502
igc,SVN,2020,m,native,892403
igc,SVN,2020,m,non-eu,105726
igc,SVN,2025,f,eu,32142
igc,SVN,2025,f,native,928935
igc,SVN,2025,f,non-eu,92989
igc,SVN,2025,m,eu,31843
igc,SVN,2025,m,native,890150
igc,SVN,2025,m,non-eu,114294
igc,SVN,2030,f,eu,31039
igc,SVN,2030,f,native,919408
igc,SVN,2030,f,non-eu,103581
igc,SVN,2030,m,eu,30883
igc,SVN,2030,m,native,882481
igc,SVN,2030,m,non-eu,122549
igc,SVN,2035,f,eu,29850
igc,SVN,2035,f,native,909305
igc,SVN,2035,f,non-eu,113534
igc,SVN,2035,m,eu,29823
igc,SVN,2035,m,native,872520
igc,SVN,2035,m,non-eu,130255
igc,SVN,2040,f,eu,28601
igc,SVN,2040,f,native,900375
igc,SVN,2040,f,non-eu,122813
igc,SVN,2040,m,eu,28698
igc,SVN,2040,m,native,862900
igc,SVN,2040,m,non-eu,137376
igc,SVN,2045,f,eu,27411
igc,SVN,2045,f,native,892496
igc,SVN,2045,f,non-eu,131882
igc,SVN,2045,m,eu,27621
igc,SVN,2045,m,native,854569
igc,SVN,2045,m,non-eu,144586
igc,SVN,2050,f,eu,26189
igc,SVN,2050,f,native,884038
igc,SVN,2050,f,non-eu,140242
igc,SVN,2050,m,eu,26450
igc,SVN,2050,m,native,846597
igc,SVN,2050,m,non-eu,151505
igc,SWE,2015,f,eu,260611
igc,SWE,2015,f,native,3958955
igc,SWE,2015,f,non-eu,473784
igc,SWE,2015,m,eu,233134
igc,SWE,2015,m,native,3975007
igc,SWE,2015,m,non-eu,467190
igc,SWE,2020,f,eu,246335
igc,SWE,2020,f,native,4028868
igc,SWE,2020,f,non-eu,563790
igc,SWE,2020,m,eu,232127
igc,SWE,2020,m,native,4068570
igc,SWE,2020,m,non-eu,545323
igc,SWE,2025,f,eu,230983
igc,SWE,2025,f,native,4106621
igc,SWE,2025,f,non-eu,644461
igc,SWE,2025,m,eu,226782
igc,SWE,2025,m,native,4152344
igc,SWE,2025,m,non-eu,615124
igc,SWE,2030,f,eu,215369
igc,SWE,2030,f,native,4178739
igc,SWE,2030,f,non-eu,730319
igc,SWE,2030,m,eu,218965
igc,SWE,2030,m,native,4224300
igc,SWE,2030,m,non-eu,689982
igc,SWE,2035,f,eu,199687
igc,SWE,2035,f,native,4250713
igc,SWE,2035,f,non-eu,821697
igc,SWE,2035,m,eu,209263
igc,SWE,2035,m,native,4295209
igc,SWE,2035,m,non-eu,770518
igc,SWE,2040,f,eu,184197
igc,SWE,2040,f,native,4338343
igc,SWE,2040,f,non-eu,915907
igc,SWE,2040,m,eu,198332
igc,SWE,2040,m,native,4386261
igc,SWE,2040,m,non-eu,854328
igc,SWE,2045,f,eu,169023
igc,SWE,2045,f,native,4448772
igc,SWE,2045,f,non-eu,1013929
igc,SWE,2045,m,eu,186687
igc,SWE,2045,m,native,4505115
igc,SWE,2045,m,non-eu,942633
igc,SWE,2050,f,eu,154563
igc,SWE,2050,f,native,4579414
igc,SWE,2050,f,non-eu,1111830
igc,SWE,2050,m,eu,174531
igc,SWE,2050,m,native,4644839
igc,SWE,2050,m,non-eu,1031263
no-migration,AUT,2015,f,eu,356127
no-migration,AUT,2015,f,native,3615520
no-migration,AUT,2015,f,non-eu,371965
no-migration,AUT,2015,m,eu,296247
no-migration,AUT,2015,m,native,3484806
no-migration,AUT,2015,m,non-eu,368890
no-migration,AUT,2020,f,eu,338317
no-migration,AUT,2020,f,native,3623210
no-migration,AUT,2020,f,non-eu,366758
no-migration,AUT,2020,m,eu,281987
no-migration,AUT,2020,m,native,3519976
no-migration,AUT,2020,m,non-eu,360907
no-migration,AUT,2025,f,eu,321669
no-migration,AUT,2025,f,native,3623078
no-migration,AUT,2025,f,non-eu,360826
no-migration,AUT,2025,m,eu,266573
no-migration,AUT,2025,m,native,3530919
no-migration,AUT,2025,m,non-eu,351144
no-migration,AUT,2030,f,eu,304771
no-migration,AUT,2030,f,native,3608822
no-migration,AUT,2030,f,non-eu,352955
no-migration,AUT,2030,m,eu,250909
no-migration,AUT,2030,m,native,3521369
no-migration,AUT,2030,m,non-eu,338764
no-migration,AUT,2035,f,eu,287101
no-migration,AUT,2035,f,native,3578518
no-migration,AUT,2035,f,non-eu,342243
no-migration,AUT,2035,m,eu,235090
no-migration,AUT,2035,m,native,3493958
no-migration,AUT,2035,m,non-eu,323149
no-migration,AUT,2040,f,eu,269238
no-migration,AUT,2040,f,native,3537960
no-migration,AUT,2040,f,non-eu,327957
no-migration,AUT,2040,m,eu,219363
no-migration,AUT,2040,m,native,3455526
no-migration,AUT,2040,m,non-eu,304005
no-migration,AUT,2045,f,eu,251674
no-migration,AUT,2045,f,native,3491139
no-migration,AUT,2045,f,non-eu,309669
no-migration,AUT,2045,m,eu,203473
no-migration,AUT,2045,m,native,3409097
no-migration,AUT,2045,m,non-eu,281669
no-migration,AUT,2050,f,eu,233849
no-migration,AUT,2050,f,native,3433636
no-migration,AUT,2050,f,non-eu,287550
no-migration,AUT,2050,m,eu,186728
no-migration,AUT,2050,m,native,3351696
no-migration,AUT,2050,m,non-eu,256494
no-migration,BEL,2015,f,eu,422698
no-migration,BEL,2015,f,native,4624382
no-migration,BEL,2015,f,non-eu,402227
no-migration,BEL,2015,m,eu,384961
no-migration,BEL,2015,m,native,4481366
no-migration,BEL,2015,m,non-eu,403766
no-migration,BEL,2020,f,eu,401572
no-migration,BEL,2020,f,native,4693596
no-migration,BEL,2020,f,non-eu,396859
no-migration,BEL,2020,m,eu,366469
no-migration,BEL,2020,m,native,4606525
no-migration,BEL,2020,m,non-eu,394981
no-migration,BEL,2025,f,eu,381171
no-migration,BEL,2025,f,native,4753741
no-migration,BEL,2025,f,non-eu,390947
no-migration,BEL,2025,m,eu,347925
no-migration,BEL,2025,m,native,4720244
no-migration,BEL,2025,m,non-eu,385755
no-migration,BEL,2030,f,eu,360978
no-migration,BEL,2030,f,native,4806450
no-migration,BEL,2030,f,non-eu,383024
no-migration,BEL,2030,m,eu,327623
no-migration,BEL,2030,m,native,4807573
no-migration,BEL,2030,m,non-eu,373784
no-migration,BEL,2035,f,eu,340277
no-migration,BEL,2035,f,native,4856843
no-migration,BEL,2035,f,non-eu,372413
no-migration,BEL,2035,m,eu,305460
no-migration,BEL,2035,m,native,4877882
no-migration,BEL,2035,m,non-eu,358418
no-migration,BEL,2040,f,eu,318712
no-migration,BEL,2040,f,native,4906242
no-migration,BEL,2040,f,non-eu,358657
no-migration,BEL,2040,m,eu,281731
no-migration,BEL,2040,m,native,4937795
no-migration,BEL,2040,m,non-eu,339410
no-migration,BEL,2045,f,eu,296288
no-migration,BEL,2045,f,native,4946800
no-migration,BEL,2045,f,non-eu,341119
no-migration,BEL,2045,m,eu,257217
no-migration,BEL,2045,m,native,4983214
no-migration,BEL,2045,m,non-eu,316357
no-migration,BEL,2050,f,eu,273211
no-migration,BEL,2050,f,native,4972349
no-migration,BEL,2050,f,non-eu,319426
no-migration,BEL,2050,m,eu,232361
no-migration,BEL,2050,m,native,5010077
no-migration,BEL,2050,m,non-eu,288855
no-migration,BGR,2015,f,eu,20573
no-migration,BGR,2015,f,native,3635920
no-migration,BGR,2015,f,non-eu,40710
no-migration,BGR,2015,m,eu,22406
no-migration,BGR,2015,m,native,3441469
no-migration,BGR,2015,m,non-eu,34669
no-migration,BGR,2020,f,eu,19419
no-migration,BGR,2020,f,native,3528260
no-migration,BGR,2020,f,non-eu,39906
no-migration,BGR,2020,m,eu,21253
no-migration,BGR,2020,m,native,3332722
no-migration,BGR,2020,m,non-eu,34404
no-migration,BGR,2025,f,eu,18543
no-migration,BGR,2025,f,native,3415616
no-migration,BGR,2025,f,non-eu,38863
no-migration,BGR,2025,m,eu,20398
no-migration,BGR,2025,m,native,3218712
no-migration,BGR,2025,m,non-eu,34062
no-migration,BGR,2030,f,eu,17903
no-migration,BGR,2030,f,native,3298349
no-migration,BGR,2030,f,non-eu,37623
no-migration,BGR,2030,m,eu,19736
no-migration,BGR,2030,m,native,3103429
no-migration,BGR,2030,m,non-eu,33547
no-migration,BGR,2035,f,eu,17402
no-migration,BGR,2035,f,native,3180262
no-migration,BGR,2035,f,non-eu,35923
no-migration,BGR,2035,m,eu,19114
no-migration,BGR,2035,m,native,2991288
no-migration,BGR,2035,m,non-eu,32630
no-migration,BGR,2040,f,eu,16933
no-migration,BGR,2040,f,native,3067085
no-migration,BGR,2040,f,non-eu,33709
no-migration,BGR,2040,m,eu,18529
no-migration,BGR,2040,m,native,2886759
no-migration,BGR,2040,m,non-eu,31255
no-migration,BGR,2045,f,eu,16487
no-migration,BGR,2045,f,native,2960728
no-migration,BGR,2045,f,non-eu,31145
no-migration,BGR,2045,m,eu,17941
no-migration,BGR,2045,m,native,2789112
no-migration,BGR,2045,m,non-eu,29497
no-migration,BGR,2050,f,eu,16024
no-migration,BGR,2050,f,native,2859823
no-migration,BGR,2050,f,non-eu,28377
no-migration,BGR,2050,m,eu,17330
no-migration,BGR,2050,m,native,2694479
no-migration,BGR,2050,m,non-eu,27400
